DIFF_K1_vs_DET1,OF_DET_MATCH_POP_SWAP,OF_DET_MATCH_WRONG_SWAP,OF_DET_SUBJECT,OF_SCAD_MATCH_POP_SWAP,OF_SCAD_MATCH_WRONG_SWAP,OF_SCAD_SUBJECT,participant,seed
-0.05592368816900417,0.24978605780581176,0.21401893354557222,0.15371784175901348,0.28372295086526056,0.18135873919748002,0.11564104168880451,sub-02,20260808
0.3532465688997146,0.11290642528822925,0.0015552265174458846,-0.21301442961152084,0.3942229037144871,0.29993743534115214,0.13924718254499813,sub-02,20260810
0.011915915194108617,0.08957007623305824,0.07568138524551271,0.03033482319336711,0.14205826089406992,0.12124332633208135,0.04239163432397275,sub-02,20260811
-0.01890716628750433,0.09961949316533031,0.04567412050075925,0.01094126915307464,0.19436432844078216,0.054167693631874514,-0.0024850047382249385,sub-03,20260808
0.09083447258013322,0.15025431466465067,0.003440561276432663,-0.20449777340164055,0.12415463497509827,0.014963051436368224,-0.10986761804166684,sub-03,20260810
-0.025012114764870863,0.06057479436433799,0.03879372028608785,0.0022383353710678233,0.07479681552866019,0.03686191612930112,-0.0204049912816216,sub-03,20260811
-0.02347893346297114,0.11287378274688592,0.048056048641324456,0.03125928393197491,0.20993287802526822,0.05592836286431474,0.016180034328595216,sub-05,20260808
0.108712574773419,0.16895710485742288,0.02789206861665383,-0.1836840064558935,0.17875172301979836,0.0513710081209674,-0.0636962767518861,sub-05,20260810
-0.020007370119473233,0.07424383696879405,0.04457270426332555,0.02478114742246501,0.10315443444261818,0.0488325889332612,0.010964432559711357,sub-05,20260811
0.00743166109896265,0.2576546143682208,0.2365181354834931,0.05597414224394015,0.3073699575907085,0.32279051614023047,0.06449231307851733,sub-06,20260808
-0.030523419321980327,0.3154899728251621,0.23991801026568282,0.12430095244781114,0.3416473083489109,0.2949664981060778,0.08927117360872217,sub-06,20260810
-0.04020671418402344,0.2068870007933583,0.19409109209664166,-0.017408827301551355,0.31657418722170405,0.2864909546333365,-0.054689115971996216,sub-06,20260811
-0.03156843208397431,0.09263423691193262,0.034019576050341116,-0.02378748686828963,0.05968721404050781,0.042712961087624235,-0.0511271702094625,sub-07,20260808
-0.047246254800508425,0.16276564951365197,0.03288989718382562,0.022990468194087343,0.1999118251726032,0.03156189210092031,-0.025104300864040807,sub-07,20260810
-0.04831707903494431,0.10273205510030192,0.020079936472078175,-0.07734597108171631,0.24320688831309478,0.041210951755444314,-0.11659417326562099,sub-07,20260811
0.18041044838919973,-0.7574305913906976,-0.7444455639773659,-0.739141851451925,-0.560994991234371,-0.5737312256914944,-0.5680190604180098,sub-09,20260808
0.008847644625158857,-0.38535587652888736,-0.47825527304855964,-0.42374602169427344,-0.5160824871295455,-0.4663338866810518,-0.43919782892667847,sub-09,20260810
0.15872683177714197,-0.5310115610769435,-0.49683329002181864,-0.6435508619262169,-0.23219356521383538,-0.370306916026907,-0.4790865724313669,sub-09,20260811
-0.019946031144832954,-0.005060016726181948,-0.04585551293184087,-0.10652351097605661,0.1533694385665737,-0.021125723256997464,-0.13576740088987438,sub-11,20260808
-0.08528520590434341,0.059466330972436365,-0.02273496251221585,-0.07679122935961413,0.2834048969033237,-0.07322494077738628,-0.16715892477037564,sub-11,20260810
-0.07676473665625272,-0.024735874330548357,-0.06099130446729184,-0.1263946392828572,0.166343393212516,-0.08161018385028795,-0.20795459337596311,sub-11,20260811
0.04176670612126099,0.31886357597273896,0.2808671570154,0.16328833209633165,0.5100816080468844,0.39894443031278315,0.17640805931868742,sub-12,20260808
0.03767436045054051,0.31810267846726004,0.2824532117419798,0.2140756209121375,0.62642032181325,0.3807330885138669,0.22016531382458382,sub-12,20260810
-0.045896300435310566,0.28097731494497435,0.2894729078961078,0.13108316409119136,0.5280118235539581,0.31629219455797153,0.08383033178807753,sub-12,20260811
-0.05950080548844683,0.135284192008307,0.09685236524517937,0.012249043489601874,0.26806935997361825,0.06900481646880507,-0.04123975395185242,sub-14,20260808
-0.016907641925371975,0.15390259859992594,0.07287577266532286,0.0016276834379290728,0.508700110165902,0.07618235535465356,-0.01688572172666103,sub-14,20260810
-0.07853686183736452,0.13818364441621955,0.11045331248400236,0.019859351275954396,0.4125464807786957,0.1075976636805912,-0.05095355503442811,sub-14,20260811
-0.005222972857751973,0.07331676981342372,0.043413853523001755,-0.06468315325232588,0.06638006857638035,0.06718844155878267,-0.051068491802842786,sub-15,20260808
-0.013453315498668683,0.11249569742314847,0.03540498718841745,-0.1595364467939362,0.13296144739238192,0.06393552110043932,-0.1681814025826891,sub-15,20260810
-0.005885553448947589,-0.010483536980490094,0.01837466701642798,-0.1609182241320637,0.08206359691806686,0.07378238306116702,-0.15723213800854652,sub-15,20260811
-0.02314947339541762,0.06350013563299872,0.01252532745985424,-0.0966405891320285,0.04548721584107951,0.027420044175404,-0.1038636807681006,sub-17,20260808
-0.01942474425715557,0.09697318037643143,0.0010503537952899489,-0.1889046505299014,0.10723160735386261,0.021502654626965434,-0.20488627827726308,sub-17,20260810
0.006746278571731934,-0.002423193963134951,0.007940430895370665,-0.19701197838465517,0.1314733442138224,0.0359627738375875,-0.18072707266546778,sub-17,20260811
-0.011767200150643475,0.058691095327958465,0.031156343611655757,-0.08773078666126821,0.05436833317799028,0.044467390835052356,-0.08918199600520893,sub-18,20260808
-0.012504025944508612,0.12743474496528506,0.031217056326568127,-0.18506993821574724,0.13013690151274204,0.03608469350729138,-0.19603639078923152,sub-18,20260810
-0.031869049300439656,0.038518872286658734,0.05377191153820604,-0.1761188832388143,0.08154768589884043,0.01668919943040237,-0.19846884405706078,sub-18,20260811
0.32860172683881084,-0.15686138640298997,-0.17150083672481053,-0.24403173994329386,0.24631832785565733,0.21430428393862466,0.08413209925603238,sub-19,20260808
-0.22162905913975206,-0.2176316988682656,-0.17771186369160796,-0.2435850563148656,-0.3923303193102279,-0.2701699906452135,-0.44778548028658727,sub-19,20260810
0.13903713000543183,-0.20408275997209735,-0.2041519604284654,-0.28425240406597196,0.19617830222528987,-0.01653760725237219,-0.12804067370510008,sub-19,20260811
-0.10181452690825599,0.11239424991336733,0.00952340098475657,-0.05543760313502666,0.2306276087525424,-0.051797158482087324,-0.15428136309960505,sub-21,20260808
-0.1461786390966051,0.13647689011234498,0.044213887759959714,-0.017782554610052737,0.07419854543217419,0.02205459888164818,-0.15294592921667682,sub-21,20260810
-0.07281177675911599,0.07425966092964986,0.0030971500188945456,-0.07534197854021418,0.3042611782471616,-0.034441012316025255,-0.13745222525944667,sub-21,20260811
-0.0645727193944014,0.13496274890223892,0.03050920485880726,-0.02851850837528419,0.2781649356007955,0.03537930631238945,-0.0883716362510707,sub-23,20260808
-0.10733662984648329,0.10586483687589499,0.04823402354529327,-0.017063876329239003,0.08031033368626972,0.0709445387789398,-0.11078452029129032,sub-23,20260810
-0.060976623302432365,0.09243536735795865,0.03745535453840804,-0.04031296801355899,0.38571985735065617,0.03809902626000772,-0.09008520216663268,sub-23,20260811
