availability_denominator_records,deterministic_checkpoint_scopes,estimand,failed_or_partial_rows,fallback_rows,median_correlation,median_e_parallel,median_e_perp,median_psd_distortion,median_rrmse,method_id,operator_source,requested_rows,success_rows,summary_function_evaluations,summary_latency_seconds,summary_network_calls_total,summary_peak_memory_mb,summary_total_function_evaluations_per_window,summary_training_model_parameters,summary_training_selected_checkpoint_updates,summary_training_updates_completed,summary_training_walltime_seconds
8,,operator_effect,0,0,0.8546603319918951,1.2882429964413218,0.2885846159191456,0.894657526563567,0.8360691555999437,M1_observation_warm_start_sdedit,population_projector,8,8,100.0,71.47640288271941,1000.0,1541.650390625,500.0,,,,
8,,operator_effect,0,0,0.7788886138574047,1.9414856786003998,0.035889377086679525,0.4066296079168399,1.2395556592185342,M2_final_hard_q_consistency,population_projector,8,8,100.0,68.8060942053562,1000.0,1541.650390625,500.0,,,,
8,,operator_effect,0,0,0.8092080677833112,5.665473391447796,0.06605206841533068,8.25476943680393,3.340256304059113,M4_per_step_quadratic_proximal_q_consistency,population_projector,8,8,100.0,68.66792418807745,1000.0,1541.650390625,500.0,,,,
8,,operator_effect,0,0,0.9300462244542075,0.9975819633700774,0.026525931441050345,0.4325505705710805,0.6203157432586724,deterministic_Qy,population_projector,8,8,0.0,0.00046926550567150116,0.0,0.0,0.0,,,,
8,,operator_effect,0,0,0.9482156895620155,0.8358753629483102,0.013262965673008668,0.2252071797927247,0.5236674118077405,deterministic_soft_proximal,population_projector,8,8,0.0,0.0010320832952857018,0.0,0.0,0.0,,,,
8,population_projector,operator_effect,0,0,0.9887506605822598,0.4376192388352601,0.006839864675065077,0.13182858643706108,0.2504793537706736,task_matched_multichannel_deterministic_UNet,population_projector,8,8,1.0,0.7770478459133301,2.0,256.94140625,1.0,4557587.0,6000.0,6000.0,881.0162402186543
8,,matching_p0_eligible_only,0,0,0.8395620753459181,1.4297580492574546,0.3021323604083431,1.0231820150929025,0.9062943650234252,M1_observation_warm_start_sdedit,matching_p0,6,6,100.0,67.1184798697941,1000.0,1541.650390625,500.0,,,,
8,,matching_p0_eligible_only,0,0,0.7401360702411522,2.082083311506814,0.2512213257282543,0.4685423213914329,1.3338880000530022,M2_final_hard_q_consistency,matching_p0,6,6,100.0,67.01831267727539,1000.0,1541.650390625,500.0,,,,
8,,matching_p0_eligible_only,0,0,0.7852141015242519,5.5703344630885585,0.6229333294213587,9.175757996271246,3.3208111008877754,M4_per_step_quadratic_proximal_q_consistency,matching_p0,6,6,100.0,69.61022291937843,1000.0,1541.650390625,500.0,,,,
8,,matching_p0_eligible_only,0,0,0.9114767399075974,0.9990782840139942,0.1821969791364359,0.4253084958757284,0.6212914935815534,deterministic_Qy,matching_p0,6,6,0.0,0.0007342332974076271,0.0,0.0,0.0,,,,
8,,matching_p0_eligible_only,0,0,0.9406878218459442,0.8974729081916435,0.09109848958718475,0.23694866618637342,0.5504801377910311,deterministic_soft_proximal,matching_p0,6,6,0.0,0.00043222197564318776,0.0,0.0,0.0,,,,
8,matching_p0,matching_p0_eligible_only,0,0,0.9887425477638275,0.4272797895333628,0.0073332385595930825,0.1096285651602383,0.2510562858327994,task_matched_multichannel_deterministic_UNet,matching_p0,6,6,1.0,0.07444617408327758,2.0,265.06640625,1.0,4557587.0,6000.0,6000.0,946.5513398670591
8,,operator_effect,0,0,0.8546603695405479,1.2882431394894613,0.2885845978459516,0.8946575254797253,0.8360692397848787,M1_observation_warm_start_sdedit,query_derived_oracle_projector,8,8,100.0,70.63430086852168,1000.0,1541.650390625,500.0,,,,
8,,operator_effect,0,0,0.7737107825861899,1.9381322230877687,1.7178741158471522e-07,0.41329253668453025,1.2370667488240048,M2_final_hard_q_consistency,query_derived_oracle_projector,8,8,100.0,67.95953264582204,1000.0,1541.650390625,500.0,,,,
8,,operator_effect,0,0,0.8039797570524303,5.688949699686007,0.012159296651998087,8.349044236681898,3.3535329076072133,M4_per_step_quadratic_proximal_q_consistency,query_derived_oracle_projector,8,8,100.0,67.93187290569767,1000.0,1541.650390625,500.0,,,,
8,,operator_effect,0,0,0.9284673592970738,1.0,5.660542433861966e-08,0.4361911826322292,0.6212796382374934,deterministic_Qy,query_derived_oracle_projector,8,8,0.0,0.0005123655864736065,0.0,0.0,0.0,,,,
8,,operator_effect,0,0,0.9499363329783013,0.83650159140475,5.6605424337668837e-08,0.22819042792025662,0.5239680918487174,deterministic_soft_proximal,query_derived_oracle_projector,8,8,0.0,0.00033273609005846083,0.0,0.0,0.0,,,,
8,query_derived_oracle_projector,operator_effect,0,0,0.9891250936118754,0.4352338427628272,0.007104709875892776,0.13215327513389669,0.24943344492128816,task_matched_multichannel_deterministic_UNet,query_derived_oracle_projector,8,8,1.0,0.07714387238956988,2.0,265.06640625,1.0,4557587.0,6000.0,6000.0,833.7473276946694
