artifact_correlation,artifact_rmse,clean_output_rms_ratio,correlation,method,panel,participant,rrmse_spectral,rrmse_temporal,seed,snr_improvement
0.45671662558581577,3.5975100156954594,3.266693715420034,0.6456565043934259,DET_MATCH,paired,sub-02,1.1790845789170514,2.859778848737026,20260808,-18.980238322166972
0.4595220410944118,3.597399448148078,3.268980842083692,0.6460220068693161,DET_POP,paired,sub-02,1.1787663562895936,2.860588982465237,20260808,-18.987125905235494
0.4598071619240929,3.5956789488490264,3.2640839496420493,0.6463032888908249,DET_WRONG,paired,sub-02,1.1792519256834768,2.857698939210321,20260808,-18.982784506556023
0.31543291334269774,3.6560378062228365,3.341059554782179,0.6317281150259078,EEGDFUS_UNIFIED,paired,sub-02,1.2100197110428579,2.9328613809824065,20260808,-19.637067270613947
0.0,3.7566821016371255,3.4905761596229343,0.6209208602312073,RAW,paired,sub-02,1.2685141108749023,3.058764898763103,20260808,0.0
0.31618142539971605,3.649788340864082,3.34218606683943,0.6322883954336349,SCAD_MATCH,paired,sub-02,1.2038849484589365,2.927450990352857,20260808,-19.41636534665789
0.31831018583034165,3.646497146795607,3.342483195993635,0.6335223223723006,SCAD_MATCH_DDIM10,paired,sub-02,1.2029274529260066,2.925196292447961,20260808,-19.368993582815975
0.31437251472703387,3.651416714251455,3.3425205801096225,0.6317230677878898,SCAD_MATCH_DDIM50,paired,sub-02,1.2044655738993444,2.928699462878285,20260808,-19.43486858403129
0.28742975583655705,3.6595603341961076,3.361324481252167,0.6291657632908835,SCAD_NO_CONTEXT,paired,sub-02,1.215369220266843,2.946576826596154,20260808,-19.556891553336754
0.31684404143662603,3.650155304310222,3.341735519054863,0.6322290569336879,SCAD_NO_RANK_MATCH,paired,sub-02,1.204136628903345,2.9272954804974787,20260808,-19.422388988052262
0.3119579567913509,3.648689426688684,3.346254272179471,0.6326370646711439,SCAD_POP,paired,sub-02,1.2063908029166568,2.9289412641956005,20260808,-19.391549966548254
0.16132201480084202,4.008452639811569,3.639536691622601,0.5196481925360987,SCAD_V_MATCH,paired,sub-02,1.8724343850173883,3.3344142090419253,20260808,-23.32496157852519
0.31539558911915977,3.6483557227378096,3.3399759079847073,0.6336160997161642,SCAD_WRONG,paired,sub-02,1.2052039080040735,2.925735555115453,20260808,-19.426871174011872
0.0,3.7566821016371255,3.4905761596229343,0.6209208602312073,STANDARD,paired,sub-02,1.2685141108749023,3.058764898763103,20260808,0.0
0.3932334763521794,3.6274488334440522,3.304818121923341,0.6470722142904479,DET_MATCH,paired,sub-02,1.1795847452659574,2.8879625895513326,20260810,-19.071383081539807
