clipped_effect,contributing_participant,donor,fold_q95,heldout_fold,is_permutation_replicate,null_family,operator_id,panel,protocol,rank,raw_effect
0.5284992152262267,sub-23,participant-level donor-mean already reduced,0.24507033136341397,sub-18,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,natural,ERP/SSVEP equal weighted,1,0.5284992152262267
0.5284992152262267,sub-23,participant-level donor-mean already reduced,0.24507033136341397,sub-19,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,natural,ERP/SSVEP equal weighted,1,0.5284992152262267
0.5284992152262267,sub-23,participant-level donor-mean already reduced,0.24507033136341397,sub-21,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,natural,ERP/SSVEP equal weighted,1,0.5284992152262267
0.5284992152262267,sub-23,participant-level donor-mean already reduced,0.22326810952781267,sub-24,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,natural,ERP/SSVEP equal weighted,1,0.5284992152262267
0.09245477851420736,sub-09,participant-level donor-mean already reduced,0.24507033136341397,sub-02,False,EOG_TIME_SHIFT,sub-09::TIME_SHIFT,natural,ERP/SSVEP equal weighted,2,0.09245477851420736
0.09245477851420736,sub-09,participant-level donor-mean already reduced,0.24507033136341397,sub-03,False,EOG_TIME_SHIFT,sub-09::TIME_SHIFT,natural,ERP/SSVEP equal weighted,2,0.09245477851420736
0.09245477851420736,sub-09,participant-level donor-mean already reduced,0.24507033136341397,sub-05,False,EOG_TIME_SHIFT,sub-09::TIME_SHIFT,natural,ERP/SSVEP equal weighted,2,0.09245477851420736
0.09245477851420736,sub-09,participant-level donor-mean already reduced,0.24507033136341397,sub-06,False,EOG_TIME_SHIFT,sub-09::TIME_SHIFT,natural,ERP/SSVEP equal weighted,2,0.09245477851420736
0.09245477851420736,sub-09,participant-level donor-mean already reduced,0.24507033136341397,sub-07,False,EOG_TIME_SHIFT,sub-09::TIME_SHIFT,natural,ERP/SSVEP equal weighted,2,0.09245477851420736
0.27702783513506724,sub-23,participant-level donor-mean already reduced,0.09695974229727343,sub-02,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,paired,ERP/SSVEP equal weighted,1,0.27702783513506724
0.27702783513506724,sub-23,participant-level donor-mean already reduced,0.09695974229727343,sub-03,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,paired,ERP/SSVEP equal weighted,1,0.27702783513506724
0.27702783513506724,sub-23,participant-level donor-mean already reduced,0.09695974229727343,sub-05,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,paired,ERP/SSVEP equal weighted,1,0.27702783513506724
0.27702783513506724,sub-23,participant-level donor-mean already reduced,0.09695974229727343,sub-06,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,paired,ERP/SSVEP equal weighted,1,0.27702783513506724
0.27702783513506724,sub-23,participant-level donor-mean already reduced,0.09695974229727343,sub-07,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,paired,ERP/SSVEP equal weighted,1,0.27702783513506724
0.27702783513506724,sub-23,participant-level donor-mean already reduced,0.09695974229727343,sub-09,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,paired,ERP/SSVEP equal weighted,1,0.27702783513506724
0.27702783513506724,sub-23,participant-level donor-mean already reduced,0.09695974229727343,sub-11,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,paired,ERP/SSVEP equal weighted,1,0.27702783513506724
0.27702783513506724,sub-23,participant-level donor-mean already reduced,0.09695974229727343,sub-12,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,paired,ERP/SSVEP equal weighted,1,0.27702783513506724
0.27702783513506724,sub-23,participant-level donor-mean already reduced,0.09695974229727343,sub-14,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,paired,ERP/SSVEP equal weighted,1,0.27702783513506724
0.27702783513506724,sub-23,participant-level donor-mean already reduced,0.09695974229727343,sub-15,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,paired,ERP/SSVEP equal weighted,1,0.27702783513506724
0.27702783513506724,sub-23,participant-level donor-mean already reduced,0.09695974229727343,sub-17,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,paired,ERP/SSVEP equal weighted,1,0.27702783513506724
0.27702783513506724,sub-23,participant-level donor-mean already reduced,0.09695974229727343,sub-18,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,paired,ERP/SSVEP equal weighted,1,0.27702783513506724
0.27702783513506724,sub-23,participant-level donor-mean already reduced,0.09695974229727343,sub-19,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,paired,ERP/SSVEP equal weighted,1,0.27702783513506724
0.27702783513506724,sub-23,participant-level donor-mean already reduced,0.09695974229727343,sub-21,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,paired,ERP/SSVEP equal weighted,1,0.27702783513506724
0.27702783513506724,sub-23,participant-level donor-mean already reduced,0.08310835054051988,sub-24,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,paired,ERP/SSVEP equal weighted,1,0.27702783513506724
0.0,sub-03,participant-level donor-mean already reduced,0.09695974229727343,sub-02,False,EOG_TIME_SHIFT,sub-03::TIME_SHIFT,paired,ERP/SSVEP equal weighted,2,-0.7716958217320191
0.0,sub-05,participant-level donor-mean already reduced,0.09695974229727343,sub-02,False,EOG_TIME_SHIFT,sub-05::TIME_SHIFT,paired,ERP/SSVEP equal weighted,3,-0.9907138766468362
0.0,sub-06,participant-level donor-mean already reduced,0.09695974229727343,sub-02,False,EOG_TIME_SHIFT,sub-06::TIME_SHIFT,paired,ERP/SSVEP equal weighted,4,-0.6346365364776427
0.0,sub-07,participant-level donor-mean already reduced,0.09695974229727343,sub-02,False,EOG_TIME_SHIFT,sub-07::TIME_SHIFT,paired,ERP/SSVEP equal weighted,5,-0.42550619807818046
0.0,sub-09,participant-level donor-mean already reduced,0.09695974229727343,sub-02,False,EOG_TIME_SHIFT,sub-09::TIME_SHIFT,paired,ERP/SSVEP equal weighted,6,-0.055579763540738014
