clipped_effect,contributing_participant,donor,fold_q95,heldout_fold,is_permutation_replicate,null_family,operator_id,panel,protocol,rank,raw_effect
0.5284992152262267,sub-23,participant-level donor-mean already reduced,0.24507033136341397,sub-02,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,natural,ERP/SSVEP equal weighted,1,0.5284992152262267
0.5284992152262267,sub-23,participant-level donor-mean already reduced,0.24507033136341397,sub-03,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,natural,ERP/SSVEP equal weighted,1,0.5284992152262267
0.5284992152262267,sub-23,participant-level donor-mean already reduced,0.24507033136341397,sub-05,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,natural,ERP/SSVEP equal weighted,1,0.5284992152262267
0.5284992152262267,sub-23,participant-level donor-mean already reduced,0.24507033136341397,sub-06,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,natural,ERP/SSVEP equal weighted,1,0.5284992152262267
0.5284992152262267,sub-23,participant-level donor-mean already reduced,0.24507033136341397,sub-07,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,natural,ERP/SSVEP equal weighted,1,0.5284992152262267
0.5284992152262267,sub-23,participant-level donor-mean already reduced,0.18497472532917913,sub-09,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,natural,ERP/SSVEP equal weighted,1,0.5284992152262267
0.5284992152262267,sub-23,participant-level donor-mean already reduced,0.24507033136341397,sub-11,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,natural,ERP/SSVEP equal weighted,1,0.5284992152262267
0.5284992152262267,sub-23,participant-level donor-mean already reduced,0.24507033136341397,sub-12,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,natural,ERP/SSVEP equal weighted,1,0.5284992152262267
0.5284992152262267,sub-23,participant-level donor-mean already reduced,0.24507033136341397,sub-14,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,natural,ERP/SSVEP equal weighted,1,0.5284992152262267
0.5284992152262267,sub-23,participant-level donor-mean already reduced,0.24507033136341397,sub-15,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,natural,ERP/SSVEP equal weighted,1,0.5284992152262267
0.5284992152262267,sub-23,participant-level donor-mean already reduced,0.24507033136341397,sub-17,False,EOG_TIME_SHIFT,sub-23::TIME_SHIFT,natural,ERP/SSVEP equal weighted,1,0.5284992152262267
