combined_score,diffusion_loss,loss,one_step_loss,phase,step
,,0.5345208048820496,,anchor,1
,,0.37134256958961487,,anchor,250
,,0.14496058225631714,,anchor,500
,,0.15100672841072083,,anchor,750
,,0.13972944021224976,,anchor,1000
,,0.05646653473377228,,anchor,1250
,,0.06098157912492752,,anchor,1500
,,0.1444557160139084,,anchor,1750
,,0.04832209646701813,,anchor,2000
,,0.0962548479437828,,anchor,2250
,,0.02880111336708069,,anchor,2500
,,0.03564247861504555,,anchor,2750
,,0.018290415406227112,,anchor,3000
,,0.01796378195285797,,anchor,3250
,,0.03975022956728935,,anchor,3500
,,0.027846766635775566,,anchor,3750
,,0.023258958011865616,,anchor,4000
,,0.020852738991379738,,anchor,4250
,,0.013671079650521278,,anchor,4500
,,0.012482295744121075,,anchor,4750
,,0.017714066430926323,,anchor,5000
,,0.016390981152653694,,anchor,5250
,,0.013160131871700287,,anchor,5500
,,0.013583789579570293,,anchor,5750
,,0.017018072307109833,,anchor,6000
,,0.010616287589073181,,anchor,6250
,,0.008930319920182228,,anchor,6500
,,0.03747514635324478,,anchor,6750
,,0.011495009064674377,,anchor,7000
,,0.009831609204411507,,anchor,7250
,,0.018136244267225266,,anchor,7500
,,0.01035719458013773,,anchor,7750
,,0.007423210423439741,,anchor,8000
,,0.04197452589869499,,one_step,1
,,0.10368402302265167,,diffusion,1
,,0.007431845646351576,,one_step,250
,,0.04035360366106033,,diffusion,250
0.3542482405900955,0.13335765898227692,,0.2208905816078186,validation,250
,,0.00945248268544674,,one_step,500
,,0.06350953876972198,,diffusion,500
0.328103169798851,0.1085456907749176,,0.2195574790239334,validation,500
,,0.007081919815391302,,one_step,750
,,0.03834807500243187,,diffusion,750
0.3165239840745926,0.09791728854179382,,0.21860669553279877,validation,750
,,0.0072222622111439705,,one_step,1000
,,0.032339271157979965,,diffusion,1000
0.308618426322937,0.08967411518096924,,0.21894431114196777,validation,1000
,,0.006297903601080179,,one_step,1250
,,0.024608872830867767,,diffusion,1250
0.3041626065969467,0.08570599555969238,,0.21845661103725433,validation,1250
,,0.006241094321012497,,one_step,1500
,,0.023002902045845985,,diffusion,1500
0.30050531029701233,0.08202916383743286,,0.21847614645957947,validation,1500
,,0.008026717230677605,,one_step,1750
,,0.01682887226343155,,diffusion,1750
0.2961864098906517,0.07718325406312943,,0.21900315582752228,validation,1750
,,0.004191231913864613,,one_step,2000
,,0.013366800732910633,,diffusion,2000
0.2923862189054489,0.07339325547218323,,0.21899296343326569,validation,2000
,,0.006429525092244148,,one_step,2250
,,0.013740469701588154,,diffusion,2250
0.29317035526037216,0.07267541438341141,,0.22049494087696075,validation,2250
,,0.007296373602002859,,one_step,2500
,,0.012037353590130806,,diffusion,2500
0.2912246957421303,0.07168740779161453,,0.21953728795051575,validation,2500
,,0.005562461446970701,,one_step,2750
,,0.010037814266979694,,diffusion,2750
0.28708015382289886,0.06808997690677643,,0.21899017691612244,validation,2750
,,0.006401833612471819,,one_step,3000
,,0.011752186343073845,,diffusion,3000
0.28634538501501083,0.06687264889478683,,0.219472736120224,validation,3000
,,0.0040442063473165035,,one_step,3250
,,0.009640989825129509,,diffusion,3250
0.2847428470849991,0.06434276700019836,,0.22040008008480072,validation,3250
,,0.004327210132032633,,one_step,3500
,,0.009405438788235188,,diffusion,3500
0.28642546385526657,0.06613204628229141,,0.22029341757297516,validation,3500
,,0.004678068216890097,,one_step,3750
,,0.009085818193852901,,diffusion,3750
0.2835565358400345,0.06388835608959198,,0.2196681797504425,validation,3750
,,0.0036965126637369394,,one_step,4000
,,0.006620291154831648,,diffusion,4000
0.28004390746355057,0.061138637363910675,,0.2189052700996399,validation,4000
,,0.003514650510624051,,one_step,4250
,,0.007199104409664869,,diffusion,4250
0.28220177441835403,0.0633011981844902,,0.21890057623386383,validation,4250
,,0.004004634916782379,,one_step,4500
,,0.00931608211249113,,diffusion,4500
0.27870572730898857,0.06141143664717674,,0.21729429066181183,validation,4500
,,0.002903719898313284,,one_step,4750
,,0.006834112107753754,,diffusion,4750
0.2806353084743023,0.06211131438612938,,0.2185239940881729,validation,4750
,,0.0040553659200668335,,one_step,5000
,,0.008946405723690987,,diffusion,5000
0.28131888434290886,0.06060456857085228,,0.22071431577205658,validation,5000
,,0.004254206083714962,,one_step,5250
,,0.008457011543214321,,diffusion,5250
0.28026745468378067,0.06048751622438431,,0.21977993845939636,validation,5250
,,0.003411577781662345,,one_step,5500
,,0.005288155749440193,,diffusion,5500
0.27684150636196136,0.05761443078517914,,0.21922707557678223,validation,5500
,,0.0028123350348323584,,one_step,5750
,,0.006816693115979433,,diffusion,5750
0.2792498394846916,0.05850187689065933,,0.2207479625940323,validation,5750
,,0.0031693207565695047,,one_step,6000
,,0.007227721624076366,,diffusion,6000
0.2783828228712082,0.05801562964916229,,0.2203671932220459,validation,6000
,,0.002566650975495577,,one_step,6250
,,0.006421067751944065,,diffusion,6250
0.2767428644001484,0.05660100653767586,,0.22014185786247253,validation,6250
,,0.0018730759620666504,,one_step,6500
,,0.00554069597274065,,diffusion,6500
0.2752063423395157,0.05567044019699097,,0.21953590214252472,validation,6500
,,0.001712344354018569,,one_step,6750
,,0.0054572951048612595,,diffusion,6750
0.27596548199653625,0.056084856390953064,,0.2198806256055832,validation,6750
,,0.0014532856876030564,,one_step,7000
,,0.004703962244093418,,diffusion,7000
0.27735789492726326,0.05609746649861336,,0.2212604284286499,validation,7000
,,0.001956487772986293,,one_step,7250
,,0.006042261607944965,,diffusion,7250
0.2760620638728142,0.05651775747537613,,0.21954430639743805,validation,7250
,,0.0020360129419714212,,one_step,7500
,,0.005778068210929632,,diffusion,7500
0.2786473259329796,0.05806422978639603,,0.22058309614658356,validation,7500
,,0.0020480251405388117,,one_step,7750
,,0.005631132982671261,,diffusion,7750
0.2762852683663368,0.05603807419538498,,0.22024719417095184,validation,7750
,,0.0011975154047831893,,one_step,8000
,,0.004653753712773323,,diffusion,8000
0.2748655788600445,0.05492420122027397,,0.2199413776397705,validation,8000
,,0.0017301723128184676,,one_step,8250
,,0.004842965863645077,,diffusion,8250
0.2758741080760956,0.05486740171909332,,0.22100670635700226,validation,8250
,,0.0018854648806154728,,one_step,8500
,,0.005227076821029186,,diffusion,8500
0.27457719296216965,0.054586298763751984,,0.21999089419841766,validation,8500
,,0.0013687660684809089,,one_step,8750
,,0.004530773498117924,,diffusion,8750
0.2746118865907192,0.05424296483397484,,0.22036892175674438,validation,8750
,,0.0012694881297647953,,one_step,9000
,,0.005279046483337879,,diffusion,9000
0.2737843543291092,0.05380377173423767,,0.21998058259487152,validation,9000
,,0.0018188402755185962,,one_step,9250
,,0.00534274335950613,,diffusion,9250
0.2755730003118515,0.05490182340145111,,0.2206711769104004,validation,9250
,,0.0028492030687630177,,one_step,9500
,,0.005327786318957806,,diffusion,9500
0.27438247576355934,0.05401534214615822,,0.22036713361740112,validation,9500
,,0.0013446747325360775,,one_step,9750
,,0.0024674655869603157,,diffusion,9750
0.2747203931212425,0.05443993955850601,,0.2202804535627365,validation,9750
,,0.0030564111657440662,,one_step,10000
,,0.005692699458450079,,diffusion,10000
0.27419018000364304,0.05405431240797043,,0.2201358675956726,validation,10000
,,0.0015012042131274939,,one_step,10250
,,0.0041948785074055195,,diffusion,10250
0.2751806005835533,0.05440916866064072,,0.2207714319229126,validation,10250
,,0.000992023735307157,,one_step,10500
,,0.0047019352205097675,,diffusion,10500
0.2739316560328007,0.05298033729195595,,0.22095131874084473,validation,10500
,,0.001783235464245081,,one_step,10750
,,0.006326921284198761,,diffusion,10750
0.27493999898433685,0.05505026876926422,,0.21988973021507263,validation,10750
,,0.0011073296191170812,,one_step,11000
,,0.004803917836397886,,diffusion,11000
0.2730794623494148,0.05344649404287338,,0.21963296830654144,validation,11000
,,0.000929188565351069,,one_step,11250
,,0.004195144400000572,,diffusion,11250
0.2734690234065056,0.05245538800954819,,0.2210136353969574,validation,11250
,,0.0012314976193010807,,one_step,11500
,,0.0035902969539165497,,diffusion,11500
0.2736390382051468,0.053395435214042664,,0.22024360299110413,validation,11500
,,0.0009211021242663264,,one_step,11750
,,0.00376340514048934,,diffusion,11750
0.2739347778260708,0.053505789488554,,0.22042898833751678,validation,11750
,,0.0013243254506960511,,one_step,12000
,,0.004300580359995365,,diffusion,12000
0.2739890143275261,0.05386354774236679,,0.2201254665851593,validation,12000
