effective_operator_source,latency_seconds,method_id,network_calls_total,operator_source,partition,peak_memory_mb,seed,source_record,status
population_projector,12.830730975605547,M1_observation_warm_start_sdedit,200,population_projector,development,1533.525390625,20260801,sim34,success
population_projector,12.224704526364803,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260802,sim34,success
population_projector,12.27497673779726,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260803,sim34,success
population_projector,12.170034615322948,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260804,sim34,success
population_projector,12.198190346360207,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260805,sim34,success
population_projector,12.261148806661367,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260801,sim34,success
population_projector,12.043647745624185,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260802,sim34,success
population_projector,12.245137459598482,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260803,sim34,success
population_projector,11.945830503478646,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260804,sim34,success
population_projector,12.26441880967468,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260805,sim34,success
population_projector,11.91774572711438,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260801,sim34,success
population_projector,11.995994101278484,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260802,sim34,success
population_projector,12.264239222742617,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260803,sim34,success
population_projector,12.250882482156157,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260804,sim34,success
population_projector,12.223961751908064,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260805,sim34,success
matching_p0,11.849169412627816,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260801,sim34,success
matching_p0,11.778673075139523,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260802,sim34,success
matching_p0,11.682113628834486,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260803,sim34,success
matching_p0,11.399124226532876,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260804,sim34,success
matching_p0,11.44713940192014,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260805,sim34,success
matching_p0,11.426147307269275,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260801,sim34,success
matching_p0,11.57803441490978,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260802,sim34,success
matching_p0,11.763925084844232,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260803,sim34,success
matching_p0,11.473766902461648,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260804,sim34,success
matching_p0,11.679783741943538,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260805,sim34,success
matching_p0,11.661664294078946,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260801,sim34,success
matching_p0,11.728449027054012,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260802,sim34,success
matching_p0,11.657772949896753,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260803,sim34,success
matching_p0,11.707066943868995,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260804,sim34,success
matching_p0,11.565267734229565,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260805,sim34,success
query_derived_oracle_projector,11.758291074074805,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim34,success
query_derived_oracle_projector,11.838740112259984,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim34,success
query_derived_oracle_projector,11.772996203042567,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim34,success
query_derived_oracle_projector,11.840994763188064,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim34,success
query_derived_oracle_projector,11.70924371201545,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim34,success
query_derived_oracle_projector,11.969063714146614,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim34,success
query_derived_oracle_projector,12.069223197177052,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim34,success
query_derived_oracle_projector,12.090424666181207,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim34,success
query_derived_oracle_projector,11.764516280032694,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim34,success
query_derived_oracle_projector,11.95452786423266,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim34,success
query_derived_oracle_projector,11.889758017845452,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim34,success
query_derived_oracle_projector,12.173382964916527,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim34,success
query_derived_oracle_projector,12.260353404097259,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim34,success
query_derived_oracle_projector,12.025323847308755,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim34,success
query_derived_oracle_projector,11.808751027099788,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim34,success
