effect,mean,median,ci_low,ci_high,positive_count,denominator,bootstrap_replicates
U_D,-0.30018719773868036,-0.22014236450195312,-0.341968296237033,-0.2583712869227447,1,58,20000
U_P,-0.0018115100161782626,-0.0015979409217834473,-0.007373810546665356,0.0032685926762120432,26,58,20000
U_W,-0.004595181037639749,-0.002921059727668762,-0.011486437287310075,0.002219683265891567,23,58,20000
