seed,fold_id,recording_key,study,method,rrmse,correlation,delta_snr,artifact_residual_rmse
20260806,study01_layout_01_heldout_00,study01/study01_p03,study01,RAW,0.7630289196968079,0.7853965150140947,0.0,0.433369517326355
20260806,study01_layout_01_heldout_00,study01/study01_p03,study01,DET-MATCH,0.7230432033538818,0.8214665974529021,0.4675344228744507,0.4106592535972595
20260806,study01_layout_01_heldout_00,study01/study01_p03,study01,DET-POP,0.6244313716888428,0.8490091531022649,1.7411267757415771,0.35465168952941895
20260806,study01_layout_01_heldout_00,study01/study01_p03,study01,DET-WRONG,0.6482512950897217,0.8473297401795539,1.4159518480300903,0.3681804835796356
20260806,study01_layout_01_heldout_00,study01/study01_p03,study01,DIFF-MATCH,1.3077796697616577,0.5779949255895983,-4.679871082305908,0.7427658438682556
20260806,study01_layout_01_heldout_00,study01/study01_p03,study01,DIFF-POP,1.284690022468567,0.5770405022350925,-4.525146484375,0.7296518683433533
20260806,study01_layout_01_heldout_00,study01/study01_p03,study01,DIFF-WRONG,1.2842915058135986,0.5795552358236148,-4.522451877593994,0.7294255495071411
20260806,study01_layout_01_heldout_01,study01/study01_p04,study01,RAW,0.5449263453483582,0.8760091482771906,0.0,0.4122491180896759
20260806,study01_layout_01_heldout_01,study01/study01_p04,study01,DET-MATCH,0.4914996922016144,0.8933864749113536,0.8962906002998352,0.37183064222335815
20260806,study01_layout_01_heldout_01,study01/study01_p04,study01,DET-POP,0.5289093852043152,0.8789823038455185,0.25913146138191223,0.4001319110393524
20260806,study01_layout_01_heldout_01,study01/study01_p04,study01,DET-WRONG,0.512191116809845,0.885266490696562,0.5381154417991638,0.3874841630458832
20260806,study01_layout_01_heldout_01,study01/study01_p04,study01,DIFF-MATCH,0.6032683253288269,0.8492138939685013,-0.8834550380706787,0.45638614892959595
20260806,study01_layout_01_heldout_01,study01/study01_p04,study01,DIFF-POP,0.5916687846183777,0.8545776111559581,-0.7148163914680481,0.4476108253002167
20260806,study01_layout_01_heldout_01,study01/study01_p04,study01,DIFF-WRONG,0.6069364547729492,0.8484008400210784,-0.9361095428466797,0.4591611921787262
20260806,study01_layout_01_heldout_01,study01/study01_p05,study01,RAW,2.436594009399414,0.28908659833613826,0.0,1.5063226222991943
20260806,study01_layout_01_heldout_01,study01/study01_p05,study01,DET-MATCH,2.0473387241363525,0.3493627715681331,1.5118696689605713,1.2656817436218262
20260806,study01_layout_01_heldout_01,study01/study01_p05,study01,DET-POP,2.1446573734283447,0.3338518906001269,1.1085056066513062,1.3258450031280518
20260806,study01_layout_01_heldout_01,study01/study01_p05,study01,DET-WRONG,2.031970262527466,0.35234921396945945,1.577316403388977,1.2561808824539185
20260806,study01_layout_01_heldout_01,study01/study01_p05,study01,DIFF-MATCH,2.4138643741607666,0.28753013258125637,0.08140560239553452,1.4922709465026855
20260806,study01_layout_01_heldout_01,study01/study01_p05,study01,DIFF-POP,2.451277732849121,0.28157806624738785,-0.052187781780958176,1.5154001712799072
20260806,study01_layout_01_heldout_01,study01/study01_p05,study01,DIFF-WRONG,2.484337568283081,0.27658666184629466,-0.16855156421661377,1.53583824634552
20260806,study02_layout_02_heldout_00,study02/study02_p02,study02,RAW,0.4501136541366577,0.9151155533796601,0.0,0.29594340920448303
20260806,study02_layout_02_heldout_00,study02/study02_p02,study02,DET-MATCH,0.3805285394191742,0.9313852174121818,1.4586985111236572,0.25019216537475586
20260806,study02_layout_02_heldout_00,study02/study02_p02,study02,DET-POP,0.3700031638145447,0.9351182955800034,1.7023329734802246,0.24327188730239868
20260806,study02_layout_02_heldout_00,study02/study02_p02,study02,DET-WRONG,0.32478004693984985,0.9485559715392463,2.834656000137329,0.21353831887245178
20260806,study02_layout_02_heldout_00,study02/study02_p02,study02,DIFF-MATCH,0.4817396402359009,0.8972606687091081,-0.5898058414459229,0.3167370557785034
20260806,study02_layout_02_heldout_00,study02/study02_p02,study02,DIFF-POP,0.4747105538845062,0.9005797640111508,-0.46213433146476746,0.31211552023887634
20260806,study02_layout_02_heldout_00,study02/study02_p02,study02,DIFF-WRONG,0.4866628646850586,0.8976624534271241,-0.6781213283538818,0.31997400522232056
20260806,study02_layout_02_heldout_00,study02/study02_p03,study02,RAW,0.49671632051467896,0.8913247402433229,0.0,0.33467453718185425
20260806,study02_layout_02_heldout_00,study02/study02_p03,study02,DET-MATCH,0.36236751079559326,0.9330449164589384,2.739182949066162,0.24415381252765656
20260806,study02_layout_02_heldout_00,study02/study02_p03,study02,DET-POP,0.35546958446502686,0.9359080311812774,2.906118631362915,0.23950615525245667
20260806,study02_layout_02_heldout_00,study02/study02_p03,study02,DET-WRONG,0.35987091064453125,0.9342386326937611,2.7992331981658936,0.24247166514396667
20260806,study02_layout_02_heldout_00,study02/study02_p03,study02,DIFF-MATCH,0.4968264400959015,0.8888489121408546,-0.0019256118685007095,0.3347487449645996
20260806,study02_layout_02_heldout_00,study02/study02_p03,study02,DIFF-POP,0.4630838632583618,0.9016063767722201,0.6089750528335571,0.3120138645172119
20260806,study02_layout_02_heldout_00,study02/study02_p03,study02,DIFF-WRONG,0.48589396476745605,0.8915179499261983,0.19133733212947845,0.3273827135562897
20260806,study02_layout_02_heldout_00,study02/study02_p06,study02,RAW,0.4235038459300995,0.9231997712254653,0.0,0.27555859088897705
20260806,study02_layout_02_heldout_00,study02/study02_p06,study02,DET-MATCH,0.38319578766822815,0.9286642751056812,0.8687317371368408,0.24933159351348877
20260806,study02_layout_02_heldout_00,study02/study02_p06,study02,DET-POP,0.3606237769126892,0.938321684357735,1.3960587978363037,0.234644815325737
20260806,study02_layout_02_heldout_00,study02/study02_p06,study02,DET-WRONG,0.34569209814071655,0.9428326901211276,1.7633576393127441,0.2249293029308319
20260806,study02_layout_02_heldout_00,study02/study02_p06,study02,DIFF-MATCH,0.4640207290649414,0.9024175759915511,-0.7936012744903564,0.30192145705223083
20260806,study02_layout_02_heldout_00,study02/study02_p06,study02,DIFF-POP,0.45844706892967224,0.9050831372117147,-0.6886371374130249,0.29829487204551697
20260806,study02_layout_02_heldout_00,study02/study02_p06,study02,DIFF-WRONG,0.4557150900363922,0.9049972154953417,-0.6367224454879761,0.2965172827243805
20260806,study02_layout_02_heldout_01,study02/study02_p07,study02,RAW,0.4044245183467865,0.9276641670159419,0.0,0.4004184305667877
20260806,study02_layout_02_heldout_01,study02/study02_p07,study02,DET-MATCH,0.3232957422733307,0.9476112043729445,1.9447500705718994,0.3200933039188385
20260806,study02_layout_02_heldout_01,study02/study02_p07,study02,DET-POP,0.3121676743030548,0.9525323846518136,2.248990058898926,0.3090754449367523
20260806,study02_layout_02_heldout_01,study02/study02_p07,study02,DET-WRONG,0.32407698035240173,0.947988536530681,1.9237858057022095,0.32086679339408875
20260806,study02_layout_02_heldout_01,study02/study02_p07,study02,DIFF-MATCH,0.3757084310054779,0.9328334671148001,0.6397309303283691,0.3719868063926697
20260806,study02_layout_02_heldout_01,study02/study02_p07,study02,DIFF-POP,0.36186280846595764,0.939276337472719,0.9658712148666382,0.3582783341407776
20260806,study02_layout_02_heldout_01,study02/study02_p07,study02,DIFF-WRONG,0.3690866529941559,0.9376285698493881,0.794183075428009,0.365430623292923
20260806,study02_layout_02_heldout_01,study02/study02_p08,study02,RAW,0.5160191059112549,0.8879506665895102,0.0,0.3531666696071625
20260806,study02_layout_02_heldout_01,study02/study02_p08,study02,DET-MATCH,0.36945196986198425,0.9312901352207794,2.902156114578247,0.25285521149635315
20260806,study02_layout_02_heldout_01,study02/study02_p08,study02,DET-POP,0.35834094882011414,0.9367015806551952,3.1673882007598877,0.24525074660778046
20260806,study02_layout_02_heldout_01,study02/study02_p08,study02,DET-WRONG,0.3814496099948883,0.9265000620445115,2.624573230743408,0.2610664665699005
20260806,study02_layout_02_heldout_01,study02/study02_p08,study02,DIFF-MATCH,0.46728676557540894,0.8982128088087021,0.8616459965705872,0.31981396675109863
20260806,study02_layout_02_heldout_01,study02/study02_p08,study02,DIFF-POP,0.46706998348236084,0.898352230245456,0.8656760454177856,0.3196656107902527
20260806,study02_layout_02_heldout_01,study02/study02_p08,study02,DIFF-WRONG,0.48374101519584656,0.8876647189266615,0.5610582828521729,0.3310753405094147
20260806,study02_layout_02_heldout_02,study02/study02_p09,study02,RAW,0.38257989287376404,0.9319839505464832,0.0,0.34959152340888977
20260806,study02_layout_02_heldout_02,study02/study02_p09,study02,DET-MATCH,0.26933518052101135,0.9634227504519632,3.0485823154449463,0.24611146748065948
20260806,study02_layout_02_heldout_02,study02/study02_p09,study02,DET-POP,0.26291483640670776,0.9652247085664787,3.2581419944763184,0.24024470150470734
20260806,study02_layout_02_heldout_02,study02/study02_p09,study02,DET-WRONG,0.28248995542526245,0.9598760422010335,2.6343834400177,0.2581319510936737
20260806,study02_layout_02_heldout_02,study02/study02_p09,study02,DIFF-MATCH,0.363809734582901,0.9381066880890321,0.4369572103023529,0.3324398398399353
20260806,study02_layout_02_heldout_02,study02/study02_p09,study02,DIFF-POP,0.36439579725265503,0.9381455425020662,0.42297792434692383,0.3329753577709198
20260806,study02_layout_02_heldout_02,study02/study02_p09,study02,DIFF-WRONG,0.3626188635826111,0.9375966155747842,0.4654364585876465,0.331351637840271
20260806,study02_layout_02_heldout_02,study02/study02_p10,study02,RAW,0.3475532531738281,0.9430428376182577,0.0,0.3561893403530121
20260806,study02_layout_02_heldout_02,study02/study02_p10,study02,DET-MATCH,0.25135600566864014,0.9687090445889635,2.814643144607544,0.2576017677783966
20260806,study02_layout_02_heldout_02,study02/study02_p10,study02,DET-POP,0.2364606410264969,0.9721012490436847,3.3452486991882324,0.24233627319335938
20260806,study02_layout_02_heldout_02,study02/study02_p10,study02,DET-WRONG,0.2548782527446747,0.967397706962649,2.6937718391418457,0.2612115144729614
20260806,study02_layout_02_heldout_02,study02/study02_p10,study02,DIFF-MATCH,0.29034706950187683,0.9589923356402958,1.5620787143707275,0.2975616753101349
20260806,study02_layout_02_heldout_02,study02/study02_p10,study02,DIFF-POP,0.28900834918022156,0.9605046349205675,1.6022182703018188,0.29618969559669495
20260806,study02_layout_02_heldout_02,study02/study02_p10,study02,DIFF-WRONG,0.2921430170536041,0.9597270382653432,1.508516788482666,0.29940223693847656
20260806,study02_layout_02_heldout_03,study02/study02_p11,study02,RAW,0.2885408401489258,0.9617855058802962,0.0,0.3737243711948395
20260806,study02_layout_02_heldout_03,study02/study02_p11,study02,DET-MATCH,0.2957351505756378,0.9571234191863032,-0.21391355991363525,0.3830426335334778
20260806,study02_layout_02_heldout_03,study02/study02_p11,study02,DET-POP,0.29670876264572144,0.9566400326695127,-0.24246098101139069,0.38430362939834595
20260806,study02_layout_02_heldout_03,study02/study02_p11,study02,DET-WRONG,0.2925015985965729,0.9568935002871006,-0.1184195950627327,0.3788544535636902
20260806,study02_layout_02_heldout_03,study02/study02_p11,study02,DIFF-MATCH,0.28037241101264954,0.9628518919575795,0.24943983554840088,0.3631444573402405
20260806,study02_layout_02_heldout_03,study02/study02_p11,study02,DIFF-POP,0.2784660756587982,0.9630873851487486,0.30869928002357483,0.3606753349304199
20260806,study02_layout_02_heldout_03,study02/study02_p11,study02,DIFF-WRONG,0.28339558839797974,0.9613957165713283,0.156283900141716,0.367060124874115
20260806,study02_layout_02_heldout_03,study02/study02_p12,study02,RAW,0.5776519775390625,0.873675963180387,0.0,0.4761461019515991
20260806,study02_layout_02_heldout_03,study02/study02_p12,study02,DET-MATCH,0.30403172969818115,0.9535540499248353,5.574946880340576,0.25060680508613586
20260806,study02_layout_02_heldout_03,study02/study02_p12,study02,DET-POP,0.31935417652130127,0.9492530003666872,5.1478729248046875,0.26323676109313965
20260806,study02_layout_02_heldout_03,study02/study02_p12,study02,DET-WRONG,0.30983346700668335,0.9531283727580893,5.410758972167969,0.2553890645503998
20260806,study02_layout_02_heldout_03,study02/study02_p12,study02,DIFF-MATCH,0.41098782420158386,0.9226906550902211,2.9567456245422363,0.3387684226036072
20260806,study02_layout_02_heldout_03,study02/study02_p12,study02,DIFF-POP,0.4118316173553467,0.9240004004971848,2.9389305114746094,0.3394639492034912
20260806,study02_layout_02_heldout_03,study02/study02_p12,study02,DIFF-WRONG,0.41364723443984985,0.9239201537456178,2.900721788406372,0.3409605026245117
20260806,study02_layout_02_heldout_04,study02/study02_p13,study02,RAW,0.5298054814338684,0.8818731546910334,0.0,0.4267919063568115
20260806,study02_layout_02_heldout_04,study02/study02_p13,study02,DET-MATCH,0.38546183705329895,0.9278796602395452,2.7627005577087402,0.3105139434337616
20260806,study02_layout_02_heldout_04,study02/study02_p13,study02,DET-POP,0.3294394612312317,0.9469640188816604,4.126816272735596,0.26538437604904175
20260806,study02_layout_02_heldout_04,study02/study02_p13,study02,DET-WRONG,0.33876273036003113,0.9448696615676956,3.8844153881073,0.27289485931396484
20260806,study02_layout_02_heldout_04,study02/study02_p13,study02,DIFF-MATCH,0.44357678294181824,0.908950435988724,1.5429531335830688,0.35732921957969666
20260806,study02_layout_02_heldout_04,study02/study02_p13,study02,DIFF-POP,0.44615837931632996,0.9068330897354335,1.492546796798706,0.3594088554382324
20260806,study02_layout_02_heldout_04,study02/study02_p13,study02,DIFF-WRONG,0.4459962248802185,0.9084987968216708,1.4957035779953003,0.35927823185920715
20260806,study02_layout_02_heldout_04,study02/study02_p14,study02,RAW,0.5075950622558594,0.8864180396913536,0.0,0.5373227596282959
20260806,study02_layout_02_heldout_04,study02/study02_p14,study02,DET-MATCH,0.3966047763824463,0.9207454145967824,2.143190383911133,0.4198322594165802
20260806,study02_layout_02_heldout_04,study02/study02_p14,study02,DET-POP,0.39487239718437195,0.9208407719667216,2.1812124252319336,0.41799840331077576
20260806,study02_layout_02_heldout_04,study02/study02_p14,study02,DET-WRONG,0.40561529994010925,0.9165285820576666,1.9480620622634888,0.4293704628944397
20260806,study02_layout_02_heldout_04,study02/study02_p14,study02,DIFF-MATCH,0.4707963168621063,0.8956488081736228,0.6536868214607239,0.49836885929107666
20260806,study02_layout_02_heldout_04,study02/study02_p14,study02,DIFF-POP,0.4689391553401947,0.8958567911562137,0.6880174875259399,0.49640291929244995
20260806,study02_layout_02_heldout_04,study02/study02_p14,study02,DIFF-WRONG,0.46811336278915405,0.897015477804251,0.7033265233039856,0.4955287575721741
20260806,study02_layout_02_heldout_05,study02/study02_p15,study02,RAW,0.6169693470001221,0.8571223450286717,0.0,0.37353673577308655
20260806,study02_layout_02_heldout_05,study02/study02_p15,study02,DET-MATCH,0.3393389582633972,0.9424061745745963,5.192599296569824,0.205448716878891
20260806,study02_layout_02_heldout_05,study02/study02_p15,study02,DET-POP,0.36425653100013733,0.9341937479067448,4.5771260261535645,0.2205347716808319
20260806,study02_layout_02_heldout_05,study02/study02_p15,study02,DET-WRONG,0.380634605884552,0.9271792809543,4.195107460021973,0.23045067489147186
20260806,study02_layout_02_heldout_05,study02/study02_p15,study02,DIFF-MATCH,0.49957677721977234,0.8909171873004047,1.8332260847091675,0.30246278643608093
20260806,study02_layout_02_heldout_05,study02/study02_p15,study02,DIFF-POP,0.4939490556716919,0.8923804067528551,1.9316297769546509,0.2990555465221405
20260806,study02_layout_02_heldout_05,study02/study02_p15,study02,DIFF-WRONG,0.4906541705131531,0.8924738292782752,1.989762544631958,0.2970607280731201
20260806,study02_layout_02_heldout_05,study02/study02_p16,study02,RAW,0.3972451686859131,0.9328889200189404,0.0,0.24030530452728271
20260806,study02_layout_02_heldout_05,study02/study02_p16,study02,DET-MATCH,0.3574102222919464,0.9383566041063683,0.9178327918052673,0.21620796620845795
20260806,study02_layout_02_heldout_05,study02/study02_p16,study02,DET-POP,0.32317298650741577,0.9490129916535072,1.7924721240997314,0.19549685716629028
20260806,study02_layout_02_heldout_05,study02/study02_p16,study02,DET-WRONG,0.312883198261261,0.9514552675228269,2.0735278129577637,0.18927225470542908
20260806,study02_layout_02_heldout_05,study02/study02_p16,study02,DIFF-MATCH,0.4663512110710144,0.9034353724713958,-1.3930903673171997,0.2821095883846283
20260806,study02_layout_02_heldout_05,study02/study02_p16,study02,DIFF-POP,0.4643937051296234,0.9045077713396261,-1.3565537929534912,0.2809254229068756
20260806,study02_layout_02_heldout_05,study02/study02_p16,study02,DIFF-WRONG,0.45747506618499756,0.9060903153670598,-1.2261757850646973,0.2767401337623596
20260806,study02_layout_02_heldout_06,study02/study02_p17,study02,RAW,0.3951480984687805,0.9286336027923994,0.0,0.24494680762290955
20260806,study02_layout_02_heldout_06,study02/study02_p17,study02,DET-MATCH,0.3288639485836029,0.9504665334271553,1.5948741436004639,0.20385819673538208
20260806,study02_layout_02_heldout_06,study02/study02_p17,study02,DET-POP,0.2822900414466858,0.9599243578048883,2.9212870597839355,0.17498767375946045
20260806,study02_layout_02_heldout_06,study02/study02_p17,study02,DET-WRONG,0.2979147732257843,0.9553452907649856,2.4533562660217285,0.1846732348203659
20260806,study02_layout_02_heldout_06,study02/study02_p17,study02,DIFF-MATCH,0.42985546588897705,0.9178315927233704,-0.7312517166137695,0.26646143198013306
20260806,study02_layout_02_heldout_06,study02/study02_p17,study02,DIFF-POP,0.42861494421958923,0.9158301254482769,-0.7061476111412048,0.26569244265556335
20260806,study02_layout_02_heldout_06,study02/study02_p17,study02,DIFF-WRONG,0.4255799651145935,0.9172157887905248,-0.6444249153137207,0.2638111114501953
20260806,study02_layout_02_heldout_06,study02/study02_p18,study02,RAW,0.6439543962478638,0.8426646455781941,0.0,0.44021356105804443
20260806,study02_layout_02_heldout_06,study02/study02_p18,study02,DET-MATCH,0.352926641702652,0.938669181150462,5.223412990570068,0.24126413464546204
20260806,study02_layout_02_heldout_06,study02/study02_p18,study02,DET-POP,0.35514694452285767,0.9380872890788627,5.168938159942627,0.24278195202350616
20260806,study02_layout_02_heldout_06,study02/study02_p18,study02,DET-WRONG,0.38782259821891785,0.9284297469447936,4.404438018798828,0.26511937379837036
20260806,study02_layout_02_heldout_06,study02/study02_p18,study02,DIFF-MATCH,0.4317103624343872,0.9129153113285479,3.473252058029175,0.2951214611530304
20260806,study02_layout_02_heldout_06,study02/study02_p18,study02,DIFF-POP,0.434230774641037,0.9118688223989415,3.422689437866211,0.2968444228172302
20260806,study02_layout_02_heldout_06,study02/study02_p18,study02,DIFF-WRONG,0.4464174509048462,0.9097903732500879,3.1822776794433594,0.3051753640174866
20260806,study03_layout_03_heldout_00,study03/study03_p03,study03,RAW,0.7837793231010437,0.7938340716919512,0.0,0.45026877522468567
20260806,study03_layout_03_heldout_00,study03/study03_p03,study03,DET-MATCH,0.43784967064857483,0.9115987533689149,5.057375907897949,0.2515376806259155
20260806,study03_layout_03_heldout_00,study03/study03_p03,study03,DET-POP,0.3945031762123108,0.9253859876102922,5.962865352630615,0.22663581371307373
20260806,study03_layout_03_heldout_00,study03/study03_p03,study03,DET-WRONG,0.5169098377227783,0.8794908095724323,3.6155810356140137,0.29695647954940796
20260806,study03_layout_03_heldout_00,study03/study03_p03,study03,DIFF-MATCH,0.9871289730072021,0.7044201054239233,-2.003600835800171,0.5670899152755737
20260806,study03_layout_03_heldout_00,study03/study03_p03,study03,DIFF-POP,1.0173535346984863,0.6835358492476137,-2.2655625343322754,0.5844534635543823
20260806,study03_layout_03_heldout_00,study03/study03_p03,study03,DIFF-WRONG,1.0465924739837646,0.6689864330497994,-2.5116755962371826,0.6012507677078247
20260806,study03_layout_03_heldout_00,study03/study03_p19,study03,RAW,0.5917127728462219,0.8584962480138881,0.0,0.7361005544662476
20260806,study03_layout_03_heldout_00,study03/study03_p19,study03,DET-MATCH,0.30964750051498413,0.951505268660667,5.6248674392700195,0.3852066397666931
20260806,study03_layout_03_heldout_00,study03/study03_p19,study03,DET-POP,0.28584930300712585,0.9597814974044462,6.319474697113037,0.3556012809276581
20260806,study03_layout_03_heldout_00,study03/study03_p19,study03,DET-WRONG,0.2867737114429474,0.958595019325615,6.291431903839111,0.3567512631416321
20260806,study03_layout_03_heldout_00,study03/study03_p19,study03,DIFF-MATCH,0.5288915038108826,0.8773353437478502,0.9748857617378235,0.6579498648643494
20260806,study03_layout_03_heldout_00,study03/study03_p19,study03,DIFF-POP,0.5027016997337341,0.8886645954103279,1.4160126447677612,0.6253693103790283
20260806,study03_layout_03_heldout_00,study03/study03_p19,study03,DIFF-WRONG,0.5102677941322327,0.8901708048471496,1.2862553596496582,0.6347815990447998
20260806,study03_layout_03_heldout_01,study03/study03_p20,study03,RAW,1.1859415769577026,0.6573444729183489,0.0,0.6370062828063965
20260806,study03_layout_03_heldout_01,study03/study03_p20,study03,DET-MATCH,0.34738093614578247,0.9438012727586836,10.66514778137207,0.18658915162086487
20260806,study03_layout_03_heldout_01,study03/study03_p20,study03,DET-POP,0.32625067234039307,0.9477913320607652,11.21023941040039,0.1752394288778305
20260806,study03_layout_03_heldout_01,study03/study03_p20,study03,DET-WRONG,0.32647407054901123,0.9472221124698903,11.204292297363281,0.17535942792892456
20260806,study03_layout_03_heldout_01,study03/study03_p20,study03,DIFF-MATCH,1.097602367401123,0.6748017714293203,0.6723660826683044,0.5895565152168274
20260806,study03_layout_03_heldout_01,study03/study03_p20,study03,DIFF-POP,1.0589629411697388,0.6721785931639978,0.9836513996124268,0.5688021183013916
20260806,study03_layout_03_heldout_01,study03/study03_p20,study03,DIFF-WRONG,1.0531073808670044,0.6609413785527064,1.0318137407302856,0.5656569004058838
20260806,study03_layout_03_heldout_01,study03/study03_p21,study03,RAW,0.662955641746521,0.8341654771735388,0.0,0.5747186541557312
20260806,study03_layout_03_heldout_01,study03/study03_p21,study03,DET-MATCH,0.32297515869140625,0.9481078276356045,6.246306896209717,0.2799883186817169
20260806,study03_layout_03_heldout_01,study03/study03_p21,study03,DET-POP,0.3388230502605438,0.9438446440479707,5.830230712890625,0.29372692108154297
20260806,study03_layout_03_heldout_01,study03/study03_p21,study03,DET-WRONG,0.32766085863113403,0.9477143399752254,6.1212005615234375,0.2840503752231598
20260806,study03_layout_03_heldout_01,study03/study03_p21,study03,DIFF-MATCH,0.6977604627609253,0.8077831710041798,-0.44443652033805847,0.6048910617828369
20260806,study03_layout_03_heldout_01,study03/study03_p21,study03,DIFF-POP,0.7032402753829956,0.8120044030731438,-0.5123846530914307,0.6096415519714355
20260806,study03_layout_03_heldout_01,study03/study03_p21,study03,DIFF-WRONG,0.7195504307746887,0.8080995472875713,-0.7115341424942017,0.6237808465957642
20260806,study03_layout_03_heldout_02,study03/study03_p22,study03,RAW,1.2031192779541016,0.64388555093301,0.0,0.6111703515052795
20260806,study03_layout_03_heldout_02,study03/study03_p22,study03,DET-MATCH,0.36410975456237793,0.9372529417243687,10.3815279006958,0.1849634349346161
20260806,study03_layout_03_heldout_02,study03/study03_p22,study03,DET-POP,0.34856316447257996,0.9391645805200574,10.760543823242188,0.17706595361232758
20260806,study03_layout_03_heldout_02,study03/study03_p22,study03,DET-WRONG,0.38846108317375183,0.925119755609971,9.819222450256348,0.19733363389968872
20260806,study03_layout_03_heldout_02,study03/study03_p22,study03,DIFF-MATCH,1.1035922765731812,0.6587826048273039,0.7500005960464478,0.5606117248535156
20260806,study03_layout_03_heldout_02,study03/study03_p22,study03,DIFF-POP,1.0631072521209717,0.6682816501109093,1.0746294260025024,0.5400459170341492
20260806,study03_layout_03_heldout_02,study03/study03_p22,study03,DIFF-WRONG,1.0650463104248047,0.6640982503444346,1.058803915977478,0.5410308837890625
20260806,study03_layout_03_heldout_02,study03/study03_p23,study03,RAW,0.6088771820068359,0.8537649814278814,0.0,0.49230659008026123
20260806,study03_layout_03_heldout_02,study03/study03_p23,study03,DET-MATCH,0.40398845076560974,0.9207215631266437,3.5632166862487793,0.3266441524028778
20260806,study03_layout_03_heldout_02,study03/study03_p23,study03,DET-POP,0.4086128771305084,0.9208536751946379,3.46435284614563,0.3303832411766052
20260806,study03_layout_03_heldout_02,study03/study03_p23,study03,DET-WRONG,0.45976385474205017,0.9067200570329255,2.4398975372314453,0.37174126505851746
20260806,study03_layout_03_heldout_02,study03/study03_p23,study03,DIFF-MATCH,0.7247270941734314,0.7873836581320394,-1.5128960609436035,0.5859768390655518
20260806,study03_layout_03_heldout_02,study03/study03_p23,study03,DIFF-POP,0.719261646270752,0.7970573865294891,-1.4471429586410522,0.5815577507019043
20260806,study03_layout_03_heldout_02,study03/study03_p23,study03,DIFF-WRONG,0.7587932348251343,0.7811085873467631,-1.9118733406066895,0.6135209798812866
20260806,study03_layout_03_heldout_03,study03/study03_p24,study03,RAW,0.5162320733070374,0.9061223749129338,0.0,0.4636131525039673
20260806,study03_layout_03_heldout_03,study03/study03_p24,study03,DET-MATCH,0.5983683466911316,0.8376100995769742,-1.2824736833572388,0.5373774170875549
20260806,study03_layout_03_heldout_03,study03/study03_p24,study03,DET-POP,0.5725880861282349,0.8716202012333081,-0.8999469876289368,0.5142248868942261
20260806,study03_layout_03_heldout_03,study03/study03_p24,study03,DET-WRONG,0.6639344096183777,0.8403928133642042,-2.1856040954589844,0.5962603688240051
20260806,study03_layout_03_heldout_03,study03/study03_p24,study03,DIFF-MATCH,0.6492255926132202,0.8212456344935036,-1.9910118579864502,0.5830508470535278
20260806,study03_layout_03_heldout_03,study03/study03_p24,study03,DIFF-POP,0.6526881456375122,0.8307679601818774,-2.0372138023376465,0.58616042137146
20260806,study03_layout_03_heldout_03,study03/study03_p24,study03,DIFF-WRONG,0.6525511145591736,0.8296996514506598,-2.0353918075561523,0.5860373973846436
20260806,study03_layout_03_heldout_03,study03/study03_p25,study03,RAW,1.305665135383606,0.6335353846463686,0.0,0.6607719659805298
20260806,study03_layout_03_heldout_03,study03/study03_p25,study03,DET-MATCH,0.5773866772651672,0.8650187550247503,7.087301731109619,0.2922042906284332
