gradient_norm,loss,model_kind,update
0.0,0.27576664090156555,deterministic,0
0.13549788296222687,0.0140186483040452,deterministic,100
0.1279836744070053,0.006617281585931778,deterministic,200
0.10179193317890167,0.003762285690754652,deterministic,300
0.09367989003658295,0.00270717591047287,deterministic,400
0.10656383633613586,0.0020330639090389013,deterministic,500
0.06264576315879822,0.0018338493537157774,deterministic,600
0.03728026524186134,0.0014874434564262629,deterministic,700
0.05997734144330025,0.0013867572415620089,deterministic,800
0.08659577369689941,0.001289703999646008,deterministic,900
0.04576436057686806,0.0010817196452990174,deterministic,1000
0.03107709251344204,0.0009948661318048835,deterministic,1100
0.06610792130231857,0.0009647613624110818,deterministic,1200
0.09488444775342941,0.0008880057139322162,deterministic,1300
0.049735672771930695,0.0008191190427169204,deterministic,1400
0.04151637852191925,0.0007633784553036094,deterministic,1500
0.03514906391501427,0.0006923002074472606,deterministic,1600
0.04056587070226669,0.0006742089171893895,deterministic,1700
0.06761094182729721,0.000653905444778502,deterministic,1800
0.10036563873291016,0.0006228485726751387,deterministic,1900
0.035073280334472656,0.0005368798738345504,deterministic,2000
0.0,0.11426743865013123,diffusion,0
1.5967897176742554,0.151050865650177,diffusion,100
3.68192458152771,0.06730718165636063,diffusion,200
0.732036828994751,0.018656672909855843,diffusion,300
2.1279258728027344,0.06112959608435631,diffusion,400
1.1701469421386719,0.03105318732559681,diffusion,500
1.8432376384735107,0.025853531435132027,diffusion,600
3.698119878768921,0.02501838654279709,diffusion,700
1.4999122619628906,0.014137384481728077,diffusion,800
1.20212984085083,0.008696560747921467,diffusion,900
1.1635425090789795,0.008243461139500141,diffusion,1000
1.039967656135559,0.006354690995067358,diffusion,1100
0.8869394659996033,0.009634620510041714,diffusion,1200
0.9400466084480286,0.006751626264303923,diffusion,1300
0.3413064181804657,0.003972905687987804,diffusion,1400
0.07766202092170715,0.001864662510342896,diffusion,1500
0.4128212630748749,0.0064446949400007725,diffusion,1600
0.5907957553863525,0.006567342672497034,diffusion,1700
1.4177829027175903,0.005382184870541096,diffusion,1800
0.987753689289093,0.006070965435355902,diffusion,1900
0.3326040208339691,0.005846583284437656,diffusion,2000
