budget_seconds,fold_id,fold_cluster,study,recording_key,oracle_relative_improvement,deployable_relative_improvement,match_relative_improvement,match_vs_wrong_relative_improvement,reliability,oracle_lambda,deployable_lambda
30.0,study03_layout_03_heldout_03,12,study03,study03/study03_p24,0.24800969232585063,0.0,0.18112101254859095,0.37238356145750007,0.41913735666119717,0.64,0.0
30.0,study03_layout_03_heldout_03,12,study03,study03/study03_p25,0.16269559213765106,0.14995020992020017,-0.05950106395922937,0.33567409197175657,0.4278157617019494,0.47000000000000003,0.3458984610446366
30.0,study03_layout_03_heldout_04,13,study03,study03/study03_p26,0.08774379876636085,-0.3840350186586581,-0.3840350186586581,-0.11924798691895962,0.45607448347823865,0.23,1.0
30.0,study03_layout_03_heldout_04,13,study03,study03/study03_p27,0.08151776101150048,0.07615517211574993,0.04737893128617877,0.14262195944174033,0.4171722909868145,0.54,0.7026151094845152
30.0,study04_layout_04_heldout_00,14,study04,study04/study04_p03,0.2629881236142946,0.25781550453781565,-0.022515330134350153,0.3005095833321499,0.3017598996053103,0.51,0.449818842212498
30.0,study04_layout_04_heldout_00,14,study04,study04/study04_p08,0.07047613624175605,0.048453306153042684,0.0029004457408341945,0.22914206191955142,0.26640021823903287,0.42,0.17955672195906497
30.0,study04_layout_04_heldout_00,14,study04,study04/study04_p24,0.21102006805688087,0.18606031063630687,0.1588294869845284,0.38275580317492264,0.39573651216864786,0.72,0.49034052635113984
30.0,study04_layout_04_heldout_01,15,study04,study04/study04_p28,0.21315740192236063,0.19927350775490787,0.12215862293908035,0.622273599511138,0.35564222868074086,0.64,0.494857369508424
30.0,study04_layout_04_heldout_01,15,study04,study04/study04_p29,0.15970123762453925,0.14740718711879405,0.09679929099205692,0.15146240764232027,0.2717001012812336,0.5700000000000001,0.39171466171442504
30.0,study04_layout_04_heldout_02,16,study04,study04/study04_p30,0.12149488426864424,0.060848212104462236,-0.346351423829664,0.20564279942034924,0.32412841124349856,0.31,0.5333970921726496
30.0,study04_layout_04_heldout_02,16,study04,study04/study04_p31,0.04577319067109674,0.03860742492584233,-0.2557846824271121,0.1301896820634091,0.22673307001516496,0.25,0.3503928433246789
30.0,study04_layout_04_heldout_03,17,study04,study04/study04_p32,0.055763857533787466,0.05265562092076292,-0.30578536192708416,0.25932607231827887,0.2420751118030443,0.24,0.1783709691698628
30.0,study04_layout_04_heldout_03,17,study04,study04/study04_p33,0.12446972826112702,0.12153382534594505,0.05684934489730548,0.08628703917111269,0.27809733039637385,0.39,0.4521858409592782
30.0,study04_layout_04_heldout_04,18,study04,study04/study04_p34,0.13292440258763677,0.12963569402653966,-0.1723059031533161,-0.06840729296062639,0.3051900245293447,0.42,0.3598618272458605
30.0,study04_layout_04_heldout_04,18,study04,study04/study04_p35,0.11341754826332102,0.1133756924698796,-0.10611587780986154,0.5198148761358816,0.3307276324336093,0.41000000000000003,0.4043017026991563
30.0,study04_layout_04_heldout_05,19,study04,study04/study04_p36,0.16359367520106702,0.15400807807076883,0.0671317833944652,0.26292165467083967,0.30246939350092944,0.55,0.41739381423396854
30.0,study04_layout_04_heldout_05,19,study04,study04/study04_p37,0.17790890277352406,0.15215657692782086,-0.009001741413808821,0.2968319674584987,0.2966678913796101,0.52,0.33599836843698194
30.0,study04_layout_04_heldout_06,20,study04,study04/study04_p38,0.44902978718504516,0.3699124769699032,0.3261421758156643,0.4177444800712882,0.37065913132723544,0.62,0.9104525484977639
30.0,study04_layout_04_heldout_06,20,study04,study04/study04_p39,0.10882025189154226,0.10277935914001486,-0.36413943100731716,0.36478799404052253,0.2714907796013692,0.25,0.3187623254178985
30.0,study05_layout_05_heldout_00,21,study05,study05/study05_p06,0.11412680824581929,0.10677815386125021,-0.10938661388797924,0.36070655483543834,0.4150839471319338,0.39,0.487306687808715
30.0,study05_layout_05_heldout_00,21,study05,study05/study05_p10,0.04363239869687856,-0.26424936281803557,-0.26424936281803557,-0.1417078829512068,0.37073010823253566,0.23,1.0
30.0,study05_layout_05_heldout_00,21,study05,study05/study05_p24,0.12167022168382792,0.06945416839113512,0.07207752170044437,0.3874085483510575,0.2730203300163658,0.66,0.24948365995839555
30.0,study05_layout_05_heldout_01,22,study05,study05/study05_p40,0.2875239315473939,0.019177780935132227,0.2875239315473939,0.3649988411434697,0.3095722296677043,1.0,0.2546067133699291
30.0,study05_layout_05_heldout_01,22,study05,study05/study05_p41,0.056057721435085306,0.019554391895763676,0.04129192749167053,0.25003346792309816,0.3444399869580857,0.63,0.08922804561034064
30.0,study05_layout_05_heldout_02,23,study05,study05/study05_p43,0.09455065965612439,0.08677158477858245,-0.15523496395836836,0.04843744030632645,0.35312591121213116,0.32,0.2295298932952523
30.0,study05_layout_05_heldout_02,23,study05,study05/study05_p44,0.13971258490696975,0.13918359853450515,0.053037561485419236,0.167390683800796,0.36082733099198094,0.51,0.5411225432115321
30.0,study05_layout_05_heldout_03,24,study05,study05/study05_p45,0.12800637658698508,0.08368333882651761,-0.05121477864989485,0.3303081620982366,0.437953202731697,0.43,0.18115255643077843
30.0,study05_layout_05_heldout_03,24,study05,study05/study05_p46,0.11718817807356098,0.116079548175029,0.08396549447581836,0.19452481042394332,0.36232404994773026,0.67,0.6079340454953978
30.0,study05_layout_05_heldout_04,25,study05,study05/study05_p47,0.19236369464366057,0.1853067063868711,0.15955389057061795,0.28591983430958634,0.3981452668778064,0.73,0.8531924186526523
30.0,study05_layout_05_heldout_04,25,study05,study05/study05_p48,0.00040546461109614647,-0.026214751710433176,-0.06670655799326942,0.15073056568323265,0.2808141442443063,0.05,0.608313872539069
30.0,study05_layout_05_heldout_05,26,study05,study05/study05_p49,0.02278934590540902,-0.1943887935496432,-0.1943887935496432,0.15602884171370598,0.403042482805685,0.2,1.0
30.0,study05_layout_05_heldout_05,26,study05,study05/study05_p50,0.01665607988600886,-0.031563234343170835,-0.1448316535363919,0.08975303053613476,0.4156490069625612,0.24,0.6330553140774531
60.0,study01_layout_01_heldout_00,0,study01,study01/study01_p01,0.24600982384984263,0.0,0.11421613635354919,0.10350383435119813,0.33798133432948063,0.61,0.0
60.0,study01_layout_01_heldout_00,0,study01,study01/study01_p02,0.24968717683161848,0.0,0.22344215735270861,0.29219695191947875,0.47381077037197517,0.8,0.0
60.0,study01_layout_01_heldout_00,0,study01,study01/study01_p03,0.6584915801288496,0.0,0.6580960601285394,0.6196816615555575,0.5715488642475222,0.99,0.0
60.0,study01_layout_01_heldout_01,1,study01,study01/study01_p04,0.30051433418332124,0.10716154126047296,0.10716154126047296,0.6208750533142365,0.42789486475166283,0.54,1.0
60.0,study01_layout_01_heldout_01,1,study01,study01/study01_p05,0.008745378211949444,-0.6308981487527118,-0.6308981487527118,-1.3264868174759168,0.30436000510153893,0.05,1.0
60.0,study02_layout_02_heldout_00,2,study02,study02/study02_p02,0.22252908603221433,0.1909720686844579,0.13745523164234624,0.25716571149769124,0.44809520372169465,0.61,0.37729357296999816
60.0,study02_layout_02_heldout_00,2,study02,study02/study02_p03,0.06636368565543034,-0.011936188179559803,-0.3398833336700157,0.18581694780394678,0.3928192927860275,0.24,0.538032524146864
60.0,study02_layout_02_heldout_00,2,study02,study02/study02_p06,0.1441159788840895,0.06241872015606368,-0.09859863651921365,0.24397474469576344,0.41716771168034783,0.4,0.726329856333678
60.0,study02_layout_02_heldout_01,3,study02,study02/study02_p07,0.0,-0.4343313578489942,-0.8980775373759047,0.316392786536256,0.5135030997956551,0.0,0.576778666862133
60.0,study02_layout_02_heldout_01,3,study02,study02/study02_p08,0.4685013066195933,0.45283375038480456,0.4685013066195933,0.4638551503566145,0.4675449774690064,1.0,0.8467869808965867
60.0,study02_layout_02_heldout_02,4,study02,study02/study02_p09,0.6122166212119869,0.23188882167895628,0.6079737800676452,0.4095210169807154,0.5125693155337266,0.9400000000000001,0.2893544136605906
60.0,study02_layout_02_heldout_02,4,study02,study02/study02_p10,0.36441965646749364,0.19655832848336696,0.36441965646749364,-0.005855811774574494,0.43912145828932564,1.0,0.4216280160268716
60.0,study02_layout_02_heldout_03,5,study02,study02/study02_p11,0.1123365860343404,0.03832895620531951,0.04498554925674664,0.2264866643193937,0.5774140252868393,0.58,0.11374285298015178
60.0,study02_layout_02_heldout_03,5,study02,study02/study02_p12,0.07493481254691342,-0.06481620669247486,-0.20293867220300751,0.14239949569468355,0.37821284491395507,0.32,0.7753753170629586
60.0,study02_layout_02_heldout_04,6,study02,study02/study02_p13,0.2437239273016077,0.23833886179107494,-0.1402658953910837,0.31881050307274034,0.5386286739177193,0.39,0.4517202900064566
60.0,study02_layout_02_heldout_04,6,study02,study02/study02_p14,0.38552622866256914,0.29824486310589043,0.38408834052696433,0.7173589086608466,0.4154046408320155,0.9500000000000001,0.5529017498406801
60.0,study02_layout_02_heldout_05,7,study02,study02/study02_p15,0.09152196587811755,-0.012279647430484708,-0.1931034906297451,0.12104682555283955,0.4270456108312535,0.37,0.7465862050042279
60.0,study02_layout_02_heldout_05,7,study02,study02/study02_p16,0.07428644734593001,0.0,-0.1146173883189171,0.2439564885485378,0.38833226573587015,0.38,0.0
60.0,study02_layout_02_heldout_06,8,study02,study02/study02_p17,0.10387929547659981,0.08624543880824022,-0.21312579117281918,0.17900313551348981,0.524972316122838,0.36,0.21844657435771195
60.0,study02_layout_02_heldout_06,8,study02,study02/study02_p18,0.18011048429501708,0.055029698026627674,-0.07753370678164281,0.04054147057035175,0.42994383544615705,0.47000000000000003,0.8225353361730247
60.0,study03_layout_03_heldout_00,9,study03,study03/study03_p03,0.05980655242836334,0.05881058411207387,-0.2719829215516047,0.36714013291663544,0.33754293551092196,0.27,0.22995507299432094
60.0,study03_layout_03_heldout_00,9,study03,study03/study03_p19,0.49274514305203965,0.0,0.49271353970310783,0.5745641636610895,0.5210005572072933,0.99,0.0
60.0,study03_layout_03_heldout_01,10,study03,study03/study03_p20,0.28431301404611253,0.22790720301055475,0.22790720301055484,0.4442159449826328,0.43701319341605555,0.74,1.0
60.0,study03_layout_03_heldout_01,10,study03,study03/study03_p21,0.3040386261613686,0.008999980024554302,0.3040386261613686,0.5295015047686136,0.49356034374138236,1.0,0.01489685062288748
60.0,study03_layout_03_heldout_02,11,study03,study03/study03_p22,0.23895410451643354,0.0867153162869129,0.10654911446119929,0.1923500526041265,0.3785924934002324,0.59,0.13431443142438787
60.0,study03_layout_03_heldout_02,11,study03,study03/study03_p23,0.2492483243143593,0.0,0.24308197840282286,0.31079877205902445,0.5084522586012312,0.89,0.0
60.0,study03_layout_03_heldout_03,12,study03,study03/study03_p24,0.28888499633568593,0.2811037934662868,0.28551061597809385,0.4297368364166789,0.5350472374383969,0.88,0.722960168839308
60.0,study03_layout_03_heldout_03,12,study03,study03/study03_p25,0.2877168308816946,0.26642288569255873,0.18583034358757333,0.48817322816673586,0.46861933523850463,0.66,0.8172145668174824
60.0,study03_layout_03_heldout_04,13,study03,study03/study03_p26,0.15158765986764233,0.0817777734318946,-0.056059495812645216,0.031947026975392465,0.4508261620218033,0.4,0.7244823244897017
60.0,study03_layout_03_heldout_04,13,study03,study03/study03_p27,0.18221622621003022,0.1819940552200838,0.1819940552200838,0.19063702477375657,0.5704589741871274,0.96,1.0
60.0,study04_layout_04_heldout_00,14,study04,study04/study04_p03,0.11309570635041699,0.09235237208545467,-0.257610279528904,0.292187269456015,0.34815918115532946,0.32,0.461985293946942
60.0,study04_layout_04_heldout_00,14,study04,study04/study04_p08,0.3522475246102522,0.3476226145510664,0.3522475246102522,0.427598804776665,0.3497093460107177,1.0,0.8653682078535709
60.0,study04_layout_04_heldout_00,14,study04,study04/study04_p24,0.34719193174414537,0.317952446934659,0.33177439332856423,0.5455693266675309,0.4747622416001239,0.81,0.5799260600537117
60.0,study04_layout_04_heldout_01,15,study04,study04/study04_p28,0.19394178276749427,0.19387913950705624,0.08446849726233943,0.5930962712780884,0.5266025614185806,0.61,0.5934430213280641
60.0,study04_layout_04_heldout_01,15,study04,study04/study04_p29,0.14780192590709282,0.133442111050235,0.11996875509253727,0.23268237462637134,0.37770539841015704,0.67,0.9050944462630692
60.0,study04_layout_04_heldout_02,16,study04,study04/study04_p30,0.19969611030248016,0.19578712480561716,0.0014072641441486922,0.39719026928057133,0.3792981116787917,0.52,0.44931896743727734
60.0,study04_layout_04_heldout_02,16,study04,study04/study04_p31,0.17724714875428335,0.17026821609182233,-0.005825941955118128,0.2630669161031895,0.3938844905896032,0.47000000000000003,0.3844531011880469
60.0,study04_layout_04_heldout_03,17,study04,study04/study04_p32,0.04948341444510991,0.03393418349165623,-0.25299445822898,0.3344039857374637,0.33288801261166795,0.26,0.4181268953039092
60.0,study04_layout_04_heldout_03,17,study04,study04/study04_p33,0.35682404668769974,0.2528973250031897,0.35682404668769974,0.38332370683174805,0.36401244059293053,1.0,0.6977549459033022
60.0,study04_layout_04_heldout_04,18,study04,study04/study04_p34,0.14812495047718335,0.058342415463468716,-0.04144385270610665,-0.009126604997184703,0.46067060364643775,0.47000000000000003,0.8162363185931878
60.0,study04_layout_04_heldout_04,18,study04,study04/study04_p35,0.2378270819859014,0.2284543107530022,0.15247003756815009,0.6163387437915402,0.45861450167557677,0.65,0.7703828569043826
60.0,study04_layout_04_heldout_05,19,study04,study04/study04_p36,0.16540819386339234,0.15514534239716318,0.06975309929629038,0.38762918600379803,0.4149254633308295,0.56,0.7014490580574313
60.0,study04_layout_04_heldout_05,19,study04,study04/study04_p37,0.2627263169499381,0.21662827023779316,0.08793466412234695,0.36546058991503383,0.3656054224579222,0.58,0.7875238226880341
60.0,study04_layout_04_heldout_06,20,study04,study04/study04_p38,0.5090568440797745,0.5016403100837027,0.45635482278160366,0.5190528883485387,0.4235150523326728,0.75,0.8402793334948252
60.0,study04_layout_04_heldout_06,20,study04,study04/study04_p39,0.10720295774675416,0.08378226403928951,-0.15586349065794777,0.47191722078907483,0.34531174911437257,0.35000000000000003,0.5147944405159797
60.0,study05_layout_05_heldout_00,21,study05,study05/study05_p06,0.15064631483616564,0.14214733983950817,0.0676498237654423,0.26138212631597696,0.43300381459838333,0.56,0.4320189091017567
60.0,study05_layout_05_heldout_00,21,study05,study05/study05_p10,0.14685302753868573,0.13678105138548696,0.1236639836618679,0.13810482768283633,0.3186531061317735,0.73,0.9041587005899696
60.0,study05_layout_05_heldout_00,21,study05,study05/study05_p24,0.1248837939209103,0.12277209868867409,0.0887882174709867,0.2932029435514858,0.39442086070961785,0.64,0.5755999723428074
60.0,study05_layout_05_heldout_01,22,study05,study05/study05_p40,0.4107205746394891,0.3991452191046041,0.4107205746394892,0.4427127513902867,0.46401904493048574,1.0,0.9621687624641105
60.0,study05_layout_05_heldout_01,22,study05,study05/study05_p41,0.21899612328976686,0.023107403327642773,0.21899612328976686,0.41517834672125603,0.5662033762634889,1.0,0.06786818209487962
60.0,study05_layout_05_heldout_02,23,study05,study05/study05_p43,0.10962039151502032,0.04532903284634248,-0.09013180366872076,0.16573685951078962,0.4199110561459981,0.38,0.7015760066266843
60.0,study05_layout_05_heldout_02,23,study05,study05/study05_p44,0.09514863556306861,0.01740789287868404,-0.006455535096442422,0.27966884346909915,0.5703255107966291,0.43,0.9190762804601988
60.0,study05_layout_05_heldout_03,24,study05,study05/study05_p45,0.20788227915448873,0.19439171990178258,0.14516567630734709,0.4897335758941956,0.5154654160140966,0.64,0.48907979156853426
60.0,study05_layout_05_heldout_03,24,study05,study05/study05_p46,0.15072796792394502,0.14620599217721858,0.11448217511445959,0.18163980373175045,0.3852468509276151,0.67,0.7846071744424766
60.0,study05_layout_05_heldout_04,25,study05,study05/study05_p47,0.2704442388855776,0.26612593439254145,0.26151000502755695,0.4111931300202325,0.5098294619836108,0.87,0.7708293010835883
60.0,study05_layout_05_heldout_04,25,study05,study05/study05_p48,0.11128296831429148,0.08731328110750419,0.11128296831429148,0.25874717168942746,0.43215733379975635,1.0,0.5938729167896069
60.0,study05_layout_05_heldout_05,26,study05,study05/study05_p49,0.1606369321637082,0.13734860797803553,0.10709800070001804,0.3203126707337536,0.3198186222331925,0.61,0.8656038748407516
60.0,study05_layout_05_heldout_05,26,study05,study05/study05_p50,0.08790710947005274,0.07211731815586041,0.03647008166714219,0.3116746017213806,0.45150842518817236,0.5700000000000001,0.8037558222839432
120.0,study01_layout_01_heldout_00,0,study01,study01/study01_p01,0.2682213926750279,0.0,0.09712265362331506,0.10030171277159299,0.46452336000862204,0.61,0.0
120.0,study01_layout_01_heldout_00,0,study01,study01/study01_p02,0.2829014467800985,0.2173339454800305,0.2173339454800305,0.24491886591279818,0.5465677687535717,0.72,1.0
120.0,study01_layout_01_heldout_00,0,study01,study01/study01_p03,0.5506733731183311,0.5387131049535924,0.5387131049535924,0.4856206044949529,0.3795260205618121,0.91,1.0
120.0,study01_layout_01_heldout_01,1,study01,study01/study01_p04,0.08087174845951861,0.08051938663821824,-0.05033362359434088,0.5569567514433887,0.49631756507846553,0.42,0.4528450440670013
120.0,study01_layout_01_heldout_01,1,study01,study01/study01_p05,0.013309383032688835,0.0,-0.8435800160076365,-1.0638391903250302,0.3918027847796,0.06,0.0
120.0,study02_layout_02_heldout_00,2,study02,study02/study02_p02,0.2406411261767205,0.240179356659216,0.09260882028685202,0.2635591539701661,0.5169305734957985,0.54,0.5169135640972201
120.0,study02_layout_02_heldout_00,2,study02,study02/study02_p03,0.16429208350184774,0.16430258191065067,-0.05341079742554574,0.17566425039678268,0.48651363407896875,0.43,0.4363884759749186
120.0,study02_layout_02_heldout_00,2,study02,study02/study02_p06,0.25001589663176615,0.24763474745825406,0.1216274304004498,0.2971728774553835,0.5691501222765539,0.5700000000000001,0.5081334574487856
120.0,study02_layout_02_heldout_01,3,study02,study02/study02_p07,0.0,-1.0732719910860562,-1.0732719910860562,0.1384517523645149,0.5744266631068332,0.0,1.0
120.0,study02_layout_02_heldout_01,3,study02,study02/study02_p08,0.4912725634097949,0.39471471391692103,0.48923998077973135,0.4722160196302726,0.5159386174178472,0.9400000000000001,0.5114000489074718
120.0,study02_layout_02_heldout_02,4,study02,study02/study02_p09,0.38215863728335975,0.0,0.31386362398102513,0.27798307697741437,0.4188760220727521,0.72,0.0
120.0,study02_layout_02_heldout_02,4,study02,study02/study02_p10,0.28237935764851424,0.28237935764851424,0.28237935764851424,0.2782087499748871,0.36709543033621894,1.0,1.0
120.0,study02_layout_02_heldout_03,5,study02,study02/study02_p11,0.1887835063904876,0.1565253497618923,0.1565253497618923,0.37449695582155074,0.533649368980351,0.73,1.0
120.0,study02_layout_02_heldout_03,5,study02,study02/study02_p12,0.12648460636975764,0.045568852220265556,0.06213108063128677,0.25587943372101385,0.4868804569529795,0.5700000000000001,0.11325246309959563
120.0,study02_layout_02_heldout_04,6,study02,study02/study02_p13,0.03336485476886567,-0.30425193934793254,-0.30425193934793254,0.33101278679372725,0.3495469127509074,0.21,1.0
120.0,study02_layout_02_heldout_04,6,study02,study02/study02_p14,0.38745539826365866,0.2798929165658604,0.38745539826365866,0.29696629024346294,0.4845146948982453,1.0,0.5271022214821284
120.0,study02_layout_02_heldout_05,7,study02,study02/study02_p15,0.09391762314520331,0.009915442380256292,-0.1360672731392886,0.1643113277121785,0.5670393251611632,0.4,0.7577181736873831
120.0,study02_layout_02_heldout_05,7,study02,study02/study02_p16,0.10093513823288079,-0.013945147622275486,-0.013945147622275486,0.32467865394212847,0.5617426612847207,0.49,1.0
120.0,study02_layout_02_heldout_06,8,study02,study02/study02_p17,0.1457182301217794,0.1024737837787464,0.0440600004502505,0.28341344647909933,0.5002894772828727,0.58,0.27441269227404225
120.0,study02_layout_02_heldout_06,8,study02,study02/study02_p18,0.24668981579939978,0.23874369034194456,0.14924256983577838,0.18182717814040333,0.535302502847439,0.66,0.5614255133533415
120.0,study03_layout_03_heldout_00,9,study03,study03/study03_p03,0.09258200201201527,0.07378083394296234,-0.16375820288742993,0.3764586346899313,0.3939687137392956,0.36,0.5212742478710702
120.0,study03_layout_03_heldout_00,9,study03,study03/study03_p19,0.51403521607211,0.45760547097473475,0.51403521607211,0.5842298070291085,0.6100413729805207,1.0,0.7432087104588537
120.0,study03_layout_03_heldout_01,10,study03,study03/study03_p20,0.4397248608159463,0.4210034238878407,0.4210034238878407,0.5503835897509983,0.5531606555092884,0.88,1.0
120.0,study03_layout_03_heldout_01,10,study03,study03/study03_p21,0.31831390406751947,0.26950622353915227,0.31831390406751947,0.5360541280061403,0.6048213665101054,1.0,0.6498076480485144
120.0,study03_layout_03_heldout_02,11,study03,study03/study03_p22,0.2601939660333453,0.14792260541895022,0.1955188259441848,0.3104095570611102,0.4564352757291717,0.7000000000000001,0.26722621577036826
120.0,study03_layout_03_heldout_02,11,study03,study03/study03_p23,0.21377097243139376,0.13183018177279474,0.21080912152175174,0.24037530697162135,0.5665908291948428,0.91,0.3909696010372931
120.0,study03_layout_03_heldout_03,12,study03,study03/study03_p24,0.2725804287548688,0.2412996186380862,0.2412996186380862,0.4506160503172108,0.5549658881213336,0.74,1.0
120.0,study03_layout_03_heldout_03,12,study03,study03/study03_p25,0.4721815818221709,0.442193073672571,0.4166104413118513,0.6634713971095588,0.5506823024314473,0.79,0.9430793833797689
120.0,study03_layout_03_heldout_04,13,study03,study03/study03_p26,0.14649188567353538,0.0773723014097453,0.008680283217474442,0.13790329976083188,0.5048935645498519,0.47000000000000003,0.8326256749586722
120.0,study03_layout_03_heldout_04,13,study03,study03/study03_p27,0.2741975536501027,0.27243784792643005,0.2741975536501027,0.30975615806277784,0.5816258109751881,1.0,0.9701412467665103
120.0,study04_layout_04_heldout_00,14,study04,study04/study04_p03,0.2581919336917823,0.21968883430235658,0.1417467199276551,0.5881342964603427,0.45490435281513264,0.62,0.8325897498429033
120.0,study04_layout_04_heldout_00,14,study04,study04/study04_p08,0.4492346254394273,0.4484816936180268,0.44848169361802687,0.5121253187515205,0.5359597658866178,0.96,1.0
120.0,study04_layout_04_heldout_00,14,study04,study04/study04_p24,0.5214668951756001,0.518629026825564,0.518629026825564,0.7073590003287075,0.5834320012080194,0.9400000000000001,1.0
120.0,study04_layout_04_heldout_01,15,study04,study04/study04_p28,0.15777356282819296,0.15567064613739734,0.10518300596348024,0.5951289601878549,0.4122257487161057,0.66,0.5886560381259723
120.0,study04_layout_04_heldout_01,15,study04,study04/study04_p29,0.3571856847352165,0.2911768026844053,0.3571856847352165,0.42297031132466256,0.485343600304562,1.0,0.6353988903946164
120.0,study04_layout_04_heldout_02,16,study04,study04/study04_p30,0.3203175622256852,0.31904958438850173,0.25614895820694683,0.5153488001294972,0.4361405650289422,0.73,0.6937094381212147
120.0,study04_layout_04_heldout_02,16,study04,study04/study04_p31,0.24914115610934606,0.24030100429294665,0.10827697015150371,0.2843652310841565,0.4287679414010424,0.5700000000000001,0.6667727068672298
120.0,study04_layout_04_heldout_03,17,study04,study04/study04_p32,0.06658928906464005,0.011819462590331316,-0.1530334038027841,0.3443523954643409,0.46713689536222297,0.33,0.6602505787843069
120.0,study04_layout_04_heldout_03,17,study04,study04/study04_p33,0.3581175991350976,0.29662459139191927,0.3581175991350976,0.3971585039565261,0.530448775251456,1.0,0.7695731931579064
