budget_seconds,fold_id,fold_cluster,study,recording_key,eligible,calibration_samples,status,arm,support_reliability,oracle_lambda,deployable_lambda,composite_distance,normalized_frobenius,frequency_magnitude,frequency_phase,common_eog_response,wrong_donor_count,mean_wrong_composite_distance
30.0,study02_layout_02_heldout_00,2,study02,study02/study02_p06,True,6000,success,EB_DEPLOYABLE,0.3579632652303103,0.43,0.5876252565065878,0.937197087378544,0.5922991572723133,0.30229751090081797,0.702542293521003,0.5646453471256258,2,1.378256632592608
30.0,study02_layout_02_heldout_01,3,study02,study02/study02_p07,True,6000,success,MATCH,0.49080286763228975,0.0,0.5112369551283239,2.9871859856307372,0.9935881933588351,0.567583530493974,0.8122612027711578,2.3383763348596474,1,1.2815810228713063
30.0,study02_layout_02_heldout_01,3,study02,study02/study02_p07,True,6000,success,POP,0.49080286763228975,0.0,0.5112369551283239,1.2896043340515224,0.7223062867570291,0.4260188460569927,0.5165784503258016,0.8119276429619495,1,1.2815810228713063
30.0,study02_layout_02_heldout_01,3,study02,study02/study02_p07,True,6000,success,EB_ORACLE,0.49080286763228975,0.0,0.5112369551283239,1.2896043340515224,0.7223062867570291,0.4260188460569927,0.5165784503258016,0.8119276429619495,1,1.2815810228713063
30.0,study02_layout_02_heldout_01,3,study02,study02/study02_p07,True,6000,success,EB_DEPLOYABLE,0.49080286763228975,0.0,0.5112369551283239,2.0095020880620167,0.8733986243107422,0.5197948359258078,0.6045097694158529,1.4292562751946236,1,1.2815810228713063
30.0,study02_layout_02_heldout_01,3,study02,study02/study02_p08,True,6000,success,MATCH,0.4910400369638523,0.64,0.35069337622395225,1.0348816527623081,0.5615945254577324,0.3217455552821952,0.7860584552648519,0.6345302519536279,1,3.1699239730470605
30.0,study02_layout_02_heldout_01,3,study02,study02/study02_p08,True,6000,success,POP,0.4910400369638523,0.64,0.35069337622395225,1.2625791702665696,0.6193812654599661,0.3538334972004964,0.8783924956718238,0.8209064234988909,1,3.1699239730470605
30.0,study02_layout_02_heldout_01,3,study02,study02/study02_p08,True,6000,success,EB_ORACLE,0.4910400369638523,0.64,0.35069337622395225,0.8974973686682544,0.48348673923696306,0.26817553020938945,0.7761420250073213,0.5517076359581328,1,3.1699239730470605
30.0,study02_layout_02_heldout_01,3,study02,study02/study02_p08,True,6000,success,EB_DEPLOYABLE,0.4910400369638523,0.64,0.35069337622395225,0.9866903133985456,0.5157666330975297,0.28410187638169326,0.8198585644467665,0.6206025805721758,1,3.1699239730470605
30.0,study02_layout_02_heldout_02,4,study02,study02/study02_p09,True,6000,success,MATCH,0.3971366288189192,0.84,0.17630347637287103,1.0676890774758467,0.6114045905766281,0.34062308534580643,0.7200022013039757,0.6550657719996428,1,1.5158386463013254
30.0,study02_layout_02_heldout_02,4,study02,study02/study02_p09,True,6000,success,POP,0.3971366288189192,0.84,0.17630347637287103,2.124247598899379,1.156362462079447,0.8337984312130812,0.8546862708432408,1.2049805406019736,1,1.5158386463013254
30.0,study02_layout_02_heldout_02,4,study02,study02/study02_p09,True,6000,success,EB_ORACLE,0.3971366288189192,0.84,0.17630347637287103,1.0108075257301838,0.6026684122020923,0.3453849373111521,0.6807009210957436,0.5973524963094573,1,1.5158386463013254
30.0,study02_layout_02_heldout_02,4,study02,study02/study02_p09,True,6000,success,EB_DEPLOYABLE,0.3971366288189192,0.84,0.17630347637287103,1.8231312058335738,1.0282973675560083,0.7344981485685236,0.8031381846771469,1.0083192387973354,1,1.5158386463013254
30.0,study02_layout_02_heldout_02,4,study02,study02/study02_p10,True,6000,success,MATCH,0.3131349120185416,1.0,0.5244242626978391,1.3866542372869168,0.8752459589550974,0.4873214546431953,0.8251841685539352,0.8168143657883279,1,1.4809874288699172
30.0,study02_layout_02_heldout_02,4,study02,study02/study02_p10,True,6000,success,POP,0.3131349120185416,1.0,0.5244242626978391,2.141246215165747,1.161372048021691,0.8900261448731714,0.7457633234165524,1.1766437379509205,1,1.4809874288699172
30.0,study02_layout_02_heldout_02,4,study02,study02/study02_p10,True,6000,success,EB_ORACLE,0.3131349120185416,1.0,0.5244242626978391,1.3866542372869168,0.8752459589550974,0.4873214546431953,0.8251841685539352,0.8168143657883279,1,1.4809874288699172
30.0,study02_layout_02_heldout_02,4,study02,study02/study02_p10,True,6000,success,EB_DEPLOYABLE,0.3131349120185416,1.0,0.5244242626978391,1.6272914623759238,0.9696396148505556,0.6618772451826517,0.7372842783645128,0.8916857893568209,1,1.4809874288699172
30.0,study02_layout_02_heldout_03,5,study02,study02/study02_p11,True,6000,success,MATCH,0.48934888365594137,0.37,0.79956764430266,2.000585786117661,0.8334606221261033,0.549054175274846,0.5848078949409619,1.3930508213487185,1,2.0605980051699033
30.0,study02_layout_02_heldout_03,5,study02,study02/study02_p11,True,6000,success,POP,0.48934888365594137,0.37,0.79956764430266,1.8167402777134938,0.7675707197776699,0.5618074421604916,0.5461766340842144,1.2003151721445808,1,2.0605980051699033
30.0,study02_layout_02_heldout_03,5,study02,study02/study02_p11,True,6000,success,EB_ORACLE,0.48934888365594137,0.37,0.79956764430266,1.7025460315600927,0.7292250859347355,0.5384838511772363,0.49639229425240194,1.1144229509576162,1,2.0605980051699033
30.0,study02_layout_02_heldout_03,5,study02,study02/study02_p11,True,6000,success,EB_DEPLOYABLE,0.48934888365594137,0.37,0.79956764430266,1.8474161828156739,0.7853483079078618,0.5379862539544814,0.5381450169943659,1.255615427161756,1,2.0605980051699033
30.0,study02_layout_02_heldout_03,5,study02,study02/study02_p12,True,6000,success,MATCH,0.33357116811600523,0.38,0.3874159971624932,1.2285099223355,0.7764915775127788,0.325866931844175,0.7492811968403515,0.8277148708072899,1,1.4865965833146297
30.0,study02_layout_02_heldout_03,5,study02,study02/study02_p12,True,6000,success,POP,0.33357116811600523,0.38,0.3874159971624932,1.0743232154902986,0.5933522419943619,0.40533026101082753,0.4336620902789995,0.6256267454515712,1,1.4865965833146297
30.0,study02_layout_02_heldout_03,5,study02,study02/study02_p12,True,6000,success,EB_ORACLE,0.33357116811600523,0.38,0.3874159971624932,0.9488746289072791,0.5599433078058391,0.3410820990728716,0.4673294360013712,0.5610595862342704,1,1.4865965833146297
30.0,study02_layout_02_heldout_03,5,study02,study02/study02_p12,True,6000,success,EB_DEPLOYABLE,0.33357116811600523,0.38,0.3874159971624932,0.9489477145955849,0.5608701814475162,0.3401781146825602,0.46997465862236243,0.5617721340507885,1,1.4865965833146297
30.0,study02_layout_02_heldout_04,6,study02,study02/study02_p13,True,6000,success,MATCH,0.42757131975027696,0.46,0.0,1.0441825533093918,0.5581463104159324,0.2984850940377901,0.4287876606342427,0.7028186932081774,1,1.670551751741761
30.0,study02_layout_02_heldout_04,6,study02,study02/study02_p13,True,6000,success,POP,0.42757131975027696,0.46,0.0,1.0740059895919183,0.5043521822703965,0.34099896581284345,0.3536140414440963,0.6976456196346652,1,1.670551751741761
30.0,study02_layout_02_heldout_04,6,study02,study02/study02_p13,True,6000,success,EB_ORACLE,0.42757131975027696,0.46,0.0,0.7633731367174437,0.46633721800414774,0.257000868328173,0.3322022709530895,0.4731520412939617,1,1.670551751741761
30.0,study02_layout_02_heldout_04,6,study02,study02/study02_p13,True,6000,success,EB_DEPLOYABLE,0.42757131975027696,0.46,0.0,1.0740059895919183,0.5043521822703965,0.34099896581284345,0.3536140414440963,0.6976456196346652,1,1.670551751741761
30.0,study02_layout_02_heldout_04,6,study02,study02/study02_p14,True,6000,success,MATCH,0.5234028926843747,0.93,0.0,1.3885775238549884,0.7420843347145489,0.44955858124079306,0.8420435668537113,0.8548145859288242,1,6.827750239445198
30.0,study02_layout_02_heldout_04,6,study02,study02/study02_p14,True,6000,success,POP,0.5234028926843747,0.93,0.0,2.312662821852974,0.993771105811631,0.7279306947601016,0.82358583337281,1.5023735437555916,1,6.827750239445198
30.0,study02_layout_02_heldout_04,6,study02,study02/study02_p14,True,6000,success,EB_ORACLE,0.5234028926843747,0.93,0.0,1.3805742272644559,0.7375264861371837,0.4527097173613389,0.8302094676579895,0.8448435631373179,1,6.827750239445198
30.0,study02_layout_02_heldout_04,6,study02,study02/study02_p14,True,6000,success,EB_DEPLOYABLE,0.5234028926843747,0.93,0.0,2.312662821852974,0.993771105811631,0.7279306947601016,0.82358583337281,1.5023735437555916,1,6.827750239445198
30.0,study02_layout_02_heldout_05,7,study02,study02/study02_p15,True,6000,success,MATCH,0.3521511774863875,0.2,0.20847934791286837,1.2757410664465074,0.8317659092097144,0.4192962907995456,0.9690370615151063,0.7595410694954512,1,1.6833652279304778
30.0,study02_layout_02_heldout_05,7,study02,study02/study02_p15,True,6000,success,POP,0.3521511774863875,0.2,0.20847934791286837,0.9469499652109354,0.5862740875751958,0.342264054804916,0.41302959470065936,0.5633829509359535,1,1.6833652279304778
30.0,study02_layout_02_heldout_05,7,study02,study02/study02_p15,True,6000,success,EB_ORACLE,0.3521511774863875,0.2,0.20847934791286837,0.9222817449548968,0.5625233483071413,0.32331962432815275,0.43337591453806684,0.5556245291729374,1,1.6833652279304778
30.0,study02_layout_02_heldout_05,7,study02,study02/study02_p15,True,6000,success,EB_DEPLOYABLE,0.3521511774863875,0.2,0.20847934791286837,0.922300794749688,0.5621107265625661,0.32290837412333967,0.4349684951019054,0.5558955711161577,1,1.6833652279304778
30.0,study02_layout_02_heldout_05,7,study02,study02/study02_p16,True,6000,success,MATCH,0.3702437726255114,0.93,1.0,1.2077425967362483,0.7864620347338414,0.42084020429862157,0.6997948126527737,0.7169229111723494,1,2.0875978092708785
30.0,study02_layout_02_heldout_05,7,study02,study02/study02_p16,True,6000,success,POP,0.3702437726255114,0.93,1.0,2.076922229427629,0.9365725211754784,0.7916497608619246,0.32097372939306784,1.2531750956263976,1,2.0875978092708785
30.0,study02_layout_02_heldout_05,7,study02,study02/study02_p16,True,6000,success,EB_ORACLE,0.3702437726255114,0.93,1.0,1.1884583820380186,0.7589082497323373,0.4345916870848721,0.5922565144671232,0.6946410435064341,1,2.0875978092708785
30.0,study02_layout_02_heldout_05,7,study02,study02/study02_p16,True,6000,success,EB_DEPLOYABLE,0.3702437726255114,0.93,1.0,1.2077425967362483,0.7864620347338415,0.42084020429862157,0.6997948126527737,0.7169229111723494,1,2.0875978092708785
30.0,study02_layout_02_heldout_06,8,study02,study02/study02_p17,True,6000,success,MATCH,0.42645933258552443,0.31,0.0,1.133975826945091,0.6436867870126333,0.34683556267750154,0.49461072217051727,0.7376791920505377,1,1.2738298786833804
30.0,study02_layout_02_heldout_06,8,study02,study02/study02_p17,True,6000,success,POP,0.42645933258552443,0.31,0.0,0.8744832424027451,0.5346975728118942,0.30812850743650866,0.43409853179700636,0.5229448817865358,1,1.2738298786833804
30.0,study02_layout_02_heldout_06,8,study02,study02/study02_p17,True,6000,success,EB_ORACLE,0.42645933258552443,0.31,0.0,0.7848255339423058,0.4855489059271715,0.26668984217842656,0.37524982209957136,0.4806107095539221,1,1.2738298786833804
30.0,study02_layout_02_heldout_06,8,study02,study02/study02_p17,True,6000,success,EB_DEPLOYABLE,0.42645933258552443,0.31,0.0,0.8744832424027451,0.5346975728118942,0.30812850743650866,0.43409853179700636,0.5229448817865358,1,1.2738298786833804
30.0,study02_layout_02_heldout_06,8,study02,study02/study02_p18,True,6000,success,MATCH,0.3741314148546153,0.45,0.3476154947276239,1.170530570455477,0.7491900261811796,0.3607045020278019,0.7495735396617638,0.7348687144614986,1,1.547402400747551
30.0,study02_layout_02_heldout_06,8,study02,study02/study02_p18,True,6000,success,POP,0.3741314148546153,0.45,0.3476154947276239,1.0439267623165671,0.5158207688131031,0.32157878177723204,0.5143363809189746,0.6709143424474376,1,1.547402400747551
30.0,study02_layout_02_heldout_06,8,study02,study02/study02_p18,True,6000,success,EB_ORACLE,0.3741314148546153,0.45,0.3476154947276239,0.8110285070455399,0.45916055802543204,0.29430635096161084,0.46681035407736554,0.47004112067619247,1,1.547402400747551
30.0,study02_layout_02_heldout_06,8,study02,study02/study02_p18,True,6000,success,EB_DEPLOYABLE,0.3741314148546153,0.45,0.3476154947276239,0.8270035037765042,0.455853359509113,0.2963541990811322,0.4659483362578861,0.4840544710695834,1,1.547402400747551
30.0,study03_layout_03_heldout_00,9,study03,study03/study03_p03,True,6000,success,MATCH,0.2789752659507956,0.25,0.0,1.4818568924230195,0.9183582232350223,0.39017484104375566,0.8209087577557829,1.0095911756036855,1,2.2900235594485783
30.0,study03_layout_03_heldout_00,9,study03,study03/study03_p03,True,6000,success,POP,0.2789752659507956,0.25,0.0,1.0777559775233811,0.6591685544232646,0.3266458055892764,0.7439992935310512,0.6767102425809997,1,2.2900235594485783
30.0,study03_layout_03_heldout_00,9,study03,study03/study03_p03,True,6000,success,EB_ORACLE,0.2789752659507956,0.25,0.0,0.9934588465539924,0.6254466519052123,0.3064514479298561,0.6881690130039171,0.6181904973237446,1,2.2900235594485783
30.0,study03_layout_03_heldout_00,9,study03,study03/study03_p03,True,6000,success,EB_DEPLOYABLE,0.2789752659507956,0.25,0.0,1.0777559775233811,0.6591685544232646,0.3266458055892764,0.7439992935310512,0.6767102425809997,1,2.2900235594485783
30.0,study03_layout_03_heldout_00,9,study03,study03/study03_p19,True,6000,success,MATCH,0.4210845391613411,0.99,0.0,0.9048117724358246,0.5605198297525239,0.2555619792865017,0.9522909006619238,0.5540207030831305,1,1.7906691856975903
30.0,study03_layout_03_heldout_00,9,study03,study03/study03_p19,True,6000,success,POP,0.4210845391613411,0.99,0.0,1.4744771300126729,0.9680942170859771,0.5440841418259663,0.8791990049438333,0.8424730876923233,1,1.7906691856975903
30.0,study03_layout_03_heldout_00,9,study03,study03/study03_p19,True,6000,success,EB_ORACLE,0.4210845391613411,0.99,0.0,0.9047639902311971,0.5603134594902558,0.25566296388177323,0.9488287634614064,0.5542181500032832,1,1.7906691856975903
30.0,study03_layout_03_heldout_00,9,study03,study03/study03_p19,True,6000,success,EB_DEPLOYABLE,0.4210845391613411,0.99,0.0,1.4744771300126729,0.9680942170859771,0.5440841418259663,0.8791990049438333,0.8424730876923233,1,1.7906691856975903
30.0,study03_layout_03_heldout_01,10,study03,study03/study03_p20,True,6000,success,MATCH,0.42336964600275834,0.42,1.0,1.3335285547028144,0.9222037218829486,0.33173019095711753,0.8046636487303743,0.9213319988726594,1,1.7820918420029974
30.0,study03_layout_03_heldout_01,10,study03,study03/study03_p20,True,6000,success,POP,0.42336964600275834,0.42,1.0,1.2241442661738793,0.7595994454293379,0.39846408013611667,1.1120606993680349,0.7144741161009592,1,1.7820918420029974
30.0,study03_layout_03_heldout_01,10,study03,study03/study03_p20,True,6000,success,EB_ORACLE,0.42336964600275834,0.42,1.0,1.049093108246244,0.6517686107146845,0.3228157028687583,1.052372179878816,0.6210401873896042,1,1.7820918420029974
30.0,study03_layout_03_heldout_01,10,study03,study03/study03_p20,True,6000,success,EB_DEPLOYABLE,0.42336964600275834,0.42,1.0,1.3335285547028142,0.9222037218829486,0.33173019095711753,0.8046636487303743,0.9213319988726592,1,1.7820918420029974
30.0,study03_layout_03_heldout_01,10,study03,study03/study03_p21,True,6000,success,MATCH,0.33712591458789937,0.59,0.0,0.8851983721070559,0.5786552428063175,0.25680325490055755,0.5859188842722782,0.5698032287792705,1,1.6989406752856997
30.0,study03_layout_03_heldout_01,10,study03,study03/study03_p21,True,6000,success,POP,0.33712591458789937,0.59,0.0,0.9912856075784714,0.5309649332292276,0.3215637379019178,0.4320106532764938,0.6265208043489042,1,1.6989406752856997
30.0,study03_layout_03_heldout_01,10,study03,study03/study03_p21,True,6000,success,EB_ORACLE,0.33712591458789937,0.59,0.0,0.8288483207435393,0.4803466790238963,0.25182948558750795,0.4576743226948881,0.5312514028865425,1,1.6989406752856997
30.0,study03_layout_03_heldout_01,10,study03,study03/study03_p21,True,6000,success,EB_DEPLOYABLE,0.33712591458789937,0.59,0.0,0.9912856075784714,0.5309649332292276,0.3215637379019178,0.4320106532764938,0.6265208043489042,1,1.6989406752856997
30.0,study03_layout_03_heldout_02,11,study03,study03/study03_p22,True,6000,success,MATCH,0.3052580736738337,0.2,0.0,1.756404109756235,0.9359138953992379,0.4614109682642451,0.7652756071114035,1.2184655807808495,1,1.5958524344174803
30.0,study03_layout_03_heldout_02,11,study03,study03/study03_p22,True,6000,success,POP,0.3052580736738337,0.2,0.0,1.122817768052087,0.6663049704482581,0.3766453075830033,0.5450725500148466,0.691665205467599,1,1.5958524344174803
30.0,study03_layout_03_heldout_02,11,study03,study03/study03_p22,True,6000,success,EB_ORACLE,0.3052580736738337,0.2,0.0,1.0666057656713999,0.6509085400969169,0.3446541848864046,0.5538486319540077,0.6665667175895945,1,1.5958524344174803
30.0,study03_layout_03_heldout_02,11,study03,study03/study03_p22,True,6000,success,EB_DEPLOYABLE,0.3052580736738337,0.2,0.0,1.122817768052087,0.6663049704482581,0.3766453075830033,0.5450725500148466,0.691665205467599,1,1.5958524344174803
30.0,study03_layout_03_heldout_02,11,study03,study03/study03_p23,True,6000,success,MATCH,0.4738291296247377,0.79,0.0,1.4284249227254129,0.8267868314607942,0.4865207755687754,0.9784728085587915,0.8440568663007584,1,2.33107458712814
30.0,study03_layout_03_heldout_02,11,study03,study03/study03_p23,True,6000,success,POP,0.4738291296247377,0.79,0.0,1.7668000099925085,0.9657062624369243,0.6599711317052288,0.926643083809638,1.0141645699063158,1,2.33107458712814
30.0,study03_layout_03_heldout_02,11,study03,study03/study03_p23,True,6000,success,EB_ORACLE,0.4738291296247377,0.79,0.0,1.396165378576163,0.8034866198799306,0.51024038113482,0.9266480500280506,0.793260192438538,1,2.33107458712814
30.0,study03_layout_03_heldout_02,11,study03,study03/study03_p23,True,6000,success,EB_DEPLOYABLE,0.4738291296247377,0.79,0.0,1.7668000099925085,0.9657062624369243,0.6599711317052288,0.926643083809638,1.0141645699063158,1,2.33107458712814
30.0,study03_layout_03_heldout_03,12,study03,study03/study03_p24,True,6000,success,MATCH,0.41913735666119717,0.64,0.0,0.8448674948131599,0.5360132781253861,0.2645267111798364,0.6656721155398883,0.5137735720793347,1,1.3461525908645373
30.0,study03_layout_03_heldout_03,12,study03,study03/study03_p24,True,6000,success,POP,0.41913735666119717,0.64,0.0,1.0317366885217494,0.629324339717868,0.33436531919247536,0.6489957681794553,0.6324717925113285,1,1.3461525908645373
30.0,study03_layout_03_heldout_03,12,study03,study03/study03_p24,True,6000,success,EB_ORACLE,0.41913735666119717,0.64,0.0,0.7758559898401783,0.4757668750348648,0.23836197855149144,0.5682684928283169,0.4806671620058552,1,1.3461525908645373
30.0,study03_layout_03_heldout_03,12,study03,study03/study03_p24,True,6000,success,EB_DEPLOYABLE,0.41913735666119717,0.64,0.0,1.0317366885217494,0.629324339717868,0.33436531919247536,0.6489957681794553,0.6324717925113285,1,1.3461525908645373
30.0,study03_layout_03_heldout_03,12,study03,study03/study03_p25,True,6000,success,MATCH,0.4278157617019494,0.47000000000000003,0.3458984610446366,0.9870548664700316,0.6249681208311332,0.34008949799188204,0.5678562219984011,0.5901797462783095,1,1.4857991454821713
30.0,study03_layout_03_heldout_03,12,study03,study03/study03_p25,True,6000,success,POP,0.4278157617019494,0.47000000000000003,0.3458984610446366,0.9316223456930992,0.5432307425459849,0.3361086121583212,0.5605783078304456,0.5394559027517334,1,1.4857991454821713
30.0,study03_layout_03_heldout_03,12,study03,study03/study03_p25,True,6000,success,EB_ORACLE,0.4278157617019494,0.47000000000000003,0.3458984610446366,0.780051496511893,0.46522153862115423,0.2843406453103989,0.460707598110331,0.44964009139046096,1,1.4857991454821713
30.0,study03_layout_03_heldout_03,12,study03,study03/study03_p25,True,6000,success,EB_DEPLOYABLE,0.4278157617019494,0.47000000000000003,0.3458984610446366,0.7919253793900697,0.4710274202557867,0.29091388100036614,0.4748823480480164,0.4535232635849019,1,1.4857991454821713
30.0,study03_layout_03_heldout_04,13,study03,study03/study03_p26,True,6000,success,MATCH,0.45607448347823865,0.23,1.0,1.2770391718503404,0.7232365578832372,0.4061771568813286,0.7382186881820173,0.7970401461508102,1,1.1409796459547314
30.0,study03_layout_03_heldout_04,13,study03,study03/study03_p26,True,6000,success,POP,0.45607448347823865,0.23,1.0,0.9226928181976111,0.5241144598812821,0.301540356592994,0.555680757149206,0.5655843858896964,1,1.1409796459547314
30.0,study03_layout_03_heldout_04,13,study03,study03/study03_p26,True,6000,success,EB_ORACLE,0.45607448347823865,0.23,1.0,0.8417322452345135,0.47986881237769313,0.28275930685755063,0.5315955716412689,0.5058133812128359,1,1.1409796459547314
30.0,study03_layout_03_heldout_04,13,study03,study03/study03_p26,True,6000,success,EB_DEPLOYABLE,0.45607448347823865,0.23,1.0,1.2770391718503404,0.7232365578832372,0.4061771568813286,0.7382186881820173,0.7970401461508102,1,1.1409796459547314
30.0,study03_layout_03_heldout_04,13,study03,study03/study03_p27,True,6000,success,MATCH,0.4171722909868145,0.54,0.7026151094845152,1.1297161012984631,0.7131288875567603,0.39406229470713255,0.6400679116775658,0.671647015423574,1,1.317640583100166
30.0,study03_layout_03_heldout_04,13,study03,study03/study03_p27,True,6000,success,POP,0.4171722909868145,0.54,0.7026151094845152,1.1859029139716029,0.726973159472188,0.37743963182162205,0.76976346014166,0.731486936135815,1,1.317640583100166
30.0,study03_layout_03_heldout_04,13,study03,study03/study03_p27,True,6000,success,EB_ORACLE,0.4171722909868145,0.54,0.7026151094845152,1.0892307636476237,0.6615399076843949,0.35395509714517637,0.6286127164330974,0.6724143948591377,1,1.317640583100166
30.0,study03_layout_03_heldout_04,13,study03,study03/study03_p27,True,6000,success,EB_DEPLOYABLE,0.4171722909868145,0.54,0.7026151094845152,1.095590273445526,0.6743936764243014,0.3661112702091513,0.6280215217029085,0.6666768510660839,1,1.317640583100166
30.0,study04_layout_04_heldout_00,14,study04,study04/study04_p03,True,3000,success,MATCH,0.3017598996053103,0.51,0.449818842212498,1.1259659049862554,0.6298885903339446,0.29426677205238333,0.8544366508176042,0.7462554678521116,2,1.609694540705788
30.0,study04_layout_04_heldout_00,14,study04,study04/study04_p03,True,3000,success,POP,0.3017598996053103,0.51,0.449818842212498,1.1011726394735937,0.6264431002921569,0.39858476525745756,0.5146825370007789,0.6511196205160582,2,1.609694540705788
30.0,study04_layout_04_heldout_00,14,study04,study04/study04_p03,True,3000,success,EB_ORACLE,0.3017598996053103,0.51,0.449818842212498,0.8115773132430332,0.4861865340780052,0.26077108559641027,0.4722498694522456,0.5035812407013983,2,1.609694540705788
30.0,study04_layout_04_heldout_00,14,study04,study04/study04_p03,True,3000,success,EB_DEPLOYABLE,0.3017598996053103,0.51,0.449818842212498,0.817273259844471,0.4843289607148048,0.27317113269123666,0.4620843925421196,0.4978936878990223,2,1.609694540705788
30.0,study04_layout_04_heldout_00,14,study04,study04/study04_p08,True,3000,success,MATCH,0.26640021823903287,0.42,0.17955672195906497,1.111394441388949,0.7722086471708041,0.3427850394800019,0.5680167304172266,0.7118077288672244,2,1.441762984443654
30.0,study04_layout_04_heldout_00,14,study04,study04/study04_p08,True,3000,success,POP,0.26640021823903287,0.42,0.17955672195906497,1.1146273575608034,0.6532518524596567,0.34473540604450154,0.4660160262908095,0.7232903488872209,2,1.441762984443654
30.0,study04_layout_04_heldout_00,14,study04,study04/study04_p08,True,3000,success,EB_ORACLE,0.26640021823903287,0.42,0.17955672195906497,1.0360727280505597,0.6541529045153053,0.3114221059731142,0.44763885404573484,0.6798867366728719,2,1.441762984443654
30.0,study04_layout_04_heldout_00,14,study04,study04/study04_p08,True,3000,success,EB_DEPLOYABLE,0.26640021823903287,0.42,0.17955672195906497,1.0606199769583529,0.6297539420373024,0.3197492855948042,0.4262665617195577,0.698244035191593,2,1.441762984443654
30.0,study04_layout_04_heldout_00,14,study04,study04/study04_p24,True,3000,success,MATCH,0.39573651216864786,0.72,0.49034052635113984,0.8277679809083671,0.5510579052812096,0.24059286334007463,0.5426237906280755,0.5329127385054849,2,1.3410704955448138
30.0,study04_layout_04_heldout_00,14,study04,study04/study04_p24,True,3000,success,POP,0.39573651216864786,0.72,0.49034052635113984,0.9840668070269625,0.5794669320164931,0.37539665471622713,0.3989668438179538,0.56877346792894,2,1.3410704955448138
30.0,study04_layout_04_heldout_00,14,study04,study04/study04_p24,True,3000,success,EB_ORACLE,0.39573651216864786,0.72,0.49034052635113984,0.7764089624356154,0.49368200676064583,0.23758047360087176,0.4520796296010915,0.49362052587463445,2,1.3410704955448138
30.0,study04_layout_04_heldout_00,14,study04,study04/study04_p24,True,3000,success,EB_DEPLOYABLE,0.39573651216864786,0.72,0.49034052635113984,0.8009710312246472,0.47671653531411906,0.26980975826931886,0.4083595298025876,0.4903253199750696,2,1.3410704955448138
30.0,study04_layout_04_heldout_01,15,study04,study04/study04_p28,True,3000,success,MATCH,0.35564222868074086,0.64,0.494857369508424,1.3613732900606246,0.7312985054947158,0.3256957910408432,0.7327943915888903,0.9623980598608923,1,3.604125335954026
30.0,study04_layout_04_heldout_01,15,study04,study04/study04_p28,True,3000,success,POP,0.35564222868074086,0.64,0.494857369508424,1.550819231850983,0.6463240721726622,0.409546193434801,0.4780128600069941,1.0934717524154827,1,3.604125335954026
30.0,study04_layout_04_heldout_01,15,study04,study04/study04_p28,True,3000,success,EB_ORACLE,0.35564222868074086,0.64,0.494857369508424,1.2202506335383965,0.6211960740285264,0.3085932655732573,0.5865553857013741,0.8530018293950019,1,3.604125335954026
30.0,study04_layout_04_heldout_01,15,study04,study04/study04_p28,True,3000,success,EB_DEPLOYABLE,0.35564222868074086,0.64,0.494857369508424,1.2417820436262659,0.6034988400142745,0.32618997856584064,0.544239303687727,0.8611681346916527,1,3.604125335954026
30.0,study04_layout_04_heldout_01,15,study04,study04/study04_p29,True,3000,success,MATCH,0.2717001012812336,0.5700000000000001,0.39171466171442504,1.1957709588777394,0.735834065269973,0.4370421311596837,0.4225097796469,0.7164778497533656,1,1.4092138871010587
30.0,study04_layout_04_heldout_01,15,study04,study04/study04_p29,True,3000,success,POP,0.2717001012812336,0.5700000000000001,0.39171466171442504,1.3239260631129812,0.7654407350446305,0.532927571098712,0.3823301097627841,0.7527654810379908,1,1.4092138871010587
30.0,study04_layout_04_heldout_01,15,study04,study04/study04_p29,True,3000,success,EB_ORACLE,0.2717001012812336,0.5700000000000001,0.39171466171442504,1.1124934323104543,0.6837913055869677,0.43674409373285217,0.3550585050811415,0.640243488069488,1,1.4092138871010587
30.0,study04_layout_04_heldout_01,15,study04,study04/study04_p29,True,3000,success,EB_DEPLOYABLE,0.2717001012812336,0.5700000000000001,0.39171466171442504,1.1287698461962377,0.6699268859120535,0.44599728756123197,0.3243735615327914,0.6503352024817266,1,1.4092138871010587
30.0,study04_layout_04_heldout_02,16,study04,study04/study04_p30,True,3000,success,MATCH,0.32412841124349856,0.31,0.5333970921726496,1.276817529563283,0.7044685716798061,0.34940368060291505,0.6696985055164509,0.8604439984087229,1,1.6073594204616966
30.0,study04_layout_04_heldout_02,16,study04,study04/study04_p30,True,3000,success,POP,0.32412841124349856,0.31,0.5333970921726496,0.9483538301845491,0.5527175281065454,0.31796383427084907,0.5442464094702485,0.5759653549666751,1,1.6073594204616966
30.0,study04_layout_04_heldout_02,16,study04,study04/study04_p30,True,3000,success,EB_ORACLE,0.32412841124349856,0.31,0.5333970921726496,0.8331336913405518,0.492168114521473,0.27108314626907715,0.5055992011380079,0.5114906249576738,1,1.6073594204616966
30.0,study04_layout_04_heldout_02,16,study04,study04/study04_p30,True,3000,success,EB_DEPLOYABLE,0.32412841124349856,0.31,0.5333970921726496,0.8906481951754005,0.5290372564324087,0.27045495894299154,0.538690821088339,0.5663241541235751,1,1.6073594204616966
