fold,participant,session,task,start,arm,attenuation_db,coherence_reduction,low_eog_observation_retention,psd_distortion_proxy,output_input_rms
0,sub-02,ses-02,ERP,30000,C0,6.324117935818512,0.5133140780309323,0.8135957507790486,0.01301736397791409,0.6044931118145569
0,sub-02,ses-02,ERP,30000,C_gated,6.051588235810619,0.498894200593447,0.7063433862092114,0.0035934146392481614,0.6099542877810422
0,sub-02,ses-02,ERP,42777,C0,7.528268075302876,0.6263362614413691,0.5788592493994394,0.12106056294218355,0.5497916245083067
0,sub-02,ses-02,ERP,42777,C_gated,3.62265860766289,0.26269174808879076,0.35635860372922123,0.09730822997819513,0.7128105734178847
0,sub-02,ses-02,ERP,55555,C0,6.401191246117732,0.502269447974764,0.8238665593940667,0.026566376063428723,0.6375985855302762
0,sub-02,ses-02,ERP,55555,C_gated,6.2419195476241205,0.4903540911944933,0.6979994501686282,0.02457104914723911,0.6421348734959674
0,sub-02,ses-02,ERP,68333,C0,6.214828569793408,0.4972419877982147,0.7008431268114359,0.03771397230684924,0.6013812251133199
0,sub-02,ses-02,ERP,68333,C_gated,4.611240208551861,0.3022654827484018,0.5403511458537115,0.0013151826898690864,0.6945557831133483
0,sub-02,ses-02,SSVEP,30000,C0,0.089871904676007,0.010589961159104478,0.9913061610300731,0.00033711356859821836,0.9946435274049158
0,sub-02,ses-02,SSVEP,30000,C_gated,0.09924898582990678,0.011449479047484879,0.9907537434206669,0.00034090166036385757,0.9942125446891127
0,sub-02,ses-02,SSVEP,37627,C0,0.25739301874541104,0.00793898401740379,0.9782801365408204,0.0002973585948610432,0.9959144367521257
0,sub-02,ses-02,SSVEP,37627,C_gated,0.3389529940326142,0.009247274791069512,0.9774085880761716,0.000306194740727383,0.9952459576914825
0,sub-02,ses-02,SSVEP,45255,C0,0.3800297789377774,0.024003890507486143,0.9641537282798885,0.00011579665529718139,0.9873523552961163
0,sub-02,ses-02,SSVEP,45255,C_gated,0.44755180303569225,0.026948840336463345,0.9701938366436803,0.00017720225351203605,0.985833487631767
0,sub-02,ses-02,SSVEP,52883,C0,-0.00792319792102806,-0.0014481845018317063,0.9732497990339408,0.00035507585135439117,1.0010584068867148
0,sub-02,ses-02,SSVEP,52883,C_gated,-0.0026217141269795773,-0.0007762019626286754,0.9766244362337768,2.9963303971951547e-05,1.000566870156706
0,sub-02,ses-03,ERP,30000,C0,1.7552751550149512,0.13472881551184307,0.738213812169861,0.02003836054973906,0.883574092679674
0,sub-02,ses-03,ERP,30000,C_gated,6.127794311216201,0.44739926982086864,0.8190637912235339,0.01954330466548567,0.7192971157353614
0,sub-02,ses-03,ERP,42640,C0,1.0856484084726115,0.08447069236146809,0.6130047740135662,0.02624548899278503,0.9303624469283776
0,sub-02,ses-03,ERP,42640,C_gated,2.4183234556862034,0.21357521108288954,0.7336842458858481,0.0015167320626928665,0.8473768255338701
0,sub-02,ses-03,ERP,55280,C0,0.5710687062444268,0.04128246624970845,0.8979022623458002,0.0025510741546434456,0.9781057700465758
0,sub-02,ses-03,ERP,55280,C_gated,0.7835147380826591,0.05298495248315669,0.9319359853131799,0.0031038513855504934,0.9721564001456706
0,sub-02,ses-03,ERP,67920,C0,0.02016393879965133,0.014196158531137315,0.7317288039567509,0.001679968904348914,0.9894042338815949
0,sub-02,ses-03,ERP,67920,C_gated,0.16499355061588244,0.028786715027907195,0.817512653141802,0.008946556660716412,0.9788576308208102
0,sub-02,ses-03,SSVEP,30000,C0,-0.002755592544921766,-0.00019050524974319194,0.9984992149792656,5.78465533087491e-06,1.000105437220527
0,sub-02,ses-03,SSVEP,30000,C_gated,-0.002755592544921766,-0.00019050524974319194,0.9984992149792656,5.78465533087491e-06,1.000105437220527
0,sub-02,ses-03,SSVEP,37597,C0,-0.0017465616748139775,-0.00011350778280232177,0.9989480135242533,3.219129933160901e-05,1.00006483745071
0,sub-02,ses-03,SSVEP,37597,C_gated,-0.0017465616748139775,-0.00011350778280232177,0.9989480135242533,3.219129933160901e-05,1.00006483745071
0,sub-02,ses-03,SSVEP,45194,C0,-0.0022155138408559783,-0.00029866370864514713,0.9970324770450715,6.0318483002662396e-05,1.0001649836746225
0,sub-02,ses-03,SSVEP,45194,C_gated,-0.0022155138408559783,-0.00029866370864514713,0.9970324770450715,6.0318483002662396e-05,1.0001649836746225
0,sub-02,ses-03,SSVEP,52792,C0,0.013083877127103821,0.0008688318007780416,0.9979446538439651,1.9342873403434546e-05,0.9995233325463387
0,sub-02,ses-03,SSVEP,52792,C_gated,0.013083877127103821,0.0008688318007780416,0.9979446538439651,1.9342873403434546e-05,0.9995233325463387
0,sub-02,ses-04,ERP,30000,C0,0.17599873973328622,-0.0012907980357870497,0.8513829790268287,0.009220828196471539,1.0007488540889735
0,sub-02,ses-04,ERP,30000,C_gated,0.07430550289659006,-0.01516109906948579,0.8480541341377577,0.0014914614081953527,1.0089033210849263
0,sub-02,ses-04,ERP,42848,C0,0.0327418557704054,0.007181236483041989,0.9061834365096243,0.0009430867744145597,0.9960757765155696
0,sub-02,ses-04,ERP,42848,C_gated,0.5788131314810727,0.05446763044360476,0.9074529687635552,0.0018825027442419178,0.9713406267790305
0,sub-02,ses-04,ERP,55696,C0,0.5703388880974237,0.03447260242549863,0.9009984466037504,1.1959567101312767e-05,0.9803853564860614
0,sub-02,ses-04,ERP,55696,C_gated,0.8449067738786147,0.0781051088400702,0.8998884354567653,0.007815046968542485,0.9571382679016229
0,sub-02,ses-04,ERP,68545,C0,-0.18291960308826782,-0.03529392883156568,0.6118438238557166,0.036330791368662185,1.0230581506410417
0,sub-02,ses-04,ERP,68545,C_gated,-1.3740619010126789,-0.12398919027906416,0.6076090943360395,0.05081116377367334,1.0888703465987184
0,sub-02,ses-04,SSVEP,30000,C0,-11.345042244352248,-0.6844831893918353,0.6603549333446203,0.053733473504327486,2.231817522300082
