fold,seed,participant,session,task,wrong_owner,zero_artifact,gain,query_eog_runtime_input,arm,masked_rrmse_temporal,rrmse_temporal,rrmse_spectral,correlation,snr_improvement,artifact_rmse,artifact_rrmse,artifact_correlation,clean_output_rms_ratio,observation_change_ratio
0,20261201,sub-02,ses-02,ERP,sub-03,1,1.002220492534498,1,RAW,,0.0,0.0,1.0000001192092896,0.0,0.0,0.0,0.0,1.0,0.0
0,20261201,sub-02,ses-02,ERP,sub-03,1,1.002220492534498,1,C0,,0.0,1.494060833945988e-07,1.0000000383764154,0.0,0.0,0.0,0.0,0.999999961338707,0.0
0,20261201,sub-02,ses-02,ERP,sub-03,1,1.002220492534498,1,C_gated,,0.0,1.494060833945988e-07,1.0000000383764154,0.0,0.0,0.0,0.0,0.999999961338707,0.0
0,20261201,sub-02,ses-02,ERP,sub-03,1,1.002220492534498,1,C_wrong,,0.0,1.494060833945988e-07,1.0000000383764154,0.0,0.0,0.0,0.0,0.999999961338707,0.0
0,20261201,sub-02,ses-02,ERP,sub-03,1,1.002220492534498,1,C_wrong_g,,0.0,1.494060833945988e-07,1.0000000383764154,0.0,0.0,0.0,0.0,0.999999961338707,0.0
0,20261201,sub-02,ses-02,ERP,sub-03,1,1.002220492534498,1,C_query,,0.0,1.494060833945988e-07,1.0000000383764154,0.0,0.0,0.0,0.0,0.999999961338707,0.0
0,20261201,sub-02,ses-02,SSVEP,sub-03,0,1.170836736350646,1,RAW,,15.50571346282959,1.3871651887893677,0.08670375496149063,0.0,9.681537628173828,1.0,0.0,15.560378074645996,0.0
0,20261201,sub-02,ses-02,SSVEP,sub-03,0,1.170836736350646,1,C0,41.60221537539396,15.811644113125626,1.2981154100251195,0.08130698604815452,-0.16970548177583666,9.872555189827793,1.019730184449367,-0.0002650862236330892,15.861504748280103,0.1986582430743545
0,20261201,sub-02,ses-02,SSVEP,sub-03,0,1.170836736350646,1,C_gated,41.57056055776481,15.797865342876806,1.2955642773061804,0.0868489396490318,-0.16213302099618238,9.863951930747037,1.0188415590833295,-0.0259020618295903,15.85327006394752,0.17024363897630293
0,20261201,sub-02,ses-02,SSVEP,sub-03,0,1.170836736350646,1,C_wrong,41.12956999610884,15.640571228934531,1.3282596819169514,0.08523642903993915,-0.07521707582389037,9.765739827680829,1.0086972910545162,-0.03887955085300962,15.694037689544265,0.09854730494510734
