weights,t_start,rrmse,correlation,direct_x0_rrmse,direct_x0_correlation
raw,50,0.2103524633245544,0.9786819111681528,0.026125075501385365,0.999658543807534
raw,100,0.2099025764450195,0.9787725192086807,0.034570321385431174,0.9994018112059985
raw,200,0.2133901498061105,0.9781271417548106,0.04746376475238652,0.9988947494977922
ema,50,0.2103524633245544,0.9786819111681528,0.026125075501385365,0.999658543807534
ema,100,0.2099025764450195,0.9787725192086807,0.034570321385431174,0.9994018112059985
ema,200,0.2133901498061105,0.9781271417548106,0.04746376475238652,0.9988947494977922
