common_random_numbers,erp_amplitude_relative_preservation,erp_latency_relative_preservation,fold,method,motion_coherence_reduction,nonartifact_observation_preservation,observation_change_ratio,output_input_RMS_ratio,participant,posterior_samples,posterior_sd_rms,protocol,query_imu_event_used_for_inference,query_session,reference_free_covariance_distortion,reference_free_psd_distortion,seed,ssvep_phase_relative_preservation,ssvep_snr_relative_preservation,status,support_seconds,task
False,1.0,1.0,1,RAW,0.0,1.0,0.0,1.0,sub-07,0,nan,S0_STATIC_XSESSION,False,ses-03,0.0,0.0,20260811,nan,nan,success,60,ERP
False,0.7882868813790276,0.970703125,1,POP,0.0016051121056079865,0.7791696935892105,0.25822892785072327,0.9080865383148193,sub-07,0,nan,S0_STATIC_XSESSION,False,ses-03,0.16361513089047228,0.2332354187965393,20260811,nan,nan,success,60,ERP
False,0.778590607137291,0.970703125,1,DET-NULL,0.007547944784164429,0.7956336438655853,0.24174390733242035,0.9127042889595032,sub-07,0,nan,S0_STATIC_XSESSION,False,ses-03,0.1727414336337249,0.2199963927268982,20260811,nan,nan,success,60,ERP
False,0.9021824380726142,0.970703125,1,DET-MATCH,0.004169192165136337,0.8170603364706039,0.21099843084812164,0.9193931221961975,sub-07,0,nan,S0_STATIC_XSESSION,False,ses-03,0.16941528892833735,0.21644484996795654,20260811,nan,nan,success,60,ERP
True,0.9711526264786596,1.0,1,DIFF-NULL,0.006232507526874542,0.7747475802898407,0.2559890151023865,0.9349252581596375,sub-07,8,6.0206886046273365,S0_STATIC_XSESSION,False,ses-03,0.12526929106313853,0.16736330091953278,20260811,nan,nan,success,60,ERP
True,0.9711526264786596,1.0,1,DIFF-POP,0.006232507526874542,0.7747475802898407,0.2559890151023865,0.9349252581596375,sub-07,8,6.0206886046273365,S0_STATIC_XSESSION,False,ses-03,0.12526929106313853,0.16736330091953278,20260811,nan,nan,success,60,ERP
True,0.9715045800733312,1.0,1,DIFF-MATCH,0.0031935684382915497,0.8343896269798279,0.18561312556266785,0.9484574794769287,sub-07,8,4.526044101715088,S0_STATIC_XSESSION,False,ses-03,0.09638303601969307,0.12804336845874786,20260811,nan,nan,success,60,ERP
False,0.8556825267178388,0.970703125,1,DET-WRONG-1,0.011016909033060074,0.8220216184854507,0.20292091369628906,0.9429478645324707,sub-07,0,nan,S0_STATIC_XSESSION,False,ses-03,0.13100471464962937,0.15505105257034302,20260811,nan,nan,success,60,ERP
True,0.967731456779962,1.0,1,DIFF-WRONG-1,0.004964806139469147,0.8319095969200134,0.18652157485485077,0.9551916718482971,sub-07,8,nan,S0_STATIC_XSESSION,False,ses-03,0.09398834612855904,0.1149662658572197,20260811,nan,nan,success,60,ERP
False,0.842531873659484,0.970703125,1,DET-WRONG-2,-0.0007196851074695587,0.841190367937088,0.18530258536338806,0.9437643885612488,sub-07,0,nan,S0_STATIC_XSESSION,False,ses-03,0.1220747908420435,0.16319617629051208,20260811,nan,nan,success,60,ERP
True,0.9401863851234081,1.0,1,DIFF-WRONG-2,0.0024147331714630127,0.8084899485111237,0.21244587004184723,0.9533447027206421,sub-07,8,nan,S0_STATIC_XSESSION,False,ses-03,0.09796843780241236,0.1257220357656479,20260811,nan,nan,success,60,ERP
False,0.7264939084914348,1.0,1,DET-WRONG-3,0.0064492374658584595,0.7886133939027786,0.2304006963968277,0.9352044463157654,sub-07,0,nan,S0_STATIC_XSESSION,False,ses-03,0.14392245634135292,0.17837469279766083,20260811,nan,nan,success,60,ERP
True,0.9537296098906001,1.0,1,DIFF-WRONG-3,0.00817270576953888,0.83501236140728,0.18196208775043488,0.9575376510620117,sub-07,8,nan,S0_STATIC_XSESSION,False,ses-03,0.08451605335550559,0.11096561700105667,20260811,nan,nan,success,60,ERP
False,0.8042795938693026,0.970703125,1,DET-SHUFFLED,-0.0016387403011322021,0.8190669864416122,0.2082672417163849,0.9305948615074158,sub-07,0,nan,S0_STATIC_XSESSION,False,ses-03,0.14602024313328724,0.18540632724761963,20260811,nan,nan,success,60,ERP
True,0.964706169192679,1.0,1,DIFF-SHUFFLED,0.004377879202365875,0.8375413417816162,0.18176431953907013,0.9492887854576111,sub-07,8,nan,S0_STATIC_XSESSION,False,ses-03,0.09399635926610143,0.1243988424539566,20260811,nan,nan,success,60,ERP
False,1.0,1.0,1,RAW,0.0,1.0,0.0,1.0,sub-07,0,nan,S0_STATIC_XSESSION,False,ses-04,0.0,0.0,20260811,nan,nan,success,60,ERP
False,0.8951205328561771,0.86328125,1,POP,0.007653787732124329,0.7688035070896149,0.2032102346420288,0.9593137502670288,sub-07,0,nan,S0_STATIC_XSESSION,False,ses-04,0.13617620828427132,0.13680855929851532,20260811,nan,nan,success,60,ERP
False,0.9536026028687435,1.0,1,DET-NULL,0.003787711262702942,0.7977520376443863,0.1762852668762207,0.9584629535675049,sub-07,0,nan,S0_STATIC_XSESSION,False,ses-04,0.1377493170139215,0.13450950384140015,20260811,nan,nan,success,60,ERP
False,0.9211478579057181,0.9609375,1,DET-MATCH,0.004914209246635437,0.8331357538700104,0.14854876697063446,0.9614250063896179,sub-07,0,nan,S0_STATIC_XSESSION,False,ses-04,0.1244855163447121,0.12341323494911194,20260811,nan,nan,success,60,ERP
True,0.8422297449184859,0.853515625,1,DIFF-NULL,0.024992868304252625,0.7618995606899261,0.21989592909812927,0.9284603595733643,sub-07,8,6.200070736676278,S0_STATIC_XSESSION,False,ses-04,0.21401063977078452,0.1944524198770523,20260811,nan,nan,success,60,ERP
True,0.8422297449184859,0.853515625,1,DIFF-POP,0.024992868304252625,0.7618995606899261,0.21989592909812927,0.9284603595733643,sub-07,8,6.200070736676278,S0_STATIC_XSESSION,False,ses-04,0.21401063977078452,0.1944524198770523,20260811,nan,nan,success,60,ERP
True,0.8870645383971033,1.0,1,DIFF-MATCH,0.009282447397708893,0.8314798772335052,0.15973100066184998,0.940274715423584,sub-07,8,4.673928353913437,S0_STATIC_XSESSION,False,ses-04,0.15405304796126085,0.15017250180244446,20260811,nan,nan,success,60,ERP
False,0.7729758699538162,1.0,1,DET-WRONG-1,0.017086051404476166,0.8251570761203766,0.15068021416664124,0.9796215295791626,sub-07,0,nan,S0_STATIC_XSESSION,False,ses-04,0.10690201986377376,0.09186147153377533,20260811,nan,nan,success,60,ERP
True,0.8807388781929991,1.0,1,DIFF-WRONG-1,0.00946664810180664,0.8239496946334839,0.16609308123588562,0.9448248744010925,sub-07,8,nan,S0_STATIC_XSESSION,False,ses-04,0.15858955234897892,0.15322914719581604,20260811,nan,nan,success,60,ERP
False,0.9516561733297967,1.0,1,DET-WRONG-2,-0.0002192184329032898,0.8353278040885925,0.14495618641376495,0.9718441963195801,sub-07,0,nan,S0_STATIC_XSESSION,False,ses-04,0.10547206827740473,0.10704927891492844,20260811,nan,nan,success,60,ERP
True,-0.8061022185188629,0.921875,1,DIFF-WRONG-2,0.01985102891921997,0.8008818924427032,0.18373343348503113,0.9414725303649902,sub-07,8,nan,S0_STATIC_XSESSION,False,ses-04,0.17987914868108598,0.1723037213087082,20260811,nan,nan,success,60,ERP
False,0.9316034322470546,0.9609375,1,DET-WRONG-3,-0.004209280014038086,0.812049075961113,0.16319411993026733,0.9661879539489746,sub-07,0,nan,S0_STATIC_XSESSION,False,ses-04,0.12062438948977798,0.1167190819978714,20260811,nan,nan,success,60,ERP
True,0.8011722697560817,1.0,1,DIFF-WRONG-3,0.018232427537441254,0.8241257965564728,0.16274791955947876,0.9450989961624146,sub-07,8,nan,S0_STATIC_XSESSION,False,ses-04,0.16728746202648304,0.15912285447120667,20260811,nan,nan,success,60,ERP
False,0.981846109766134,1.0,1,DET-SHUFFLED,-0.0027371346950531006,0.822083130478859,0.15390989184379578,0.9712918400764465,sub-07,0,nan,S0_STATIC_XSESSION,False,ses-04,0.11318651690556199,0.11201740056276321,20260811,nan,nan,success,60,ERP
True,0.8773512021007563,1.0,1,DIFF-SHUFFLED,0.011775881052017212,0.8324305266141891,0.15915490686893463,0.9410416483879089,sub-07,8,nan,S0_STATIC_XSESSION,False,ses-04,0.15284244201135644,0.1481229066848755,20260811,nan,nan,success,60,ERP
False,1.0,1.0,1,RAW,0.0,1.0,0.0,1.0,sub-07,0,nan,S1_MOTION_WITHIN_SESSION,False,ses-03,0.0,0.0,20260811,nan,nan,success,60,ERP
False,0.7657087780179419,1.0,1,POP,0.0011731386184692383,0.7784296721220016,0.25709816813468933,0.9090476632118225,sub-07,0,nan,S1_MOTION_WITHIN_SESSION,False,ses-03,0.163079760249725,0.17036478221416473,20260811,nan,nan,success,60,ERP
False,0.7917695669023876,1.0,1,DET-NULL,0.0078096650540828705,0.7981055229902267,0.23900409042835236,0.9137338399887085,sub-07,0,nan,S1_MOTION_WITHIN_SESSION,False,ses-03,0.17095881996173706,0.15941302478313446,20260811,nan,nan,success,60,ERP
False,0.8865727060703492,1.0,1,DET-MATCH,0.003161914646625519,0.8286382108926773,0.20389162003993988,0.920691967010498,sub-07,0,nan,S1_MOTION_WITHIN_SESSION,False,ses-03,0.15804373454704146,0.151056706905365,20260811,nan,nan,success,60,ERP
True,0.9033726727892929,1.0,1,DIFF-NULL,0.007967129349708557,0.7757666856050491,0.2563524842262268,0.9344503283500671,sub-07,8,6.019254843393962,S1_MOTION_WITHIN_SESSION,False,ses-03,0.13127291852622433,0.14204749464988708,20260811,nan,nan,success,60,ERP
True,0.9033726727892929,1.0,1,DIFF-POP,0.007967129349708557,0.7757666856050491,0.2563524842262268,0.9344503283500671,sub-07,8,6.019254843393962,S1_MOTION_WITHIN_SESSION,False,ses-03,0.13127291852622433,0.14204749464988708,20260811,nan,nan,success,60,ERP
True,0.9275167654316515,1.0,1,DIFF-MATCH,0.005502995103597641,0.8212785571813583,0.20284153521060944,0.9430894255638123,sub-07,8,4.731126818267055,S1_MOTION_WITHIN_SESSION,False,ses-03,0.1117107053879154,0.12257355451583862,20260811,nan,nan,success,60,ERP
False,0.7601218102585672,1.0,1,DET-WRONG-1,-0.009915638715028763,0.8077861368656158,0.23381784558296204,0.9335941076278687,sub-07,0,nan,S1_MOTION_WITHIN_SESSION,False,ses-03,0.13772169902523876,0.12416040897369385,20260811,nan,nan,success,60,ERP
True,0.9083945891212746,1.0,1,DIFF-WRONG-1,0.009678151458501816,0.763156920671463,0.27512046694755554,0.9394053816795349,sub-07,8,nan,S1_MOTION_WITHIN_SESSION,False,ses-03,0.1314106915459532,0.13534383475780487,20260811,nan,nan,success,60,ERP
False,0.8690335694788828,1.0,1,DET-WRONG-2,0.004996702075004578,0.8175057023763657,0.21076011657714844,0.9172670245170593,sub-07,0,nan,S1_MOTION_WITHIN_SESSION,False,ses-03,0.167475562506981,0.16425392031669617,20260811,nan,nan,success,60,ERP
True,0.9131284810004381,1.0,1,DIFF-WRONG-2,0.000857032835483551,0.7847467362880707,0.23911993205547333,0.9398661255836487,sub-07,8,nan,S1_MOTION_WITHIN_SESSION,False,ses-03,0.14187915483131364,0.14948181807994843,20260811,nan,nan,success,60,ERP
False,0.8617171114192838,1.0,1,DET-WRONG-3,-0.007998142391443253,0.833641767501831,0.18782222270965576,0.938434898853302,sub-07,0,nan,S1_MOTION_WITHIN_SESSION,False,ses-03,0.14766021852249367,0.13997702300548553,20260811,nan,nan,success,60,ERP
True,0.8790045500697767,1.0,1,DIFF-WRONG-3,0.006628610193729401,0.8216227442026138,0.20050738751888275,0.9480282068252563,sub-07,8,nan,S1_MOTION_WITHIN_SESSION,False,ses-03,0.1068643939648635,0.11370500177145004,20260811,nan,nan,success,60,ERP
False,0.8725537577636723,1.0,1,DET-SHUFFLED,0.004770491272211075,0.8353276997804642,0.19667667150497437,0.9236136674880981,sub-07,0,nan,S1_MOTION_WITHIN_SESSION,False,ses-03,0.15034309081453515,0.14393404126167297,20260811,nan,nan,success,60,ERP
True,0.9121407979770213,1.0,1,DIFF-SHUFFLED,0.006386157125234604,0.8077843636274338,0.218952476978302,0.9396933317184448,sub-07,8,nan,S1_MOTION_WITHIN_SESSION,False,ses-03,0.1183257589494618,0.1287628561258316,20260811,nan,nan,success,60,ERP
False,1.0,1.0,1,RAW,0.0,1.0,0.0,1.0,sub-07,0,nan,S1_MOTION_WITHIN_SESSION,False,ses-04,0.0,0.0,20260811,nan,nan,success,60,ERP
False,0.8319446625612699,1.0,1,POP,0.008149571716785431,0.7709508538246155,0.21486148238182068,0.9550334215164185,sub-07,0,nan,S1_MOTION_WITHIN_SESSION,False,ses-04,0.1377687879652863,0.10046056658029556,20260811,nan,nan,success,60,ERP
False,0.9765284960393413,1.0,1,DET-NULL,0.0054129958152771,0.8015923947095871,0.1885155439376831,0.9540308117866516,sub-07,0,nan,S1_MOTION_WITHIN_SESSION,False,ses-04,0.1417016814295286,0.10966639965772629,20260811,nan,nan,success,60,ERP
False,0.8925866262878132,1.0,1,DET-MATCH,0.016042985022068024,0.7989955991506577,0.1926387995481491,0.963468074798584,sub-07,0,nan,S1_MOTION_WITHIN_SESSION,False,ses-04,0.13114231224284434,0.11223988980054855,20260811,nan,nan,success,60,ERP
True,0.8837743255503916,1.0,1,DIFF-NULL,0.024744726717472076,0.7634088695049286,0.22957748174667358,0.9221830368041992,sub-07,8,6.188423100270723,S1_MOTION_WITHIN_SESSION,False,ses-04,0.22172200629873262,0.175895556807518,20260811,nan,nan,success,60,ERP
True,0.8837743255503916,1.0,1,DIFF-POP,0.024744726717472076,0.7634088695049286,0.22957748174667358,0.9221830368041992,sub-07,8,6.188423100270723,S1_MOTION_WITHIN_SESSION,False,ses-04,0.22172200629873262,0.175895556807518,20260811,nan,nan,success,60,ERP
True,0.8024836134258164,1.0,1,DIFF-MATCH,0.040248073637485504,0.6558504998683929,0.33107486367225647,0.9348499774932861,sub-07,8,8.355203274049257,S1_MOTION_WITHIN_SESSION,False,ses-04,0.2809772548116721,0.24596744775772095,20260811,nan,nan,success,60,ERP
False,0.9914169028995707,1.0,1,DET-WRONG-1,-0.00046465545892715454,0.8075973391532898,0.18565449118614197,0.9680407643318176,sub-07,0,nan,S1_MOTION_WITHIN_SESSION,False,ses-04,0.12296138206457541,0.08351259678602219,20260811,nan,nan,success,60,ERP
True,0.8979615582525082,1.0,1,DIFF-WRONG-1,0.01648717373609543,0.748147577047348,0.23989860713481903,0.9347527027130127,sub-07,8,nan,S1_MOTION_WITHIN_SESSION,False,ses-04,0.20263099952427327,0.15497423708438873,20260811,nan,nan,success,60,ERP
False,0.9847318984179844,1.0,1,DET-WRONG-2,0.014332443475723267,0.8351850658655167,0.15803149342536926,0.9533753991127014,sub-07,0,nan,S1_MOTION_WITHIN_SESSION,False,ses-04,0.14276635954818592,0.10196615755558014,20260811,nan,nan,success,60,ERP
True,0.8926148957523491,1.0,1,DIFF-WRONG-2,0.014882348477840424,0.7760072499513626,0.2175365686416626,0.9329761266708374,sub-07,8,nan,S1_MOTION_WITHIN_SESSION,False,ses-04,0.20802409053005336,0.15500353276729584,20260811,nan,nan,success,60,ERP
False,0.9608414577564667,1.0,1,DET-WRONG-3,-0.017567574977874756,0.838853269815445,0.15199634432792664,0.9718019366264343,sub-07,0,nan,S1_MOTION_WITHIN_SESSION,False,ses-04,0.10345193048910768,0.07404763251543045,20260811,nan,nan,success,60,ERP
True,0.842328318817992,1.0,1,DIFF-WRONG-3,0.02566646784543991,0.8119186460971832,0.1858227252960205,0.9385212659835815,sub-07,8,nan,S1_MOTION_WITHIN_SESSION,False,ses-04,0.1649917692623315,0.14809569716453552,20260811,nan,nan,success,60,ERP
False,0.9676204905917927,1.0,1,DET-SHUFFLED,0.0034399181604385376,0.8367926478385925,0.155055433511734,0.9578949809074402,sub-07,0,nan,S1_MOTION_WITHIN_SESSION,False,ses-04,0.12928321912132854,0.09698809683322906,20260811,nan,nan,success,60,ERP
True,0.9459382684808195,1.0,1,DIFF-SHUFFLED,0.02492215484380722,0.7247661054134369,0.26332738995552063,0.9272064566612244,sub-07,8,nan,S1_MOTION_WITHIN_SESSION,False,ses-04,0.22199738332294988,0.16941696405410767,20260811,nan,nan,success,60,ERP
False,1.0,1.0,1,RAW,0.0,1.0,0.0,1.0,sub-07,0,nan,S2_MOTION_XSPEED,False,ses-04,0.0,0.0,20260811,nan,nan,success,60,ERP
