aggregate_across_seeds,artifact_attenuation,artifact_normalized_parallel_error,calibration_duration_axis_complete,calibration_id,calibration_seconds,clean_interval_preservation,correlation,d_perp_y,delta_snr_db,e_parallel,e_perp,failure_reason,fallback_method_id,fallback_used,function_evaluations,latency_seconds,method_id,network_calls_total,operator_source,overlap_fraction,p0_bootstrap_median_distance,p0_bootstrap_q90_distance,p0_bootstrap_success_rate,p0_eligible,p0_movement_coverage,p0_rank,p0_reference_condition,p0_reference_rank,p0_ridge_lambda,p0_singular_ratio,p0_singular_values,partition,peak_memory_mb,projector_distance,projector_max_angle_degrees,projector_overlap_fraction,psd_distortion,query_clean_target_used_by_method,records_are_participants,rrmse,sampler_candidate,seed,source_record,status,time_rrmse,trust_radius
True,0.0,1.0,False,,10.0,1.0,0.9248670262257171,0.0,0.0,1.251155195054067,5.192990591338063e-08,,,False,0,0.0004270270001143217,corrupted_identity,0,corrupted_identity,0.38768689961529723,,,,,,,,,,,,development,0.0,,,,0.4854450011026136,False,False,0.7790256305026307,deterministic,-1,31,success,0.7790256305026307,0.1
True,9.644395657703228,0.7992613577860632,False,,10.0,0.2448684514391729,0.9280943165312145,5.701274302662195e-16,1.9462236706902833,1.0000000000000002,5.1929905913853294e-08,,,False,0,0.0001537060015834868,oracle_orthogonal_subtraction,0,oracle_orthogonal_subtraction,0.38768689961529723,,,,,,,,,,,,development,0.0,0.0,1.9090959104164224e-06,1.0,0.4462465196851288,True,False,0.6226450831856772,deterministic,-1,31,success,0.6226450831856772,0.1
False,1.457953391505956,2.035952252747022,False,population_projector_Pi0,10.0,-2.0346221969960157,0.00046791642364934236,4.039681802996758,-13.140822404792495,2.547292237906467,4.039681802388609,,,False,100,6.285886261990527,population_only__M0__trust_0p1,200,population_only,0.38768689961529723,,,,,,,,,,,,development,1306.6484375,0.025188247321354815,1.872808775362896,0.9993655521968784,3.708699484054955,False,False,3.536656386079661,M0,20260801,31,success,3.536656386079661,0.1
False,0.3327092496289732,2.0892891730429164,False,population_projector_Pi0,10.0,-1.7106124272189125,0.01788080532774777,3.513364377965771,-12.258091237131453,2.61402500282286,3.513364377494188,,,False,100,5.692994157987414,population_only__M0__trust_0p1,200,population_only,0.38768689961529723,,,,,,,,,,,,development,1314.7734375,0.025188247321354815,1.872808775362896,0.9993655521968784,3.162507746370931,False,False,3.1948929305623803,M0,20260802,31,success,3.1948929305623803,0.1
False,-0.7211088699866366,2.258441951058678,False,population_projector_Pi0,10.0,-1.8068571131898459,0.018132661349682742,3.5463744904552414,-12.501736597352899,2.825661379795108,3.5463744900575733,,,False,100,5.712930404988583,population_only__M0__trust_0p1,200,population_only,0.38768689961529723,,,,,,,,,,,,development,1314.7734375,0.025188247321354815,1.872808775362896,0.9993655521968784,3.534650280252034,False,False,3.28578071549253,M0,20260803,31,success,3.28578071549253,0.1
False,-0.06427290917587977,2.5685071037921774,False,population_projector_Pi0,10.0,-2.224310911704503,0.014813720369785297,4.111362311662169,-13.738647408770802,3.213601006442858,4.111362310851097,,,False,100,5.7137972339987755,population_only__M0__trust_0p1,200,population_only,0.38768689961529723,,,,,,,,,,,,development,1314.7734375,0.025188247321354815,1.872808775362896,0.9993655521968784,3.775099575137797,False,False,3.788646776248953,M0,20260804,31,success,3.788646776248953,0.1
False,1.0446462394243163,2.160392689659612,False,population_projector_Pi0,10.0,-1.8812554732428302,0.039599620810434624,3.752901964870968,-12.759476423236327,2.702986537024452,3.7529019643301207,,,False,100,5.73613441499765,population_only__M0__trust_0p1,200,population_only,0.38768689961529723,,,,,,,,,,,,development,1314.7734375,0.025188247321354815,1.872808775362896,0.9993655521968784,3.45950827849642,False,False,3.384741978431166,M0,20260805,31,success,3.384741978431166,0.1
True,4.294450170703051,1.210292255132861,False,population_projector_Pi0,10.0,-0.7821285069680273,0.03719697287062527,2.30448542879319,-8.339751090177137,1.5142634425431811,2.3044854283723133,,,False,500,29.14174247396295,population_only__M0__trust_0p1,1000,population_only,0.38768689961529723,,,,,,,,,,,,development,1314.7734375,0.025188247321354815,1.872808775362896,0.9993655521968784,0.8466230904402419,False,False,2.034882332029046,M0,-1,31,success,2.034882332029046,0.1
False,1.4560080224991332,2.036033455201115,False,sim31_paired_query_upper_bound,10.0,-2.034676039337065,0.0004683236489325549,4.039759027348411,-13.141024725296324,2.547393834778757,4.039759026740224,,,False,100,5.704679718997795,oracle_projector__M0__trust_0p1,200,oracle_projector,0.38768689961529723,,,,,,2,,,,,,development,1332.59375,0.0,1.9090959104164224e-06,1.0,3.7088233646991076,True,False,3.5367387664074466,M0,20260801,31,success,3.5367387664074466,0.1
False,0.3315462044492087,2.089339132604167,False,sim31_paired_query_upper_bound,10.0,-1.7106238181169053,0.017883052983987666,3.5133631229293623,-12.258142844142423,2.6140875099874616,3.5133631224577786,,,False,100,5.653343592013698,oracle_projector__M0__trust_0p1,200,oracle_projector,0.38768689961529723,,,,,,2,,,,,,development,1332.59375,0.0,1.9090959104164224e-06,1.0,3.162656219153101,True,False,3.194911913000703,M0,20260802,31,success,3.194911913000703,0.1
False,-0.7213998262586245,2.2584528185761883,False,sim31_paired_query_upper_bound,10.0,-1.8068838753578942,0.01813377165223756,3.5463921422420377,-12.501779418485368,2.825674976746098,3.54639214184434,,,False,100,5.642803897993872,oracle_projector__M0__trust_0p1,200,oracle_projector,0.38768689961529723,,,,,,2,,,,,,development,1332.59375,0.0,1.9090959104164224e-06,1.0,3.5348190960776207,True,False,3.2857969143165957,M0,20260803,31,success,3.2857969143165957,0.1
False,-0.06440586243191908,2.5686281850450285,False,sim31_paired_query_upper_bound,10.0,-2.2243788046148945,0.014814323783715026,4.111383878161911,-13.738794473634051,3.2137524978813863,4.11138387735078,,,False,100,5.638256759004435,oracle_projector__M0__trust_0p1,200,oracle_projector,0.38768689961529723,,,,,,2,,,,,,development,1332.59375,0.0,1.9090959104164224e-06,1.0,3.7750343958271015,True,False,3.7887109241440102,M0,20260804,31,success,3.7887109241440102,0.1
False,1.0455699330760149,2.1603696546380258,False,sim31_paired_query_upper_bound,10.0,-1.8812760148810161,0.03960062146877739,3.7529225951903142,-12.759489468575234,2.7029577166375263,3.7529225946494695,,,False,100,5.605306886980543,oracle_projector__M0__trust_0p1,200,oracle_projector,0.38768689961529723,,,,,,2,,,,,,development,1332.59375,0.0,1.9090959104164224e-06,1.0,3.459415630967587,True,False,3.3847470619794513,M0,20260805,31,success,3.3847470619794513,0.1
True,4.295106722121557,1.2102632239214766,False,sim31_paired_query_upper_bound,10.0,-0.7821518990165506,0.037199075726659626,2.304509538825785,-8.33977772574837,1.514227119992239,2.304509538404869,,,False,500,28.244390854990343,oracle_projector__M0__trust_0p1,1000,oracle_projector,0.38768689961529723,,,,,,2,,,,,,development,1332.59375,0.0,1.9090959104164224e-06,1.0,0.8466307058027418,True,False,2.034888572073379,M0,-1,31,success,2.034888572073379,0.1
False,0.5805666458481862,0.9697979385974094,False,population_projector_Pi0,10.0,0.7272818726126962,0.8444385237623966,0.3801724840126162,-0.3596291316108196,1.2133677290288736,0.38017248393474506,,,False,50,2.842177673999686,population_only__M1__trust_0p1,100,population_only,0.38768689961529723,,,,,,,,,,,,development,1314.7734375,0.025188247321354815,1.872808775362896,0.9993655521968784,0.5060693089896201,False,False,0.8119573230844691,M1,20260801,31,success,0.8119573230844691,0.1
