participant,E_P,E_W,E_P_relative,E_W_relative,preservation_margin
1,-41.668774366378784,144.87131518125534,-0.34404031756334236,0.47088725864483627,0.007045954465866089
2,-312.6434783935547,-234.86339293420315,-5.029959201889805,-1.6783587090052294,-0.079356849193573
3,49.62430119514465,99.33341316133738,0.5604347996680249,0.7184787502128243,0.052926450967788696
4,0.0,0.0,0.0,0.0,0.0
5,-361.1951913833618,-256.1025728378445,-6.373701085343143,-1.5832037308351765,-0.14090850949287415
6,0.0,-10.078892946243286,0.0,-0.07786827373372249,0.0
7,66.02859115600586,126.45680943876505,0.8846852635775874,0.9362778284596114,0.041312992572784424
8,-271.40793919563293,-209.0187457241118,-7.242117643108298,-2.093002202770891,-0.15403831005096436
9,-408.76313400268555,-350.43527107685804,-6.3141029051878945,-2.847539756049971,-0.09460794925689697
