common_random_numbers,erp_amplitude_relative_preservation,erp_latency_relative_preservation,fold,method,motion_coherence_reduction,nonartifact_observation_preservation,observation_change_ratio,output_input_RMS_ratio,participant,posterior_samples,posterior_sd_rms,protocol,query_imu_event_used_for_inference,query_session,reference_free_covariance_distortion,reference_free_psd_distortion,seed,ssvep_phase_relative_preservation,ssvep_snr_relative_preservation,status,support_seconds,task
False,1.0,1.0,3,RAW,0.0,1.0,0.0,1.0,sub-03,0,nan,S0_STATIC_XSESSION,False,ses-03,0.0,0.0,20260811,nan,nan,success,60,ERP
False,0.987144771307461,1.0,3,POP,0.024216197431087494,0.6822993457317352,0.3107358515262604,0.8688995838165283,sub-03,0,nan,S0_STATIC_XSESSION,False,ses-03,0.35190531265268926,0.5081846117973328,20260811,nan,nan,success,60,ERP
False,0.9031079673800745,1.0,3,DET-NULL,0.014610379934310913,0.7300885915756226,0.2615987956523895,0.8873568773269653,sub-03,0,nan,S0_STATIC_XSESSION,False,ses-03,0.30863919212868385,0.49730339646339417,20260811,nan,nan,success,60,ERP
False,0.9253664090683907,1.0,3,DET-MATCH,0.01990506798028946,0.7706281989812851,0.22152911126613617,0.9010393023490906,sub-03,0,nan,S0_STATIC_XSESSION,False,ses-03,0.27544337083631365,0.4393274486064911,20260811,nan,nan,success,60,ERP
True,0.9523990710052923,1.0,3,DIFF-NULL,0.02250491827726364,0.7110764384269714,0.2802700996398926,0.8953785300254822,sub-03,8,7.031915968621683,S0_STATIC_XSESSION,False,ses-03,0.3020828496441412,0.4525461792945862,20260811,nan,nan,success,60,ERP
True,0.9523990710052923,1.0,3,DIFF-POP,0.02250491827726364,0.7110764384269714,0.2802700996398926,0.8953785300254822,sub-03,8,7.031915968621683,S0_STATIC_XSESSION,False,ses-03,0.3020828496441412,0.4525461792945862,20260811,nan,nan,success,60,ERP
True,0.9706814258885855,1.0,3,DIFF-MATCH,0.017510131001472473,0.742212563753128,0.24874348938465118,0.9109653830528259,sub-03,8,6.511081731807419,S0_STATIC_XSESSION,False,ses-03,0.2511090647211192,0.40087592601776123,20260811,nan,nan,success,60,ERP
False,0.9253231620813054,1.0,3,DET-WRONG-1,0.024420619010925293,0.7793024182319641,0.21357585489749908,0.9091042280197144,sub-03,0,nan,S0_STATIC_XSESSION,False,ses-03,0.25407253909823097,0.4049926698207855,20260811,nan,nan,success,60,ERP
True,0.9668899419370071,1.0,3,DIFF-WRONG-1,0.015632815659046173,0.7480400502681732,0.24382328987121582,0.9117671847343445,sub-03,8,nan,S0_STATIC_XSESSION,False,ses-03,0.25095409409059166,0.40060508251190186,20260811,nan,nan,success,60,ERP
False,0.9612363662843523,0.873046875,3,DET-WRONG-2,-0.02170567214488983,0.6596111953258514,0.32749927043914795,0.8756158351898193,sub-03,0,nan,S0_STATIC_XSESSION,False,ses-03,0.4001907005519382,0.6105653047561646,20260811,nan,nan,success,60,ERP
True,0.9439520694877761,1.0,3,DIFF-WRONG-2,0.012627191841602325,0.7258374094963074,0.26460736989974976,0.9027576446533203,sub-03,8,nan,S0_STATIC_XSESSION,False,ses-03,0.29448294144473686,0.45294085144996643,20260811,nan,nan,success,60,ERP
