participant,condition,identity_margin,auroc,positive_similarity,impostor_median,rank1,tar_at_far5,trials,fold,verifier
10,2,0.4689330458641052,0.9958448753462604,0.3349640965461731,-0.12366065382957458,0.9473684210526315,0.7894736842105263,19,4,B
15,1,0.4653806686401367,0.9861495844875345,0.5263825058937073,0.028405621647834778,0.9473684210526315,1.0,19,4,B
15,2,0.40609341859817505,0.8628808864265929,0.41887587308883667,0.044382594525814056,0.7894736842105263,0.8947368421052632,19,4,B
5,1,0.18165166676044464,0.7686980609418282,0.1871471256017685,0.004647852852940559,0.5263157894736842,0.15789473684210525,19,4,B
5,2,0.2496916651725769,0.8227146814404432,0.29009780287742615,0.04693138226866722,0.7368421052631579,0.631578947368421,19,4,B
10,1,0.5543434023857117,1.0,0.483145147562027,-0.02079617790877819,1.0,0.8947368421052632,19,4,B
10,2,0.4689330458641052,0.9958448753462604,0.3349640965461731,-0.12366065382957458,0.9473684210526315,0.7894736842105263,19,4,B
15,1,0.4653806686401367,0.9861495844875345,0.5263825058937073,0.028405621647834778,0.9473684210526315,1.0,19,4,B
15,2,0.40609341859817505,0.8628808864265929,0.41887587308883667,0.044382594525814056,0.7894736842105263,0.8947368421052632,19,4,B
5,1,0.18165166676044464,0.7686980609418282,0.1871471256017685,0.004647852852940559,0.5263157894736842,0.15789473684210525,19,4,B
5,2,0.2496916651725769,0.8227146814404432,0.29009780287742615,0.04693138226866722,0.7368421052631579,0.631578947368421,19,4,B
10,1,0.5543434023857117,1.0,0.483145147562027,-0.02079617790877819,1.0,0.8947368421052632,19,4,B
10,2,0.4689330458641052,0.9958448753462604,0.3349640965461731,-0.12366065382957458,0.9473684210526315,0.7894736842105263,19,4,B
15,1,0.4653806686401367,0.9861495844875345,0.5263825058937073,0.028405621647834778,0.9473684210526315,1.0,19,4,B
15,2,0.40609341859817505,0.8628808864265929,0.41887587308883667,0.044382594525814056,0.7894736842105263,0.8947368421052632,19,4,B
5,1,0.18165166676044464,0.7686980609418282,0.1871471256017685,0.004647852852940559,0.5263157894736842,0.15789473684210525,19,4,B
5,2,0.2496916651725769,0.8227146814404432,0.29009780287742615,0.04693138226866722,0.7368421052631579,0.631578947368421,19,4,B
10,1,0.5543434023857117,1.0,0.483145147562027,-0.02079617790877819,1.0,0.8947368421052632,19,4,B
10,2,0.4689330458641052,0.9958448753462604,0.3349640965461731,-0.12366065382957458,0.9473684210526315,0.7894736842105263,19,4,B
15,1,0.4653806686401367,0.9861495844875345,0.5263825058937073,0.028405621647834778,0.9473684210526315,1.0,19,4,B
15,2,0.40609341859817505,0.8628808864265929,0.41887587308883667,0.044382594525814056,0.7894736842105263,0.8947368421052632,19,4,B
5,1,0.18165166676044464,0.7686980609418282,0.1871471256017685,0.004647852852940559,0.5263157894736842,0.15789473684210525,19,4,B
5,2,0.2496916651725769,0.8227146814404432,0.29009780287742615,0.04693138226866722,0.7368421052631579,0.631578947368421,19,4,B
10,1,0.5543434023857117,1.0,0.483145147562027,-0.02079617790877819,1.0,0.8947368421052632,19,4,B
10,2,0.4689330458641052,0.9958448753462604,0.3349640965461731,-0.12366065382957458,0.9473684210526315,0.7894736842105263,19,4,B
15,1,0.4653806686401367,0.9861495844875345,0.5263825058937073,0.028405621647834778,0.9473684210526315,1.0,19,4,B
15,2,0.40609341859817505,0.8628808864265929,0.41887587308883667,0.044382594525814056,0.7894736842105263,0.8947368421052632,19,4,B
5,1,0.18165166676044464,0.7686980609418282,0.1871471256017685,0.004647852852940559,0.5263157894736842,0.15789473684210525,19,4,B
5,2,0.2496916651725769,0.8227146814404432,0.29009780287742615,0.04693138226866722,0.7368421052631579,0.631578947368421,19,4,B
10,1,0.5543434023857117,1.0,0.483145147562027,-0.02079617790877819,1.0,0.8947368421052632,19,4,B
10,2,0.4689330458641052,0.9958448753462604,0.3349640965461731,-0.12366065382957458,0.9473684210526315,0.7894736842105263,19,4,B
15,1,0.4653806686401367,0.9861495844875345,0.5263825058937073,0.028405621647834778,0.9473684210526315,1.0,19,4,B
15,2,0.40609341859817505,0.8628808864265929,0.41887587308883667,0.044382594525814056,0.7894736842105263,0.8947368421052632,19,4,B
