participant,condition,identity_margin,auroc,positive_similarity,impostor_median,rank1,tar_at_far5,trials,fold,verifier
5,1,0.20047204196453094,0.7686980609418282,0.16203834116458893,-0.06582576781511307,0.7894736842105263,0.3157894736842105,19,4,A
5,2,0.21172551810741425,0.7700831024930749,0.25299766659736633,0.02658120170235634,0.7368421052631579,0.631578947368421,19,4,A
10,1,0.48358696699142456,0.9986149584487535,0.6216953992843628,0.14678779244422913,1.0,1.0,19,4,A
10,2,0.6902227997779846,1.0,0.6793212294578552,-0.005306696053594351,1.0,1.0,19,4,A
15,1,0.3292711079120636,0.909972299168975,0.3333049416542053,0.020199567079544067,0.8421052631578947,0.8421052631578947,19,4,A
15,2,0.5011096596717834,0.9847645429362881,0.3195716142654419,-0.1720733344554901,1.0,0.6842105263157895,19,4,A
5,1,0.20047204196453094,0.7686980609418282,0.16203834116458893,-0.06582576781511307,0.7894736842105263,0.3157894736842105,19,4,A
5,2,0.21172551810741425,0.7700831024930749,0.25299766659736633,0.02658120170235634,0.7368421052631579,0.631578947368421,19,4,A
10,1,0.48358696699142456,0.9986149584487535,0.6216953992843628,0.14678779244422913,1.0,1.0,19,4,A
10,2,0.6902227997779846,1.0,0.6793212294578552,-0.005306696053594351,1.0,1.0,19,4,A
15,1,0.3292711079120636,0.909972299168975,0.3333049416542053,0.020199567079544067,0.8421052631578947,0.8421052631578947,19,4,A
15,2,0.5011096596717834,0.9847645429362881,0.3195716142654419,-0.1720733344554901,1.0,0.6842105263157895,19,4,A
5,1,0.20047204196453094,0.7686980609418282,0.16203834116458893,-0.06582576781511307,0.7894736842105263,0.3157894736842105,19,4,A
5,2,0.21172551810741425,0.7700831024930749,0.25299766659736633,0.02658120170235634,0.7368421052631579,0.631578947368421,19,4,A
10,1,0.48358696699142456,0.9986149584487535,0.6216953992843628,0.14678779244422913,1.0,1.0,19,4,A
10,2,0.6902227997779846,1.0,0.6793212294578552,-0.005306696053594351,1.0,1.0,19,4,A
15,1,0.3292711079120636,0.909972299168975,0.3333049416542053,0.020199567079544067,0.8421052631578947,0.8421052631578947,19,4,A
15,2,0.5011096596717834,0.9847645429362881,0.3195716142654419,-0.1720733344554901,1.0,0.6842105263157895,19,4,A
5,1,0.20047204196453094,0.7686980609418282,0.16203834116458893,-0.06582576781511307,0.7894736842105263,0.3157894736842105,19,4,A
5,2,0.21172551810741425,0.7700831024930749,0.25299766659736633,0.02658120170235634,0.7368421052631579,0.631578947368421,19,4,A
10,1,0.48358696699142456,0.9986149584487535,0.6216953992843628,0.14678779244422913,1.0,1.0,19,4,A
10,2,0.6902227997779846,1.0,0.6793212294578552,-0.005306696053594351,1.0,1.0,19,4,A
15,1,0.3292711079120636,0.909972299168975,0.3333049416542053,0.020199567079544067,0.8421052631578947,0.8421052631578947,19,4,A
15,2,0.5011096596717834,0.9847645429362881,0.3195716142654419,-0.1720733344554901,1.0,0.6842105263157895,19,4,A
5,1,0.20047204196453094,0.7686980609418282,0.16203834116458893,-0.06582576781511307,0.7894736842105263,0.3157894736842105,19,4,A
5,2,0.21172551810741425,0.7700831024930749,0.25299766659736633,0.02658120170235634,0.7368421052631579,0.631578947368421,19,4,A
10,1,0.48358696699142456,0.9986149584487535,0.6216953992843628,0.14678779244422913,1.0,1.0,19,4,A
10,2,0.6902227997779846,1.0,0.6793212294578552,-0.005306696053594351,1.0,1.0,19,4,A
15,1,0.3292711079120636,0.909972299168975,0.3333049416542053,0.020199567079544067,0.8421052631578947,0.8421052631578947,19,4,A
15,2,0.5011096596717834,0.9847645429362881,0.3195716142654419,-0.1720733344554901,1.0,0.6842105263157895,19,4,A
5,1,0.20047204196453094,0.7686980609418282,0.16203834116458893,-0.06582576781511307,0.7894736842105263,0.3157894736842105,19,4,A
5,2,0.21172551810741425,0.7700831024930749,0.25299766659736633,0.02658120170235634,0.7368421052631579,0.631578947368421,19,4,A
10,1,0.48358696699142456,0.9986149584487535,0.6216953992843628,0.14678779244422913,1.0,1.0,19,4,A
10,2,0.6902227997779846,1.0,0.6793212294578552,-0.005306696053594351,1.0,1.0,19,4,A
15,1,0.3292711079120636,0.909972299168975,0.3333049416542053,0.020199567079544067,0.8421052631578947,0.8421052631578947,19,4,A
15,2,0.5011096596717834,0.9847645429362881,0.3195716142654419,-0.1720733344554901,1.0,0.6842105263157895,19,4,A
5,1,0.18165166676044464,0.7686980609418282,0.1871471256017685,0.004647852852940559,0.5263157894736842,0.15789473684210525,19,4,B
5,2,0.2496916651725769,0.8227146814404432,0.29009780287742615,0.04693138226866722,0.7368421052631579,0.631578947368421,19,4,B
10,1,0.5543434023857117,1.0,0.483145147562027,-0.02079617790877819,1.0,0.8947368421052632,19,4,B
