effective_operator_source,latency_seconds,method_id,network_calls_total,operator_source,partition,peak_memory_mb,seed,source_record,status
population_projector,16.933739030733705,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260801,sim45,success
population_projector,16.507303514052182,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260802,sim45,success
population_projector,16.454336965922266,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260803,sim45,success
population_projector,16.45030457014218,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260804,sim45,success
population_projector,16.40564325870946,M1_observation_warm_start_sdedit,200,population_projector,development,1541.650390625,20260805,sim45,success
population_projector,16.444008017890155,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260801,sim45,success
population_projector,16.449898421764374,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260802,sim45,success
population_projector,16.41467434214428,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260803,sim45,success
population_projector,16.4121252768673,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260804,sim45,success
population_projector,16.398909236304462,M2_final_hard_q_consistency,200,population_projector,development,1541.650390625,20260805,sim45,success
population_projector,16.521601864136755,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260801,sim45,success
population_projector,16.46323624206707,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260802,sim45,success
population_projector,16.49227523477748,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260803,sim45,success
population_projector,16.401160062290728,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260804,sim45,success
population_projector,16.49597579939291,M4_per_step_quadratic_proximal_q_consistency,200,population_projector,development,1541.650390625,20260805,sim45,success
matching_p0,16.197809434961528,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260801,sim45,success
matching_p0,16.160055350977927,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260802,sim45,success
matching_p0,16.279781396035105,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260803,sim45,success
matching_p0,16.23150544706732,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260804,sim45,success
matching_p0,16.179670747369528,M1_observation_warm_start_sdedit,200,matching_p0,development,1541.650390625,20260805,sim45,success
matching_p0,16.217838048934937,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260801,sim45,success
matching_p0,16.208366001024842,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260802,sim45,success
matching_p0,16.17925042193383,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260803,sim45,success
matching_p0,16.160109016112983,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260804,sim45,success
matching_p0,16.174318458884954,M2_final_hard_q_consistency,200,matching_p0,development,1541.650390625,20260805,sim45,success
matching_p0,16.219613085035235,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260801,sim45,success
matching_p0,16.140961135737598,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260802,sim45,success
matching_p0,16.148448505904526,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260803,sim45,success
matching_p0,16.173436190001667,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260804,sim45,success
matching_p0,16.217765972949564,M4_per_step_quadratic_proximal_q_consistency,200,matching_p0,development,1541.650390625,20260805,sim45,success
query_derived_oracle_projector,16.286914131138474,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim45,success
query_derived_oracle_projector,16.300474520772696,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim45,success
query_derived_oracle_projector,16.348174948245287,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim45,success
query_derived_oracle_projector,16.26938410382718,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim45,success
query_derived_oracle_projector,16.28188869310543,M1_observation_warm_start_sdedit,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim45,success
query_derived_oracle_projector,16.280949793756008,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim45,success
query_derived_oracle_projector,16.295484458096325,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim45,success
query_derived_oracle_projector,16.247944726143032,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim45,success
query_derived_oracle_projector,16.265595047734678,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim45,success
query_derived_oracle_projector,16.28870825469494,M2_final_hard_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim45,success
query_derived_oracle_projector,16.326116689946502,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260801,sim45,success
query_derived_oracle_projector,16.28885701810941,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260802,sim45,success
query_derived_oracle_projector,16.259168038144708,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260803,sim45,success
query_derived_oracle_projector,16.319141532294452,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260804,sim45,success
query_derived_oracle_projector,16.32606841204688,M4_per_step_quadratic_proximal_q_consistency,200,query_derived_oracle_projector,development,1541.650390625,20260805,sim45,success
