partition,study,participant_stem,recording_key,release_layout_id,p0_layout_id,sampling_rate_hz,support_block,query_block,population_source_count,method_id,status,operator_source,gamma,fallback_used,uses_query_external_eog,matching_projector_attenuation_db,population_projector_attenuation_db,nonartifact_observation_preservation,artifact_sample_fraction,rest_sample_fraction,eog_coherence_raw,eog_coherence_output,eog_coherence_reduction,reference_free_psd_distortion,reference_free_covariance_distortion,heldout_eog_prediction_remaining_ratio,condition_erp_observation_relative_preservation,condition_erp_proxy_status,observation_change_ratio,clean_waveform_metric
development,study01,study01_p05,study01/study01_p05,layout_01,p0_layout_01,200.0,1,2,4,raw,success,raw,,False,False,0.0,0.0,1.0,0.35055288461538464,0.33495192307692306,0.4107232515866003,0.4107232515866003,0.0,0.0,0.0,1.0,1.0,success_observation_relative_four_condition_ERP,0.0,N/A_no_clean_target
development,study01,study01_p05,study01/study01_p05,layout_01,p0_layout_01,200.0,1,2,4,pop_Qy,success,Pi0,,False,False,28.925261924800118,303.9803322395762,0.2872043168336107,0.35055288461538464,0.33495192307692306,0.4107232515866003,0.10760681097076132,0.303116440615839,0.610191386924263,0.8863347227017216,0.43232308683357257,0.03104269144264571,success_observation_relative_four_condition_ERP,0.9152219933624773,N/A_no_clean_target
development,study01,study01_p05,study01/study01_p05,layout_01,p0_layout_01,200.0,1,2,4,POP_fallback,success,Pi0,,True,False,28.925261924800118,303.9803322395762,0.2872043168336107,0.35055288461538464,0.33495192307692306,0.4107232515866003,0.10760681097076132,0.303116440615839,0.610191386924263,0.8863347227017216,0.43232308683357257,0.03104269144264571,success_observation_relative_four_condition_ERP,0.9152219933624773,N/A_no_clean_target
development,study01,study01_p05,study01/study01_p05,layout_01,p0_layout_01,200.0,1,2,4,matching_Qy,success,matching_block1_P0,,False,False,314.9142854361836,29.996169337081366,0.25554982244468705,0.35055288461538464,0.33495192307692306,0.4107232515866003,0.07953734171715456,0.33118590986944574,0.6622047767100185,0.9124382848852505,0.4431817899872966,0.025688347095635722,success_observation_relative_four_condition_ERP,0.9255146133950145,N/A_no_clean_target
development,study01,study01_p05,study01/study01_p05,layout_01,p0_layout_01,200.0,1,2,4,wrong_Qy,success,study01_p01,,False,False,27.439315578295652,31.946293391936106,0.31523452872405566,0.35055288461538464,0.33495192307692306,0.4107232515866003,0.154510987944974,0.2562122636416263,0.5710126043123713,0.8586316782292027,0.42449645416100296,0.034256967533103144,success_observation_relative_four_condition_ERP,0.9074522207025366,N/A_no_clean_target
development,study01,study01_p05,study01/study01_p05,layout_01,p0_layout_01,200.0,1,2,4,shuffled_Qy,fallback_POP,shuffled_P0_ineligible,,True,False,28.925261924800118,303.9803322395762,0.2872043168336107,0.35055288461538464,0.33495192307692306,0.4107232515866003,0.10760681097076132,0.303116440615839,0.610191386924263,0.8863347227017216,0.43232308683357257,0.03104269144264571,success_observation_relative_four_condition_ERP,0.9152219933624773,N/A_no_clean_target
development,study01,study01_p05,study01/study01_p05,layout_01,p0_layout_01,200.0,1,2,4,B6_Qy__gamma_0,success,B6_POP_SHRINK,0.0,False,False,28.925261924800118,303.9803322395762,0.2872043168336107,0.35055288461538464,0.33495192307692306,0.4107232515866003,0.10760681097076132,0.303116440615839,0.610191386924263,0.8863347227017216,0.43232308683357257,0.03104269144264571,success_observation_relative_four_condition_ERP,0.9152219933624773,N/A_no_clean_target
development,study01,study01_p05,study01/study01_p05,layout_01,p0_layout_01,200.0,1,2,4,B6_soft_proximal__gamma_0,success,B6_POP_SHRINK,0.0,False,False,11.667662289781218,12.041199826559264,0.46540323762520797,0.35055288461538464,0.33495192307692306,0.4107232515866003,0.23340663701774736,0.17731661456885292,0.5136362738386724,0.757227257357033,0.41051594924502716,0.2732820185819842,success_observation_relative_four_condition_ERP,0.6864164950218578,N/A_no_clean_target
development,study01,study01_p05,study01/study01_p05,layout_01,p0_layout_01,200.0,1,2,4,B6_Qy__gamma_0p25,success,B6_POP_SHRINK,0.25,False,False,31.698323352326803,41.25433401874125,0.27891523643111726,0.35055288461538464,0.33495192307692306,0.4107232515866003,0.09742324744870028,0.3133000041379,0.6232614170709724,0.8932638506886494,0.43292137085623134,0.028870083782710387,success_observation_relative_four_condition_ERP,0.9185240041079334,N/A_no_clean_target
development,study01,study01_p05,study01/study01_p05,layout_01,p0_layout_01,200.0,1,2,4,B6_soft_proximal__gamma_0p25,success,B6_POP_SHRINK,0.25,False,False,11.814433981475915,12.100583740364323,0.4591864273233378,0.35055288461538464,0.33495192307692306,0.4107232515866003,0.2304413611100017,0.18028189047659857,0.5258890473567435,0.7654292249750551,0.40903459908495127,0.2716525628370329,success_observation_relative_four_condition_ERP,0.68889300308095,N/A_no_clean_target
development,study01,study01_p05,study01/study01_p05,layout_01,p0_layout_01,200.0,1,2,4,B6_Qy__gamma_0p5,success,B6_POP_SHRINK,0.5,False,False,35.535376121255865,35.470297683786015,0.2707716450356734,0.35055288461538464,0.33495192307692306,0.4107232515866003,0.08664459074310188,0.3240786608434984,0.6364776261645468,0.9000063428029929,0.4349983363165748,0.02724124997990851,success_observation_relative_four_condition_ERP,0.9213693509452167,N/A_no_clean_target
development,study01,study01_p05,study01/study01_p05,layout_01,p0_layout_01,200.0,1,2,4,B6_soft_proximal__gamma_0p5,success,B6_POP_SHRINK,0.5,False,False,11.927597587042891,12.121809923259654,0.4530787337767549,0.35055288461538464,0.33495192307692306,0.4107232515866003,0.22953984465764596,0.18118340692895432,0.5382420971651974,0.7735215314493132,0.408993839450989,0.2704309374849313,success_observation_relative_four_condition_ERP,0.6910270132089128,N/A_no_clean_target
development,study01,study01_p05,study01/study01_p05,layout_01,p0_layout_01,200.0,1,2,4,B6_Qy__gamma_0p75,success,B6_POP_SHRINK,0.75,False,False,41.90182830250247,32.2138171780591,0.2629320603431097,0.35055288461538464,0.33495192307692306,0.4107232515866003,0.07647162562450839,0.3342516259620919,0.6495594816458976,0.9064356255358879,0.43846799181094587,0.026177888106588387,success_observation_relative_four_condition_ERP,0.923711436503413,N/A_no_clean_target
development,study01,study01_p05,study01/study01_p05,layout_01,p0_layout_01,200.0,1,2,4,B6_soft_proximal__gamma_0p75,success,B6_POP_SHRINK,0.75,False,False,12.003669466933257,12.10451344839707,0.44719904525733223,0.35055288461538464,0.33495192307692306,0.4107232515866003,0.2327479839656302,0.17797526762097007,0.5504130300185344,0.7813562126068502,0.41037229245079154,0.2696334160799414,success_observation_relative_four_condition_ERP,0.6927835773775598,N/A_no_clean_target
development,study01,study01_p05,study01/study01_p05,layout_01,p0_layout_01,200.0,1,2,4,B6_Qy__gamma_1,success,B6_POP_SHRINK,1.0,False,False,314.9142854361836,29.996169337081366,0.25554982244468705,0.35055288461538464,0.33495192307692306,0.4107232515866003,0.07953734171715456,0.33118590986944574,0.6622047767100185,0.9124382848852505,0.4431817899872966,0.025688347095635722,success_observation_relative_four_condition_ERP,0.9255146133950145,N/A_no_clean_target
development,study01,study01_p05,study01/study01_p05,layout_01,p0_layout_01,200.0,1,2,4,B6_soft_proximal__gamma_1,success,B6_POP_SHRINK,1.0,False,False,12.041199826559243,12.050354897325056,0.44166236683351523,0.35055288461538464,0.33495192307692306,0.4107232515866003,0.24082118950964915,0.16990206207695113,0.5621292199241258,0.7887868752000489,0.41308593152109646,0.26926626032172696,success_observation_relative_four_condition_ERP,0.694135960046261,N/A_no_clean_target
development,study01,study01_p05,study01/study01_p05,layout_01,p0_layout_01,200.0,1,2,4,native_sgeyesub_python_release_internal,success_source_faithful_not_matlab_cross_validated,official_commit_2c95b4f_python_port,,False,False,9.390978848278396,9.673294882507417,0.8717688729238764,0.35055288461538464,0.33495192307692306,0.4107232515866003,0.0741057025950229,0.33661754899157736,0.09090727899227842,0.028028129198041547,0.1668729397319107,0.06381535443139064,success_observation_relative_four_condition_ERP,0.8169262965175795,N/A_no_clean_target
