H_P,H_W,H_effect_floor,H_gain_P,H_gain_W,H_time_shift_effect,N_P,N_W,N_effect_floor,N_gain_P,N_gain_W,N_time_shift_effect,evaluable,participant
0.5948002373698991,0.6611840565032754,0.45754049583407985,0.4895097422386101,0.42028581599989145,-0.4752142206233376,0.05796399470416713,0.10051666193208608,0.24507033136341397,0.0560775925567184,0.0622898969247464,-0.1530131513514229,1,sub-02
0.9918204620229183,0.8671283273762898,0.09695974229727343,0.7579331745815401,0.6394826629765542,-0.7716958217320191,0.0993618685446982,0.09509174058482428,0.24507033136341397,0.06710007167262932,0.06300253402485922,-0.1379942840232371,1,sub-03
1.2300511148510607,1.0524698713990657,0.09695974229727343,0.529176627759157,0.4850965442542017,-0.9907138766468362,0.27769600629115854,0.21072565127582032,0.24507033136341397,0.12436189556311761,0.11416226620663439,-0.23504528287866067,1,sub-05
1.015123679523997,0.9519763615201909,0.09695974229727343,0.3060636902547509,0.26339578303042654,-0.6346365364776427,0.36403314957302924,0.2483025039072838,0.24507033136341397,0.16344029049639652,0.0758875858136232,-0.1387513544306811,1,sub-06
0.6496904429663776,0.618729512094797,0.09695974229727343,0.35420686259352685,0.3646991050415811,-0.42550619807818046,0.1526141449967907,0.18552632605204034,0.24507033136341397,0.12098792683872028,0.13125898616675913,-0.03153296578575915,1,sub-07
0.3530663201206288,0.38198921416334386,0.8347107341743683,0.07758573031843952,0.17884325187707972,-0.055579763540738014,0.09171988415973109,0.05594101702843002,0.18497472532917913,0.019391058750388712,0.01273220666582553,0.09245477851420736,1,sub-09
0.6782968998860797,0.5525519884473893,0.09938119777795212,0.5806832507113941,0.5209400170780978,-0.6688591503965489,0.03902624336471905,0.027203705039027803,0.24507033136341397,0.038140652389048735,0.023372094856080494,-0.04674430202130464,1,sub-11
1.3487540917546688,1.2224835691979608,0.10145765333700499,0.7861043942382053,0.573997518118093,-1.2612699420537128,0.17640418871611185,0.1630386414744438,0.24507033136341397,0.10561608332875749,0.07231374766947118,-0.21190742484654357,1,sub-12
0.8495299435518047,0.7078434713444104,0.09695974229727343,0.5087449084654255,0.40756196036845516,-0.7943377173604684,0.1270729764254056,0.19107037957614792,0.24507033136341397,0.03957757942614759,0.10559266724277627,-0.22523008331817462,1,sub-14
0.7197542871045828,0.739802167071888,0.20274111183978194,0.43330823063607804,0.44173960702316384,-0.7067686057806819,0.15377800037456602,0.16303375494055683,0.24507033136341397,0.06515728451042135,0.0900494492546744,-0.14355659332675752,1,sub-15
0.20004682822127728,0.04178396532203266,0.10919226896118282,0.2936521641752392,0.21630744202406293,-0.7004967618611011,0.1498103815892271,0.12728949940878065,0.24507033136341397,0.12077528527073134,0.08989389283067473,-0.18148554528636995,1,sub-17
0.6579096431235805,0.7079833426473665,0.09695974229727343,0.6474942288509888,0.5595202909970729,-0.5579672075733786,0.07108934367837616,0.11254765957252033,0.24507033136341397,0.05830692900150947,0.06815030599888328,-0.19588064837256725,1,sub-18
0.4347181945148355,0.4535792999467434,0.14804850454729354,0.31388287113413993,0.3381313069477856,-0.833688544705816,0.060951547289085806,0.08690462032226032,0.24507033136341397,0.03779437587602552,0.049515917905312734,-0.16929497043714958,1,sub-19
0.8071639012209492,0.6849549335205728,0.09695974229727343,0.5269933215142653,0.37982118962623734,-0.8305201480905167,0.16764772205956546,0.11973747578896321,0.24507033136341397,0.10342416561403367,0.05769374241822134,-0.19654598262118173,1,sub-21
0.9983050639408181,0.9490092448699919,0.07660782290637638,0.4869505574088817,0.4703532924895939,0.27702783513506724,0.692870692790126,0.7254980705408334,0.0747926800090148,0.416994316668728,0.5461872650106347,0.5284992152262267,1,sub-23
0.0,0.0,0.08310835054051988,0.0,0.0,0.0,0.0,0.0,0.22326810952781267,0.0,0.0,0.0,0,sub-24
