method,panel,participant,replicates,risk,session,task,wrong_donor
GAIN_WRONG,natural,sub-09,36,1.5498408492733473,ses-03,SSVEP,sub-14
GAIN_WRONG,natural,sub-09,36,1.2648419374137827,ses-03,SSVEP,sub-15
GAIN_WRONG,natural,sub-09,36,1.5834173899304491,ses-03,SSVEP,sub-17
GAIN_WRONG,natural,sub-09,36,1.5637390728615814,ses-03,SSVEP,sub-18
GAIN_WRONG,natural,sub-09,36,1.5836984349646643,ses-03,SSVEP,sub-19
GAIN_WRONG,natural,sub-09,36,1.4704014518722461,ses-03,SSVEP,sub-21
GAIN_WRONG,natural,sub-09,36,1.5222215454818289,ses-03,SSVEP,sub-23
GAIN_WRONG,natural,sub-09,36,1.6272564534469,ses-03,SSVEP,sub-24
MATCH,natural,sub-09,57,0.9847733414921407,ses-04,ERP,
POP,natural,sub-09,57,0.985058162266523,ses-04,ERP,
TIME_SHIFT,natural,sub-09,57,0.9977092919784103,ses-04,ERP,
CHANNEL_PERM,natural,sub-09,57,0.995592837761935,ses-04,ERP,
GAIN_MATCH,natural,sub-09,57,0.9848768886519502,ses-04,ERP,
GAIN_POP,natural,sub-09,57,0.985058162266523,ses-04,ERP,
NULL,natural,sub-09,57,1.0,ses-04,ERP,
WRONG,natural,sub-09,57,0.9913499463345554,ses-04,ERP,sub-02
WRONG,natural,sub-09,57,0.9864882820102132,ses-04,ERP,sub-03
WRONG,natural,sub-09,57,0.9927798911457155,ses-04,ERP,sub-05
WRONG,natural,sub-09,57,0.986096285901192,ses-04,ERP,sub-06
WRONG,natural,sub-09,57,0.9907666380303138,ses-04,ERP,sub-07
WRONG,natural,sub-09,57,0.9868924147843118,ses-04,ERP,sub-11
WRONG,natural,sub-09,57,0.9903988678602155,ses-04,ERP,sub-12
WRONG,natural,sub-09,57,0.9877386021716662,ses-04,ERP,sub-14
WRONG,natural,sub-09,57,0.9886793492261879,ses-04,ERP,sub-15
WRONG,natural,sub-09,57,0.9875224759742757,ses-04,ERP,sub-17
WRONG,natural,sub-09,57,0.9848340773983175,ses-04,ERP,sub-18
WRONG,natural,sub-09,57,0.9857702033417975,ses-04,ERP,sub-19
WRONG,natural,sub-09,57,0.9871152630462531,ses-04,ERP,sub-21
WRONG,natural,sub-09,57,0.9915849444027002,ses-04,ERP,sub-23
WRONG,natural,sub-09,57,0.9861980307077739,ses-04,ERP,sub-24
GAIN_WRONG,natural,sub-09,57,0.9931869035797578,ses-04,ERP,sub-02
GAIN_WRONG,natural,sub-09,57,0.9883065186087168,ses-04,ERP,sub-03
GAIN_WRONG,natural,sub-09,57,0.9891384078087178,ses-04,ERP,sub-05
GAIN_WRONG,natural,sub-09,57,0.9863772887016987,ses-04,ERP,sub-06
GAIN_WRONG,natural,sub-09,57,0.9910846995296783,ses-04,ERP,sub-07
GAIN_WRONG,natural,sub-09,57,0.9862091641303334,ses-04,ERP,sub-11
GAIN_WRONG,natural,sub-09,57,0.9858669901035281,ses-04,ERP,sub-12
GAIN_WRONG,natural,sub-09,57,0.9874990360305176,ses-04,ERP,sub-14
GAIN_WRONG,natural,sub-09,57,0.9918914447823272,ses-04,ERP,sub-15
GAIN_WRONG,natural,sub-09,57,0.9857493651389243,ses-04,ERP,sub-17
GAIN_WRONG,natural,sub-09,57,0.985841882881138,ses-04,ERP,sub-18
GAIN_WRONG,natural,sub-09,57,0.9859018612118142,ses-04,ERP,sub-19
GAIN_WRONG,natural,sub-09,57,0.9881401416390394,ses-04,ERP,sub-21
GAIN_WRONG,natural,sub-09,57,0.9903938313592995,ses-04,ERP,sub-23
GAIN_WRONG,natural,sub-09,57,0.9862778404991884,ses-04,ERP,sub-24
MATCH,natural,sub-09,36,1.0007600547439137,ses-04,SSVEP,
POP,natural,sub-09,36,0.9988962846772019,ses-04,SSVEP,
TIME_SHIFT,natural,sub-09,36,1.0004561813624138,ses-04,SSVEP,
CHANNEL_PERM,natural,sub-09,36,1.0003695626827096,ses-04,SSVEP,
GAIN_MATCH,natural,sub-09,36,0.9999115389606251,ses-04,SSVEP,
GAIN_POP,natural,sub-09,36,0.9988962846772019,ses-04,SSVEP,
NULL,natural,sub-09,36,1.0,ses-04,SSVEP,
WRONG,natural,sub-09,36,0.9989856270403717,ses-04,SSVEP,sub-02
WRONG,natural,sub-09,36,0.9975198811818723,ses-04,SSVEP,sub-03
WRONG,natural,sub-09,36,0.9972455643870313,ses-04,SSVEP,sub-05
WRONG,natural,sub-09,36,0.9970556420695831,ses-04,SSVEP,sub-06
WRONG,natural,sub-09,36,0.9979196285947134,ses-04,SSVEP,sub-07
WRONG,natural,sub-09,36,0.9981172793167185,ses-04,SSVEP,sub-11
WRONG,natural,sub-09,36,0.9981851380395061,ses-04,SSVEP,sub-12
WRONG,natural,sub-09,36,0.9974001047887635,ses-04,SSVEP,sub-14
WRONG,natural,sub-09,36,0.9972435928240233,ses-04,SSVEP,sub-15
WRONG,natural,sub-09,36,0.9982594789275385,ses-04,SSVEP,sub-17
WRONG,natural,sub-09,36,0.9965214267584206,ses-04,SSVEP,sub-18
WRONG,natural,sub-09,36,1.0015403564043668,ses-04,SSVEP,sub-19
WRONG,natural,sub-09,36,0.9971431840878459,ses-04,SSVEP,sub-21
WRONG,natural,sub-09,36,0.9990150119362521,ses-04,SSVEP,sub-23
WRONG,natural,sub-09,36,0.9970105760789821,ses-04,SSVEP,sub-24
GAIN_WRONG,natural,sub-09,36,0.9987791456512229,ses-04,SSVEP,sub-02
GAIN_WRONG,natural,sub-09,36,0.9980847440493288,ses-04,SSVEP,sub-03
GAIN_WRONG,natural,sub-09,36,0.9972897523560059,ses-04,SSVEP,sub-05
GAIN_WRONG,natural,sub-09,36,0.9971319596401007,ses-04,SSVEP,sub-06
GAIN_WRONG,natural,sub-09,36,0.9979357444480077,ses-04,SSVEP,sub-07
GAIN_WRONG,natural,sub-09,36,0.9980316659105873,ses-04,SSVEP,sub-11
GAIN_WRONG,natural,sub-09,36,0.9976694100446531,ses-04,SSVEP,sub-12
GAIN_WRONG,natural,sub-09,36,0.997414102669974,ses-04,SSVEP,sub-14
GAIN_WRONG,natural,sub-09,36,0.9977338238376817,ses-04,SSVEP,sub-15
GAIN_WRONG,natural,sub-09,36,0.9982069163053335,ses-04,SSVEP,sub-17
GAIN_WRONG,natural,sub-09,36,0.9975079151461339,ses-04,SSVEP,sub-18
GAIN_WRONG,natural,sub-09,36,1.0007186941495712,ses-04,SSVEP,sub-19
GAIN_WRONG,natural,sub-09,36,0.9971960293656781,ses-04,SSVEP,sub-21
GAIN_WRONG,natural,sub-09,36,0.998646241301689,ses-04,SSVEP,sub-23
GAIN_WRONG,natural,sub-09,36,0.9970336611919607,ses-04,SSVEP,sub-24
MATCH,natural,sub-11,24,0.6700553520901208,ses-02,ERP,
POP,natural,sub-11,24,0.689093515545815,ses-02,ERP,
TIME_SHIFT,natural,sub-11,24,0.9068850875476532,ses-02,ERP,
CHANNEL_PERM,natural,sub-11,24,0.9070486160873809,ses-02,ERP,
GAIN_MATCH,natural,sub-11,24,0.6783551546169301,ses-02,ERP,
GAIN_POP,natural,sub-11,24,0.689093515545815,ses-02,ERP,
NULL,natural,sub-11,24,1.0,ses-02,ERP,
WRONG,natural,sub-11,24,0.7293518466121424,ses-02,ERP,sub-02
WRONG,natural,sub-11,24,0.6979340951810188,ses-02,ERP,sub-03
WRONG,natural,sub-11,24,0.6884234197169917,ses-02,ERP,sub-05
WRONG,natural,sub-11,24,0.7058861858112563,ses-02,ERP,sub-06
WRONG,natural,sub-11,24,0.7267898081727253,ses-02,ERP,sub-07
WRONG,natural,sub-11,24,0.7144202448078718,ses-02,ERP,sub-09
WRONG,natural,sub-11,24,0.7361729431831563,ses-02,ERP,sub-12
WRONG,natural,sub-11,24,0.6999852445869758,ses-02,ERP,sub-14
WRONG,natural,sub-11,24,0.7344016643939503,ses-02,ERP,sub-15
WRONG,natural,sub-11,24,0.6980354206164838,ses-02,ERP,sub-17
WRONG,natural,sub-11,24,0.7131547303792264,ses-02,ERP,sub-18
WRONG,natural,sub-11,24,0.7111441225214153,ses-02,ERP,sub-19
WRONG,natural,sub-11,24,0.6925473614972928,ses-02,ERP,sub-21
WRONG,natural,sub-11,24,0.7387216185297447,ses-02,ERP,sub-23
WRONG,natural,sub-11,24,0.6846457002469583,ses-02,ERP,sub-24
GAIN_WRONG,natural,sub-11,24,0.7280224824137673,ses-02,ERP,sub-02
GAIN_WRONG,natural,sub-11,24,0.7092224639516792,ses-02,ERP,sub-03
GAIN_WRONG,natural,sub-11,24,0.6893695022045933,ses-02,ERP,sub-05
GAIN_WRONG,natural,sub-11,24,0.6977674574892104,ses-02,ERP,sub-06
GAIN_WRONG,natural,sub-11,24,0.7285699821511917,ses-02,ERP,sub-07
GAIN_WRONG,natural,sub-11,24,0.7392101410833317,ses-02,ERP,sub-09
GAIN_WRONG,natural,sub-11,24,0.7322577416285565,ses-02,ERP,sub-12
GAIN_WRONG,natural,sub-11,24,0.6995298426808404,ses-02,ERP,sub-14
GAIN_WRONG,natural,sub-11,24,0.7380751856873481,ses-02,ERP,sub-15
GAIN_WRONG,natural,sub-11,24,0.7028765538076241,ses-02,ERP,sub-17
GAIN_WRONG,natural,sub-11,24,0.728343794877472,ses-02,ERP,sub-18
GAIN_WRONG,natural,sub-11,24,0.727936123562339,ses-02,ERP,sub-19
GAIN_WRONG,natural,sub-11,24,0.6974479985684218,ses-02,ERP,sub-21
GAIN_WRONG,natural,sub-11,24,0.7551260748205525,ses-02,ERP,sub-23
GAIN_WRONG,natural,sub-11,24,0.6888253852213521,ses-02,ERP,sub-24
MATCH,natural,sub-11,41,0.9754609758427706,ses-02,SSVEP,
POP,natural,sub-11,41,1.0224741709862684,ses-02,SSVEP,
TIME_SHIFT,natural,sub-11,41,0.9478154509203082,ses-02,SSVEP,
CHANNEL_PERM,natural,sub-11,41,1.0612265839932769,ses-02,SSVEP,
GAIN_MATCH,natural,sub-11,41,0.9969879315633314,ses-02,SSVEP,
GAIN_POP,natural,sub-11,41,1.0224741709862684,ses-02,SSVEP,
NULL,natural,sub-11,41,1.0,ses-02,SSVEP,
WRONG,natural,sub-11,41,0.9100738390172722,ses-02,SSVEP,sub-02
WRONG,natural,sub-11,41,0.8944908515569051,ses-02,SSVEP,sub-03
WRONG,natural,sub-11,41,0.8697291222059764,ses-02,SSVEP,sub-05
WRONG,natural,sub-11,41,0.8724652604939893,ses-02,SSVEP,sub-06
WRONG,natural,sub-11,41,0.887104145067182,ses-02,SSVEP,sub-07
WRONG,natural,sub-11,41,1.6058652291025117,ses-02,SSVEP,sub-09
WRONG,natural,sub-11,41,0.9699774811133065,ses-02,SSVEP,sub-12
WRONG,natural,sub-11,41,0.8945161878846912,ses-02,SSVEP,sub-14
WRONG,natural,sub-11,41,0.9057625878036384,ses-02,SSVEP,sub-15
WRONG,natural,sub-11,41,1.0597184863906277,ses-02,SSVEP,sub-17
WRONG,natural,sub-11,41,0.9354930488041822,ses-02,SSVEP,sub-18
WRONG,natural,sub-11,41,0.9026617188698085,ses-02,SSVEP,sub-19
WRONG,natural,sub-11,41,0.8982653483047697,ses-02,SSVEP,sub-21
WRONG,natural,sub-11,41,0.905192811390149,ses-02,SSVEP,sub-23
WRONG,natural,sub-11,41,0.8616619776489176,ses-02,SSVEP,sub-24
GAIN_WRONG,natural,sub-11,41,0.9538335591591226,ses-02,SSVEP,sub-02
GAIN_WRONG,natural,sub-11,41,0.9026780870261439,ses-02,SSVEP,sub-03
GAIN_WRONG,natural,sub-11,41,0.9098270832159709,ses-02,SSVEP,sub-05
GAIN_WRONG,natural,sub-11,41,0.9376812213694693,ses-02,SSVEP,sub-06
GAIN_WRONG,natural,sub-11,41,0.938113287580289,ses-02,SSVEP,sub-07
GAIN_WRONG,natural,sub-11,41,1.122646258862644,ses-02,SSVEP,sub-09
GAIN_WRONG,natural,sub-11,41,0.932800069342595,ses-02,SSVEP,sub-12
GAIN_WRONG,natural,sub-11,41,0.941565050334656,ses-02,SSVEP,sub-14
GAIN_WRONG,natural,sub-11,41,0.9691803642535677,ses-02,SSVEP,sub-15
GAIN_WRONG,natural,sub-11,41,0.9312055593303593,ses-02,SSVEP,sub-17
GAIN_WRONG,natural,sub-11,41,0.9375017107816522,ses-02,SSVEP,sub-18
GAIN_WRONG,natural,sub-11,41,0.9370345382201127,ses-02,SSVEP,sub-19
GAIN_WRONG,natural,sub-11,41,0.9524193659781578,ses-02,SSVEP,sub-21
GAIN_WRONG,natural,sub-11,41,0.9359913111993808,ses-02,SSVEP,sub-23
GAIN_WRONG,natural,sub-11,41,0.9359683431221494,ses-02,SSVEP,sub-24
MATCH,natural,sub-11,23,0.8653598944763001,ses-03,ERP,
POP,natural,sub-11,23,0.9042045672886829,ses-03,ERP,
TIME_SHIFT,natural,sub-11,23,1.0078512932351755,ses-03,ERP,
CHANNEL_PERM,natural,sub-11,23,0.9748452578075295,ses-03,ERP,
GAIN_MATCH,natural,sub-11,23,0.8690408164410519,ses-03,ERP,
GAIN_POP,natural,sub-11,23,0.9042045672886829,ses-03,ERP,
NULL,natural,sub-11,23,1.0,ses-03,ERP,
WRONG,natural,sub-11,23,0.9123781258229455,ses-03,ERP,sub-02
WRONG,natural,sub-11,23,0.8790609576886,ses-03,ERP,sub-03
WRONG,natural,sub-11,23,0.8928405241637138,ses-03,ERP,sub-05
WRONG,natural,sub-11,23,0.8905101127355199,ses-03,ERP,sub-06
WRONG,natural,sub-11,23,0.8828956460828267,ses-03,ERP,sub-07
WRONG,natural,sub-11,23,1.2097194997742158,ses-03,ERP,sub-09
WRONG,natural,sub-11,23,0.8888312716763791,ses-03,ERP,sub-12
WRONG,natural,sub-11,23,0.8889474939135795,ses-03,ERP,sub-14
WRONG,natural,sub-11,23,0.9140486599081536,ses-03,ERP,sub-15
WRONG,natural,sub-11,23,0.9324935608284278,ses-03,ERP,sub-17
WRONG,natural,sub-11,23,0.8782494955980643,ses-03,ERP,sub-18
WRONG,natural,sub-11,23,0.8850196143295257,ses-03,ERP,sub-19
WRONG,natural,sub-11,23,1.484052561594937,ses-03,ERP,sub-21
WRONG,natural,sub-11,23,0.9609635995303123,ses-03,ERP,sub-23
WRONG,natural,sub-11,23,0.8750495005412045,ses-03,ERP,sub-24
GAIN_WRONG,natural,sub-11,23,0.9123177122930043,ses-03,ERP,sub-02
GAIN_WRONG,natural,sub-11,23,0.8781838435611639,ses-03,ERP,sub-03
GAIN_WRONG,natural,sub-11,23,0.883394996257677,ses-03,ERP,sub-05
GAIN_WRONG,natural,sub-11,23,0.8937947770974906,ses-03,ERP,sub-06
GAIN_WRONG,natural,sub-11,23,0.8839729696039677,ses-03,ERP,sub-07
GAIN_WRONG,natural,sub-11,23,0.9805253533026486,ses-03,ERP,sub-09
GAIN_WRONG,natural,sub-11,23,0.8798830950745868,ses-03,ERP,sub-12
GAIN_WRONG,natural,sub-11,23,0.8881790797547701,ses-03,ERP,sub-14
GAIN_WRONG,natural,sub-11,23,0.9166921682282434,ses-03,ERP,sub-15
GAIN_WRONG,natural,sub-11,23,0.9132661385456824,ses-03,ERP,sub-17
GAIN_WRONG,natural,sub-11,23,0.8812206587391885,ses-03,ERP,sub-18
GAIN_WRONG,natural,sub-11,23,0.8850648909957026,ses-03,ERP,sub-19
GAIN_WRONG,natural,sub-11,23,1.025762861043703,ses-03,ERP,sub-21
GAIN_WRONG,natural,sub-11,23,0.9607973629504855,ses-03,ERP,sub-23
GAIN_WRONG,natural,sub-11,23,0.8788474303741336,ses-03,ERP,sub-24
MATCH,natural,sub-11,40,0.9755899850809062,ses-03,SSVEP,
POP,natural,sub-11,40,1.0895666665890618,ses-03,SSVEP,
TIME_SHIFT,natural,sub-11,40,1.010355430306403,ses-03,SSVEP,
CHANNEL_PERM,natural,sub-11,40,1.036457100929575,ses-03,SSVEP,
GAIN_MATCH,natural,sub-11,40,0.9663842076619913,ses-03,SSVEP,
GAIN_POP,natural,sub-11,40,1.0895666665890618,ses-03,SSVEP,
NULL,natural,sub-11,40,1.0,ses-03,SSVEP,
WRONG,natural,sub-11,40,1.3926152073360298,ses-03,SSVEP,sub-02
WRONG,natural,sub-11,40,0.9118688117140159,ses-03,SSVEP,sub-03
WRONG,natural,sub-11,40,0.9234400133256926,ses-03,SSVEP,sub-05
WRONG,natural,sub-11,40,0.9033073199701839,ses-03,SSVEP,sub-06
WRONG,natural,sub-11,40,0.9221452822917786,ses-03,SSVEP,sub-07
WRONG,natural,sub-11,40,0.9129499460392136,ses-03,SSVEP,sub-09
WRONG,natural,sub-11,40,0.921826219245409,ses-03,SSVEP,sub-12
WRONG,natural,sub-11,40,0.9200906541683302,ses-03,SSVEP,sub-14
WRONG,natural,sub-11,40,0.9156328728137442,ses-03,SSVEP,sub-15
WRONG,natural,sub-11,40,0.9971343905508749,ses-03,SSVEP,sub-17
WRONG,natural,sub-11,40,0.9151366630738085,ses-03,SSVEP,sub-18
WRONG,natural,sub-11,40,0.9532574957932333,ses-03,SSVEP,sub-19
WRONG,natural,sub-11,40,0.9219840394107267,ses-03,SSVEP,sub-21
WRONG,natural,sub-11,40,0.9704870663925658,ses-03,SSVEP,sub-23
WRONG,natural,sub-11,40,0.9059297111556038,ses-03,SSVEP,sub-24
GAIN_WRONG,natural,sub-11,40,1.1299431192081024,ses-03,SSVEP,sub-02
GAIN_WRONG,natural,sub-11,40,0.9776427694373467,ses-03,SSVEP,sub-03
GAIN_WRONG,natural,sub-11,40,1.002956474698483,ses-03,SSVEP,sub-05
GAIN_WRONG,natural,sub-11,40,0.9908938435947846,ses-03,SSVEP,sub-06
GAIN_WRONG,natural,sub-11,40,0.9570584694360758,ses-03,SSVEP,sub-07
GAIN_WRONG,natural,sub-11,40,0.9925963798779887,ses-03,SSVEP,sub-09
GAIN_WRONG,natural,sub-11,40,1.0291043317065438,ses-03,SSVEP,sub-12
GAIN_WRONG,natural,sub-11,40,1.0227933793764368,ses-03,SSVEP,sub-14
GAIN_WRONG,natural,sub-11,40,1.0317881287056168,ses-03,SSVEP,sub-15
GAIN_WRONG,natural,sub-11,40,0.9838081150705712,ses-03,SSVEP,sub-17
GAIN_WRONG,natural,sub-11,40,1.0102410255931376,ses-03,SSVEP,sub-18
GAIN_WRONG,natural,sub-11,40,0.9931898284959507,ses-03,SSVEP,sub-19
GAIN_WRONG,natural,sub-11,40,1.0245242216411647,ses-03,SSVEP,sub-21
GAIN_WRONG,natural,sub-11,40,1.0253703903960083,ses-03,SSVEP,sub-23
GAIN_WRONG,natural,sub-11,40,1.0311241896693786,ses-03,SSVEP,sub-24
MATCH,natural,sub-11,25,0.8994498067415734,ses-04,ERP,
POP,natural,sub-11,25,0.9104990165105739,ses-04,ERP,
TIME_SHIFT,natural,sub-11,25,0.9974144463409753,ses-04,ERP,
CHANNEL_PERM,natural,sub-11,25,0.9812252315612757,ses-04,ERP,
GAIN_MATCH,natural,sub-11,25,0.9017997884709706,ses-04,ERP,
GAIN_POP,natural,sub-11,25,0.9104990165105739,ses-04,ERP,
NULL,natural,sub-11,25,1.0,ses-04,ERP,
WRONG,natural,sub-11,25,0.9560440244033787,ses-04,ERP,sub-02
WRONG,natural,sub-11,25,0.9256806066315834,ses-04,ERP,sub-03
WRONG,natural,sub-11,25,0.9533483432917136,ses-04,ERP,sub-05
WRONG,natural,sub-11,25,0.9312349977827117,ses-04,ERP,sub-06
WRONG,natural,sub-11,25,0.9406653235365644,ses-04,ERP,sub-07
WRONG,natural,sub-11,25,0.920378892192878,ses-04,ERP,sub-09
WRONG,natural,sub-11,25,0.9441906238700377,ses-04,ERP,sub-12
WRONG,natural,sub-11,25,0.9189747723677602,ses-04,ERP,sub-14
WRONG,natural,sub-11,25,0.9439972318532974,ses-04,ERP,sub-15
WRONG,natural,sub-11,25,0.9223508469632972,ses-04,ERP,sub-17
WRONG,natural,sub-11,25,0.9264537347237161,ses-04,ERP,sub-18
WRONG,natural,sub-11,25,0.9118979064204616,ses-04,ERP,sub-19
WRONG,natural,sub-11,25,0.9256803766468558,ses-04,ERP,sub-21
WRONG,natural,sub-11,25,0.9504794813198616,ses-04,ERP,sub-23
WRONG,natural,sub-11,25,0.9084246509828376,ses-04,ERP,sub-24
GAIN_WRONG,natural,sub-11,25,0.9610364552157045,ses-04,ERP,sub-02
GAIN_WRONG,natural,sub-11,25,0.9302289714236143,ses-04,ERP,sub-03
GAIN_WRONG,natural,sub-11,25,0.9361083300113038,ses-04,ERP,sub-05
GAIN_WRONG,natural,sub-11,25,0.9309132759640696,ses-04,ERP,sub-06
GAIN_WRONG,natural,sub-11,25,0.9429954826778928,ses-04,ERP,sub-07
GAIN_WRONG,natural,sub-11,25,0.917822841134698,ses-04,ERP,sub-09
GAIN_WRONG,natural,sub-11,25,0.9188948621937584,ses-04,ERP,sub-12
GAIN_WRONG,natural,sub-11,25,0.9158564763350419,ses-04,ERP,sub-14
GAIN_WRONG,natural,sub-11,25,0.9560748422398203,ses-04,ERP,sub-15
GAIN_WRONG,natural,sub-11,25,0.9163065598803628,ses-04,ERP,sub-17
GAIN_WRONG,natural,sub-11,25,0.9281263785919505,ses-04,ERP,sub-18
GAIN_WRONG,natural,sub-11,25,0.9130196440915498,ses-04,ERP,sub-19
GAIN_WRONG,natural,sub-11,25,0.9303211151883345,ses-04,ERP,sub-21
GAIN_WRONG,natural,sub-11,25,0.9450116066270448,ses-04,ERP,sub-23
GAIN_WRONG,natural,sub-11,25,0.9103425026738223,ses-04,ERP,sub-24
MATCH,natural,sub-11,45,0.9937625440274409,ses-04,SSVEP,
POP,natural,sub-11,45,0.9979980815270243,ses-04,SSVEP,
TIME_SHIFT,natural,sub-11,45,1.0239801222247389,ses-04,SSVEP,
CHANNEL_PERM,natural,sub-11,45,1.0484793733678082,ses-04,SSVEP,
GAIN_MATCH,natural,sub-11,45,0.9724242053588585,ses-04,SSVEP,
GAIN_POP,natural,sub-11,45,0.9979980815270243,ses-04,SSVEP,
NULL,natural,sub-11,45,1.0,ses-04,SSVEP,
WRONG,natural,sub-11,45,1.0857130725736814,ses-04,SSVEP,sub-02
WRONG,natural,sub-11,45,0.9843532191281358,ses-04,SSVEP,sub-03
WRONG,natural,sub-11,45,1.0045045685114526,ses-04,SSVEP,sub-05
WRONG,natural,sub-11,45,1.0149498038658717,ses-04,SSVEP,sub-06
WRONG,natural,sub-11,45,0.9866138262608775,ses-04,SSVEP,sub-07
WRONG,natural,sub-11,45,1.0998170729937697,ses-04,SSVEP,sub-09
WRONG,natural,sub-11,45,1.0879193229574764,ses-04,SSVEP,sub-12
WRONG,natural,sub-11,45,0.9949038612619391,ses-04,SSVEP,sub-14
WRONG,natural,sub-11,45,1.0343712362498083,ses-04,SSVEP,sub-15
WRONG,natural,sub-11,45,1.005311524907192,ses-04,SSVEP,sub-17
WRONG,natural,sub-11,45,1.0286306199204867,ses-04,SSVEP,sub-18
WRONG,natural,sub-11,45,1.025753017112001,ses-04,SSVEP,sub-19
WRONG,natural,sub-11,45,1.0094885634126192,ses-04,SSVEP,sub-21
WRONG,natural,sub-11,45,0.9964009181487423,ses-04,SSVEP,sub-23
WRONG,natural,sub-11,45,0.997520567727427,ses-04,SSVEP,sub-24
GAIN_WRONG,natural,sub-11,45,1.0155720564349942,ses-04,SSVEP,sub-02
GAIN_WRONG,natural,sub-11,45,0.974179767112243,ses-04,SSVEP,sub-03
GAIN_WRONG,natural,sub-11,45,1.0048322421526819,ses-04,SSVEP,sub-05
GAIN_WRONG,natural,sub-11,45,1.0134914785591067,ses-04,SSVEP,sub-06
GAIN_WRONG,natural,sub-11,45,0.9915351850191405,ses-04,SSVEP,sub-07
GAIN_WRONG,natural,sub-11,45,1.027582161162025,ses-04,SSVEP,sub-09
GAIN_WRONG,natural,sub-11,45,1.0028091824326146,ses-04,SSVEP,sub-12
GAIN_WRONG,natural,sub-11,45,0.9969105107181299,ses-04,SSVEP,sub-14
GAIN_WRONG,natural,sub-11,45,1.0103160339433512,ses-04,SSVEP,sub-15
GAIN_WRONG,natural,sub-11,45,0.9987345669969154,ses-04,SSVEP,sub-17
GAIN_WRONG,natural,sub-11,45,0.9942708942362578,ses-04,SSVEP,sub-18
GAIN_WRONG,natural,sub-11,45,1.008089091745294,ses-04,SSVEP,sub-19
GAIN_WRONG,natural,sub-11,45,0.9958375173669842,ses-04,SSVEP,sub-21
GAIN_WRONG,natural,sub-11,45,1.026384245844735,ses-04,SSVEP,sub-23
GAIN_WRONG,natural,sub-11,45,0.998801276116224,ses-04,SSVEP,sub-24
MATCH,natural,sub-12,58,0.4541272736814727,ses-02,ERP,
POP,natural,sub-12,58,0.5579842318990357,ses-02,ERP,
TIME_SHIFT,natural,sub-12,58,0.9005165691164227,ses-02,ERP,
CHANNEL_PERM,natural,sub-12,58,0.866936799569673,ses-02,ERP,
GAIN_MATCH,natural,sub-12,58,0.5824944061429531,ses-02,ERP,
GAIN_POP,natural,sub-12,58,0.5579842318990357,ses-02,ERP,
NULL,natural,sub-12,58,1.0,ses-02,ERP,
WRONG,natural,sub-12,58,0.6256368419540645,ses-02,ERP,sub-02
WRONG,natural,sub-12,58,0.5956655515621463,ses-02,ERP,sub-03
WRONG,natural,sub-12,58,0.4992870369318212,ses-02,ERP,sub-05
WRONG,natural,sub-12,58,0.5879142902379897,ses-02,ERP,sub-06
WRONG,natural,sub-12,58,0.5901149578714018,ses-02,ERP,sub-07
WRONG,natural,sub-12,58,0.584900971944766,ses-02,ERP,sub-09
WRONG,natural,sub-12,58,0.5187098234623441,ses-02,ERP,sub-11
WRONG,natural,sub-12,58,0.5776530863718191,ses-02,ERP,sub-14
WRONG,natural,sub-12,58,0.609548522321391,ses-02,ERP,sub-15
WRONG,natural,sub-12,58,0.5164170905838948,ses-02,ERP,sub-17
WRONG,natural,sub-12,58,0.5687716152743382,ses-02,ERP,sub-18
WRONG,natural,sub-12,58,0.6075155928974465,ses-02,ERP,sub-19
WRONG,natural,sub-12,58,0.5771834391233415,ses-02,ERP,sub-21
WRONG,natural,sub-12,58,0.5957114343954456,ses-02,ERP,sub-23
WRONG,natural,sub-12,58,0.5702704947677293,ses-02,ERP,sub-24
GAIN_WRONG,natural,sub-12,58,0.6242892950631185,ses-02,ERP,sub-02
GAIN_WRONG,natural,sub-12,58,0.6193249815306376,ses-02,ERP,sub-03
GAIN_WRONG,natural,sub-12,58,0.565900366600914,ses-02,ERP,sub-05
GAIN_WRONG,natural,sub-12,58,0.57087508487138,ses-02,ERP,sub-06
GAIN_WRONG,natural,sub-12,58,0.5966882979767911,ses-02,ERP,sub-07
GAIN_WRONG,natural,sub-12,58,0.6577721081074256,ses-02,ERP,sub-09
GAIN_WRONG,natural,sub-12,58,0.5506648965406847,ses-02,ERP,sub-11
GAIN_WRONG,natural,sub-12,58,0.5777087554241619,ses-02,ERP,sub-14
GAIN_WRONG,natural,sub-12,58,0.6266510442771313,ses-02,ERP,sub-15
GAIN_WRONG,natural,sub-12,58,0.5629028932816824,ses-02,ERP,sub-17
GAIN_WRONG,natural,sub-12,58,0.6025705413770127,ses-02,ERP,sub-18
GAIN_WRONG,natural,sub-12,58,0.6470057284559151,ses-02,ERP,sub-19
GAIN_WRONG,natural,sub-12,58,0.5935353985563874,ses-02,ERP,sub-21
GAIN_WRONG,natural,sub-12,58,0.6251141459863566,ses-02,ERP,sub-23
GAIN_WRONG,natural,sub-12,58,0.5849932439154323,ses-02,ERP,sub-24
MATCH,natural,sub-12,37,0.5346309845594556,ses-02,SSVEP,
POP,natural,sub-12,37,0.8238752661445538,ses-02,SSVEP,
TIME_SHIFT,natural,sub-12,37,1.0009628730468338,ses-02,SSVEP,
CHANNEL_PERM,natural,sub-12,37,0.9294216632909882,ses-02,SSVEP,
