participant,family,method,rrmse,correlation,spectral_error,topography_error
2,swallowing,mean-WRONG,1.0521916737530257,0.05170358801391582,0.4399897227804738,0.17294062094783388
2,tongue,MATCH,1.0468781198774064,0.061356936129821855,0.15892345101705618,0.09682005127625806
2,tongue,POP,0.9897156306675502,0.2069366009748357,0.17208471266286715,0.09460353287202972
2,tongue,mean-WRONG,1.028872233399978,0.08477866102249666,0.1834936990744465,0.11088359968695831
5,chewing,MATCH,1.0582294940948487,0.0035940291027500375,0.8651051878929138,0.16102034449577332
5,chewing,POP,1.142019572854042,0.2114794009715361,0.817541255056858,0.18780526295304298
5,chewing,mean-WRONG,1.1507221540579429,0.0631707625115572,0.8660976809950974,0.1875537817581342
5,facial_emg,MATCH,1.0311568677425385,0.11189847348980049,0.33720638081431387,0.18499039923772215
5,facial_emg,POP,1.158483436703682,0.39659364193652624,0.30364269465208055,0.15594621561467648
5,facial_emg,mean-WRONG,1.1894838887911576,0.11519527650115743,0.33910865411162383,0.16848204259832317
5,head_motion,MATCH,1.0210036873817443,0.11490352969738656,0.37848842032253743,0.14221300082281232
5,head_motion,POP,1.1190371990203858,0.28134895122002135,0.3480669159442186,0.1364831356331706
5,head_motion,mean-WRONG,1.1385954641378844,0.09071468499854153,0.37513179899408267,0.13143480801238464
5,swallowing,MATCH,1.0409084379673004,0.07727865686779392,0.4330769382417202,0.18128922153264285
5,swallowing,POP,1.1882305979728698,0.32556101135541426,0.4075366616249084,0.15692949555814267
5,swallowing,mean-WRONG,1.1827086276732959,0.09609160907822482,0.43837011817556165,0.16977676055752317
5,tongue,MATCH,1.0221307426691055,0.18375941351704544,0.13151189051568507,0.0692590082064271
5,tongue,POP,1.2487000152468681,0.38084363261865045,0.1359596211463213,0.07240789560601116
5,tongue,mean-WRONG,1.2320434416715915,0.1275188574250568,0.14797670975900615,0.06836204432452528
6,chewing,MATCH,1.1119846537709237,0.06593021480503167,0.9095185801386834,0.14982889173552394
6,chewing,POP,1.1938525199890138,0.14544560953311492,0.8872082829475403,0.18135043643414975
6,chewing,mean-WRONG,1.1403029832702418,0.03459315095303763,0.927276739363487,0.18337962136675534
6,facial_emg,MATCH,1.1245783239603042,0.11078225013906266,0.4248543843626976,0.18163283010944725
6,facial_emg,POP,1.2004487708210945,0.23034237888040615,0.40866129472851753,0.1673010083846748
6,facial_emg,mean-WRONG,1.1538047037445582,0.05107835035948381,0.44173078852204173,0.20116800245327446
6,head_motion,MATCH,1.0919791266322136,0.09836766073640955,0.3758249659091234,0.14402695838361979
6,head_motion,POP,1.1165708631277085,0.20406870054336154,0.3635004572570324,0.1276185357477516
6,head_motion,mean-WRONG,1.1461850721102491,0.05713899965995747,0.40899041848113904,0.15567420221363695
6,swallowing,MATCH,1.146306037902832,0.11789333591521141,0.40112670361995695,0.1840043597854674
6,swallowing,POP,1.1910338565707206,0.23002074041984666,0.38364348784089086,0.16724613616243006
6,swallowing,mean-WRONG,1.1579420441618333,0.06470061564073631,0.4176293537307244,0.20071358440014034
6,tongue,MATCH,1.1731142342090606,0.12013438795100959,0.1681460626423359,0.0968263128772378
6,tongue,POP,1.2411053016781808,0.2768307377412983,0.1618658322840929,0.0901045884937048
6,tongue,mean-WRONG,1.1645057526918559,0.09611694920429528,0.1781462872830721,0.09802599065005779
8,chewing,MATCH,1.0952338320868356,0.08164426167486374,0.8274744207208807,0.1903473501662155
8,chewing,POP,1.081432002705413,0.14802415145943265,0.8029585380058784,0.17379077785200886
8,chewing,mean-WRONG,1.1102041492789607,0.054316534589099776,0.8562392937695807,0.18237808881185674
8,facial_emg,MATCH,1.115063957579724,0.11689077805630985,0.3124793163174159,0.1768597150100516
8,facial_emg,POP,1.0766384264865478,0.2819869040325991,0.2928807803175666,0.13430133336163186
8,facial_emg,mean-WRONG,1.1344201741030375,0.1021870888900988,0.3171779264496743,0.17193200255405588
8,head_motion,MATCH,1.089857209812511,0.10482810333360046,0.3350196703300848,0.14474265908749848
8,head_motion,POP,1.0284825369909212,0.27152265460378366,0.32184368788034884,0.13352928441259768
8,head_motion,mean-WRONG,1.0979135430607072,0.08764953501498798,0.34930830012008285,0.14166565484035873
8,swallowing,MATCH,1.121700663071174,0.0945510571962437,0.588823673787055,0.19327581567423685
8,swallowing,POP,1.0833562388048543,0.20963410147597134,0.5621219192232404,0.16595121298904542
8,swallowing,mean-WRONG,1.1152275420678879,0.07606165421026863,0.6047762112953725,0.18482374383904684
8,tongue,MATCH,1.1079204407605259,0.1446752833371574,0.16616067803138262,0.12447039110513476
8,tongue,POP,1.0580811063190558,0.38578144944025855,0.15455808200232393,0.10579578254323502
8,tongue,mean-WRONG,1.1082191108136799,0.1599660028615526,0.17169789560158907,0.11423874815076553
13,chewing,MATCH,1.0723976098439272,0.04379465953967814,0.87035591637387,0.14010348017601407
13,chewing,POP,1.126594966825317,0.11350502605705128,0.8505374499980141,0.1944173113169039
13,chewing,mean-WRONG,1.152040452232026,0.02895645917753578,0.8847714563480376,0.19501479130358298
13,facial_emg,MATCH,1.061225126771366,0.08880202108350552,0.4071727973573348,0.16409577582688892
13,facial_emg,POP,1.1973040901562746,0.1655800625731187,0.3859138629015754,0.1735098885700983
13,facial_emg,mean-WRONG,1.2111154352475644,0.05215687855875868,0.41079331420441995,0.17617284194531524
13,head_motion,MATCH,1.0560092855902279,0.0792389043312685,0.3276905204333803,0.12330155879916514
13,head_motion,POP,1.0922877157435698,0.17469347954700756,0.30689412763561397,0.1201748794547337
13,head_motion,mean-WRONG,1.1384542727030738,0.057258426923207095,0.33496118836906735,0.1335354459890596
13,swallowing,MATCH,1.0627562587752062,0.08295564676856616,0.40865356299807043,0.15218698277192957
13,swallowing,POP,1.1763013005256653,0.1522734466565054,0.3935951925814152,0.1615567894323784
13,swallowing,mean-WRONG,1.1975550257577365,0.050723400168286616,0.41928234268249426,0.16967404141413858
13,tongue,MATCH,1.0809065208715551,0.12560179446131603,0.1321923512253253,0.09235946636866121
13,tongue,POP,1.2283642353380428,0.2323856466928801,0.12255323790561627,0.08618125130648396
13,tongue,mean-WRONG,1.283390964070956,0.08518380531446158,0.13326390819890593,0.10131797577798182
14,chewing,MATCH,1.07811073199758,0.01092579160765925,0.9006445385375113,0.11632564684973573
14,chewing,POP,1.0074238979591514,0.18004774381527336,0.9211779596670618,0.10991810887770832
14,chewing,mean-WRONG,1.0432039837470917,0.052721454329424086,0.9580543608357,0.11877598395104197
14,facial_emg,MATCH,1.0904603341840349,0.03887933719156807,0.35376333993560866,0.138003223768945
14,facial_emg,POP,0.9671120182523187,0.27035768724343107,0.3499562363579588,0.12942912064070972
14,facial_emg,mean-WRONG,1.0297519943784832,0.09014962512944655,0.37752984310537974,0.1463233199964636
14,head_motion,MATCH,1.0516525911835004,0.05013571911833453,0.245899101121808,0.07963376825253637
14,head_motion,POP,0.9752459885939112,0.25193458930109,0.2582456936954327,0.07105718962496745
14,head_motion,mean-WRONG,1.0527543329164346,0.07121781810134913,0.26989223859511374,0.08370367793373845
14,swallowing,MATCH,1.0895749949059397,0.02887134166852246,0.4471535238454927,0.13009052639299967
14,swallowing,POP,0.9916047858742049,0.23043236216180582,0.45339651658849894,0.12561461062363857
14,swallowing,mean-WRONG,1.0363364055792919,0.07345348370370042,0.4818175597332237,0.13781066001405456
14,tongue,MATCH,1.0582988970684555,0.11631336345836416,0.23313729999200353,0.11206348901087383
14,tongue,POP,0.8948896561028823,0.4811140456917412,0.23551249293223867,0.09814452225307249
14,tongue,mean-WRONG,1.0126342021551413,0.157579816770516,0.25209662691762824,0.11920625262584969
16,chewing,MATCH,1.0449653789401054,0.053867728387342204,0.9440884739160538,0.08828478306531906
16,chewing,POP,1.0602919086813927,0.09928762059015216,0.9592086374759674,0.1069607937708497
16,chewing,mean-WRONG,1.0871002677650679,0.03213447558857864,0.9755207155964204,0.11372737538379928
16,facial_emg,MATCH,1.045072503387928,0.08942230031792343,0.34018932208418845,0.13496820153668523
16,facial_emg,POP,1.0304793938994408,0.20945891891642782,0.35989643782377245,0.1272369588725269
16,facial_emg,mean-WRONG,1.0814444522417725,0.06345824008015456,0.36002825484389345,0.14088942371308805
16,head_motion,MATCH,1.0405596420168877,0.045593164439112134,0.3838303299620748,0.1291062453761697
16,head_motion,POP,1.0357465162873267,0.14330811648850755,0.3862806076183915,0.12317795725539327
16,head_motion,mean-WRONG,1.0776880230754613,0.044102117978898674,0.43088222277749866,0.13549532568126563
16,swallowing,MATCH,1.0396174594759942,0.06848070679109249,0.7416817955672741,0.1088350884616375
16,swallowing,POP,1.0383709520101547,0.15190726049590342,0.7518588565289974,0.11803022902458907
16,swallowing,mean-WRONG,1.085082415207511,0.045841510780594376,0.8098617558766689,0.12400361389986106
16,tongue,MATCH,1.0360075578093528,0.09545571100646384,0.1578389633446932,0.10022985180839897
16,tongue,POP,1.0248966559767723,0.23815594997675396,0.1698319224640727,0.0871098822914064
16,tongue,mean-WRONG,1.077489142439195,0.07497361708484761,0.17413128831734262,0.10447547449508592
18,chewing,MATCH,1.055701589355102,0.012614047172005566,0.968672493329415,0.10739281924011615
18,chewing,POP,1.1315791583978212,0.05786939773989548,0.8896450927624335,0.12922515935049608
18,chewing,mean-WRONG,1.1260906932266328,0.027646756351507318,0.9136620753589474,0.1338818225337554
18,facial_emg,MATCH,1.0532798824402003,0.04990961210029325,0.4287326398950357,0.15828160038934305
18,facial_emg,POP,1.1175718387732139,0.11131323989856325,0.405589766227282,0.14524577901913568
18,facial_emg,mean-WRONG,1.115068698550459,0.049546285774306385,0.4196577525523665,0.15315841694914628
18,head_motion,MATCH,1.0330568930277457,0.05655704484054252,0.25922433315561366,0.11300116816822153
18,head_motion,POP,1.1125877064007978,0.15889478785682037,0.23879769462375686,0.0954752113813391
18,head_motion,mean-WRONG,1.1144757010276594,0.064902879215564,0.24665163798854217,0.10214362207619243
18,swallowing,MATCH,1.058571158693387,0.04106622107296387,0.44157581948317015,0.15650189567643863
18,swallowing,POP,1.128956858928387,0.11508442508293697,0.41338906494470745,0.14306619290549022
18,swallowing,mean-WRONG,1.1179668752877172,0.04677046360300814,0.4323484015337682,0.151422548795695
18,tongue,MATCH,1.064882910022369,0.04469284958444742,0.16140017056694397,0.10184728913009167
18,tongue,POP,1.0965944093007307,0.19832608537260926,0.15564396060430086,0.08872071843451032
18,tongue,mean-WRONG,1.106917845294823,0.08560931812713855,0.16199656257265518,0.09725010833687875
20,chewing,MATCH,1.0456712182079042,0.03242998696252299,0.8975674552576882,0.10787875937031847
20,chewing,POP,1.0517633280583791,0.09624704218004584,0.899781563452312,0.13074909257037298
20,chewing,mean-WRONG,1.069130546280316,0.030756884107446463,0.9004932237522943,0.1339474083855748
20,facial_emg,MATCH,1.038726887532643,0.08673659643690561,0.34635223262012005,0.15374605131468602
20,facial_emg,POP,1.0146345496177673,0.21043711179927146,0.34787603308047566,0.1469175372538822
20,facial_emg,mean-WRONG,1.0594712219067983,0.07960524941461859,0.3507065873327,0.15536477701472384
20,head_motion,MATCH,1.0286865447248732,0.09229101314808046,0.3545596365417753,0.12796109967998096
20,head_motion,POP,1.0262576660939626,0.14087588472722143,0.3573597030980246,0.14080308377742767
20,head_motion,mean-WRONG,1.0562613035951343,0.05241965709310427,0.361617990050997,0.13694838607417686
20,swallowing,MATCH,1.0259287719215666,0.10433080785164875,0.3766941321747644,0.14382644210542953
20,swallowing,POP,1.042435769523893,0.16692902175679608,0.37401778995990753,0.13746188235070025
20,swallowing,mean-WRONG,1.0774806676166397,0.061786747328486415,0.3798858552106789,0.14742412090833698
20,tongue,MATCH,1.0174035727977753,0.12809306518823363,0.22447157970496587,0.10767735221556254
20,tongue,POP,1.0061659578766142,0.23313736894284096,0.22679875471762248,0.1051476915766086
20,tongue,mean-WRONG,1.0562003948858805,0.09471718767747087,0.23244908638298512,0.11079838179451014
21,chewing,MATCH,1.0828160734280297,0.0705521800636007,0.8901695207409237,0.12172810381035441
21,chewing,POP,1.066740522566049,0.15483910174533214,0.8364284641068914,0.11746141136340472
21,chewing,mean-WRONG,1.0805503848892966,0.058710792567653915,0.8698094143659922,0.1187689428615846
21,facial_emg,MATCH,1.077772481933884,0.09714153861551846,0.3540027518959149,0.14765786889778532
21,facial_emg,POP,1.0314141330511675,0.26816086391844435,0.33335620974716934,0.12645648666859968
21,facial_emg,mean-WRONG,1.0657529922503028,0.10389590596157874,0.34718970703532875,0.14947475760890264
21,head_motion,MATCH,1.08041510698588,0.11808693818906486,0.3775239722074374,0.11669783555376141
21,head_motion,POP,1.0314824043408684,0.21514492083984357,0.35617510269841424,0.10758555073129095
21,head_motion,mean-WRONG,1.0931609979907662,0.07557678163066132,0.3645040210791095,0.11025999157179575
21,swallowing,MATCH,1.0704737040011778,0.08945057672842498,0.4664892661182777,0.14719302826763495
21,swallowing,POP,1.0287841260433197,0.25179885234695154,0.43920330751849257,0.12946948971923278
21,swallowing,mean-WRONG,1.069090209438564,0.09212598077859815,0.45859943256901226,0.14884548023235405
21,tongue,MATCH,1.0662929862737656,0.13378657445065237,0.18770262076640906,0.09544227924197912
21,tongue,POP,0.9789673342652943,0.3545423875755343,0.17954311017756877,0.0767716423648855
21,tongue,mean-WRONG,1.0539034387774007,0.139692922195958,0.1928170938399372,0.10344942593409195
22,chewing,MATCH,1.0303457417185344,0.09948893410236474,0.9677455737477257,0.13249744262014115
22,chewing,POP,1.0055415289742606,0.18396278709027022,0.9440232212581332,0.1340796657734447
22,chewing,mean-WRONG,1.0338308119548254,0.06967666740136756,0.966819292474288,0.1399378444205729
22,facial_emg,MATCH,1.0231115127366686,0.13644614214022435,0.34070314419648,0.1702511278055017
22,facial_emg,POP,0.9512245796975636,0.3190324502349777,0.3508067112120371,0.16969772712105796
22,facial_emg,mean-WRONG,1.0127830324301061,0.11914304327396279,0.3587445730327541,0.1886419086076856
22,head_motion,MATCH,1.0038598719097318,0.1358413816840701,0.341645576828529,0.1153757774404117
22,head_motion,POP,0.954961687799484,0.28784257250567863,0.328031926075854,0.10776731162701571
22,head_motion,mean-WRONG,1.0327764107084973,0.11634335415080116,0.34671929138547697,0.11942852263021743
22,swallowing,MATCH,1.0317517064866566,0.11092679997926284,0.5373357922311813,0.1621142439544201
22,swallowing,POP,0.9884862360500154,0.23511219741838787,0.5353011588255564,0.16322088726456202
22,swallowing,mean-WRONG,1.024026534980179,0.08911750606246754,0.5486083142868764,0.17244337058861506
22,tongue,MATCH,0.9903369754079788,0.22798960521199096,0.19417679889334571,0.10627324193242997
22,tongue,POP,0.9211963188080561,0.39371567742576846,0.18940356101781602,0.09866666696256116
22,tongue,mean-WRONG,1.0076232729632049,0.16705038455214907,0.19490455780064592,0.11617286856637604
23,chewing,MATCH,1.0651862602680922,0.15358474510437564,0.8575995313003659,0.136810012802016
23,chewing,POP,1.1142767667770386,0.1477154938445521,0.8047401001676917,0.1607144467998296
23,chewing,mean-WRONG,1.1246932656528092,0.06109820827819249,0.8287044329473223,0.1541490578898587
23,facial_emg,MATCH,1.0617290576919913,0.21662250229048963,0.3287914317334071,0.13618115993449464
23,facial_emg,POP,1.118959198705852,0.24794741054147593,0.29801325662992895,0.13789529725909233
23,facial_emg,mean-WRONG,1.1438832600815938,0.09473081466277143,0.3282173490611454,0.1437049696862232
23,head_motion,MATCH,1.0553962038829923,0.1323483578893162,0.3200979995308444,0.10458806020324118
23,head_motion,POP,1.0773538704961538,0.16679954519828816,0.2993048037169501,0.10760457627475262
23,head_motion,mean-WRONG,1.1096643212466286,0.06792652807863303,0.30254537411368426,0.10656658190538366
23,swallowing,MATCH,1.0579284466803074,0.20019057038168292,0.4045547405257821,0.14281626464799047
23,swallowing,POP,1.1331724347546697,0.2161851876682311,0.37304828059859574,0.14895302342483774
23,swallowing,mean-WRONG,1.1401960824974453,0.08491421163086434,0.3977483274140515,0.15174312951037278
23,tongue,MATCH,1.0377140790224075,0.24287524866359606,0.13527890099794604,0.07623312424402684
23,tongue,POP,1.1048220386728644,0.29067655162433537,0.13080572936451063,0.07509695447515696
23,tongue,mean-WRONG,1.1450789675832942,0.11293409526573282,0.13719545676080414,0.08197569858147732
26,chewing,MATCH,1.0625357212764877,0.042685883379371896,0.8955101126006672,0.1218539367296866
26,chewing,POP,1.0480035905327116,0.17230560088359548,0.9205883113401276,0.13585047077919757
26,chewing,mean-WRONG,1.0700262245170926,0.05098275444700364,0.939711570511667,0.14108052264366827
26,facial_emg,MATCH,1.0614579319953918,0.0880427166136964,0.3866063481462853,0.16595256651219512
26,facial_emg,POP,1.0116161374109132,0.3097206799510857,0.40326046145388056,0.15046274971349963
26,facial_emg,mean-WRONG,1.0695189267244873,0.08523499420548121,0.41387712352015843,0.17259535488045336
26,head_motion,MATCH,1.036669293684619,0.08221667274319999,0.38296686485409737,0.12241323242363121
26,head_motion,POP,1.02392112995897,0.2111099436377321,0.3864017885976604,0.1096790811945019
26,head_motion,mean-WRONG,1.0774366454962565,0.06813280923904774,0.38953602953566885,0.12207636425428435
26,swallowing,MATCH,1.058575603578772,0.0890030621132324,0.40383436903357506,0.16198843654378184
26,swallowing,POP,1.0284472714577402,0.2755619967737302,0.42232948781124185,0.15002950773175275
26,swallowing,mean-WRONG,1.070591958809872,0.08259954166581278,0.4442319778763518,0.17037494057951003
26,tongue,MATCH,1.042477975998606,0.12650676235230077,0.23777682440621511,0.1248660722547876
26,tongue,POP,0.9953225467886243,0.3463093126279907,0.24091064876743726,0.11342032722729657
26,tongue,mean-WRONG,1.0545393828378649,0.1320690846915533,0.2558759199645447,0.13217825961669868
27,chewing,MATCH,1.0938120314053126,0.04623726761612253,0.8394932597875595,0.16336513736418315
27,chewing,POP,1.1567042917013168,0.12032538301376285,0.8003745781523841,0.2138642253620284
27,chewing,mean-WRONG,1.130486007602442,0.048438614951895144,0.8427571338557062,0.19363371176379066
27,facial_emg,MATCH,1.094523502247674,0.07927936416556183,0.37474312260746956,0.16942559289080755
27,facial_emg,POP,1.1808175444602966,0.19735293573611862,0.35713437465684755,0.180052448330181
27,facial_emg,mean-WRONG,1.1674284523441678,0.06353755309739888,0.3843673132581726,0.18218800989866615
27,head_motion,MATCH,1.123178875872067,0.04329600446999316,0.27007312600367833,0.12867266185847775
27,head_motion,POP,1.0871147130216872,0.23508483223383728,0.25379971594416667,0.12532517624536663
27,head_motion,mean-WRONG,1.123262704660495,0.07136186098170885,0.26936674420999007,0.13543589172712972
27,swallowing,MATCH,1.0836389809846878,0.08730155059319102,0.3957699579851968,0.16724368716989244
27,swallowing,POP,1.177708117025239,0.1864578736028236,0.37640662704195293,0.17518352371241366
27,swallowing,mean-WRONG,1.1650661581328936,0.063406425506465,0.4068513256275938,0.18246829015247168
27,tongue,MATCH,1.0858677348920278,0.03886520911714731,0.17200266889163426,0.10856320935168437
27,tongue,POP,1.1707665494510107,0.24839439810916544,0.16898883400218828,0.10978413486321058
27,tongue,mean-WRONG,1.1796194809888092,0.07165122596480024,0.17769457512934295,0.11237594239147645
29,chewing,MATCH,1.1231235768646002,0.02849406627111923,0.8625005148351192,0.1636824959423393
29,chewing,POP,1.0754776019603014,0.14750685016171114,0.8738204780966043,0.1610307120718062
29,chewing,mean-WRONG,1.1035113410713773,0.032425423269026844,0.9108769772574306,0.17219523823587224
29,facial_emg,MATCH,1.1490975860506296,0.04497918858878036,0.40722059924155474,0.16013493679929525
29,facial_emg,POP,1.1262288019061089,0.21519454159054408,0.3933773310855031,0.1624741858104244
29,facial_emg,mean-WRONG,1.1409830123496552,0.048007926526052985,0.4197647496281813,0.1747430064230381
29,head_motion,MATCH,1.0921768303960562,0.08090014540608752,0.34019396151416004,0.11352282529696822
29,head_motion,POP,1.002853313460946,0.22714179328957615,0.3459529250394553,0.11025124916341156
29,head_motion,mean-WRONG,1.0820020758546889,0.06121748301780589,0.36495008882290375,0.12707630565273575
29,swallowing,MATCH,1.1525529250502586,0.04750776879080955,0.3685136395506561,0.14677130855852738
29,swallowing,POP,1.1505432445555925,0.2090469333589173,0.35844411375001073,0.15232555544935167
29,swallowing,mean-WRONG,1.1396005729523797,0.04719900460167959,0.38299911698171246,0.15616226873923247
29,tongue,MATCH,1.1424774155020714,0.11645721127741873,0.18543321383185685,0.12185906706145033
29,tongue,POP,1.0218607056885958,0.3605768226075269,0.17579059908166528,0.09864331455901265
29,tongue,mean-WRONG,1.1288187922909856,0.10093281581385564,0.18933663468730325,0.13199099241076814
30,chewing,MATCH,1.0170006967253156,0.11790259394422183,0.9005358782079484,0.18519401301940283
30,chewing,POP,1.0456765062279172,0.10999195091536108,0.8352259132597182,0.18141207161049047
30,chewing,mean-WRONG,1.0612023824300523,0.05499938769594627,0.8730079721436541,0.19475342041979996
30,facial_emg,MATCH,1.0045544819699392,0.18190292694494,0.36643243870801395,0.21558202616870403
30,facial_emg,POP,1.0102208505074184,0.20243975876268827,0.34288306741250885,0.18754902771777576
30,facial_emg,mean-WRONG,1.0555859251409514,0.08308168854411004,0.36179465619035256,0.21036498535933912
30,head_motion,MATCH,1.010009616613388,0.1446746500302531,0.3988723216785325,0.1843157893874579
30,head_motion,POP,0.9658163769377602,0.3298601613156851,0.36369359948568875,0.15413044299930334
30,head_motion,mean-WRONG,1.037872186328611,0.1155726486481685,0.39066027674792164,0.18272053024086815
30,swallowing,MATCH,1.0117445074849658,0.151437165348068,0.4891238469216559,0.20587650148404968
30,swallowing,POP,1.0327472885449727,0.17650311899871227,0.4537522287832366,0.187387989833951
30,swallowing,mean-WRONG,1.059213474392891,0.07476639619025519,0.4812645239707752,0.2029149111232951
30,tongue,MATCH,1.0183161430888705,0.1790679479422423,0.1592655593736304,0.14538383654629192
30,tongue,POP,0.9758338431517283,0.305799934169512,0.15282555462585556,0.11414919265856345
30,tongue,mean-WRONG,1.0556104264707646,0.11806486937928896,0.16487185899805054,0.14141044329103622
