method,strength,folds,seeds,fixed_head_balanced_accuracy,retrained_head_balanced_accuracy,calibration_error,worst_participant_accuracy,between_participant_variance,linear_subject_probe_balanced_accuracy,adaptive_subject_attack_balanced_accuracy,cross_session_verification_balanced_accuracy,cross_session_same_different_auroc
RAW,na,3,1,0.32021604938271614,0.33179012345679015,0.3193043375180828,0.2604166666666667,0.004017436128257885,0.7060185185185185,0.6685956790123456,0.623070987654321,0.5931875027286488
LEACE,na,3,1,0.31790123456790126,0.3275462962962963,0.3189024795996554,0.26620370370370366,0.002825199331275719,0.6720679012345679,0.6651234567901234,0.5871913580246914,0.5752915114616112
DANN,medium,3,1,0.3260030864197531,0.3279320987654321,0.4428581205645094,0.26273148148148145,0.005002036179698217,0.7060185185185186,0.6797839506172839,0.5632716049382717,0.5850829897518726
one_step,weak,3,2,0.31867283950617287,0.3314043209876543,0.32810338128381117,0.26041666666666663,0.003870081018518518,0.7038966049382717,0.6751543209876544,0.6055169753086419,0.5879138577898644
one_step,medium,3,2,0.32175925925925924,0.328125,0.33260790897924225,0.2644675925925926,0.0037166977451989023,0.6979166666666666,0.6678240740740741,0.5931712962962964,0.5819930654505711
one_step,strong,3,2,0.32407407407407407,0.3265817901234568,0.3392560455752652,0.27141203703703703,0.0031480409807956113,0.6782407407407408,0.6610725308641975,0.5814043209876543,0.5770156948905439
SANDiff,weak,3,2,0.3202160493827161,0.3327546296296297,0.3326609292309041,0.2621527777777778,0.003766262645747599,0.7023533950617283,0.6728395061728395,0.6024305555555556,0.5872666249849061
SANDiff,medium,3,2,0.32253086419753085,0.33198302469135804,0.34580644650131837,0.26967592592592593,0.0032156903720850483,0.6946373456790124,0.6674382716049383,0.5887345679012346,0.5801366201703443
SANDiff,strong,3,2,0.32503858024691357,0.3298611111111111,0.36038484338693966,0.27546296296296297,0.002919640560699589,0.6795910493827161,0.6541280864197531,0.5773533950617283,0.573475567222011
