fold,metric,panel,participant,condition,identity_margin,auroc,rank1,tar_at_far5
4,cosine,physiological,5,1,0.06276441365480423,0.6703601108033241,0.47368421052631576,0.10526315789473684
4,cosine,physiological,5,2,0.15710754692554474,0.8462603878116344,0.8421052631578947,0.47368421052631576
4,cosine,physiological,10,1,0.1645517498254776,0.8642659279778393,1.0,0.3684210526315789
4,cosine,physiological,10,2,0.1458674967288971,0.8462603878116344,0.8947368421052632,0.3157894736842105
4,cosine,physiological,15,1,-0.03805295005440712,0.3975069252077562,0.42105263157894735,0.0
4,cosine,physiological,15,2,-0.035974014550447464,0.35318559556786705,0.15789473684210525,0.0
4,cosine,phase_locked_erp,5,1,0.33908751606941223,1.0,1.0,1.0
4,cosine,phase_locked_erp,5,2,0.27002015709877014,1.0,1.0,1.0
4,cosine,phase_locked_erp,10,1,0.28063860535621643,1.0,1.0,1.0
4,cosine,phase_locked_erp,10,2,0.28844377398490906,1.0,1.0,1.0
4,cosine,phase_locked_erp,15,1,-0.27888667583465576,0.0,0.0,0.0
4,cosine,phase_locked_erp,15,2,0.16976870596408844,1.0,1.0,1.0
4,cosine,induced_residual,5,1,0.00103497423697263,0.5138504155124654,0.47368421052631576,0.3157894736842105
4,cosine,induced_residual,5,2,0.0010137093486264348,0.5207756232686981,0.3684210526315789,0.2631578947368421
4,cosine,induced_residual,10,1,-0.00023579428670927882,0.4639889196675899,0.2631578947368421,0.05263157894736842
4,cosine,induced_residual,10,2,-1.2092513316019904e-05,0.5055401662049861,0.47368421052631576,0.0
4,cosine,induced_residual,15,1,-0.00018726583220995963,0.4833795013850415,0.10526315789473684,0.0
4,cosine,induced_residual,15,2,0.00022663813433609903,0.5193905817174516,0.2631578947368421,0.0
4,cosine,artifact_acquisition_only,5,1,0.001112931757234037,0.5083102493074791,0.21052631578947367,0.05263157894736842
4,cosine,artifact_acquisition_only,5,2,0.0017750738188624382,0.48476454293628807,0.2631578947368421,0.10526315789473684
4,cosine,artifact_acquisition_only,10,1,0.032520443201065063,0.8462603878116343,0.7368421052631579,0.631578947368421
4,cosine,artifact_acquisition_only,10,2,0.01909397356212139,0.7285318559556786,0.7368421052631579,0.3157894736842105
4,cosine,artifact_acquisition_only,15,1,0.010886171832680702,0.6828254847645429,0.5263157894736842,0.10526315789473684
4,cosine,artifact_acquisition_only,15,2,0.015912922099232674,0.7008310249307479,0.5263157894736842,0.10526315789473684
4,cosine,amplitude_only,5,1,0.08311692625284195,0.6218836565096952,0.2631578947368421,0.0
4,cosine,amplitude_only,5,2,0.1365155726671219,0.7202216066481995,0.7368421052631579,0.5263157894736842
