fold,panel,identity_fraction,session_fraction,condition_fraction,artifact_fraction
4,physiological,0.06517224758863449,0.004253176972270012,0.03594720736145973,0.00813859049230814
4,phase_locked_erp,0.3576178550720215,0.017609788104891777,0.15615028142929077,0.03779131919145584
4,induced_residual,0.0005138432024978101,4.5308424887480214e-05,2.8428114092093892e-05,0.00046929321251809597
4,artifact_acquisition_only,0.0580509789288044,0.0030841499101370573,0.0011863377876579762,0.00966437254101038
4,amplitude_only,0.06980834901332855,0.003179734107106924,0.004855550359934568,0.008422289974987507
4,topography_only,0.06980834901332855,0.0031797338742762804,0.004855550359934568,0.008422289974987507
4,latency_morphology_only,0.06517225503921509,0.004253176972270012,0.035947203636169434,0.00813859049230814
4,band_0.5_4,0.05947136878967285,0.0046582091599702835,0.06889383494853973,0.007734859827905893
4,band_4_8,0.04819658026099205,0.0010004773503169417,0.07485843449831009,0.0072260210290551186
4,band_8_13,0.15706826746463776,0.0012550411047413945,0.00386781245470047,0.00890402402728796
4,band_13_30,0.023722216486930847,0.0010584448464214802,0.001902430085465312,0.004412001930177212
4,band_30_45,0.021524932235479355,0.0008844381663948298,0.0012841097777709365,0.004260088317096233
4,band_45_100,0.01376443263143301,0.0009714096086099744,0.0012679067440330982,0.001966361654922366
