fold,participant,query_index,family,context,donor,selected_codes,observable_only
2,5,0,facial_emg,WRONG,30,p30:08;p30:04;p30:10;p30:15;p30:11;p30:07;p30:06;p30:00,1
2,5,0,facial_emg,POP,,p22:13;p14:15;p23:09;p21:14;p23:05;p06:08;p06:02;p23:03,1
2,5,0,facial_emg,MATCH,5,p05:01;p05:08;p05:02;p05:11;p05:07;p05:03;p05:04;p05:09,1
2,5,1,head_motion,WRONG,11,,1
2,5,1,head_motion,WRONG,18,p18:12;p18:05;p18:11;p18:04;p18:01;p18:06;p18:10;p18:14,1
2,5,1,head_motion,WRONG,30,p30:07;p30:06;p30:00;p30:09;p30:10;p30:13;p30:08;p30:02,1
2,5,1,head_motion,POP,,p14:08;p23:05;p06:09;p06:07;p29:13;p02:01;p01:03;p06:15,1
2,5,1,head_motion,MATCH,5,p05:08;p05:00;p05:06;p05:02;p05:12;p05:09;p05:13;p05:07,1
2,5,1,chewing,WRONG,11,,1
2,5,1,chewing,WRONG,18,p18:15;p18:04;p18:05;p18:11;p18:01;p18:06;p18:10;p18:14,1
2,5,1,chewing,WRONG,30,p30:06;p30:05;p30:10;p30:08;p30:00;p30:09;p30:13;p30:02,1
2,5,1,chewing,POP,,p14:08;p23:05;p06:09;p06:07;p29:13;p02:01;p01:03;p06:15,1
2,5,1,chewing,MATCH,5,p05:12;p05:00;p05:02;p05:03;p05:09;p05:13;p05:08;p05:07,1
2,5,1,tongue,WRONG,11,,1
2,5,1,tongue,WRONG,18,p18:00;p18:04;p18:05;p18:12;p18:01;p18:06;p18:10;p18:14,1
2,5,1,tongue,WRONG,30,p30:06;p30:10;p30:00;p30:05;p30:09;p30:08;p30:13;p30:02,1
2,5,1,tongue,POP,,p14:08;p23:05;p06:09;p06:07;p02:01;p29:13;p01:03;p06:15,1
2,5,1,tongue,MATCH,5,p05:12;p05:10;p05:11;p05:06;p05:02;p05:13;p05:09;p05:07,1
2,5,1,swallowing,WRONG,11,,1
2,5,1,swallowing,WRONG,18,p18:00;p18:11;p18:12;p18:05;p18:01;p18:06;p18:10;p18:14,1
2,5,1,swallowing,WRONG,30,p30:10;p30:06;p30:08;p30:05;p30:13;p30:00;p30:09;p30:02,1
2,5,1,swallowing,POP,,p23:05;p14:08;p06:09;p06:07;p02:01;p29:13;p01:03;p06:15,1
2,5,1,swallowing,MATCH,5,p05:12;p05:00;p05:02;p05:14;p05:09;p05:11;p05:13;p05:07,1
2,5,1,facial_emg,WRONG,11,,1
2,5,1,facial_emg,WRONG,18,p18:04;p18:11;p18:12;p18:05;p18:01;p18:06;p18:10;p18:14,1
2,5,1,facial_emg,WRONG,30,p30:08;p30:06;p30:00;p30:10;p30:13;p30:09;p30:05;p30:02,1
2,5,1,facial_emg,POP,,p23:05;p14:08;p06:09;p06:07;p02:01;p01:03;p29:13;p06:15,1
2,5,1,facial_emg,MATCH,5,p05:14;p05:02;p05:00;p05:08;p05:13;p05:09;p05:11;p05:07,1
2,5,2,head_motion,WRONG,11,,1
2,5,2,head_motion,WRONG,18,p18:04;p18:07;p18:06;p18:15;p18:12;p18:02;p18:14;p18:13,1
2,5,2,head_motion,WRONG,30,p30:04;p30:13;p30:01;p30:12;p30:10;p30:14;p30:03;p30:15,1
2,5,2,head_motion,POP,,p14:13;p26:06;p26:09;p14:07;p21:00;p21:02;p21:08;p06:01,1
2,5,2,head_motion,MATCH,5,p05:02;p05:13;p05:08;p05:12;p05:05;p05:11;p05:04;p05:14,1
2,5,2,chewing,WRONG,11,,1
2,5,2,chewing,WRONG,18,p18:07;p18:15;p18:00;p18:06;p18:12;p18:09;p18:02;p18:13,1
2,5,2,chewing,WRONG,30,p30:14;p30:13;p30:01;p30:10;p30:09;p30:03;p30:12;p30:15,1
2,5,2,chewing,POP,,p14:07;p26:09;p26:06;p23:10;p21:02;p21:00;p06:01;p21:08,1
2,5,2,chewing,MATCH,5,p05:00;p05:13;p05:04;p05:05;p05:12;p05:09;p05:11;p05:14,1
2,5,2,tongue,WRONG,11,,1
2,5,2,tongue,WRONG,18,p18:00;p18:14;p18:06;p18:07;p18:15;p18:12;p18:02;p18:13,1
2,5,2,tongue,WRONG,30,p30:04;p30:10;p30:01;p30:13;p30:14;p30:03;p30:12;p30:15,1
2,5,2,tongue,POP,,p23:10;p26:06;p26:09;p14:07;p21:02;p21:00;p21:08;p06:01,1
2,5,2,tongue,MATCH,5,p05:08;p05:13;p05:09;p05:05;p05:12;p05:04;p05:11;p05:14,1
2,5,2,swallowing,WRONG,11,,1
2,5,2,swallowing,WRONG,18,p18:09;p18:00;p18:15;p18:07;p18:06;p18:12;p18:02;p18:13,1
2,5,2,swallowing,WRONG,30,p30:10;p30:09;p30:14;p30:01;p30:13;p30:03;p30:12;p30:15,1
2,5,2,swallowing,POP,,p26:06;p23:10;p14:07;p26:09;p21:02;p21:00;p06:01;p21:08,1
2,5,2,swallowing,MATCH,5,p05:00;p05:04;p05:13;p05:12;p05:05;p05:11;p05:09;p05:14,1
2,5,2,facial_emg,WRONG,11,,1
2,5,2,facial_emg,WRONG,18,p18:09;p18:00;p18:15;p18:07;p18:06;p18:12;p18:02;p18:13,1
2,5,2,facial_emg,WRONG,30,p30:10;p30:09;p30:13;p30:14;p30:01;p30:03;p30:12;p30:15,1
2,5,2,facial_emg,POP,,p26:06;p23:10;p14:07;p26:09;p21:02;p21:00;p06:01;p21:08,1
2,5,2,facial_emg,MATCH,5,p05:00;p05:04;p05:13;p05:12;p05:05;p05:11;p05:09;p05:14,1
2,5,3,head_motion,WRONG,11,,1
2,5,3,head_motion,WRONG,18,p18:09;p18:01;p18:07;p18:02;p18:03;p18:04;p18:13;p18:08,1
2,5,3,head_motion,WRONG,30,p30:01;p30:03;p30:12;p30:08;p30:00;p30:05;p30:14;p30:07,1
2,5,3,head_motion,POP,,p21:13;p23:06;p23:15;p29:03;p21:03;p22:01;p14:05;p06:10,1
2,5,3,head_motion,MATCH,5,p05:02;p05:15;p05:06;p05:12;p05:11;p05:00;p05:01;p05:09,1
2,5,3,chewing,WRONG,11,,1
2,5,3,chewing,WRONG,18,p18:01;p18:15;p18:08;p18:07;p18:02;p18:09;p18:03;p18:13,1
2,5,3,chewing,WRONG,30,p30:10;p30:08;p30:12;p30:07;p30:05;p30:01;p30:03;p30:14,1
2,5,3,chewing,POP,,p23:13;p21:13;p23:15;p29:03;p21:03;p22:01;p14:05;p06:10,1
2,5,3,chewing,MATCH,5,p05:11;p05:15;p05:12;p05:02;p05:05;p05:09;p05:00;p05:01,1
2,5,3,tongue,WRONG,11,,1
2,5,3,tongue,WRONG,18,p18:11;p18:10;p18:02;p18:07;p18:03;p18:13;p18:04;p18:08,1
2,5,3,tongue,WRONG,30,p30:11;p30:00;p30:03;p30:12;p30:08;p30:07;p30:14;p30:05,1
2,5,3,tongue,POP,,p14:05;p29:03;p14:15;p23:15;p21:03;p22:01;p06:10;p23:06,1
2,5,3,tongue,MATCH,5,p05:02;p05:15;p05:00;p05:11;p05:12;p05:01;p05:06;p05:09,1
2,5,3,swallowing,WRONG,11,,1
2,5,3,swallowing,WRONG,18,p18:01;p18:07;p18:04;p18:02;p18:03;p18:09;p18:13;p18:08,1
2,5,3,swallowing,WRONG,30,p30:12;p30:09;p30:07;p30:05;p30:01;p30:00;p30:03;p30:14,1
2,5,3,swallowing,POP,,p23:13;p21:13;p29:03;p23:15;p22:01;p21:03;p14:05;p06:10,1
2,5,3,swallowing,MATCH,5,p05:05;p05:15;p05:02;p05:00;p05:12;p05:11;p05:09;p05:01,1
2,5,3,facial_emg,WRONG,11,,1
2,5,3,facial_emg,WRONG,18,p18:05;p18:07;p18:03;p18:09;p18:02;p18:04;p18:13;p18:08,1
2,5,3,facial_emg,WRONG,30,p30:02;p30:08;p30:05;p30:00;p30:07;p30:01;p30:03;p30:14,1
2,5,3,facial_emg,POP,,p23:06;p21:13;p23:15;p29:03;p22:01;p21:03;p14:05;p06:10,1
2,5,3,facial_emg,MATCH,5,p05:02;p05:06;p05:15;p05:00;p05:12;p05:11;p05:01;p05:09,1
2,5,4,head_motion,WRONG,11,,1
2,5,4,head_motion,WRONG,18,p18:14;p18:09;p18:11;p18:08;p18:13;p18:04;p18:03;p18:06,1
2,5,4,head_motion,WRONG,30,p30:08;p30:02;p30:15;p30:05;p30:03;p30:04;p30:12;p30:14,1
2,5,4,head_motion,POP,,p26:11;p29:00;p21:02;p08:01;p21:01;p29:08;p08:15;p29:11,1
2,5,4,head_motion,MATCH,5,p05:01;p05:02;p05:00;p05:10;p05:14;p05:05;p05:11;p05:09,1
2,5,4,chewing,WRONG,11,,1
2,5,4,chewing,WRONG,18,p18:07;p18:02;p18:04;p18:08;p18:03;p18:09;p18:13;p18:06,1
2,5,4,chewing,WRONG,30,p30:07;p30:09;p30:04;p30:02;p30:05;p30:03;p30:12;p30:14,1
2,5,4,chewing,POP,,p13:00;p26:14;p02:11;p13:07;p14:05;p14:01;p27:06;p29:11,1
2,5,4,chewing,MATCH,5,p05:02;p05:10;p05:04;p05:00;p05:09;p05:11;p05:05;p05:15,1
2,5,4,tongue,WRONG,11,,1
2,5,4,tongue,WRONG,18,p18:14;p18:08;p18:09;p18:11;p18:03;p18:13;p18:04;p18:06,1
2,5,4,tongue,WRONG,30,p30:08;p30:05;p30:02;p30:15;p30:03;p30:04;p30:12;p30:14,1
2,5,4,tongue,POP,,p08:01;p27:01;p26:11;p29:11;p08:15;p02:11;p21:02;p27:05,1
2,5,4,tongue,MATCH,5,p05:15;p05:00;p05:02;p05:10;p05:14;p05:05;p05:11;p05:09,1
2,5,4,swallowing,WRONG,11,,1
2,5,4,swallowing,WRONG,18,p18:11;p18:08;p18:02;p18:09;p18:03;p18:04;p18:13;p18:06,1
2,5,4,swallowing,WRONG,30,p30:07;p30:08;p30:02;p30:03;p30:05;p30:04;p30:12;p30:14,1
2,5,4,swallowing,POP,,p08:15;p26:14;p29:11;p27:01;p29:08;p02:11;p21:02;p27:05,1
2,5,4,swallowing,MATCH,5,p05:00;p05:14;p05:02;p05:10;p05:11;p05:15;p05:09;p05:05,1
2,5,4,facial_emg,WRONG,11,,1
2,5,4,facial_emg,WRONG,18,p18:09;p18:02;p18:11;p18:08;p18:03;p18:13;p18:04;p18:06,1
2,5,4,facial_emg,WRONG,30,p30:07;p30:08;p30:02;p30:05;p30:03;p30:04;p30:12;p30:14,1
2,5,4,facial_emg,POP,,p14:05;p29:11;p27:01;p29:08;p08:15;p21:02;p02:11;p27:05,1
2,5,4,facial_emg,MATCH,5,p05:00;p05:15;p05:02;p05:10;p05:14;p05:11;p05:05;p05:09,1
2,5,5,head_motion,WRONG,11,,1
2,5,5,head_motion,WRONG,18,p18:12;p18:15;p18:04;p18:08;p18:01;p18:10;p18:05;p18:00,1
2,5,5,head_motion,WRONG,30,p30:05;p30:14;p30:11;p30:04;p30:13;p30:02;p30:01;p30:08,1
2,5,5,head_motion,POP,,p26:12;p06:09;p08:10;p22:00;p22:02;p14:03;p06:03;p14:08,1
2,5,5,head_motion,MATCH,5,p05:07;p05:15;p05:12;p05:06;p05:01;p05:05;p05:04;p05:10,1
2,5,5,chewing,WRONG,11,,1
2,5,5,chewing,WRONG,18,p18:12;p18:15;p18:04;p18:08;p18:00;p18:05;p18:01;p18:10,1
2,5,5,chewing,WRONG,30,p30:05;p30:14;p30:11;p30:04;p30:13;p30:02;p30:01;p30:08,1
2,5,5,chewing,POP,,p08:04;p08:02;p22:00;p08:10;p22:02;p14:03;p06:03;p14:08,1
2,5,5,chewing,MATCH,5,p05:15;p05:07;p05:12;p05:06;p05:05;p05:01;p05:04;p05:10,1
2,5,5,tongue,WRONG,11,,1
2,5,5,tongue,WRONG,18,p18:15;p18:11;p18:08;p18:04;p18:10;p18:05;p18:01;p18:00,1
2,5,5,tongue,WRONG,30,p30:14;p30:04;p30:05;p30:11;p30:13;p30:02;p30:08;p30:01,1
2,5,5,tongue,POP,,p06:12;p22:04;p22:00;p26:12;p22:02;p14:03;p06:03;p14:08,1
2,5,5,tongue,MATCH,5,p05:02;p05:15;p05:12;p05:06;p05:04;p05:01;p05:05;p05:10,1
2,5,5,swallowing,WRONG,11,,1
2,5,5,swallowing,WRONG,18,p18:12;p18:14;p18:04;p18:08;p18:10;p18:01;p18:05;p18:00,1
2,5,5,swallowing,WRONG,30,p30:05;p30:14;p30:04;p30:11;p30:13;p30:08;p30:02;p30:01,1
2,5,5,swallowing,POP,,p08:04;p08:10;p06:09;p22:00;p22:02;p14:03;p06:03;p14:08,1
2,5,5,swallowing,MATCH,5,p05:07;p05:15;p05:12;p05:06;p05:05;p05:01;p05:04;p05:10,1
2,5,5,facial_emg,WRONG,11,,1
2,5,5,facial_emg,WRONG,18,p18:15;p18:14;p18:04;p18:08;p18:05;p18:10;p18:01;p18:00,1
2,5,5,facial_emg,WRONG,30,p30:05;p30:14;p30:11;p30:04;p30:13;p30:02;p30:08;p30:01,1
2,5,5,facial_emg,POP,,p06:09;p08:10;p22:00;p08:04;p22:02;p14:03;p06:03;p14:08,1
2,5,5,facial_emg,MATCH,5,p05:07;p05:12;p05:15;p05:06;p05:05;p05:01;p05:04;p05:10,1
2,5,6,head_motion,WRONG,11,,1
2,5,6,head_motion,WRONG,18,p18:11;p18:13;p18:15;p18:00;p18:04;p18:09;p18:12;p18:08,1
2,5,6,head_motion,WRONG,30,p30:05;p30:12;p30:10;p30:02;p30:13;p30:00;p30:07;p30:06,1
2,5,6,head_motion,POP,,p26:04;p27:09;p14:11;p21:06;p21:08;p26:14;p06:06;p23:01,1
2,5,6,head_motion,MATCH,5,p05:12;p05:08;p05:04;p05:11;p05:00;p05:10;p05:15;p05:06,1
2,5,6,chewing,WRONG,11,,1
2,5,6,chewing,WRONG,18,p18:15;p18:03;p18:06;p18:14;p18:04;p18:09;p18:08;p18:12,1
2,5,6,chewing,WRONG,30,p30:09;p30:12;p30:13;p30:02;p30:10;p30:00;p30:07;p30:06,1
2,5,6,chewing,POP,,p23:01;p23:06;p21:08;p21:06;p27:01;p21:05;p27:09;p06:05,1
2,5,6,chewing,MATCH,5,p05:05;p05:02;p05:00;p05:08;p05:10;p05:04;p05:15;p05:06,1
2,5,6,tongue,WRONG,11,,1
2,5,6,tongue,WRONG,18,p18:14;p18:13;p18:15;p18:00;p18:04;p18:09;p18:08;p18:12,1
2,5,6,tongue,WRONG,30,p30:05;p30:09;p30:10;p30:02;p30:13;p30:00;p30:07;p30:06,1
2,5,6,tongue,POP,,p27:12;p27:09;p13:03;p14:11;p21:05;p21:06;p23:01;p21:08,1
2,5,6,tongue,MATCH,5,p05:12;p05:08;p05:00;p05:04;p05:15;p05:11;p05:10;p05:06,1
2,5,6,swallowing,WRONG,11,,1
2,5,6,swallowing,WRONG,18,p18:06;p18:15;p18:13;p18:04;p18:14;p18:09;p18:08;p18:12,1
2,5,6,swallowing,WRONG,30,p30:12;p30:09;p30:13;p30:02;p30:10;p30:00;p30:07;p30:06,1
2,5,6,swallowing,POP,,p08:00;p06:06;p27:12;p23:01;p21:06;p21:08;p06:05;p21:05,1
2,5,6,swallowing,MATCH,5,p05:12;p05:08;p05:10;p05:15;p05:00;p05:11;p05:04;p05:06,1
2,5,6,facial_emg,WRONG,11,,1
2,5,6,facial_emg,WRONG,18,p18:11;p18:13;p18:15;p18:14;p18:04;p18:09;p18:08;p18:12,1
2,5,6,facial_emg,WRONG,30,p30:14;p30:09;p30:13;p30:10;p30:02;p30:00;p30:06;p30:07,1
2,5,6,facial_emg,POP,,p06:05;p13:03;p29:08;p06:06;p26:03;p23:01;p21:05;p21:08,1
2,5,6,facial_emg,MATCH,5,p05:12;p05:08;p05:15;p05:10;p05:04;p05:11;p05:00;p05:06,1
2,5,7,head_motion,WRONG,11,,1
2,5,7,head_motion,WRONG,18,p18:03;p18:00;p18:12;p18:01;p18:07;p18:10;p18:06;p18:14,1
2,5,7,head_motion,WRONG,30,p30:06;p30:01;p30:13;p30:03;p30:04;p30:10;p30:14;p30:15,1
2,5,7,head_motion,POP,,p06:00;p21:12;p14:06;p01:03;p06:07;p14:02;p21:09;p06:09,1
2,5,7,head_motion,MATCH,5,p05:08;p05:00;p05:03;p05:11;p05:10;p05:05;p05:04;p05:14,1
2,5,7,chewing,WRONG,11,,1
2,5,7,chewing,WRONG,18,p18:12;p18:11;p18:07;p18:01;p18:10;p18:00;p18:14;p18:06,1
2,5,7,chewing,WRONG,30,p30:02;p30:03;p30:01;p30:15;p30:13;p30:14;p30:04;p30:10,1
2,5,7,chewing,POP,,p01:03;p21:12;p06:00;p14:06;p06:07;p14:02;p21:09;p06:09,1
2,5,7,chewing,MATCH,5,p05:09;p05:12;p05:00;p05:11;p05:05;p05:10;p05:14;p05:04,1
2,5,7,tongue,WRONG,11,,1
2,5,7,tongue,WRONG,18,p18:03;p18:01;p18:09;p18:12;p18:10;p18:07;p18:06;p18:14,1
2,5,7,tongue,WRONG,30,p30:13;p30:12;p30:01;p30:03;p30:04;p30:14;p30:10;p30:15,1
2,5,7,tongue,POP,,p21:05;p21:09;p22:12;p23:10;p14:13;p14:14;p06:09;p14:00,1
2,5,7,tongue,MATCH,5,p05:02;p05:10;p05:05;p05:03;p05:11;p05:08;p05:04;p05:14,1
2,5,7,swallowing,WRONG,11,,1
2,5,7,swallowing,WRONG,18,p18:03;p18:00;p18:07;p18:12;p18:01;p18:10;p18:06;p18:14,1
2,5,7,swallowing,WRONG,30,p30:12;p30:01;p30:03;p30:13;p30:04;p30:10;p30:15;p30:14,1
2,5,7,swallowing,POP,,p21:12;p06:00;p01:03;p14:06;p14:02;p06:07;p21:09;p06:09,1
2,5,7,swallowing,MATCH,5,p05:08;p05:03;p05:00;p05:11;p05:10;p05:05;p05:04;p05:14,1
2,5,7,facial_emg,WRONG,11,,1
2,5,7,facial_emg,WRONG,18,p18:03;p18:00;p18:12;p18:10;p18:01;p18:07;p18:14;p18:06,1
2,5,7,facial_emg,WRONG,30,p30:03;p30:06;p30:01;p30:13;p30:15;p30:04;p30:14;p30:10,1
2,5,7,facial_emg,POP,,p06:00;p01:03;p21:12;p14:06;p06:07;p14:02;p21:09;p06:09,1
2,5,7,facial_emg,MATCH,5,p05:09;p05:03;p05:00;p05:11;p05:10;p05:05;p05:14;p05:04,1
2,5,8,head_motion,WRONG,11,,1
2,5,8,head_motion,WRONG,18,p18:04;p18:03;p18:11;p18:05;p18:07;p18:06;p18:10;p18:14,1
2,5,8,head_motion,WRONG,30,p30:08;p30:14;p30:07;p30:09;p30:04;p30:13;p30:02;p30:10,1
2,5,8,head_motion,POP,,p21:12;p06:00;p14:06;p14:02;p06:15;p01:03;p06:07;p06:09,1
2,5,8,head_motion,MATCH,5,p05:15;p05:00;p05:12;p05:05;p05:07;p05:11;p05:10;p05:04,1
2,5,8,chewing,WRONG,11,,1
2,5,8,chewing,WRONG,18,p18:03;p18:01;p18:05;p18:11;p18:07;p18:06;p18:10;p18:14,1
2,5,8,chewing,WRONG,30,p30:05;p30:14;p30:09;p30:07;p30:13;p30:04;p30:02;p30:10,1
2,5,8,chewing,POP,,p21:12;p06:00;p14:06;p14:02;p06:15;p01:03;p06:07;p06:09,1
2,5,8,chewing,MATCH,5,p05:12;p05:15;p05:03;p05:05;p05:11;p05:10;p05:07;p05:04,1
2,5,8,tongue,WRONG,11,,1
2,5,8,tongue,WRONG,18,p18:11;p18:04;p18:12;p18:05;p18:07;p18:06;p18:10;p18:14,1
2,5,8,tongue,WRONG,30,p30:14;p30:08;p30:07;p30:09;p30:04;p30:02;p30:13;p30:10,1
2,5,8,tongue,POP,,p21:12;p06:00;p14:06;p14:02;p06:15;p01:03;p06:07;p06:09,1
2,5,8,tongue,MATCH,5,p05:01;p05:00;p05:12;p05:07;p05:05;p05:11;p05:04;p05:10,1
2,5,8,swallowing,WRONG,11,,1
2,5,8,swallowing,WRONG,18,p18:03;p18:12;p18:11;p18:05;p18:07;p18:06;p18:10;p18:14,1
2,5,8,swallowing,WRONG,30,p30:05;p30:06;p30:09;p30:07;p30:04;p30:13;p30:02;p30:10,1
2,5,8,swallowing,POP,,p21:12;p06:00;p14:06;p14:02;p06:15;p01:03;p06:07;p06:09,1
2,5,8,swallowing,MATCH,5,p05:00;p05:01;p05:05;p05:12;p05:11;p05:07;p05:10;p05:04,1
2,5,8,facial_emg,WRONG,11,,1
2,5,8,facial_emg,WRONG,18,p18:01;p18:03;p18:11;p18:05;p18:07;p18:06;p18:10;p18:14,1
2,5,8,facial_emg,WRONG,30,p30:06;p30:05;p30:07;p30:09;p30:04;p30:13;p30:02;p30:10,1
2,5,8,facial_emg,POP,,p21:12;p06:00;p14:06;p14:02;p06:15;p01:03;p06:07;p06:09,1
2,5,8,facial_emg,MATCH,5,p05:00;p05:01;p05:05;p05:12;p05:07;p05:11;p05:10;p05:04,1
2,5,9,head_motion,WRONG,11,,1
2,5,9,head_motion,WRONG,18,p18:07;p18:11;p18:12;p18:08;p18:02;p18:09;p18:06;p18:00,1
2,5,9,head_motion,WRONG,30,p30:14;p30:15;p30:01;p30:11;p30:10;p30:12;p30:05;p30:04,1
2,5,9,head_motion,POP,,p22:06;p13:06;p29:12;p27:07;p21:14;p08:11;p21:06;p26:15,1
2,5,9,head_motion,MATCH,5,p05:15;p05:05;p05:03;p05:09;p05:04;p05:14;p05:10;p05:02,1
2,5,9,chewing,WRONG,11,,1
2,5,9,chewing,WRONG,18,p18:02;p18:10;p18:09;p18:06;p18:07;p18:03;p18:05;p18:00,1
2,5,9,chewing,WRONG,30,p30:01;p30:07;p30:10;p30:14;p30:05;p30:12;p30:04;p30:11,1
2,5,9,chewing,POP,,p02:10;p26:15;p26:14;p13:11;p27:11;p21:12;p14:01;p21:06,1
2,5,9,chewing,MATCH,5,p05:15;p05:14;p05:09;p05:08;p05:05;p05:10;p05:04;p05:02,1
2,5,9,tongue,WRONG,11,,1
2,5,9,tongue,WRONG,18,p18:12;p18:03;p18:08;p18:07;p18:02;p18:06;p18:09;p18:00,1
2,5,9,tongue,WRONG,30,p30:15;p30:14;p30:01;p30:10;p30:11;p30:12;p30:04;p30:05,1
2,5,9,tongue,POP,,p21:14;p13:11;p27:05;p26:15;p14:01;p27:11;p08:11;p21:06,1
2,5,9,tongue,MATCH,5,p05:08;p05:09;p05:05;p05:03;p05:14;p05:04;p05:10;p05:02,1
2,5,9,swallowing,WRONG,11,,1
2,5,9,swallowing,WRONG,18,p18:03;p18:09;p18:05;p18:08;p18:12;p18:02;p18:06;p18:00,1
2,5,9,swallowing,WRONG,30,p30:15;p30:01;p30:10;p30:14;p30:04;p30:12;p30:11;p30:05,1
2,5,9,swallowing,POP,,p26:07;p13:06;p27:11;p14:01;p26:14;p26:15;p21:12;p21:06,1
2,5,9,swallowing,MATCH,5,p05:03;p05:08;p05:05;p05:14;p05:09;p05:04;p05:10;p05:02,1
2,5,9,facial_emg,WRONG,11,,1
2,5,9,facial_emg,WRONG,18,p18:11;p18:05;p18:12;p18:09;p18:02;p18:06;p18:08;p18:00,1
2,5,9,facial_emg,WRONG,30,p30:08;p30:14;p30:01;p30:10;p30:12;p30:05;p30:11;p30:04,1
2,5,9,facial_emg,POP,,p27:07;p27:11;p21:12;p14:01;p13:06;p26:07;p26:15;p21:06,1
2,5,9,facial_emg,MATCH,5,p05:06;p05:08;p05:05;p05:04;p05:14;p05:09;p05:02;p05:10,1
2,5,10,head_motion,WRONG,11,,1
2,5,10,head_motion,WRONG,18,p18:05;p18:11;p18:04;p18:15;p18:06;p18:12;p18:10;p18:14,1
2,5,10,head_motion,WRONG,30,p30:06;p30:13;p30:04;p30:14;p30:10;p30:02;p30:15;p30:09,1
2,5,10,head_motion,POP,,p21:00;p23:10;p14:00;p14:06;p06:09;p06:07;p01:03;p06:15,1
2,5,10,head_motion,MATCH,5,p05:12;p05:02;p05:04;p05:03;p05:08;p05:11;p05:07;p05:14,1
2,5,10,chewing,WRONG,11,,1
2,5,10,chewing,WRONG,18,p18:04;p18:05;p18:15;p18:11;p18:12;p18:06;p18:10;p18:14,1
2,5,10,chewing,WRONG,30,p30:14;p30:13;p30:06;p30:04;p30:05;p30:10;p30:02;p30:09,1
2,5,10,chewing,POP,,p02:01;p21:00;p14:02;p14:06;p06:09;p01:03;p06:07;p06:15,1
2,5,10,chewing,MATCH,5,p05:01;p05:04;p05:03;p05:02;p05:12;p05:14;p05:11;p05:07,1
2,5,10,tongue,WRONG,11,,1
2,5,10,tongue,WRONG,18,p18:12;p18:04;p18:15;p18:05;p18:09;p18:07;p18:10;p18:14,1
2,5,10,tongue,WRONG,30,p30:04;p30:02;p30:13;p30:03;p30:14;p30:10;p30:09;p30:15,1
2,5,10,tongue,POP,,p14:13;p22:12;p06:07;p23:10;p06:09;p14:00;p01:03;p06:15,1
2,5,10,tongue,MATCH,5,p05:02;p05:12;p05:03;p05:04;p05:07;p05:11;p05:08;p05:14,1
2,5,10,swallowing,WRONG,11,,1
2,5,10,swallowing,WRONG,18,p18:04;p18:05;p18:15;p18:11;p18:12;p18:06;p18:10;p18:14,1
2,5,10,swallowing,WRONG,30,p30:14;p30:13;p30:06;p30:04;p30:05;p30:10;p30:02;p30:09,1
2,5,10,swallowing,POP,,p02:01;p21:00;p14:02;p14:06;p06:09;p01:03;p06:07;p06:15,1
2,5,10,swallowing,MATCH,5,p05:01;p05:04;p05:03;p05:02;p05:12;p05:14;p05:11;p05:07,1
2,5,10,facial_emg,WRONG,11,,1
