fold,participant,query_index,family,context,donor,selected_codes,observable_only
1,8,3,head_motion,WRONG,9,,1
1,8,3,head_motion,WRONG,13,p13:06;p13:08;p13:13;p13:07;p13:03;p13:15;p13:05;p13:01,1
1,8,3,head_motion,WRONG,16,p16:10;p16:15;p16:11;p16:06;p16:00;p16:04;p16:05;p16:12,1
1,8,3,head_motion,POP,,p01:14;p29:11;p06:14;p22:15;p26:09;p23:06;p22:09;p21:02,1
1,8,3,head_motion,MATCH,8,p08:13;p08:11;p08:14;p08:12;p08:15;p08:01;p08:06;p08:00,1
1,8,3,chewing,WRONG,9,,1
1,8,3,chewing,WRONG,13,p13:04;p13:13;p13:07;p13:14;p13:03;p13:15;p13:05;p13:01,1
1,8,3,chewing,WRONG,16,p16:07;p16:01;p16:11;p16:04;p16:08;p16:06;p16:12;p16:05,1
1,8,3,chewing,POP,,p06:14;p27:06;p21:11;p14:13;p22:09;p26:09;p30:03;p21:02,1
1,8,3,chewing,MATCH,8,p08:13;p08:15;p08:11;p08:12;p08:06;p08:14;p08:01;p08:00,1
1,8,3,tongue,WRONG,9,,1
1,8,3,tongue,WRONG,13,p13:06;p13:08;p13:07;p13:12;p13:03;p13:05;p13:15;p13:01,1
1,8,3,tongue,WRONG,16,p16:11;p16:08;p16:00;p16:06;p16:12;p16:01;p16:04;p16:05,1
1,8,3,tongue,POP,,p29:08;p27:12;p30:03;p29:11;p23:03;p22:09;p23:06;p21:02,1
1,8,3,tongue,MATCH,8,p08:14;p08:11;p08:15;p08:08;p08:12;p08:06;p08:01;p08:00,1
1,8,3,swallowing,WRONG,9,,1
1,8,3,swallowing,WRONG,13,p13:04;p13:13;p13:07;p13:14;p13:03;p13:15;p13:05;p13:01,1
1,8,3,swallowing,WRONG,16,p16:07;p16:01;p16:11;p16:04;p16:08;p16:06;p16:12;p16:05,1
1,8,3,swallowing,POP,,p06:14;p27:06;p21:11;p14:13;p22:09;p26:09;p30:03;p21:02,1
1,8,3,swallowing,MATCH,8,p08:13;p08:15;p08:11;p08:12;p08:06;p08:14;p08:01;p08:00,1
1,8,3,facial_emg,WRONG,9,,1
1,8,3,facial_emg,WRONG,13,p13:13;p13:07;p13:09;p13:15;p13:03;p13:12;p13:05;p13:01,1
1,8,3,facial_emg,WRONG,16,p16:11;p16:08;p16:01;p16:12;p16:06;p16:04;p16:07;p16:05,1
1,8,3,facial_emg,POP,,p27:11;p06:14;p27:12;p30:03;p23:06;p21:11;p22:09;p21:02,1
1,8,3,facial_emg,MATCH,8,p08:12;p08:14;p08:11;p08:15;p08:08;p08:06;p08:01;p08:00,1
1,8,4,head_motion,WRONG,9,,1
1,8,4,head_motion,WRONG,13,p13:11;p13:01;p13:14;p13:04;p13:09;p13:13;p13:12;p13:10,1
1,8,4,head_motion,WRONG,16,p16:08;p16:01;p16:10;p16:02;p16:05;p16:04;p16:07;p16:06,1
1,8,4,head_motion,POP,,p22:02;p06:08;p01:01;p23:06;p23:04;p23:08;p23:13;p23:10,1
1,8,4,head_motion,MATCH,8,p08:06;p08:07;p08:08;p08:12;p08:03;p08:09;p08:10;p08:14,1
1,8,4,chewing,WRONG,9,,1
1,8,4,chewing,WRONG,13,p13:06;p13:07;p13:01;p13:13;p13:15;p13:14;p13:10;p13:12,1
1,8,4,chewing,WRONG,16,p16:11;p16:02;p16:05;p16:04;p16:08;p16:10;p16:06;p16:07,1
1,8,4,chewing,POP,,p21:04;p18:11;p23:07;p06:08;p23:13;p23:08;p23:04;p23:10,1
1,8,4,chewing,MATCH,8,p08:12;p08:06;p08:08;p08:07;p08:03;p08:15;p08:10;p08:14,1
1,8,4,tongue,WRONG,9,,1
1,8,4,tongue,WRONG,13,p13:04;p13:11;p13:06;p13:14;p13:09;p13:13;p13:12;p13:10,1
1,8,4,tongue,WRONG,16,p16:08;p16:10;p16:02;p16:01;p16:05;p16:04;p16:07;p16:06,1
1,8,4,tongue,POP,,p06:08;p01:01;p21:04;p23:08;p23:06;p23:04;p23:13;p23:10,1
1,8,4,tongue,MATCH,8,p08:15;p08:08;p08:07;p08:12;p08:09;p08:03;p08:10;p08:14,1
1,8,4,swallowing,WRONG,9,,1
1,8,4,swallowing,WRONG,13,p13:15;p13:06;p13:14;p13:09;p13:01;p13:12;p13:13;p13:10,1
1,8,4,swallowing,WRONG,16,p16:08;p16:01;p16:10;p16:02;p16:05;p16:04;p16:07;p16:06,1
1,8,4,swallowing,POP,,p06:08;p18:11;p01:01;p23:06;p23:08;p23:04;p23:13;p23:10,1
1,8,4,swallowing,MATCH,8,p08:15;p08:07;p08:08;p08:12;p08:03;p08:09;p08:10;p08:14,1
1,8,4,facial_emg,WRONG,9,,1
1,8,4,facial_emg,WRONG,13,p13:15;p13:06;p13:14;p13:09;p13:01;p13:12;p13:13;p13:10,1
1,8,4,facial_emg,WRONG,16,p16:08;p16:01;p16:10;p16:02;p16:05;p16:04;p16:07;p16:06,1
1,8,4,facial_emg,POP,,p06:08;p18:11;p01:01;p23:06;p23:08;p23:04;p23:13;p23:10,1
1,8,4,facial_emg,MATCH,8,p08:15;p08:07;p08:08;p08:12;p08:03;p08:09;p08:10;p08:14,1
1,8,5,head_motion,WRONG,9,,1
1,8,5,head_motion,WRONG,13,p13:05;p13:15;p13:02;p13:06;p13:12;p13:08;p13:09;p13:14,1
1,8,5,head_motion,WRONG,16,p16:04;p16:12;p16:03;p16:13;p16:14;p16:09;p16:00;p16:05,1
1,8,5,head_motion,POP,,p02:06;p01:12;p02:12;p23:01;p02:14;p26:01;p18:03;p22:07,1
1,8,5,head_motion,MATCH,8,p08:11;p08:07;p08:09;p08:15;p08:01;p08:04;p08:05;p08:00,1
1,8,5,chewing,WRONG,9,,1
1,8,5,chewing,WRONG,13,p13:00;p13:11;p13:06;p13:12;p13:03;p13:08;p13:09;p13:14,1
1,8,5,chewing,WRONG,16,p16:04;p16:03;p16:01;p16:00;p16:12;p16:13;p16:05;p16:09,1
1,8,5,chewing,POP,,p18:05;p06:14;p01:12;p21:10;p26:01;p02:14;p18:03;p22:07,1
1,8,5,chewing,MATCH,8,p08:01;p08:07;p08:05;p08:09;p08:15;p08:11;p08:04;p08:00,1
1,8,5,tongue,WRONG,9,,1
1,8,5,tongue,WRONG,13,p13:07;p13:11;p13:08;p13:00;p13:09;p13:02;p13:12;p13:14,1
1,8,5,tongue,WRONG,16,p16:08;p16:00;p16:03;p16:12;p16:01;p16:13;p16:14;p16:05,1
1,8,5,tongue,POP,,p26:08;p02:12;p01:13;p23:01;p01:08;p18:03;p22:07;p01:12,1
1,8,5,tongue,MATCH,8,p08:15;p08:04;p08:00;p08:11;p08:07;p08:06;p08:01;p08:05,1
1,8,5,swallowing,WRONG,9,,1
1,8,5,swallowing,WRONG,13,p13:07;p13:15;p13:05;p13:03;p13:06;p13:12;p13:09;p13:14,1
1,8,5,swallowing,WRONG,16,p16:04;p16:01;p16:12;p16:03;p16:13;p16:00;p16:09;p16:05,1
1,8,5,swallowing,POP,,p02:14;p01:12;p02:06;p26:01;p02:15;p02:12;p22:07;p18:03,1
1,8,5,swallowing,MATCH,8,p08:02;p08:01;p08:09;p08:06;p08:15;p08:04;p08:05;p08:00,1
1,8,5,facial_emg,WRONG,9,,1
1,8,5,facial_emg,WRONG,13,p13:06;p13:07;p13:05;p13:02;p13:12;p13:15;p13:09;p13:14,1
1,8,5,facial_emg,WRONG,16,p16:01;p16:12;p16:14;p16:03;p16:13;p16:09;p16:00;p16:05,1
1,8,5,facial_emg,POP,,p02:14;p02:15;p02:06;p01:12;p02:12;p26:01;p22:07;p18:03,1
1,8,5,facial_emg,MATCH,8,p08:02;p08:06;p08:15;p08:09;p08:01;p08:04;p08:05;p08:00,1
1,8,6,head_motion,WRONG,9,,1
1,8,6,head_motion,WRONG,13,p13:05;p13:15;p13:09;p13:11;p13:03;p13:06;p13:12;p13:10,1
1,8,6,head_motion,WRONG,16,p16:09;p16:12;p16:08;p16:02;p16:10;p16:04;p16:11;p16:03,1
1,8,6,head_motion,POP,,p26:05;p02:01;p21:00;p18:04;p02:11;p18:09;p23:13;p02:03,1
1,8,6,head_motion,MATCH,8,p08:07;p08:10;p08:08;p08:04;p08:13;p08:09;p08:03;p08:14,1
1,8,6,chewing,WRONG,9,,1
1,8,6,chewing,WRONG,13,p13:11;p13:05;p13:08;p13:06;p13:07;p13:01;p13:12;p13:10,1
1,8,6,chewing,WRONG,16,p16:14;p16:05;p16:04;p16:08;p16:07;p16:03;p16:06;p16:02,1
1,8,6,chewing,POP,,p22:01;p26:04;p01:00;p20:07;p18:11;p06:02;p06:01;p02:03,1
1,8,6,chewing,MATCH,8,p08:06;p08:11;p08:03;p08:04;p08:08;p08:01;p08:13;p08:14,1
1,8,6,tongue,WRONG,9,,1
1,8,6,tongue,WRONG,13,p13:03;p13:05;p13:15;p13:11;p13:09;p13:06;p13:12;p13:10,1
1,8,6,tongue,WRONG,16,p16:07;p16:10;p16:08;p16:05;p16:04;p16:02;p16:11;p16:03,1
1,8,6,tongue,POP,,p18:04;p02:11;p23:15;p23:13;p02:01;p18:09;p21:00;p02:03,1
1,8,6,tongue,MATCH,8,p08:10;p08:07;p08:08;p08:04;p08:13;p08:09;p08:03;p08:14,1
1,8,6,swallowing,WRONG,9,,1
1,8,6,swallowing,WRONG,13,p13:06;p13:11;p13:14;p13:09;p13:07;p13:01;p13:10;p13:12,1
1,8,6,swallowing,WRONG,16,p16:04;p16:14;p16:03;p16:08;p16:05;p16:06;p16:07;p16:02,1
1,8,6,swallowing,POP,,p01:00;p23:15;p02:01;p21:00;p20:07;p06:02;p06:01;p02:03,1
1,8,6,swallowing,MATCH,8,p08:05;p08:04;p08:09;p08:08;p08:03;p08:13;p08:01;p08:14,1
1,8,6,facial_emg,WRONG,9,,1
1,8,6,facial_emg,WRONG,13,p13:11;p13:15;p13:01;p13:07;p13:05;p13:12;p13:06;p13:10,1
1,8,6,facial_emg,WRONG,16,p16:04;p16:12;p16:05;p16:11;p16:07;p16:08;p16:03;p16:02,1
1,8,6,facial_emg,POP,,p21:00;p02:11;p20:07;p18:04;p23:15;p18:09;p06:01;p02:03,1
1,8,6,facial_emg,MATCH,8,p08:05;p08:07;p08:13;p08:08;p08:04;p08:09;p08:03;p08:14,1
1,8,7,head_motion,WRONG,9,,1
1,8,7,head_motion,WRONG,13,p13:05;p13:04;p13:11;p13:12;p13:15;p13:10;p13:14;p13:08,1
1,8,7,head_motion,WRONG,16,p16:07;p16:08;p16:03;p16:04;p16:11;p16:05;p16:06;p16:02,1
1,8,7,head_motion,POP,,p23:08;p01:00;p23:02;p18:15;p06:08;p23:13;p22:02;p22:09,1
1,8,7,head_motion,MATCH,8,p08:13;p08:11;p08:07;p08:08;p08:04;p08:09;p08:14;p08:03,1
1,8,7,chewing,WRONG,9,,1
1,8,7,chewing,WRONG,13,p13:06;p13:01;p13:12;p13:02;p13:05;p13:14;p13:08;p13:10,1
1,8,7,chewing,WRONG,16,p16:03;p16:09;p16:08;p16:07;p16:04;p16:05;p16:06;p16:02,1
1,8,7,chewing,POP,,p23:02;p06:08;p23:08;p22:02;p01:00;p23:10;p20:07;p22:09,1
1,8,7,chewing,MATCH,8,p08:10;p08:00;p08:03;p08:08;p08:09;p08:15;p08:13;p08:14,1
1,8,7,tongue,WRONG,9,,1
1,8,7,tongue,WRONG,13,p13:11;p13:00;p13:04;p13:05;p13:14;p13:15;p13:10;p13:08,1
1,8,7,tongue,WRONG,16,p16:07;p16:03;p16:08;p16:04;p16:11;p16:05;p16:06;p16:02,1
1,8,7,tongue,POP,,p18:10;p18:15;p23:13;p23:08;p23:10;p22:02;p06:08;p22:09,1
1,8,7,tongue,MATCH,8,p08:13;p08:11;p08:08;p08:07;p08:04;p08:09;p08:03;p08:14,1
1,8,7,swallowing,WRONG,9,,1
1,8,7,swallowing,WRONG,13,p13:12;p13:04;p13:07;p13:15;p13:05;p13:10;p13:14;p13:08,1
1,8,7,swallowing,WRONG,16,p16:15;p16:03;p16:07;p16:11;p16:04;p16:05;p16:06;p16:02,1
1,8,7,swallowing,POP,,p02:06;p02:00;p23:13;p22:02;p18:15;p01:00;p06:08;p22:09,1
1,8,7,swallowing,MATCH,8,p08:07;p08:01;p08:11;p08:08;p08:04;p08:03;p08:14;p08:09,1
1,8,7,facial_emg,WRONG,9,,1
1,8,7,facial_emg,WRONG,13,p13:11;p13:05;p13:04;p13:01;p13:10;p13:15;p13:14;p13:08,1
1,8,7,facial_emg,WRONG,16,p16:08;p16:03;p16:07;p16:04;p16:11;p16:06;p16:05;p16:02,1
1,8,7,facial_emg,POP,,p23:10;p23:02;p01:00;p23:13;p18:15;p22:02;p06:08;p22:09,1
1,8,7,facial_emg,MATCH,8,p08:13;p08:11;p08:07;p08:08;p08:09;p08:04;p08:03;p08:14,1
1,8,8,head_motion,WRONG,9,,1
1,8,8,head_motion,WRONG,13,p13:06;p13:12;p13:11;p13:04;p13:13;p13:07;p13:15;p13:02,1
1,8,8,head_motion,WRONG,16,p16:08;p16:06;p16:07;p16:14;p16:01;p16:09;p16:05;p16:11,1
1,8,8,head_motion,POP,,p27:05;p27:10;p26:04;p06:05;p05:09;p14:15;p18:08;p23:06,1
1,8,8,head_motion,MATCH,8,p08:11;p08:06;p08:10;p08:05;p08:14;p08:02;p08:04;p08:13,1
1,8,8,chewing,WRONG,9,,1
1,8,8,chewing,WRONG,13,p13:09;p13:08;p13:11;p13:15;p13:00;p13:07;p13:13;p13:02,1
1,8,8,chewing,WRONG,16,p16:08;p16:02;p16:11;p16:10;p16:06;p16:09;p16:01;p16:05,1
1,8,8,chewing,POP,,p27:01;p05:02;p18:09;p27:06;p29:05;p21:06;p14:15;p29:08,1
1,8,8,chewing,MATCH,8,p08:01;p08:12;p08:08;p08:06;p08:10;p08:00;p08:04;p08:13,1
1,8,8,tongue,WRONG,9,,1
1,8,8,tongue,WRONG,13,p13:06;p13:11;p13:00;p13:05;p13:13;p13:07;p13:15;p13:02,1
1,8,8,tongue,WRONG,16,p16:14;p16:07;p16:08;p16:09;p16:06;p16:01;p16:11;p16:05,1
1,8,8,tongue,POP,,p26:04;p27:05;p06:05;p27:10;p05:09;p14:15;p18:08;p23:06,1
1,8,8,tongue,MATCH,8,p08:08;p08:14;p08:06;p08:05;p08:10;p08:02;p08:04;p08:13,1
1,8,8,swallowing,WRONG,9,,1
1,8,8,swallowing,WRONG,13,p13:06;p13:08;p13:11;p13:00;p13:07;p13:13;p13:15;p13:02,1
1,8,8,swallowing,WRONG,16,p16:08;p16:10;p16:06;p16:07;p16:09;p16:11;p16:01;p16:05,1
1,8,8,swallowing,POP,,p27:06;p26:12;p23:14;p23:06;p27:05;p21:06;p14:15;p29:08,1
1,8,8,swallowing,MATCH,8,p08:02;p08:12;p08:08;p08:06;p08:10;p08:00;p08:04;p08:13,1
1,8,8,facial_emg,WRONG,9,,1
1,8,8,facial_emg,WRONG,13,p13:06;p13:11;p13:08;p13:00;p13:13;p13:15;p13:07;p13:02,1
1,8,8,facial_emg,WRONG,16,p16:02;p16:06;p16:07;p16:11;p16:08;p16:09;p16:05;p16:01,1
1,8,8,facial_emg,POP,,p30:02;p27:06;p26:12;p27:10;p14:15;p21:06;p27:05;p29:08,1
1,8,8,facial_emg,MATCH,8,p08:12;p08:05;p08:08;p08:02;p08:04;p08:00;p08:10;p08:13,1
1,8,9,head_motion,WRONG,9,,1
1,8,9,head_motion,WRONG,13,p13:13;p13:04;p13:09;p13:15;p13:06;p13:07;p13:08;p13:05,1
1,8,9,head_motion,WRONG,16,p16:13;p16:01;p16:08;p16:10;p16:06;p16:09;p16:04;p16:03,1
1,8,9,head_motion,POP,,p05:14;p05:08;p05:03;p18:09;p23:11;p22:12;p14:13;p23:10,1
1,8,9,head_motion,MATCH,8,p08:03;p08:07;p08:01;p08:10;p08:05;p08:15;p08:08;p08:14,1
1,8,9,chewing,WRONG,9,,1
1,8,9,chewing,WRONG,13,p13:07;p13:15;p13:06;p13:13;p13:04;p13:00;p13:08;p13:05,1
1,8,9,chewing,WRONG,16,p16:08;p16:02;p16:01;p16:05;p16:04;p16:09;p16:06;p16:10,1
1,8,9,chewing,POP,,p23:07;p30:12;p23:11;p06:01;p21:02;p14:13;p21:08;p23:10,1
1,8,9,chewing,MATCH,8,p08:09;p08:00;p08:06;p08:01;p08:03;p08:08;p08:15;p08:14,1
1,8,9,tongue,WRONG,9,,1
1,8,9,tongue,WRONG,13,p13:02;p13:13;p13:09;p13:07;p13:06;p13:15;p13:05;p13:08,1
1,8,9,tongue,WRONG,16,p16:10;p16:01;p16:13;p16:06;p16:08;p16:09;p16:04;p16:03,1
1,8,9,tongue,POP,,p18:09;p05:03;p05:14;p05:08;p14:00;p14:13;p22:12;p23:10,1
1,8,9,tongue,MATCH,8,p08:10;p08:01;p08:06;p08:03;p08:05;p08:15;p08:14;p08:08,1
1,8,9,swallowing,WRONG,9,,1
1,8,9,swallowing,WRONG,13,p13:04;p13:13;p13:06;p13:09;p13:07;p13:15;p13:05;p13:08,1
1,8,9,swallowing,WRONG,16,p16:10;p16:01;p16:13;p16:08;p16:06;p16:04;p16:09;p16:03,1
1,8,9,swallowing,POP,,p21:05;p05:08;p14:14;p14:00;p22:12;p05:14;p14:13;p23:10,1
1,8,9,swallowing,MATCH,8,p08:00;p08:01;p08:05;p08:03;p08:06;p08:15;p08:08;p08:14,1
1,8,9,facial_emg,WRONG,9,,1
1,8,9,facial_emg,WRONG,13,p13:09;p13:06;p13:13;p13:15;p13:07;p13:08;p13:00;p13:05,1
1,8,9,facial_emg,WRONG,16,p16:03;p16:01;p16:08;p16:05;p16:10;p16:04;p16:09;p16:06,1
1,8,9,facial_emg,POP,,p23:07;p21:02;p30:12;p23:00;p14:13;p21:08;p23:11;p23:10,1
1,8,9,facial_emg,MATCH,8,p08:07;p08:00;p08:10;p08:01;p08:08;p08:05;p08:15;p08:14,1
1,8,10,head_motion,WRONG,9,,1
1,8,10,head_motion,WRONG,13,p13:09;p13:13;p13:07;p13:05;p13:08;p13:02;p13:14;p13:15,1
1,8,10,head_motion,WRONG,16,p16:02;p16:15;p16:06;p16:01;p16:08;p16:09;p16:04;p16:03,1
1,8,10,head_motion,POP,,p23:07;p06:08;p22:12;p14:01;p06:02;p05:03;p23:10;p18:09,1
1,8,10,head_motion,MATCH,8,p08:13;p08:09;p08:00;p08:10;p08:15;p08:04;p08:03;p08:08,1
1,8,10,chewing,WRONG,9,,1
1,8,10,chewing,WRONG,13,p13:04;p13:01;p13:09;p13:15;p13:07;p13:02;p13:08;p13:00,1
1,8,10,chewing,WRONG,16,p16:02;p16:04;p16:10;p16:01;p16:03;p16:08;p16:09;p16:06,1
1,8,10,chewing,POP,,p26:14;p18:09;p23:11;p14:11;p14:13;p21:08;p23:10;p23:07,1
1,8,10,chewing,MATCH,8,p08:06;p08:13;p08:00;p08:08;p08:15;p08:14;p08:02;p08:03,1
1,8,10,tongue,WRONG,9,,1
1,8,10,tongue,WRONG,13,p13:06;p13:12;p13:13;p13:14;p13:02;p13:15;p13:05;p13:08,1
1,8,10,tongue,WRONG,16,p16:14;p16:02;p16:01;p16:06;p16:04;p16:08;p16:09;p16:03,1
1,8,10,tongue,POP,,p14:13;p22:12;p14:01;p05:03;p06:02;p23:07;p18:09;p23:10,1
1,8,10,tongue,MATCH,8,p08:15;p08:04;p08:14;p08:13;p08:02;p08:00;p08:03;p08:08,1
1,8,10,swallowing,WRONG,9,,1
1,8,10,swallowing,WRONG,13,p13:01;p13:09;p13:07;p13:00;p13:15;p13:05;p13:02;p13:08,1
1,8,10,swallowing,WRONG,16,p16:11;p16:02;p16:09;p16:04;p16:01;p16:06;p16:08;p16:03,1
1,8,10,swallowing,POP,,p21:08;p14:13;p05:03;p14:01;p06:02;p23:07;p18:09;p23:10,1
1,8,10,swallowing,MATCH,8,p08:13;p08:15;p08:10;p08:14;p08:02;p08:00;p08:08;p08:03,1
1,8,10,facial_emg,WRONG,9,,1
