selector,estimand,participant,evaluable,families,H_P_eq,H_W_eq,H_HYB,H_HYB_W,H_MATCH_LARGE,H_HYB_LARGE,date_stratum
observable,policy,23,1,5,0.061391340498408144,0.06352372797696841,0.03938788334221631,0.05322257774175879,0.004415293301445579,0.002031433374303957,same-day
observable,policy,26,1,5,0.02288030107210176,0.0182132543279393,0.01059421354023212,0.019518767010376352,0.005854365707409388,0.006889539407732339,multi-date
observable,policy,27,1,5,0.05981918233807666,0.05878941398781714,0.03794832898512394,0.047008110396895564,0.05090128240077747,0.032518139666528646,multi-date
observable,policy,29,1,5,-0.003971241610111048,-0.0011466329606765447,-0.0037024781329105722,0.0029875929151827775,-0.042010200211478076,-0.03245202690716988,same-day
observable,policy,30,1,5,0.041900414585289654,0.04422593632081682,0.02972327194171075,0.03346972338068745,-0.01899739934176457,-0.015750689934735978,multi-date
observable,evaluable,1,1,5,-0.08303797135430432,-0.08213072032713867,-0.045784881717774055,-0.03947004893739847,-0.11243254489261197,-0.06932677001216317,multi-date
observable,evaluable,2,1,5,-0.03242560727096978,-0.033048255719765905,-0.01946028982991608,-0.014999304767380095,-0.05600820099737378,-0.03514426434977609,multi-date
observable,evaluable,5,1,5,0.20706581429334275,0.20964344391065087,0.11922951352544056,0.13522387512153483,0.2294328881749348,0.14717422773702274,same-day
observable,evaluable,6,1,5,0.03510247630829879,0.028562503428633985,0.025237658356453217,0.041581021118137794,-0.008670147956250825,0.002548309126435484,same-day
observable,evaluable,8,1,5,0.06253143600813448,0.06315584804416502,0.02630376028959371,0.04376291361613161,0.024995454246520825,0.019073071779448402,multi-date
observable,evaluable,13,1,5,0.11440692642291213,0.1117149126296489,0.05975183370968399,0.08093805101494152,0.07153596431188128,0.0347362968580989,multi-date
observable,evaluable,14,1,5,-0.033653155777121226,-0.03470363100141951,-0.009771538635567414,-0.006731821402553598,-0.08825530487940027,-0.04757020329370934,multi-date
observable,evaluable,16,1,5,0.024004031270535915,0.022595983532624302,0.015186567867080242,0.02355719031950859,0.007368551111033819,0.009026643086912802,same-day
observable,evaluable,18,1,5,0.04999615725823052,0.04601718359035229,0.02242921864547087,0.035976183111159146,0.031705203184700756,0.01840307947532304,multi-date
observable,evaluable,20,1,5,0.02275962365587556,0.02367420290305996,0.008338708984998201,0.016067937646873743,-0.003823387715532691,-0.006087242456393405,multi-date
observable,evaluable,21,1,5,0.006191590468567391,0.006943443248136838,0.005716485386746323,0.017578311886132382,-0.03778066683106214,-0.015036639324644833,multi-date
observable,evaluable,22,1,5,0.01415626660614773,0.014295308417311983,0.006380222147319535,0.013338159417623022,-0.0478138495224774,-0.035080935207305146,multi-date
observable,evaluable,23,1,5,0.061391340498408144,0.06352372797696841,0.03938788334221631,0.05322257774175879,0.004415293301445579,0.002031433374303957,same-day
observable,evaluable,26,1,5,0.02288030107210176,0.0182132543279393,0.01059421354023212,0.019518767010376352,0.005854365707409388,0.006889539407732339,multi-date
observable,evaluable,27,1,5,0.10767452820853798,0.10582094517807086,0.06830699217322309,0.08461459871441201,0.09162230832139946,0.05853265139975154,multi-date
observable,evaluable,29,1,5,-0.007942483220222096,-0.0022932659213530894,-0.0074049562658211445,0.005975185830365555,-0.08402040042295614,-0.06490405381433977,same-day
observable,evaluable,30,1,5,0.058660580419405514,0.06191631084914354,0.041612580718395055,0.04685761273296242,-0.0265963590784704,-0.022050965908630368,multi-date
oracle,policy,1,1,5,-0.08661266294123675,-0.08066006442945198,-0.018090026297553918,-0.017364347480699184,-0.1506515958030049,-0.0596135374821599,multi-date
oracle,policy,2,1,5,-0.030915484161485086,-0.02607540306640808,-0.014198476884911163,-0.011693535022202915,-0.10347568203974551,-0.06095206984891076,multi-date
oracle,policy,5,1,5,0.10315826786473323,0.16984329847136945,0.06464065734210186,0.07737232553436375,-0.04010360007517948,-0.028012743601458185,same-day
oracle,policy,6,1,5,0.05519708394770958,0.08153628239174586,0.05137602609291697,0.05819171352740654,-0.10984951604313205,-0.05927877929090708,same-day
oracle,policy,8,1,5,0.02670082410239651,0.06908973831560812,0.008511851552526383,0.01632082154392575,-0.11925640282322862,-0.09089245133389691,multi-date
oracle,policy,9,1,5,0.0,0.0,0.0,0.0,0.0,0.0,multi-date
oracle,policy,10,1,5,0.0,0.0,0.0,0.0,0.0,0.0,same-day
oracle,policy,11,1,5,0.0,0.0,0.0,0.0,0.0,0.0,multi-date
oracle,policy,13,1,5,0.0681765596726444,0.11611319940407508,0.03796575848354836,0.050128055367124204,-0.057106711197182816,-0.037046662004025045,multi-date
oracle,policy,14,1,5,-0.011278576589255917,-0.008223553726225182,0.014581867615085009,0.015599471820706225,-0.11117193244233951,-0.059413394454096505,multi-date
oracle,policy,16,1,5,0.011449477140696034,0.032590007267446874,0.0089676255418982,0.014154238398181303,-0.062179292969700886,-0.03737215454067261,same-day
oracle,policy,18,1,5,0.028401779186794908,0.06081190024437773,0.017543091628571494,0.024041059392410715,-0.06214390944659859,-0.0390568268604362,multi-date
oracle,policy,20,1,5,0.027739522912445063,0.03486239345299199,0.011518204237183522,0.01492338216385559,-0.049465483292632714,-0.03667792326935681,multi-date
oracle,policy,21,1,5,-0.012852661180348399,-0.011610267676742118,-0.0013164639831113117,-0.002134556092204676,-0.17009058576913677,-0.11594682712370807,multi-date
oracle,policy,22,1,5,0.020370205076490813,0.017672815797867916,0.010016677340168704,0.009249054776935514,-0.11744206160761823,-0.08577988555677014,multi-date
oracle,policy,23,1,5,0.040315078274037276,0.05338636868851924,0.026582284938771794,0.028981158303500083,-0.1001231324881112,-0.062423416065305215,same-day
oracle,policy,26,1,5,0.008481133495200303,0.024283094117160706,0.0023357552229325224,0.006149112095990926,-0.10060401920497877,-0.07179315782546612,multi-date
oracle,policy,27,1,5,0.01841459701665423,0.040923321491858476,0.012697243896351976,0.016640439956881407,-0.05061417175301195,-0.029235406365249482,multi-date
oracle,policy,29,1,5,-0.004912524211066492,-0.000845176617000537,-0.004818552776541725,-0.0038353568945875514,-0.09842971330122781,-0.07465436257415692,same-day
oracle,policy,30,1,5,0.027505245184326205,0.03893933712962781,0.018197841743002863,0.020794831536380093,-0.07034332386924799,-0.05032681967218855,multi-date
oracle,evaluable,1,1,5,-0.08661266294123675,-0.08066006442945198,-0.018090026297553918,-0.017364347480699184,-0.1506515958030049,-0.0596135374821599,multi-date
oracle,evaluable,2,1,5,-0.030915484161485086,-0.02607540306640808,-0.014198476884911163,-0.011693535022202915,-0.10347568203974551,-0.06095206984891076,multi-date
oracle,evaluable,5,1,5,0.10315826786473323,0.16984329847136945,0.06464065734210186,0.07737232553436375,-0.04010360007517948,-0.028012743601458185,same-day
oracle,evaluable,6,1,5,0.05519708394770958,0.08153628239174586,0.05137602609291697,0.05819171352740654,-0.10984951604313205,-0.05927877929090708,same-day
oracle,evaluable,8,1,5,0.02670082410239651,0.06908973831560812,0.008511851552526383,0.01632082154392575,-0.11925640282322862,-0.09089245133389691,multi-date
oracle,evaluable,13,1,5,0.0681765596726444,0.11611319940407508,0.03796575848354836,0.050128055367124204,-0.057106711197182816,-0.037046662004025045,multi-date
oracle,evaluable,14,1,5,-0.018045722542809468,-0.013157685961960291,0.023330988184136016,0.02495915491312996,-0.17787509190774328,-0.09506143112655441,multi-date
oracle,evaluable,16,1,5,0.011449477140696034,0.032590007267446874,0.0089676255418982,0.014154238398181303,-0.062179292969700886,-0.03737215454067261,same-day
oracle,evaluable,18,1,5,0.028401779186794908,0.06081190024437773,0.017543091628571494,0.024041059392410715,-0.06214390944659859,-0.0390568268604362,multi-date
oracle,evaluable,20,1,5,0.03328742749493409,0.04183487214359039,0.013821845084620227,0.017908058596626704,-0.05935857995115925,-0.04401350792322817,multi-date
oracle,evaluable,21,1,5,-0.012852661180348399,-0.011610267676742118,-0.0013164639831113117,-0.002134556092204676,-0.17009058576913677,-0.11594682712370807,multi-date
oracle,evaluable,22,1,5,0.020370205076490813,0.017672815797867916,0.010016677340168704,0.009249054776935514,-0.11744206160761823,-0.08577988555677014,multi-date
oracle,evaluable,23,1,5,0.040315078274037276,0.05338636868851924,0.026582284938771794,0.028981158303500083,-0.1001231324881112,-0.062423416065305215,same-day
oracle,evaluable,26,1,5,0.008481133495200303,0.024283094117160706,0.0023357552229325224,0.006149112095990926,-0.10060401920497877,-0.07179315782546612,multi-date
oracle,evaluable,27,1,5,0.03314627462997762,0.07366197868534526,0.022855039013433553,0.029952791922386528,-0.09110550915542151,-0.052623731457449065,multi-date
oracle,evaluable,29,1,5,-0.009825048422132984,-0.001690353234001074,-0.00963710555308345,-0.007670713789175103,-0.19685942660245562,-0.14930872514831384,same-day
oracle,evaluable,30,1,5,0.038507343258056694,0.05451507198147894,0.025476978440204006,0.02911276415093213,-0.09848065341694719,-0.07045754754106397,multi-date
