selector,estimand,participant,family,evaluable,H_P_eq,H_W_eq,H_HYB,H_HYB_W,H_MATCH_LARGE,H_HYB_LARGE
oracle,policy,2,chewing,1,-0.03042397311721543,-0.027654633731051453,-0.013648147005242759,-0.012261528426185895,-0.072385707095799,-0.0411987154700315
oracle,policy,2,tongue,1,-0.030969831789675765,-0.02985277699241213,-0.012680180475712184,-0.01022088805388566,-0.1213412765075267,-0.06850644729236696
oracle,policy,2,swallowing,1,-0.0322723513510562,-0.021827904354769175,-0.012802831607628132,-0.009672795905435433,-0.11270807856843056,-0.06555128045279916
oracle,policy,2,facial_emg,1,-0.03320202217008596,-0.023203050937327826,-0.01651244166108397,-0.011595567041084566,-0.13269311895318134,-0.07939955927871377
oracle,policy,5,head_motion,1,0.07928368545876648,0.12741336144072957,0.05542574644989926,0.060481710724334704,-0.02504698134930351,-0.016424338078339356
oracle,policy,5,chewing,1,0.09301970107141219,0.14602660054360314,0.06800587763601929,0.07585108979450109,-0.00784297962778897,-0.0026567466728863844
oracle,policy,5,tongue,1,0.09973922360502978,0.1702395910967795,0.055936383296000036,0.06747912022800183,-0.08822189865494642,-0.06552271030412157
oracle,policy,5,swallowing,1,0.11298519553724562,0.19015683030092018,0.07294297125303763,0.08905800981824367,-0.028149019976218343,-0.017209294848781802
oracle,policy,5,facial_emg,1,0.13076353365121213,0.2153801089748148,0.07089230807555309,0.09399169710673741,-0.05125712076764015,-0.038250628103161786
oracle,policy,6,head_motion,1,0.05650190966937929,0.07457365659980823,0.04962480091482621,0.054197914778608025,-0.08316973026382932,-0.042865552003960826
oracle,policy,6,chewing,1,0.058451684691240825,0.07726014288661658,0.051278699953367333,0.05661171969033947,-0.08607032379387528,-0.04803672361943161
oracle,policy,6,tongue,1,0.06973616646471621,0.10043334595091613,0.05149677318384296,0.05942689118991555,-0.11353221426312368,-0.06506544937185493
oracle,policy,6,swallowing,1,0.046453697592693924,0.07806244784559657,0.05011043352391338,0.060168309020529276,-0.13438709863878281,-0.07126574153259577
oracle,policy,6,facial_emg,1,0.04484196132051767,0.07735181867579174,0.05436942288863492,0.06055373295764036,-0.1320882132560491,-0.06916042992669227
oracle,policy,8,head_motion,1,0.01023723546079083,0.04555468804957587,0.000527357051918298,0.002836921095593764,-0.09963066482027726,-0.07674630587982074
oracle,policy,8,chewing,1,0.013148183173162608,0.0471010911890966,0.0008734095464626474,0.006168382068176198,-0.10460706922753212,-0.0831685255992987
oracle,policy,8,tongue,1,0.04656135509056168,0.09969831864139109,0.019277976747429804,0.03162144563935645,-0.15709133243506015,-0.1166867442015946
oracle,policy,8,swallowing,1,0.023686878475747825,0.07025962670345749,0.006875475053038094,0.014506532380354969,-0.10387203081853869,-0.08015026541661832
oracle,policy,8,facial_emg,1,0.039870468311719594,0.08283496699451956,0.015005039363783071,0.02647082653614738,-0.13108091681473488,-0.09771041557215217
oracle,policy,9,head_motion,1,0.0,0.0,0.0,0.0,0.0,0.0
oracle,policy,9,chewing,1,0.0,0.0,0.0,0.0,0.0,0.0
oracle,policy,9,tongue,1,0.0,0.0,0.0,0.0,0.0,0.0
oracle,policy,9,swallowing,1,0.0,0.0,0.0,0.0,0.0,0.0
oracle,policy,9,facial_emg,1,0.0,0.0,0.0,0.0,0.0,0.0
oracle,policy,10,head_motion,1,0.0,0.0,0.0,0.0,0.0,0.0
oracle,policy,10,chewing,1,0.0,0.0,0.0,0.0,0.0,0.0
oracle,policy,10,tongue,1,0.0,0.0,0.0,0.0,0.0,0.0
oracle,policy,10,swallowing,1,0.0,0.0,0.0,0.0,0.0,0.0
oracle,policy,10,facial_emg,1,0.0,0.0,0.0,0.0,0.0,0.0
oracle,policy,11,head_motion,1,0.0,0.0,0.0,0.0,0.0,0.0
oracle,policy,11,chewing,1,0.0,0.0,0.0,0.0,0.0,0.0
oracle,policy,11,tongue,1,0.0,0.0,0.0,0.0,0.0,0.0
oracle,policy,11,swallowing,1,0.0,0.0,0.0,0.0,0.0,0.0
oracle,policy,11,facial_emg,1,0.0,0.0,0.0,0.0,0.0,0.0
oracle,policy,13,head_motion,1,0.051173372072225304,0.0837243014878591,0.029125071135799485,0.03549279989792058,-0.07250090908852097,-0.04544555669735863
oracle,policy,13,chewing,1,0.04314913448839133,0.08122581674144627,0.02798494490286458,0.036035867867689475,-0.03480759822194168,-0.019773944870025335
oracle,policy,13,tongue,1,0.11409777783897082,0.1731133213061563,0.056275228037217885,0.0782899603918022,-0.08181207509720358,-0.05147453227860599
oracle,policy,13,swallowing,1,0.059657503811292506,0.11100573105300617,0.0361189667171293,0.047382697480219144,-0.0500205405017246,-0.034160952665797065
oracle,policy,13,facial_emg,1,0.07280501015234206,0.13149682643190747,0.04032458162473056,0.05343895119798961,-0.04639243307652325,-0.03437832350833821
oracle,policy,14,head_motion,1,0.0012139561903410645,0.0032940420115154904,0.018986685445635244,0.019598584417403208,-0.11131335937060635,-0.05432144977490713
oracle,policy,14,chewing,1,-0.006326464036244268,-0.002547084343847976,0.011423160584779268,0.013758232721686723,-0.09522298011283419,-0.0565841311666959
oracle,policy,14,tongue,1,-0.018849310803285172,-0.016062876865779615,0.016511937997342935,0.0176535933175916,-0.12057202587710039,-0.06031000477755802
oracle,policy,14,swallowing,1,-0.013212787823587018,-0.009576608608495851,0.012236689880306465,0.013500894579112022,-0.10885644092377281,-0.061507694377737586
oracle,policy,14,facial_emg,1,-0.019218276473504194,-0.01622524082451796,0.013750864167361137,0.01348605406773758,-0.11989485592738396,-0.06434369217358388
oracle,policy,16,head_motion,1,0.0220393288036081,0.04169423516218766,0.012875243306390801,0.01584000438094334,-0.03583874681549452,-0.023010965749375598
oracle,policy,16,chewing,1,0.013988092029467812,0.03756237373661993,0.009850697590846256,0.013454842453363694,-0.04681281275438412,-0.030826047268423154
oracle,policy,16,tongue,1,0.006725562788327897,0.025191688744059068,0.009119568657206537,0.015260275649116377,-0.0923198788875102,-0.053190497850103435
oracle,policy,16,swallowing,1,0.01123546683252445,0.03542021208616615,0.007444607399318102,0.012584920727465485,-0.05644589404989089,-0.03589610058396004
oracle,policy,16,facial_emg,1,0.0032589352495519096,0.023081526608201574,0.005548010755729301,0.013631148780017624,-0.07947913234122471,-0.04393716125150082
oracle,policy,18,head_motion,1,0.027847337967052133,0.06298222586717936,0.017293345222181074,0.02101926994234529,-0.06636469158008178,-0.04255467413326901
oracle,policy,18,chewing,1,0.04045116515247666,0.06866527927202508,0.023675378919840378,0.03164331762182592,-0.03216001178098412,-0.021136058808049234
oracle,policy,18,tongue,1,0.013828937519914267,0.04630871073900443,0.013245380850123833,0.019803823008597544,-0.09618088592982675,-0.056456774207912244
oracle,policy,18,swallowing,1,0.029087750659881662,0.0630820470489671,0.017271366122322825,0.02395608092163743,-0.05753958346540368,-0.036734555282134054
oracle,policy,18,facial_emg,1,0.030793704634649817,0.06302123829471266,0.016229987028389355,0.023782805467647397,-0.05847437447669661,-0.03840207187081644
oracle,policy,20,head_motion,1,0.018142254692802038,0.025350972967636696,0.009791846146855729,0.009524007628671718,-0.03674128484817032,-0.02772719611156868
oracle,policy,20,chewing,1,0.02793653468146753,0.03531325425177302,0.009051442626647593,0.010980942243534372,-0.0218881522741833,-0.0221504851487455
oracle,policy,20,tongue,1,0.03530186556197857,0.04363017064262673,0.00837429686423423,0.013783589237917884,-0.06205639757692655,-0.05089628494519039
oracle,policy,20,swallowing,1,0.028631694383551124,0.037688462374894025,0.012756545897947618,0.01738446914827371,-0.058687048974654744,-0.04215556021399915
oracle,policy,20,facial_emg,1,0.028685265242426077,0.032329107028029484,0.017616889650232437,0.022943902560880258,-0.06795453278922864,-0.040460089927280306
oracle,policy,21,head_motion,1,0.010824015931781667,0.028620745622844383,0.015954121591689234,0.012932383180926914,-0.1113938356475814,-0.07507604831774539
oracle,policy,21,chewing,1,0.001043160881627339,0.004289005508071278,0.001024556812921698,0.0019734912397565752,-0.132799391936892,-0.09664277767082682
oracle,policy,21,tongue,1,-0.03580861899635972,-0.04276861049422999,-0.009323824444899296,-0.010070184597180901,-0.2251624247724683,-0.14511213464288605
oracle,policy,21,swallowing,1,-0.023749988978809256,-0.025726124705539498,-0.006911111474960721,-0.007965945636863921,-0.186143961770129,-0.12657912571633384
oracle,policy,21,facial_emg,1,-0.016571874739982024,-0.02246635431485676,-0.007326062400307473,-0.0075425246476620465,-0.19495331471861316,-0.13632404927074826
oracle,policy,22,head_motion,1,0.027964780854471072,0.0372035513920426,0.013123327761179634,0.014102136597023949,-0.10763198252871065,-0.07923803488195497
oracle,policy,22,chewing,1,0.021060685634142866,0.018784518679877744,0.012139540918571695,0.010638404094565321,-0.08496085670944188,-0.06378393139137477
oracle,policy,22,tongue,1,0.022805152132578502,0.0118179676098818,0.010983186237652435,0.010675159382414586,-0.1497712211353589,-0.1054586546776595
oracle,policy,22,swallowing,1,0.015965945674579315,0.011207805713066336,0.00812845374335388,0.006633525658332624,-0.11554899495661194,-0.08567637272574732
oracle,policy,22,facial_emg,1,0.01405446108668231,0.009350235594471115,0.005708878040085876,0.004196048152341092,-0.1292972527079678,-0.09474243410711414
oracle,policy,23,head_motion,1,0.048862895699089956,0.049665456342988426,0.033305453593157855,0.029692952929606376,-0.07328570404587076,-0.048182252068159306
oracle,policy,23,chewing,1,0.03730184965512649,0.04785745407683091,0.02513838901293126,0.026840101089351264,-0.06764487938548229,-0.042278352971351185
oracle,policy,23,tongue,1,0.03985734116522558,0.057442685741147005,0.020220460700908223,0.024153590274740944,-0.14608780029117185,-0.09814380445388261
oracle,policy,23,swallowing,1,0.037003229892867584,0.05854722992186664,0.028219098465089333,0.031783418686993324,-0.10427120589779552,-0.06170622980246064
oracle,policy,23,facial_emg,1,0.03855007495787677,0.0534190173597632,0.02602802292177231,0.032435728536808504,-0.10932607282023557,-0.061806441030672364
oracle,policy,26,head_motion,1,0.006839049050003337,0.02507499371526701,0.0030245515264303996,0.004836700935777307,-0.09561205750180797,-0.06940635512113064
oracle,policy,26,chewing,1,0.006623780319003306,0.019229808911720648,0.005319386575817523,0.007238353463523689,-0.08434765121149496,-0.05951314269452072
oracle,policy,26,tongue,1,0.013630420827842979,0.028641464207247447,0.0036030663254637664,0.007368551182285746,-0.1060008495312591,-0.07640480813704457
oracle,policy,26,swallowing,1,0.00637982354260625,0.022673988803118796,-0.00043684245565156764,0.004967546579254481,-0.11031865832496679,-0.07759589999555294
oracle,policy,26,facial_emg,1,0.008932593736545643,0.025795214948449618,0.00016861414260249119,0.006334408319113407,-0.10674087945536499,-0.07604558317908179
oracle,policy,27,head_motion,1,-0.0010352266596834808,0.010651661999083243,0.007398864090915524,0.008010836830806124,-0.06179159729566709,-0.030650424895019266
oracle,policy,27,chewing,1,-0.0028494680407126403,0.012003607866867043,0.005437351164935569,0.009874299209049876,-0.056244847937609026,-0.02533379075240845
oracle,policy,27,tongue,1,0.04051391901899488,0.07014404832703261,0.02084442680286632,0.024425410559183503,-0.043726638144446245,-0.032965362596618704
oracle,policy,27,swallowing,1,0.032580265098020034,0.06043736746038624,0.018510605772762142,0.02448462899096244,-0.043452926104744195,-0.02669699229375749
oracle,policy,27,facial_emg,1,0.02286349566665239,0.05137992180592323,0.011294971650280317,0.016407024194405085,-0.047854849282593176,-0.030530461288443486
oracle,policy,29,head_motion,1,-0.012337696488262901,-0.005229732634326764,-0.005092318358420875,-0.004820405422830085,-0.06971043225022397,-0.04663969230252269
oracle,policy,29,chewing,1,-0.007415924843039043,-0.003182901520048431,-0.008819808348469599,-0.006622290787191965,-0.09156375372404779,-0.07301680142016526
oracle,policy,29,tongue,1,0.004615984876348622,0.007109743481386752,-0.0037110320712390706,-0.0030856247054364795,-0.10801358397999136,-0.0856065730619806
oracle,policy,29,swallowing,1,-0.005112863801836345,-0.002654208655520532,-0.005655980381911782,-0.004016694259254078,-0.10924141114940866,-0.08289218867162998
oracle,policy,29,facial_emg,1,-0.004312120798542795,-0.00026878375649370956,-0.0008136247226672999,-0.0006317692982251516,-0.11361938540246727,-0.08511655741448607
oracle,policy,30,head_motion,1,0.028696320236363346,0.03736311495077608,0.01640448442536587,0.018021300982773093,-0.060988104444536714,-0.047313169492301126
oracle,policy,30,chewing,1,0.024877246857783118,0.036229655141018655,0.014225603401709808,0.019044838433140615,-0.05543267982635577,-0.0407022646102521
oracle,policy,30,tongue,1,0.02995229308699421,0.03959427693175981,0.02666631761155774,0.026526033529319704,-0.0872171719821124,-0.05606325229165808
oracle,policy,30,swallowing,1,0.028309856753597346,0.04383969218432097,0.017678612245627202,0.020514720669345992,-0.06288842687042848,-0.046681000538253414
oracle,policy,30,facial_emg,1,0.025690508986893023,0.037669946440263564,0.01601419103075369,0.019867264067321068,-0.0851902362228066,-0.06087441142847805
oracle,evaluable,1,head_motion,1,-0.06594359928314154,-0.057651493783124654,-0.011569698065206132,-0.011846556810626841,-0.14076320681028748,-0.06124123156073813
oracle,evaluable,1,chewing,1,-0.07992754686553537,-0.07260597767762207,-0.01377983110066074,-0.013858540955132384,-0.1231432753258219,-0.043215728460286554
oracle,evaluable,1,tongue,1,-0.09523084075694702,-0.09029822434383018,-0.025169718328057495,-0.023138789491380075,-0.18007506437899717,-0.07741335738604642
oracle,evaluable,1,swallowing,1,-0.09323402512853247,-0.08902983611736019,-0.017257841771640366,-0.01643211623197209,-0.14459022242009711,-0.051231835605738206
oracle,evaluable,1,facial_emg,1,-0.09872730267202737,-0.09371479022532274,-0.022673042222204863,-0.021545733914384527,-0.1646862100798209,-0.0649655343979902
oracle,evaluable,2,head_motion,1,-0.027709242379392086,-0.027838649316479835,-0.015348783674888773,-0.014716895684423014,-0.07825022907378992,-0.050104346750642424
oracle,evaluable,2,chewing,1,-0.03042397311721543,-0.027654633731051453,-0.013648147005242759,-0.012261528426185895,-0.072385707095799,-0.0411987154700315
oracle,evaluable,2,tongue,1,-0.030969831789675765,-0.02985277699241213,-0.012680180475712184,-0.01022088805388566,-0.1213412765075267,-0.06850644729236696
oracle,evaluable,2,swallowing,1,-0.0322723513510562,-0.021827904354769175,-0.012802831607628132,-0.009672795905435433,-0.11270807856843056,-0.06555128045279916
oracle,evaluable,2,facial_emg,1,-0.03320202217008596,-0.023203050937327826,-0.01651244166108397,-0.011595567041084566,-0.13269311895318134,-0.07939955927871377
oracle,evaluable,5,head_motion,1,0.07928368545876648,0.12741336144072957,0.05542574644989926,0.060481710724334704,-0.02504698134930351,-0.016424338078339356
oracle,evaluable,5,chewing,1,0.09301970107141219,0.14602660054360314,0.06800587763601929,0.07585108979450109,-0.00784297962778897,-0.0026567466728863844
oracle,evaluable,5,tongue,1,0.09973922360502978,0.1702395910967795,0.055936383296000036,0.06747912022800183,-0.08822189865494642,-0.06552271030412157
oracle,evaluable,5,swallowing,1,0.11298519553724562,0.19015683030092018,0.07294297125303763,0.08905800981824367,-0.028149019976218343,-0.017209294848781802
oracle,evaluable,5,facial_emg,1,0.13076353365121213,0.2153801089748148,0.07089230807555309,0.09399169710673741,-0.05125712076764015,-0.038250628103161786
oracle,evaluable,6,head_motion,1,0.05650190966937929,0.07457365659980823,0.04962480091482621,0.054197914778608025,-0.08316973026382932,-0.042865552003960826
oracle,evaluable,6,chewing,1,0.058451684691240825,0.07726014288661658,0.051278699953367333,0.05661171969033947,-0.08607032379387528,-0.04803672361943161
oracle,evaluable,6,tongue,1,0.06973616646471621,0.10043334595091613,0.05149677318384296,0.05942689118991555,-0.11353221426312368,-0.06506544937185493
oracle,evaluable,6,swallowing,1,0.046453697592693924,0.07806244784559657,0.05011043352391338,0.060168309020529276,-0.13438709863878281,-0.07126574153259577
oracle,evaluable,6,facial_emg,1,0.04484196132051767,0.07735181867579174,0.05436942288863492,0.06055373295764036,-0.1320882132560491,-0.06916042992669227
oracle,evaluable,8,head_motion,1,0.01023723546079083,0.04555468804957587,0.000527357051918298,0.002836921095593764,-0.09963066482027726,-0.07674630587982074
oracle,evaluable,8,chewing,1,0.013148183173162608,0.0471010911890966,0.0008734095464626474,0.006168382068176198,-0.10460706922753212,-0.0831685255992987
oracle,evaluable,8,tongue,1,0.04656135509056168,0.09969831864139109,0.019277976747429804,0.03162144563935645,-0.15709133243506015,-0.1166867442015946
oracle,evaluable,8,swallowing,1,0.023686878475747825,0.07025962670345749,0.006875475053038094,0.014506532380354969,-0.10387203081853869,-0.08015026541661832
oracle,evaluable,8,facial_emg,1,0.039870468311719594,0.08283496699451956,0.015005039363783071,0.02647082653614738,-0.13108091681473488,-0.09771041557215217
oracle,evaluable,9,head_motion,0,nan,nan,nan,nan,nan,nan
oracle,evaluable,9,chewing,0,nan,nan,nan,nan,nan,nan
oracle,evaluable,9,tongue,0,nan,nan,nan,nan,nan,nan
oracle,evaluable,9,swallowing,0,nan,nan,nan,nan,nan,nan
oracle,evaluable,9,facial_emg,0,nan,nan,nan,nan,nan,nan
oracle,evaluable,10,head_motion,0,nan,nan,nan,nan,nan,nan
oracle,evaluable,10,chewing,0,nan,nan,nan,nan,nan,nan
oracle,evaluable,10,tongue,0,nan,nan,nan,nan,nan,nan
oracle,evaluable,10,swallowing,0,nan,nan,nan,nan,nan,nan
oracle,evaluable,10,facial_emg,0,nan,nan,nan,nan,nan,nan
oracle,evaluable,11,head_motion,0,nan,nan,nan,nan,nan,nan
oracle,evaluable,11,chewing,0,nan,nan,nan,nan,nan,nan
oracle,evaluable,11,tongue,0,nan,nan,nan,nan,nan,nan
oracle,evaluable,11,swallowing,0,nan,nan,nan,nan,nan,nan
oracle,evaluable,11,facial_emg,0,nan,nan,nan,nan,nan,nan
oracle,evaluable,13,head_motion,1,0.051173372072225304,0.0837243014878591,0.029125071135799485,0.03549279989792058,-0.07250090908852097,-0.04544555669735863
oracle,evaluable,13,chewing,1,0.04314913448839133,0.08122581674144627,0.02798494490286458,0.036035867867689475,-0.03480759822194168,-0.019773944870025335
oracle,evaluable,13,tongue,1,0.11409777783897082,0.1731133213061563,0.056275228037217885,0.0782899603918022,-0.08181207509720358,-0.05147453227860599
oracle,evaluable,13,swallowing,1,0.059657503811292506,0.11100573105300617,0.0361189667171293,0.047382697480219144,-0.0500205405017246,-0.034160952665797065
oracle,evaluable,13,facial_emg,1,0.07280501015234206,0.13149682643190747,0.04032458162473056,0.05343895119798961,-0.04639243307652325,-0.03437832350833821
oracle,evaluable,14,head_motion,1,0.0019423299045457031,0.005270467218424784,0.03037869671301639,0.03135773506784513,-0.17810137499297016,-0.08691431963985143
oracle,evaluable,14,chewing,1,-0.010122342457990829,-0.004075334950156761,0.01827705693564683,0.022013172354698757,-0.1523567681805347,-0.09053460986671343
oracle,evaluable,14,tongue,1,-0.030158897285256274,-0.025700602985247383,0.026419100795748697,0.02824574930814656,-0.19291524140336064,-0.09649600764409283
oracle,evaluable,14,swallowing,1,-0.02114046051773923,-0.015322573773593362,0.019578703808490344,0.021601431326579233,-0.1741703054780365,-0.09841231100438012
oracle,evaluable,14,facial_emg,1,-0.03074924235760671,-0.025960385319228736,0.02200138266777782,0.02157768650838013,-0.19183176948381436,-0.1029499074777342
oracle,evaluable,16,head_motion,1,0.0220393288036081,0.04169423516218766,0.012875243306390801,0.01584000438094334,-0.03583874681549452,-0.023010965749375598
oracle,evaluable,16,chewing,1,0.013988092029467812,0.03756237373661993,0.009850697590846256,0.013454842453363694,-0.04681281275438412,-0.030826047268423154
oracle,evaluable,16,tongue,1,0.006725562788327897,0.025191688744059068,0.009119568657206537,0.015260275649116377,-0.0923198788875102,-0.053190497850103435
oracle,evaluable,16,swallowing,1,0.01123546683252445,0.03542021208616615,0.007444607399318102,0.012584920727465485,-0.05644589404989089,-0.03589610058396004
oracle,evaluable,16,facial_emg,1,0.0032589352495519096,0.023081526608201574,0.005548010755729301,0.013631148780017624,-0.07947913234122471,-0.04393716125150082
oracle,evaluable,18,head_motion,1,0.027847337967052133,0.06298222586717936,0.017293345222181074,0.02101926994234529,-0.06636469158008178,-0.04255467413326901
oracle,evaluable,18,chewing,1,0.04045116515247666,0.06866527927202508,0.023675378919840378,0.03164331762182592,-0.03216001178098412,-0.021136058808049234
oracle,evaluable,18,tongue,1,0.013828937519914267,0.04630871073900443,0.013245380850123833,0.019803823008597544,-0.09618088592982675,-0.056456774207912244
oracle,evaluable,18,swallowing,1,0.029087750659881662,0.0630820470489671,0.017271366122322825,0.02395608092163743,-0.05753958346540368,-0.036734555282134054
oracle,evaluable,18,facial_emg,1,0.030793704634649817,0.06302123829471266,0.016229987028389355,0.023782805467647397,-0.05847437447669661,-0.03840207187081644
oracle,evaluable,20,head_motion,1,0.021770705631362446,0.030421167561164038,0.011750215376226874,0.01142880915440606,-0.04408954181780438,-0.03327263533388242
oracle,evaluable,20,chewing,1,0.033523841617761035,0.042375905102127624,0.010861731151977111,0.013177130692241246,-0.02626578272901996,-0.0265805821784946
oracle,evaluable,20,tongue,1,0.04236223867437428,0.05235620477115208,0.010049156237081075,0.01654030708550146,-0.07446767709231186,-0.06107554193422847
oracle,evaluable,20,swallowing,1,0.03435803326026135,0.04522615484987283,0.015307855077537142,0.020861362977928448,-0.0704244587695857,-0.050586672256798984
oracle,evaluable,20,facial_emg,1,0.03442231829091129,0.038794928433635384,0.021140267580278926,0.027532683073056306,-0.08154543934707437,-0.04855210791273637
oracle,evaluable,21,head_motion,1,0.010824015931781667,0.028620745622844383,0.015954121591689234,0.012932383180926914,-0.1113938356475814,-0.07507604831774539
oracle,evaluable,21,chewing,1,0.001043160881627339,0.004289005508071278,0.001024556812921698,0.0019734912397565752,-0.132799391936892,-0.09664277767082682
oracle,evaluable,21,tongue,1,-0.03580861899635972,-0.04276861049422999,-0.009323824444899296,-0.010070184597180901,-0.2251624247724683,-0.14511213464288605
oracle,evaluable,21,swallowing,1,-0.023749988978809256,-0.025726124705539498,-0.006911111474960721,-0.007965945636863921,-0.186143961770129,-0.12657912571633384
oracle,evaluable,21,facial_emg,1,-0.016571874739982024,-0.02246635431485676,-0.007326062400307473,-0.0075425246476620465,-0.19495331471861316,-0.13632404927074826
oracle,evaluable,22,head_motion,1,0.027964780854471072,0.0372035513920426,0.013123327761179634,0.014102136597023949,-0.10763198252871065,-0.07923803488195497
oracle,evaluable,22,chewing,1,0.021060685634142866,0.018784518679877744,0.012139540918571695,0.010638404094565321,-0.08496085670944188,-0.06378393139137477
oracle,evaluable,22,tongue,1,0.022805152132578502,0.0118179676098818,0.010983186237652435,0.010675159382414586,-0.1497712211353589,-0.1054586546776595
oracle,evaluable,22,swallowing,1,0.015965945674579315,0.011207805713066336,0.00812845374335388,0.006633525658332624,-0.11554899495661194,-0.08567637272574732
oracle,evaluable,22,facial_emg,1,0.01405446108668231,0.009350235594471115,0.005708878040085876,0.004196048152341092,-0.1292972527079678,-0.09474243410711414
oracle,evaluable,23,head_motion,1,0.048862895699089956,0.049665456342988426,0.033305453593157855,0.029692952929606376,-0.07328570404587076,-0.048182252068159306
oracle,evaluable,23,chewing,1,0.03730184965512649,0.04785745407683091,0.02513838901293126,0.026840101089351264,-0.06764487938548229,-0.042278352971351185
oracle,evaluable,23,tongue,1,0.03985734116522558,0.057442685741147005,0.020220460700908223,0.024153590274740944,-0.14608780029117185,-0.09814380445388261
oracle,evaluable,23,swallowing,1,0.037003229892867584,0.05854722992186664,0.028219098465089333,0.031783418686993324,-0.10427120589779552,-0.06170622980246064
oracle,evaluable,23,facial_emg,1,0.03855007495787677,0.0534190173597632,0.02602802292177231,0.032435728536808504,-0.10932607282023557,-0.061806441030672364
oracle,evaluable,26,head_motion,1,0.006839049050003337,0.02507499371526701,0.0030245515264303996,0.004836700935777307,-0.09561205750180797,-0.06940635512113064
oracle,evaluable,26,chewing,1,0.006623780319003306,0.019229808911720648,0.005319386575817523,0.007238353463523689,-0.08434765121149496,-0.05951314269452072
oracle,evaluable,26,tongue,1,0.013630420827842979,0.028641464207247447,0.0036030663254637664,0.007368551182285746,-0.1060008495312591,-0.07640480813704457
oracle,evaluable,26,swallowing,1,0.00637982354260625,0.022673988803118796,-0.00043684245565156764,0.004967546579254481,-0.11031865832496679,-0.07759589999555294
oracle,evaluable,26,facial_emg,1,0.008932593736545643,0.025795214948449618,0.00016861414260249119,0.006334408319113407,-0.10674087945536499,-0.07604558317908179
oracle,evaluable,27,head_motion,1,-0.0018634079874302657,0.019172991598349835,0.013317955363647943,0.014419506295451023,-0.11122487513220078,-0.05517076481103468
oracle,evaluable,27,chewing,1,-0.005129042473282752,0.02160649416036068,0.009787232096884025,0.017773738576289777,-0.10124072628769624,-0.04560082335433521
oracle,evaluable,27,tongue,1,0.07292505423419078,0.12625928698865868,0.03751996824515938,0.04396573900653031,-0.07870794866000323,-0.059337652673913666
oracle,evaluable,27,swallowing,1,0.05864447717643606,0.10878726142869524,0.033319090390971855,0.04407233218373239,-0.07821526698853956,-0.04805458612876348
oracle,evaluable,27,facial_emg,1,0.0411542921999743,0.09248385925066181,0.02033094897050457,0.029532643549929155,-0.08613872870866772,-0.054954830319198275
oracle,evaluable,29,head_motion,1,-0.024675392976525802,-0.010459465268653528,-0.01018463671684175,-0.00964081084566017,-0.13942086450044794,-0.09327938460504538
oracle,evaluable,29,chewing,1,-0.014831849686078086,-0.006365803040096862,-0.017639616696939198,-0.01324458157438393,-0.18312750744809558,-0.1460336028403305
oracle,evaluable,29,tongue,1,0.009231969752697244,0.014219486962773503,-0.007422064142478141,-0.006171249410872959,-0.21602716795998272,-0.1712131461239612
oracle,evaluable,29,swallowing,1,-0.01022572760367269,-0.005308417311041064,-0.011311960763823565,-0.008033388518508155,-0.21848282229881733,-0.16578437734326
oracle,evaluable,29,facial_emg,1,-0.00862424159708559,-0.0005375675129874191,-0.0016272494453345998,-0.0012635385964503032,-0.22723877080493454,-0.17023311482897213
oracle,evaluable,30,head_motion,1,0.04017484833090869,0.052308360931086505,0.022966278195512217,0.025229821375882328,-0.0853833462223514,-0.06623843728922157
oracle,evaluable,30,chewing,1,0.034828145600896365,0.05072151719742611,0.01991584476239373,0.02666277380639686,-0.07760575175689807,-0.05698317045435294
oracle,evaluable,30,tongue,1,0.04193321032179189,0.05543198770446374,0.037332844656180836,0.037136446941047584,-0.12210404077495736,-0.07848855320832131
oracle,evaluable,30,swallowing,1,0.039633799455036284,0.06137556905804935,0.024750057143878085,0.02872060893708439,-0.08804379761859986,-0.06535340075355478
oracle,evaluable,30,facial_emg,1,0.03596671258165023,0.052737925016368994,0.022419867443055165,0.027814169694249498,-0.11926633071192923,-0.08522417599986927
