artifact_reconstruction_relative_error,clean_waveform_RRMSE,clean_waveform_correlation,dataset,delta_SNR_db,exact_cell,method,observation_change_ratio,output_input_RMS_ratio,selected_alpha,statistical_unit,status,training_seed,unit_id
1.0,0.8946235247957239,0.7577200653676753,klados,0.0,19ch_native_linked_mastoid_256hz,RAW,0.0,1.0,0.75,source_record,success,20260813,sim37
0.2679556925334493,0.23971946614335365,0.9715260425741385,klados,11.438740244726509,19ch_native_linked_mastoid_256hz,POP,0.6335565630352815,0.7272876010123215,0.75,source_record,success,20260813,sim37
9.887178386395128,8.845302378320907,0.06261594751068793,klados,-19.901447397046496,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DET-MATCH|deployment,6.409171183941542,6.463505038980922,0.75,source_record,success,20260813,sim37
0.2679556925334493,0.23971946614335365,0.9715260425741385,klados,11.438740244726509,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DET-POP,0.6335565630352815,0.7272876010123215,0.75,source_record,success,20260813,sim37
0.2679556925334493,0.23971946614335365,0.9715260425741385,klados,11.438740244726509,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-POP,0.6335565630352815,0.7272876010123215,0.75,source_record,success,20260813,sim37
0.2679556925334493,0.23971946614335365,0.9715260425741385,klados,11.438740244726509,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|NO-SUPPORT,0.6335565630352815,0.7272876010123215,0.75,source_record,success,20260813,sim37
0.3570698576447119,0.3194430946444195,0.9516324739236692,klados,8.94493619194873,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|RHO-ONLY-POP-BASIS,0.4751674221803063,0.755942512029152,0.75,source_record,success,20260813,sim37
7.4021175359239555,6.622108480940527,0.09341402776468402,klados,-17.387119536819068,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|CONSTANT-RHO-0.5,4.792917072915367,4.848762135632186,0.75,source_record,success,20260813,sim37
11.089288474209816,9.92073834227418,0.045049252487861645,klados,-20.898073625169296,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-MATCH-K8|deployment,7.18878492420839,7.2403392384120915,0.75,source_record,success,20260813,sim37
11.721559757366753,10.486383106239156,0.040311224076346006,klados,-21.37970811921475,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-MATCH-K1|deployment,7.597635577699779,7.651928579560044,0.75,source_record,success,20260813,sim37
14.77726053931423,13.220084910506058,0.02068082967860487,klados,-23.391878609551206,19ch_native_linked_mastoid_256hz,R2_FIR_residual|support_FiLM|DIFF-MATCH-K8|mechanism_g1,9.591630014781247,9.640990268977154,0.75,source_record,success,20260813,sim37
