seed,participant,match_rrmse,pop_rrmse,wrong_rrmse,U_P,U_W,duration_seconds
20260808,1,0.2083563432097435,0.19761066883802414,0.21533654630184174,-0.01074567437171936,0.006980203092098236,30
20260808,2,0.15674271434545517,0.15060827632745108,0.1718626975392302,-0.00613443801800409,0.015119983193775027,30
20260808,3,0.12380933513243993,0.14163308342297873,0.1558591965585947,0.0178237482905388,0.03204986142615478,30
20260808,4,0.10649565855662028,0.12478917092084885,0.14769441820681095,0.018293512364228562,0.04119875965019067,30
20260808,5,0.17351533969243368,0.1786595582962036,0.24904406132797402,0.005144218603769929,0.07552872163554034,30
20260808,6,0.12846915423870087,0.12824830164512,0.13406329974532127,-0.0002208525935808725,0.005594145506620407,30
20260808,7,0.15837124983469644,0.13946723441282907,0.16356464102864265,-0.01890401542186737,0.005193391193946212,30
20260808,8,0.21593060592810312,0.20089685916900635,0.24839947745203972,-0.015033746759096772,0.0324688715239366,30
20260808,9,0.17109708984692892,0.17070875068505606,0.19672508475681144,-0.00038833916187286377,0.025627994909882518,30
20260810,1,0.2239023596048355,0.22445771843194962,0.24417765531688929,0.0005553588271141052,0.020275295712053776,30
20260810,2,0.18089069426059723,0.18139502902825674,0.19618894408146542,0.0005043347676595145,0.015298249820868193,30
20260810,3,0.11330841978391011,0.13125328967968622,0.14761719355980554,0.017944869895776108,0.03430877377589543,30
20260810,4,0.11641878137985866,0.13413735230763754,0.14677574144055447,0.017718570927778884,0.030356960060695812,30
20260810,5,0.17689421276251474,0.1902938187122345,0.2644598080466191,0.013399605949719756,0.08756559528410437,30
20260810,6,0.11527272562185924,0.11067743351062138,0.1176858888939023,-0.004595292111237853,0.0024131632720430646,30
20260810,7,0.16918263336022696,0.14806213974952698,0.17110646950701874,-0.02112049361069998,0.0019238361467917853,30
20260810,8,0.2322108969092369,0.20306108395258585,0.2533194177473585,-0.02914981295665106,0.02110852083812159,30
20260810,9,0.1443480228384336,0.14621908217668533,0.18084410733232897,0.0018710593382517404,0.03649608449389538,30
20260811,1,0.21003150194883347,0.2055445872247219,0.21987638110294938,-0.004486914724111557,0.009844879154115915,30
20260811,2,0.1578933745622635,0.15648906926314035,0.17435777249435583,-0.0014043052991231375,0.01646439793209234,30
20260811,3,0.1238624503215154,0.1412081097563108,0.15585088729858398,0.017345659434795394,0.03198843697706859,30
20260811,4,0.11043369273344676,0.13879355291525522,0.15656229853630066,0.028359860181808458,0.0461286058028539,30
20260811,5,0.17577518274386725,0.19335360825061798,0.23465296998620033,0.017578425506750733,0.058877787242333085,30
20260811,6,0.11132739981015523,0.11508699754873912,0.12667990879466137,0.003759597738583892,0.015352508984506144,30
20260811,7,0.1514730155467987,0.13561959067980447,0.1616763637090723,-0.01585342486699423,0.010203348162273584,30
20260811,8,0.21798695623874664,0.19737827281157175,0.248309552979966,-0.020608683427174895,0.030322596741219343,30
20260811,9,0.15263542781273523,0.15967569748560587,0.1858226085702578,0.007040269672870636,0.03318718075752258,30
20260808,1,0.20078285038471222,0.18184778839349747,0.1922030970454216,-0.018935061991214752,-0.008579753339290619,60
20260808,2,0.13786537696917853,0.14829805493354797,0.16831942275166512,0.010432677964369447,0.03045404578248659,60
20260808,3,0.12917159497737885,0.14217554529507956,0.15402883694817623,0.013003950317700713,0.02485724197079739,60
20260808,4,0.10243677844603856,0.1265607476234436,0.1457321085035801,0.024123969177405044,0.043295330057541534,60
20260808,5,0.1761766771475474,0.17341378331184387,0.2256722506135702,-0.0027628938357035226,0.04949557346602282,60
20260808,6,0.1263625497619311,0.12588564306497574,0.13253556285053492,-0.0004769066969553537,0.006173013088603824,60
20260808,7,0.1555360903342565,0.1340035026272138,0.15627921621004742,-0.021532587707042694,0.0007431258757909232,60
20260808,8,0.15447783718506494,0.151065523425738,0.20866414190580448,-0.003412313759326935,0.05418630472073954,60
20260808,9,0.17177257935206094,0.17198067406813303,0.190117293347915,0.00020809471607208252,0.01834471399585405,60
20260810,1,0.21309608221054077,0.20784704387187958,0.22207289934158325,-0.005249038338661194,0.00897681713104248,60
20260810,2,0.16860579450925192,0.17890056471029916,0.19294540894528228,0.010294770201047243,0.02433961443603036,60
20260810,3,0.11336900293827057,0.12999855975310007,0.14367279348274073,0.0166295568148295,0.03030379054447016,60
20260810,4,0.11372409760951996,0.13632275660832724,0.14655799232423306,0.02259865899880728,0.0328338947147131,60
20260810,5,0.17768985529740652,0.18306382248799005,0.23985966853797436,0.0053739671905835285,0.062169813240567834,60
20260810,6,0.11786564936240514,0.10846433540185292,0.11576584385087094,-0.009401313960552216,-0.0020998055115342,60
20260810,7,0.16289778053760529,0.14217679699261984,0.1647628253946702,-0.020720983544985444,0.0018650448570649014,60
20260810,8,0.16120253006617227,0.1505675663550695,0.2221657419577241,-0.010634963711102785,0.06096321189155182,60
20260810,9,0.14779066046079,0.1482506493727366,0.17130387915919226,0.0004599889119465961,0.023513218698402255,60
20260811,1,0.20000477135181427,0.19055837765336037,0.20063647208735347,-0.009446393698453903,0.0006317007355391979,60
20260811,2,0.14501565446456274,0.15400847295920053,0.17096593199918667,0.008992818494637789,0.025950277534623922,60
20260811,3,0.1269766166806221,0.14011308799187341,0.15141228462258974,0.013136471311251313,0.024435667941967637,60
20260811,4,0.11136309305826823,0.1407687490185102,0.15687299550821382,0.029405655960241958,0.045509902449945586,60
20260811,5,0.17959881325562796,0.18656874696413675,0.21216543080906075,0.006969933708508791,0.03256661755343279,60
20260811,6,0.10773685574531555,0.11095663408438365,0.12105105662097534,0.0032197783390680995,0.013314200875659793,60
20260811,7,0.14566256602605185,0.12869535386562347,0.15353854093700647,-0.016967212160428374,0.007875974910954625,60
20260811,8,0.1513228937983513,0.1465574378768603,0.21320990286767483,-0.004765455921490996,0.06188700906932354,60
20260811,9,0.15488049139579138,0.1611469785372416,0.17937684276451665,0.006266487141450228,0.024496351368725272,60
20260808,1,0.21189557015895844,0.18652090802788734,0.2035181545652449,-0.02537466213107109,-0.008377415593713522,120
20260808,2,0.1413761427005132,0.16929784417152405,0.17552069077889124,0.027921701471010835,0.03414454807837802,120
20260808,3,0.1295384019613266,0.14206341405709585,0.15047635262211162,0.012525012095769256,0.02093795066078502,120
20260808,4,0.10157603522141774,0.10943222790956497,0.1258670516933004,0.007856192688147232,0.024291016471882657,120
20260808,5,0.1855462243159612,0.16537869473298392,0.20737922377884388,-0.020167529582977295,0.02183299946288267,120
20260808,6,0.11433496822913487,0.11765645692745845,0.12356981541961432,0.003321488698323577,0.009234847190479442,120
20260808,7,0.13955926895141602,0.13346315920352936,0.14990837561587494,-0.006096109747886658,0.010349106664458929,120
20260808,8,0.1965817908445994,0.19679411500692368,0.2239550246546666,0.00021232416232427886,0.027373233810067205,120
20260808,9,0.16149390737215677,0.16026589771111807,0.17594360808531442,-0.0012280096610386981,0.014449700713157654,120
20260810,1,0.2259969562292099,0.21470806747674942,0.23363200202584267,-0.01128888875246048,0.007635045796632767,120
20260810,2,0.16803574562072754,0.19073537985483804,0.1964251349369685,0.022699634234110505,0.028389389316240965,120
20260810,3,0.1118960107366244,0.12913083533445993,0.13872178799162307,0.017234824597835527,0.02682577725499867,120
20260810,4,0.11261085420846939,0.11641006668408711,0.1277463880057136,0.003799212475617722,0.015135533797244222,120
20260810,5,0.18989238142967224,0.17553827663262686,0.22652647520105046,-0.01435410479704538,0.03663409377137822,120
20260810,6,0.09827696780363719,0.09664248426755269,0.10338012905170521,-0.0016344835360845023,0.005103161248068019,120
20260810,7,0.14861166973908743,0.13491151730219522,0.15308675325165194,-0.01370015243689221,0.004475083512564509,120
20260810,8,0.2058539887269338,0.20353559156258902,0.22261935286223888,-0.0023183971643447876,0.016765364135305078,120
20260810,9,0.13461658110221228,0.13953767716884613,0.15794580957541862,0.004921096066633851,0.023329228473206343,120
20260811,1,0.2119738683104515,0.1984187550842762,0.21233663754537702,-0.013555113226175308,0.0003627692349255085,120
20260811,2,0.1507934182882309,0.1764554133017858,0.18174373420576256,0.0256619950135549,0.030950315917531668,120
20260811,3,0.12467759599288304,0.1396405870715777,0.14814710275580484,0.014962991078694657,0.023469506762921796,120
20260811,4,0.11108717322349548,0.12468581398328145,0.13537960592657328,0.013598640759785965,0.024292432703077793,120
20260811,5,0.17606871326764426,0.173126811782519,0.20550257960955304,-0.0029419014851252423,0.029433866341908782,120
20260811,6,0.09537606189648311,0.09626919527848561,0.1071376676360766,0.0008931333820025034,0.011761605739593492,120
20260811,7,0.12882940967877707,0.12222920854886372,0.1431051827967167,-0.006600201129913344,0.014275773117939622,120
20260811,8,0.1907446632782618,0.1989151487747828,0.22217688616365194,0.008170485496520996,0.03143222288539013,120
20260811,9,0.1432495266199112,0.1509970078865687,0.16608320455998182,0.007747481266657502,0.02283367794007063,120
