package,seed,participant,protocol,method,eog_attenuation,preservation,mi_band_distortion,covariance,mi_kappa,erd_preservation
POP8-D30,20260808,1,same_01,RAW,0.0,1.0,0.0,0.0,0.43333333333333335,1.0
POP8-D30,20260808,1,same_01,DIFF-POP8,-0.014280683582775816,0.7357953786849976,0.05390385231182048,0.13207608561003864,0.43333333333333335,0.9755933257968185
POP8-D30,20260808,1,same_01,DIFF-MATCH8,0.056732657758342006,0.802956759929657,0.03666289110587141,0.11916429294326863,0.30000000000000004,0.977061206676247
POP8-D30,20260808,1,same_01,LINEAR-MATCH,0.025355752747654697,0.8957289457321167,0.02282200798051486,0.05010052583113015,0.3666666666666667,0.9811078628034527
POP8-D30,20260808,1,same_01,DET-MATCH,0.0413401996301319,0.8359960317611694,0.027750682021074776,0.11916632249590342,0.33333333333333337,0.9793246756032382
POP8-D30,20260808,1,same_01,DIFF-WRONG8-2,-0.03464028744314823,0.7115145325660706,0.06035068614502776,0.13700340276549444,0.43333333333333335,0.9746040790655564
POP8-D30,20260808,1,same_01,DIFF-WRONG8-3,-0.039877968518056944,0.7155768275260925,0.05642788028706297,0.1229994009169792,0.43333333333333335,0.9811314152604353
POP8-D30,20260808,1,same_01,DIFF-WRONG8-4,-0.016232241544976544,0.7381779849529266,0.05238615147084601,0.1376677046887642,0.4,0.9784918608735048
POP8-D30,20260808,1,same_01,DIFF-WRONG8-5,-0.02771800396822746,0.7185275852680206,0.05691527337844661,0.13235409878069185,0.23333333333333328,0.9743430067331585
POP8-D30,20260808,1,same_01,DIFF-WRONG8-6,0.013164847542416452,0.7402575314044952,0.05456125948797045,0.13610527627305732,0.2666666666666667,0.96929282108725
POP8-D30,20260808,1,same_01,DIFF-WRONG8-7,0.0362605448152829,0.7730138301849365,0.04667031490525604,0.13060774633783595,0.19999999999999996,0.9716783004059841
POP8-D30,20260808,1,same_01,DIFF-WRONG8-8,0.03251890984118089,0.7830771803855896,0.04384826614057257,0.12493749474618819,0.2666666666666667,0.9747240985231584
POP8-D30,20260808,1,same_01,DIFF-WRONG8-9,0.027619246743846887,0.7774930447340012,0.04544956022534944,0.12787008848800768,0.30000000000000004,0.9745473534101916
POP8-D30,20260808,1,same_03,RAW,0.0,1.0,0.0,0.0,0.675,1.0
POP8-D30,20260808,1,same_03,DIFF-POP8,0.045011204119095455,0.6554414629936218,0.06889587826647044,0.12096518162238157,0.525,0.9522384758515179
POP8-D30,20260808,1,same_03,DIFF-MATCH8,0.06117773944667229,0.7185373306274414,0.05473494519613937,0.11534543129179853,0.55,0.9535549541869731
