duration_seconds,participant,U_P8,U_W8,match_rrmse,pop_rrmse,wrong_rrmse
30,1,-0.00489241008957227,0.012366792652755976,0.21409673492113748,0.20920432483156523,0.22646352757389346
30,2,-0.0023448028498225713,0.015627543648911852,0.16517559438943863,0.16283079153961608,0.18080313803835046
30,3,0.017704759207036767,0.0327823573930396,0.12032673507928848,0.13803149428632525,0.15310909247232807
30,4,0.02145731449127197,0.039228108504580125,0.11111604422330856,0.13257335871458054,0.1503441527278887
30,5,0.01204075002008014,0.07399070138732593,0.17539491173293856,0.1874356617530187,0.2493856131202645
30,6,-0.0003521823220782779,0.007786605921056539,0.1183564265569051,0.11800424423482685,0.12614303247796166
30,7,-0.01862597796652053,0.0057735251676705275,0.15967563291390738,0.14104965494738683,0.1654491580815779
30,8,-0.021597414380974244,0.027966663034425843,0.22204281969202888,0.20044540531105462,0.25000948272645473
30,9,0.0028409966164165044,0.031770420053766825,0.15602684683269927,0.15886784344911575,0.18779726688646606
60,1,-0.01121016467610995,0.00034292150909701985,0.2046279013156891,0.19341773663957915,0.2049708228247861
60,2,0.009906755553351493,0.026914645917713625,0.1504956086476644,0.16040236420101586,0.17741025456537804
60,3,0.014256659481260509,0.02653223348574506,0.12317240486542384,0.13742906434668434,0.1497046383511689
60,4,0.025376094712151426,0.04054637574073341,0.10917465637127559,0.13455075108342704,0.149721032112009
60,5,0.003193669021129599,0.048077334753341146,0.17782178190019396,0.18101545092132354,0.22589911665353513
60,6,-0.0022194807728131566,0.005795802817576472,0.1173216849565506,0.11510220418373744,0.12311748777412707
60,7,-0.019740261137485504,0.0034947152146034832,0.15469881229930457,0.13495855116181904,0.15819352751390803
60,8,-0.006270911130640239,0.05901217522720497,0.15566775368319616,0.14939684255255592,0.21467992891040114
60,9,0.002311523589822969,0.022118094687660527,0.1581479104028808,0.16045943399270376,0.18026600509054128
120,1,-0.016739554703235626,-0.0001265335207184156,0.2166221315662066,0.19988257686297098,0.2164955980454882
120,2,0.025427776906225413,0.031161417770716886,0.1534017688698239,0.1788295457760493,0.18456318664054075
120,3,0.014907609257433146,0.023744411559568496,0.12203733623027802,0.13694494548771116,0.1457817477898465
120,4,0.008418015307850307,0.02123966099073489,0.10842468755112754,0.11684270285897784,0.12966434854186243
120,5,-0.01248784528838264,0.029300319858723223,0.1838357730044259,0.17134792771604326,0.21313609286314913
120,6,0.0008600461814138594,0.008699871392713651,0.10266266597641839,0.10352271215783225,0.11136253736913204
120,7,-0.008798821104897403,0.009699987764987686,0.13900011612309351,0.13020129501819608,0.1487001038880812
120,8,0.0020214708315001626,0.025190273610254138,0.197726814283265,0.19974828511476517,0.22291708789351916
120,9,0.0038135225574175515,0.02020420237547821,0.14645333836476007,0.15026686092217764,0.16665754074023828
