package,seed,participant,method,eog_attenuation,preservation,mi_band_distortion,covariance,mi_kappa,erd_preservation
POP8-D120,20260808,2,DIFF-MATCH8,0.11319063130876439,0.7916088352600733,0.08601834434441946,0.11574834974103886,0.14166666666666664,0.9353593159792312
POP8-D120,20260808,2,DIFF-POP8,0.10427218339572795,0.8144974062840143,0.07900303144681155,0.10778973663267381,0.18055555555555555,0.9409100346987165
POP8-D120,20260808,2,DIFF-WRONG8-1,0.09157376002426813,0.8451995352904002,0.06635014827239936,0.10151432293591926,0.1444444444444444,0.9486639055468601
POP8-D120,20260808,2,DIFF-WRONG8-3,0.10540419362386565,0.8019894957542419,0.07980186660017341,0.10813507228471976,0.13611111111111107,0.9408356523743427
POP8-D120,20260808,2,DIFF-WRONG8-4,0.1013373837909289,0.8199363748232523,0.0766737262474226,0.10541994198504039,0.15,0.9437992920647429
POP8-D120,20260808,2,DIFF-WRONG8-5,0.10689068563770288,0.7825509905815125,0.08706603693685634,0.1105512390411743,0.12222222222222219,0.9413309706137913
POP8-D120,20260808,2,DIFF-WRONG8-6,0.10341945371223636,0.7880439013242722,0.08781883128638701,0.11595687444568038,0.09166666666666663,0.9383754599571171
POP8-D120,20260808,2,DIFF-WRONG8-7,0.0961381325367529,0.8396193385124207,0.06999998363420606,0.10369449429403294,0.1444444444444444,0.9453193584636613
POP8-D120,20260808,2,DIFF-WRONG8-8,0.09913052600767414,0.8014773577451706,0.08303686386706537,0.11183431081918233,0.11944444444444442,0.9411438584851032
POP8-D120,20260808,2,DIFF-WRONG8-9,0.09695674765351588,0.8439666579167048,0.06970602243643957,0.10104613962637725,0.14722222222222223,0.9455636753636681
POP8-D120,20260808,2,LINEAR-MATCH,0.09831330698687306,0.7492221742868423,0.08477248511644904,0.09510888442181993,0.06666666666666665,0.9411497381476795
POP8-D120,20260808,2,RAW,0.0,1.0,0.0,0.0,0.11111111111111109,1.0
POP8-D120,20260808,3,DET-MATCH,0.10785176855866485,0.8221406936645508,0.07639978333394198,0.12305105037797369,0.038888888888888896,0.9217124758500669
POP8-D120,20260808,3,DIFF-MATCH8,0.1141829138271218,0.8210700700680414,0.0701928632779726,0.11598614953753668,0.005555555555555573,0.9393125024501506
POP8-D120,20260808,3,DIFF-POP8,0.11526369737584563,0.8267515252033869,0.06942080058010615,0.11464166179484547,0.01666666666666668,0.9463991861764732
POP8-D120,20260808,3,DIFF-WRONG8-1,0.10765281313757767,0.8392817576726278,0.06514280657842787,0.10657252377973776,0.008333333333333267,0.954552376502341
POP8-D120,20260808,3,DIFF-WRONG8-2,0.11450370693851535,0.8104251672824224,0.07259508876135203,0.12417703417733221,0.05277777777777778,0.9399650479737037
POP8-D120,20260808,3,DIFF-WRONG8-4,0.11323023226521085,0.8314763406912485,0.06728102282655941,0.11074682617699538,-0.011111111111111108,0.9500153415311489
POP8-D120,20260808,3,DIFF-WRONG8-5,0.11833906426206824,0.8152097215255102,0.07239451274389076,0.12236329011231539,-0.008333333333333378,0.9419076258116611
POP8-D120,20260808,3,DIFF-WRONG8-6,0.11763701252419667,0.8111646920442581,0.07456262312558934,0.12652096423546075,0.05000000000000001,0.9414020069204518
POP8-D120,20260808,3,DIFF-WRONG8-7,0.10639187471391509,0.8348724941412607,0.065304254163461,0.10771782158689729,-0.011111111111111146,0.9508734770089221
POP8-D120,20260808,3,DIFF-WRONG8-8,0.1165994291732055,0.8208080728848776,0.07109349736064116,0.11618086604197254,0.0,0.9421319986002725
POP8-D120,20260808,3,DIFF-WRONG8-9,0.10824105865821432,0.8381021022796631,0.06627187259422965,0.10810778569644698,0.038888888888888896,0.9516612340054342
POP8-D120,20260808,3,LINEAR-MATCH,0.12135258646886078,0.8031161775191625,0.06686174528183382,0.09564032098037467,-0.05833333333333335,0.9414469047016762
POP8-D120,20260808,3,RAW,0.0,1.0,0.0,0.0,-0.05000000000000001,1.0
POP8-D120,20260808,4,DET-MATCH,0.1140215729130174,0.7901984949906667,0.07369226027906498,0.12611517356652283,0.7635607510710054,0.9315098524893611
POP8-D120,20260808,4,DIFF-MATCH8,0.11271977752129446,0.799603338042895,0.0666457145973209,0.11480536810862246,0.7052274177376722,0.9411455712261797
POP8-D120,20260808,4,DIFF-POP8,0.10918972388884414,0.7936103741327921,0.06850512633744608,0.1144766606048635,0.7163385288487832,0.941745024803383
POP8-D120,20260808,4,DIFF-WRONG8-1,0.10254464041206379,0.8226575553417206,0.059381887234690324,0.10798701924751015,0.7274496399598943,0.9487777045498884
POP8-D120,20260808,4,DIFF-WRONG8-2,0.10454615019935891,0.7734275460243225,0.07375657722083395,0.12061735567290176,0.6860860450278006,0.9385740911210908
POP8-D120,20260808,4,DIFF-WRONG8-3,0.10323912332259984,0.7890628278255463,0.06850619727108227,0.10969586607116212,0.7083082672500228,0.9424618787387624
POP8-D120,20260808,4,DIFF-WRONG8-5,0.10877788998435521,0.772737463315328,0.07242058224928105,0.11869603169666658,0.703639846743295,0.9396109719512195
POP8-D120,20260808,4,DIFF-WRONG8-6,0.11046207141325315,0.7725757211446762,0.07410274538538293,0.12195857340595345,0.7274496399598943,0.9389368915528576
POP8-D120,20260808,4,DIFF-WRONG8-7,0.09996032276456845,0.8158719539642334,0.06103455337510353,0.10961368288099066,0.7163385288487832,0.9477817824351263
POP8-D120,20260808,4,DIFF-WRONG8-8,0.11351218616988261,0.7840540359417597,0.07123282604878024,0.1158939658562758,0.7385607510710054,0.9395420031178027
POP8-D120,20260808,4,DIFF-WRONG8-9,0.10923416998721484,0.8228118220965067,0.062084834960789585,0.10816643286098593,0.7400383141762452,0.9450423773041176
POP8-D120,20260808,4,LINEAR-MATCH,0.11110198980212276,0.79686671992143,0.06448625086548883,0.08593850819841065,0.7290528233151184,0.9405897818377241
POP8-D120,20260808,4,RAW,0.0,1.0,0.0,0.0,0.7746718621821165,1.0
POP8-D120,20260808,5,DET-MATCH,0.11923933063551595,0.7672627965609232,0.12630153877745284,0.1557421900242838,0.5454324520759517,0.8925185896178182
POP8-D120,20260808,5,DIFF-MATCH8,0.1128316282083806,0.7788402984539667,0.12093019470588216,0.15532979832869748,0.5370991187426184,0.8967648381035431
POP8-D120,20260808,5,DIFF-POP8,0.10333126111548817,0.7941829264163971,0.10639447737671766,0.1435650622098641,0.5245631995631995,0.9090435449165483
POP8-D120,20260808,5,DIFF-WRONG8-1,0.09276327876998104,0.8151962558428446,0.09407353751426716,0.134635132486749,0.613117663117663,0.9190707904041903
POP8-D120,20260808,5,DIFF-WRONG8-2,0.10748945724282878,0.7740642875432968,0.1196137335360407,0.1549830201721154,0.4967854217854218,0.8991741547163649
POP8-D120,20260808,5,DIFF-WRONG8-3,0.10720151142931826,0.787369504570961,0.1087760880971775,0.14627709438093728,0.5273409773409773,0.9056956188492987
POP8-D120,20260808,5,DIFF-WRONG8-4,0.1023162981663905,0.799437070886294,0.10402827193515807,0.14249651209047767,0.5051187551187551,0.9115294398851614
POP8-D120,20260808,5,DIFF-WRONG8-6,0.10720489844314567,0.7764848073323568,0.12066191729454005,0.155482093890434,0.5343213409648406,0.8972121787753924
POP8-D120,20260808,5,DIFF-WRONG8-7,0.09582155206111138,0.8079491406679153,0.09510725698584689,0.13493745972181007,0.6005810773858354,0.9180434035298871
POP8-D120,20260808,5,DIFF-WRONG8-8,0.10519485500212271,0.7859675039847692,0.11242713430229177,0.14928935381831546,0.5398768965203962,0.9032450241616523
POP8-D120,20260808,5,DIFF-WRONG8-9,0.09609669297903105,0.810332770148913,0.09631005356982313,0.13617303478828635,0.5495631995631997,0.9176860457761907
POP8-D120,20260808,5,LINEAR-MATCH,0.12309688484972064,0.7496694177389145,0.10776970542150811,0.12565153704335316,0.5339144107191688,0.917538144520789
POP8-D120,20260808,5,RAW,0.0,1.0,0.0,0.0,0.6120755229557185,1.0
POP8-D120,20260808,6,DET-MATCH,0.12624001263005669,0.7948890874783198,0.060609195819458304,0.1996792215555644,0.3666666666666667,0.9519719670458132
POP8-D120,20260808,6,DIFF-MATCH8,0.11530930040803215,0.8090341687202454,0.05680532738013825,0.18843075277146584,0.36944444444444446,0.9575056714548761
POP8-D120,20260808,6,DIFF-POP8,0.11077408814945462,0.812880684932073,0.05168519188051925,0.1881609869752813,0.36944444444444446,0.9636913965689868
POP8-D120,20260808,6,DIFF-WRONG8-1,0.10169537009108853,0.8219985018173853,0.04362461028963558,0.1771900254040789,0.38611111111111107,0.9729980966284814
POP8-D120,20260808,6,DIFF-WRONG8-2,0.11399266952476937,0.8073971122503281,0.0570936345110575,0.18863452574406528,0.3666666666666667,0.9589570070774709
POP8-D120,20260808,6,DIFF-WRONG8-3,0.11537797170774018,0.8063948601484299,0.05432804293127241,0.1915826449604817,0.4000000000000001,0.9608995923611162
POP8-D120,20260808,6,DIFF-WRONG8-4,0.10910213203113629,0.8170705586671829,0.04967802138413547,0.1842436208469832,0.3972222222222223,0.9665257683999138
POP8-D120,20260808,6,DIFF-WRONG8-5,0.11581926745158296,0.8093150158723196,0.05784651869188723,0.18762874745750077,0.3499999999999999,0.9577824804000986
POP8-D120,20260808,6,DIFF-WRONG8-7,0.10470696532419406,0.8173390577236811,0.04549900512672953,0.18220262703542364,0.3277777777777778,0.9695131399441596
POP8-D120,20260808,6,DIFF-WRONG8-8,0.11561473524663335,0.8098301639159521,0.05444255662893172,0.18954130131541594,0.37777777777777777,0.9609638437263879
POP8-D120,20260808,6,DIFF-WRONG8-9,0.10376064585315402,0.8186370780070623,0.04576525072372659,0.1825025331800427,0.3888888888888889,0.9703764822795703
POP8-D120,20260808,6,LINEAR-MATCH,0.14517101712731825,0.8028128693501154,0.07175681153769453,0.1258437241315073,0.37222222222222223,0.9430997037925666
POP8-D120,20260808,6,RAW,0.0,1.0,0.0,0.0,0.3361111111111111,1.0
POP8-D120,20260808,7,DET-MATCH,0.11036981414060539,0.7715413918097814,0.07173047207630649,0.16368682202794674,0.20277777777777775,0.9350769723073178
POP8-D120,20260808,7,DIFF-MATCH8,0.11751507249542599,0.7571104913949966,0.06845567185952957,0.1445532091487532,0.18055555555555555,0.9446205646694471
POP8-D120,20260808,7,DIFF-POP8,0.11232706839035152,0.7253963847955068,0.08135858108140946,0.15118488463156313,0.18611111111111112,0.9396553481369123
POP8-D120,20260808,7,DIFF-WRONG8-1,0.10902411480400231,0.7699226091305414,0.062164169757887223,0.1474752173935131,0.18055555555555555,0.9483773332744515
POP8-D120,20260808,7,DIFF-WRONG8-2,0.10671033868540021,0.6998289823532104,0.09004743844569896,0.15743593068314432,0.16944444444444443,0.939123512752387
POP8-D120,20260808,7,DIFF-WRONG8-3,0.10482535440674545,0.7163509726524353,0.08205412177395686,0.14443742686471886,0.20277777777777775,0.9432303473253841
POP8-D120,20260808,7,DIFF-WRONG8-4,0.11047341531715194,0.7373620569705963,0.07545310367959514,0.1471567794866363,0.1583333333333333,0.9447360897307252
POP8-D120,20260808,7,DIFF-WRONG8-5,0.10575386635729989,0.706790030002594,0.08788261143680771,0.15555373691025629,0.19722222222222222,0.9394142989718691
POP8-D120,20260808,7,DIFF-WRONG8-6,0.11037500093379331,0.7077626983324686,0.0861115162945434,0.15951610216966527,0.16111111111111107,0.9353220281102227
POP8-D120,20260808,7,DIFF-WRONG8-8,0.10520111399346262,0.7170013686021169,0.08116228029810009,0.14934949076486784,0.16944444444444443,0.9390776333399136
POP8-D120,20260808,7,DIFF-WRONG8-9,0.11480847176807947,0.7619894444942474,0.06855083690843619,0.1462593795545564,0.1694444444444444,0.9448765750168846
POP8-D120,20260808,7,LINEAR-MATCH,0.10714648631741465,0.8001727163791656,0.07266279723394041,0.11031534643857936,0.18611111111111112,0.9339247568371464
POP8-D120,20260808,7,RAW,0.0,1.0,0.0,0.0,0.2111111111111111,1.0
POP8-D120,20260808,8,DET-MATCH,0.10701721441054905,0.7908121248086294,0.09162201549840142,0.11342957658761005,0.3527777777777778,0.9231082416096196
POP8-D120,20260808,8,DIFF-MATCH8,0.10737941677350638,0.8009325216213862,0.09194203126028348,0.11759900942903266,0.3666666666666667,0.9235818564390065
POP8-D120,20260808,8,DIFF-POP8,0.10772511924482764,0.8147590408722559,0.08796490746758982,0.11553927988930822,0.3361111111111111,0.9270235284487828
POP8-D120,20260808,8,DIFF-WRONG8-1,0.10107125333408455,0.8393934418757757,0.07141439007854833,0.10370073762590422,0.2972222222222222,0.9365520377397506
POP8-D120,20260808,8,DIFF-WRONG8-2,0.09566730240349265,0.790199359258016,0.09760015215778557,0.12469549710787957,0.3333333333333333,0.9219360222199979
POP8-D120,20260808,8,DIFF-WRONG8-3,0.09218398512470606,0.8063948154449463,0.0900484516677467,0.11403587694088098,0.3499999999999999,0.9278057695232199
POP8-D120,20260808,8,DIFF-WRONG8-4,0.10359097030662402,0.8235673556725184,0.08254091048229556,0.11063109162519891,0.3333333333333333,0.9298876152008532
POP8-D120,20260808,8,DIFF-WRONG8-5,0.1053246538804581,0.7902319679657618,0.0970295201245983,0.11887771438796797,0.3527777777777777,0.9237633416529172
POP8-D120,20260808,8,DIFF-WRONG8-6,0.10508155337918,0.7829042673110962,0.09898675532984595,0.12348453034111961,0.35555555555555557,0.9217082484516824
POP8-D120,20260808,8,DIFF-WRONG8-7,0.10155315556664003,0.8319242149591446,0.07439898462755402,0.10627547665723729,0.36388888888888893,0.9353474440875997
POP8-D120,20260808,8,DIFF-WRONG8-9,0.10226730201494812,0.8418355931838354,0.07580040422534409,0.10497948243117987,0.36388888888888893,0.9328330807414776
POP8-D120,20260808,8,LINEAR-MATCH,0.10005880942677675,0.7802381118138632,0.0881221353055418,0.08957560994467804,0.4305555555555556,0.9340632487747019
POP8-D120,20260808,8,RAW,0.0,1.0,0.0,0.0,0.40277777777777785,1.0
POP8-D120,20260808,9,DET-MATCH,0.08282050983673765,0.7535248398780823,0.060689676929006196,0.12836007055435317,0.38333333333333336,0.9495945664416049
POP8-D120,20260808,9,DIFF-MATCH8,0.07055992535509144,0.731208473443985,0.06365410534576561,0.12114666202578661,0.3527777777777778,0.9482901117193436
POP8-D120,20260808,9,DIFF-POP8,0.060357862180197674,0.7084710548321406,0.06832480247285982,0.1188230659986671,0.39999999999999997,0.9473642290821646
POP8-D120,20260808,9,DIFF-WRONG8-1,0.06937663352417155,0.7343958367904028,0.06112281867350409,0.12366917044261964,0.37222222222222223,0.9514248156360173
POP8-D120,20260808,9,DIFF-WRONG8-2,0.05627078649242636,0.6909544865290324,0.07093012974922747,0.12259473701993655,0.41111111111111115,0.9490007896170493
POP8-D120,20260808,9,DIFF-WRONG8-3,0.05785654374551963,0.7087778349717458,0.06754088601383636,0.1167432539878307,0.4222222222222222,0.9474318040374493
POP8-D120,20260808,9,DIFF-WRONG8-4,0.06046676743793975,0.7159212728341421,0.06774270472276454,0.12070618623748464,0.39166666666666666,0.9475326811159123
POP8-D120,20260808,9,DIFF-WRONG8-5,0.06150454785350312,0.7008149027824402,0.0694238986351543,0.11949150469427765,0.4444444444444445,0.9492088638685604
POP8-D120,20260808,9,DIFF-WRONG8-6,0.05694608939484618,0.6942478716373444,0.06921650254787998,0.12155296645905793,0.37777777777777777,0.9498051471022807
POP8-D120,20260808,9,DIFF-WRONG8-7,0.06591159564103814,0.7241524855295817,0.06171764239434372,0.1232804010731376,0.38611111111111107,0.9520932038029857
POP8-D120,20260808,9,DIFF-WRONG8-8,0.0585579760185732,0.7057145436604818,0.06983728892310478,0.11991373518531323,0.4055555555555556,0.9462141183508042
POP8-D120,20260808,9,LINEAR-MATCH,0.07295204270943334,0.7848510791858038,0.0553527248492419,0.07430481534786161,0.39444444444444443,0.9559307113910841
POP8-D120,20260808,9,RAW,0.0,1.0,0.0,0.0,0.4416666666666667,1.0
POP8-D120,20260810,1,DET-MATCH,0.056936083380756175,0.7247282415628433,0.059009356829862886,0.16853631021626486,0.45416666666666666,0.9590585989545151
POP8-D120,20260810,1,DIFF-MATCH8,0.039010212215695596,0.707829549908638,0.06398608946119758,0.1587417123767813,0.45833333333333337,0.9597069078672795
POP8-D120,20260810,1,DIFF-POP8,0.012053856363576823,0.664000004529953,0.06805438047760765,0.15802716613352943,0.5041666666666667,0.966384990212638
POP8-D120,20260810,1,DIFF-WRONG8-2,-0.013983565316023794,0.637668713927269,0.06741421025979775,0.15333174163451468,0.44583333333333336,0.9714035759885324
POP8-D120,20260810,1,DIFF-WRONG8-3,0.005759560104349845,0.65725177526474,0.06908118620409068,0.1588203230671169,0.4916666666666667,0.9647458475335708
POP8-D120,20260810,1,DIFF-WRONG8-4,0.01477607851127885,0.6788049191236496,0.0662174106493718,0.15660400707778382,0.4416666666666667,0.967285224659157
POP8-D120,20260810,1,DIFF-WRONG8-5,0.011609361929350193,0.6594675332307816,0.06525169826012273,0.15848130565100838,0.5041666666666667,0.9723414746950807
POP8-D120,20260810,1,DIFF-WRONG8-6,0.014527104453420883,0.6552265137434006,0.06745617898112502,0.16184154177265989,0.45416666666666666,0.9674096660178111
POP8-D120,20260810,1,DIFF-WRONG8-7,0.02327938704258141,0.6905099451541901,0.06490610900590983,0.1604639167498817,0.5041666666666667,0.9617476533948662
POP8-D120,20260810,1,DIFF-WRONG8-8,0.016283879447991645,0.6691149026155472,0.0680882445798194,0.15804435302117814,0.47500000000000003,0.9643925050541302
POP8-D120,20260810,1,DIFF-WRONG8-9,0.028654561173316828,0.7033651173114777,0.06622284004727809,0.16146871927232112,0.5375,0.9627674983807322
POP8-D120,20260810,1,LINEAR-MATCH,0.04596032358890456,0.8468292355537415,0.03840827851396599,0.06988599463058257,0.4666666666666667,0.9693335561651378
POP8-D120,20260810,1,RAW,0.0,1.0,0.0,0.0,0.5541666666666667,1.0
POP8-D120,20260810,2,DET-MATCH,0.11198233500497645,0.7887936582167944,0.10088738242939277,0.17239020562332638,0.13055555555555554,0.9105766698856067
POP8-D120,20260810,2,DIFF-MATCH8,0.1096310687012001,0.800928384065628,0.09853507010625773,0.16526639010415592,0.17777777777777778,0.9133077840377845
POP8-D120,20260810,2,DIFF-POP8,0.10105769742129067,0.811671699086825,0.09417645084768801,0.15639976063971237,0.14444444444444446,0.9183387104816759
POP8-D120,20260810,2,DIFF-WRONG8-1,0.09043583312774484,0.8291925539573034,0.08839359781929257,0.14165152321243504,0.10277777777777775,0.9234773326815034
POP8-D120,20260810,2,DIFF-WRONG8-3,0.10079814632577684,0.8068859378496805,0.09219395975832038,0.15882948386491322,0.14722222222222223,0.9177019108164638
POP8-D120,20260810,2,DIFF-WRONG8-4,0.09883704437143809,0.8127415776252747,0.0932023791476305,0.1548250804029395,0.13055555555555554,0.9206386233758277
POP8-D120,20260810,2,DIFF-WRONG8-5,0.10663484334806383,0.7987255752086639,0.09899836354273517,0.16903267951824444,0.19999999999999998,0.9153124164681689
POP8-D120,20260810,2,DIFF-WRONG8-6,0.1031521411342166,0.7992687026659647,0.09915502473514763,0.1669688278347917,0.19166666666666668,0.9146365379023171
POP8-D120,20260810,2,DIFF-WRONG8-7,0.09429973936181474,0.8254225750764211,0.08831020756599028,0.14021890296089526,0.1333333333333333,0.9230506099734687
POP8-D120,20260810,2,DIFF-WRONG8-8,0.09825552188125203,0.8044702162345251,0.09543400448338916,0.16539687331025632,0.14166666666666664,0.9180197249191093
POP8-D120,20260810,2,DIFF-WRONG8-9,0.0944499003691524,0.828325534860293,0.08841893445840161,0.1426710622233155,0.1333333333333333,0.9225381007461366
POP8-D120,20260810,2,LINEAR-MATCH,0.09831330698687306,0.7492221742868423,0.08477248511644904,0.09510888442181993,0.06666666666666665,0.9411497381476795
POP8-D120,20260810,2,RAW,0.0,1.0,0.0,0.0,0.11111111111111109,1.0
POP8-D120,20260810,3,DET-MATCH,0.11958658613283335,0.7943738847970963,0.09876250835299723,0.14372711089614035,-0.025000000000000022,0.8893829068804519
POP8-D120,20260810,3,DIFF-MATCH8,0.12726298460762228,0.8036577105522156,0.08739422256963365,0.1408908509484316,-0.011111111111111108,0.9145488538523115
POP8-D120,20260810,3,DIFF-POP8,0.12328604603107696,0.8171122819185257,0.08531719286154797,0.13528613581681237,-0.02777777777777779,0.9228830904290984
POP8-D120,20260810,3,DIFF-WRONG8-1,0.11021941301021305,0.8405235509077708,0.07876026370758353,0.12430924373520254,0.013888888888888876,0.9316646584839569
POP8-D120,20260810,3,DIFF-WRONG8-2,0.1263189744397893,0.7966821690400442,0.08761030007832527,0.13830527661856182,-0.05000000000000001,0.9192797606790261
POP8-D120,20260810,3,DIFF-WRONG8-4,0.11950388475341601,0.827123612165451,0.0831564045450015,0.13100868747243619,-0.022222222222222292,0.9269430821878769
POP8-D120,20260810,3,DIFF-WRONG8-5,0.13059952487319829,0.7992766002813975,0.09141480791670419,0.1390363239974566,-0.002777777777777842,0.917449951840894
POP8-D120,20260810,3,DIFF-WRONG8-6,0.12831265842012018,0.7976789722839991,0.09217933084095904,0.14036450580169882,-0.05555555555555558,0.9189232453953994
POP8-D120,20260810,3,DIFF-WRONG8-7,0.11215083990583134,0.8317054808139801,0.07854131102591305,0.12637469993862918,-0.02777777777777779,0.9280105376242315
POP8-D120,20260810,3,DIFF-WRONG8-8,0.12687295034721938,0.8074453175067902,0.08957494554086942,0.13899694743587862,0.0472222222222222,0.9192682289368349
POP8-D120,20260810,3,DIFF-WRONG8-9,0.112895126208497,0.8349162042140961,0.0799893287221553,0.12915240984324797,0.03055555555555552,0.9274114306900776
POP8-D120,20260810,3,LINEAR-MATCH,0.12135258646886078,0.8031161775191625,0.06686174528183382,0.09564032098037467,-0.05833333333333335,0.9414469047016762
POP8-D120,20260810,3,RAW,0.0,1.0,0.0,0.0,-0.05000000000000001,1.0
POP8-D120,20260810,4,DET-MATCH,0.11403166658598123,0.7944220552841822,0.0602086276854673,0.11855458157082434,0.7496718621821166,0.9481941191161517
POP8-D120,20260810,4,DIFF-MATCH8,0.11277903737412913,0.8004672676324844,0.06189973552489905,0.12079408594406611,0.7454007285974499,0.9456200153770312
POP8-D120,20260810,4,DIFF-POP8,0.11090967487105613,0.7920691023270289,0.06680705707677992,0.12432647931580117,0.7496718621821166,0.9425897972843136
POP8-D120,20260810,4,DIFF-WRONG8-1,0.10357211621482232,0.8185113668441772,0.05413146807050543,0.113744006914437,0.7468940844043388,0.9546620314359796
POP8-D120,20260810,4,DIFF-WRONG8-2,0.10553157180969401,0.7741974244515101,0.07311193517556981,0.12820716736082013,0.7277527116944672,0.9387637198413001
POP8-D120,20260810,4,DIFF-WRONG8-3,0.10817305700074976,0.7835587461789449,0.07057502792953978,0.12526652292036733,0.7247815997815997,0.9393694221556679
POP8-D120,20260810,4,DIFF-WRONG8-5,0.11304731979403865,0.7786658257246017,0.07062764897488681,0.12535720259700833,0.7581149331149332,0.9416911519013312
POP8-D120,20260810,4,DIFF-WRONG8-6,0.1115254119855783,0.774876226981481,0.0715023661509167,0.1276846783370722,0.7552274177376721,0.940579706064415
POP8-D120,20260810,4,DIFF-WRONG8-7,0.10161589529704139,0.8107812404632568,0.05776304863523694,0.1190107817932889,0.7357829732932276,0.9503500412069519
POP8-D120,20260810,4,DIFF-WRONG8-8,0.11397134826154402,0.7832968433698019,0.06936858617487314,0.12530535424135875,0.7565118397085611,0.9406371732593349
POP8-D120,20260810,4,DIFF-WRONG8-9,0.1102546376504641,0.8171612272659937,0.05807983438525785,0.11693892120763323,0.7537340619307832,0.9491484328194616
POP8-D120,20260810,4,LINEAR-MATCH,0.11110198980212276,0.79686671992143,0.06448625086548883,0.08593850819841065,0.7290528233151184,0.9405897818377241
POP8-D120,20260810,4,RAW,0.0,1.0,0.0,0.0,0.7746718621821165,1.0
POP8-D120,20260810,5,DET-MATCH,0.12230970452058491,0.7575685232877731,0.1139978798576789,0.15430233442734878,0.5377408016068657,0.9037565167100653
POP8-D120,20260810,5,DIFF-MATCH8,0.11591193631627017,0.7767855326334635,0.10746298931917692,0.15188212042307572,0.5370991187426184,0.9095366989684339
POP8-D120,20260810,5,DIFF-POP8,0.10379593896300722,0.7961403578519821,0.09319682091016646,0.1417730762721666,0.5853398853398853,0.920043576368323
POP8-D120,20260810,5,DIFF-WRONG8-1,0.08997200913770104,0.822554275393486,0.0776166118461425,0.12784978991218124,0.5950255218302799,0.9329058042927314
POP8-D120,20260810,5,DIFF-WRONG8-2,0.11205652942618301,0.7681643764177958,0.10570327511199806,0.14900975122548996,0.5131176631176632,0.9139753350415702
POP8-D120,20260810,5,DIFF-WRONG8-3,0.10927419040088848,0.7892102797826132,0.09781534264945163,0.14368041414852137,0.5843213409648406,0.9156324196158493
POP8-D120,20260810,5,DIFF-WRONG8-4,0.10344372102829243,0.8019175430138906,0.08968575391509905,0.13969376950403745,0.580833561206818,0.9239231609885007
POP8-D120,20260810,5,DIFF-WRONG8-6,0.10961635697432974,0.7742535223563513,0.10660083319153973,0.1513927119898557,0.5922477440525021,0.9099096142846461
POP8-D120,20260810,5,DIFF-WRONG8-7,0.094111822710691,0.8126410742600759,0.08089899373817974,0.13139451155512316,0.6065435631870627,0.9304081518009225
POP8-D120,20260810,5,DIFF-WRONG8-8,0.10765054569731497,0.7860009719928106,0.10031599445790218,0.1465750477918021,0.5853398853398853,0.915085987142878
POP8-D120,20260810,5,DIFF-WRONG8-9,0.09522772619183491,0.8155828913052877,0.0806624481422115,0.1313897875311237,0.567654674298174,0.9293795990247444
POP8-D120,20260810,5,LINEAR-MATCH,0.12309688484972064,0.7496694177389145,0.10776970542150811,0.12565153704335316,0.5339144107191688,0.917538144520789
POP8-D120,20260810,5,RAW,0.0,1.0,0.0,0.0,0.6120755229557185,1.0
