package,seed,participant,protocol,method,rrmse,correlation,delta_snr,paired_spectral_utility
POP8-D30,20260808,1,same_01,RAW,0.4012896716594696,0.9290639011983446,0.0,0.0
POP8-D30,20260808,1,same_01,DIFF-POP8,0.09211979806423187,0.9958487178624728,12.782098770141602,0.2884909398853779
POP8-D30,20260808,1,same_01,DIFF-MATCH8,0.2041182518005371,0.9795891653566597,5.871522903442383,0.200531467795372
POP8-D30,20260808,1,same_01,LINEAR-MATCH,0.3698370158672333,0.938468261913631,0.7089523077011108,0.023743808269500732
POP8-D30,20260808,1,same_01,DET-MATCH,0.3637639582157135,0.9391001779220317,0.8527654409408569,0.044067710638046265
POP8-D30,20260808,1,same_01,DIFF-WRONG8-2,0.10124257951974869,0.9950003229960872,11.961894989013672,0.2854982279241085
POP8-D30,20260808,1,same_01,DIFF-WRONG8-3,0.11485443264245987,0.9934323374971773,10.866204261779785,0.2577669620513916
POP8-D30,20260808,1,same_01,DIFF-WRONG8-4,0.11806448549032211,0.9930724586003556,10.626773834228516,0.26045501977205276
POP8-D30,20260808,1,same_01,DIFF-WRONG8-5,0.10771868377923965,0.9942712085033435,11.423338890075684,0.27813171595335007
POP8-D30,20260808,1,same_01,DIFF-WRONG8-6,0.14959213137626648,0.9889642004580431,8.570984840393066,0.24806420505046844
POP8-D30,20260808,1,same_01,DIFF-WRONG8-7,0.16377905011177063,0.9867188471568374,7.783992767333984,0.23584487289190292
POP8-D30,20260808,1,same_01,DIFF-WRONG8-8,0.14418119192123413,0.9896773039362861,8.890987396240234,0.24309828877449036
POP8-D30,20260808,1,same_01,DIFF-WRONG8-9,0.1393846869468689,0.9903600048770241,9.184857368469238,0.2440534383058548
POP8-D30,20260808,1,same_03,RAW,0.4087892770767212,0.92818362283806,0.0,0.0
POP8-D30,20260808,1,same_03,DIFF-POP8,0.3031015396118164,0.9544262188225006,2.5982275009155273,-0.008053317666053772
POP8-D30,20260808,1,same_03,DIFF-MATCH8,0.2125944346189499,0.9771602445938375,5.678952217102051,0.0417197048664093
POP8-D30,20260808,1,same_03,LINEAR-MATCH,0.13360117375850677,0.9911100632509264,9.713784217834473,0.07484355568885803
POP8-D30,20260808,1,same_03,DET-MATCH,0.20513737201690674,0.9790797118308415,5.9890947341918945,0.04738352447748184
POP8-D30,20260808,1,same_03,DIFF-WRONG8-2,0.3598201274871826,0.9373703802175218,1.1082801818847656,-0.022240832448005676
POP8-D30,20260808,1,same_03,DIFF-WRONG8-3,0.28984692692756653,0.9582034804372891,2.9866158962249756,-0.013342931866645813
POP8-D30,20260808,1,same_03,DIFF-WRONG8-4,0.27735763788223267,0.9614933202574157,3.369187355041504,0.015059910714626312
POP8-D30,20260808,1,same_03,DIFF-WRONG8-5,0.25671595335006714,0.9669694521406015,4.040933132171631,0.00031547248363494873
POP8-D30,20260808,1,same_03,DIFF-WRONG8-6,0.4096423089504242,0.9215761166732694,-0.018106358125805855,0.003735668957233429
POP8-D30,20260808,1,same_03,DIFF-WRONG8-7,0.27479371428489685,0.9621545641573858,3.4498543739318848,0.015930823981761932
POP8-D30,20260808,1,same_03,DIFF-WRONG8-8,0.3442813456058502,0.9419261803621166,1.4917196035385132,-0.013240784406661987
POP8-D30,20260808,1,same_03,DIFF-WRONG8-9,0.1941094845533371,0.9808861716775097,6.469054698944092,0.035162851214408875
POP8-D60,20260808,1,same_01,RAW,0.4012896716594696,0.9290639011983446,0.0,0.0
POP8-D60,20260808,1,same_01,DIFF-POP8,0.09234048426151276,0.9958146978764891,12.761317253112793,0.28513865172863007
POP8-D60,20260808,1,same_01,DIFF-MATCH8,0.20222993195056915,0.9799552546165439,5.9522504806518555,0.19863662123680115
POP8-D60,20260808,1,same_01,LINEAR-MATCH,0.35215461254119873,0.9437160052559715,1.1344915628433228,0.03914657235145569
POP8-D60,20260808,1,same_01,DET-MATCH,0.34941989183425903,0.9434613464648273,1.2022062540054321,0.05544006824493408
POP8-D60,20260808,1,same_01,DIFF-WRONG8-2,0.0971277505159378,0.9953975422573793,12.322293281555176,0.2839527279138565
POP8-D60,20260808,1,same_01,DIFF-WRONG8-3,0.12844854593276978,0.9917587568937802,9.894575119018555,0.24479533731937408
POP8-D60,20260808,1,same_01,DIFF-WRONG8-4,0.10251304507255554,0.9947995046177827,11.85357666015625,0.2725041061639786
POP8-D60,20260808,1,same_01,DIFF-WRONG8-5,0.11029769480228424,0.9939597752720852,11.2178316116333,0.2711726352572441
POP8-D60,20260808,1,same_01,DIFF-WRONG8-6,0.13387642800807953,0.9911639165317654,9.535076141357422,0.2613220810890198
POP8-D60,20260808,1,same_01,DIFF-WRONG8-7,0.16679871082305908,0.986228661216009,7.625305652618408,0.22805976122617722
POP8-D60,20260808,1,same_01,DIFF-WRONG8-8,0.13473865389823914,0.9909820466242432,9.479314804077148,0.25070811808109283
POP8-D60,20260808,1,same_01,DIFF-WRONG8-9,0.1484970599412918,0.9890640807341826,8.634801864624023,0.23394550383090973
POP8-D60,20260808,1,same_03,RAW,0.4087892770767212,0.92818362283806,0.0,0.0
POP8-D60,20260808,1,same_03,DIFF-POP8,0.2713550925254822,0.9631645326339876,3.559230327606201,0.0047639235854148865
POP8-D60,20260808,1,same_03,DIFF-MATCH8,0.19933576881885529,0.9798901947303811,6.238285064697266,0.046114206314086914
POP8-D60,20260808,1,same_03,LINEAR-MATCH,0.11123841255903244,0.9938070563980246,11.30489444732666,0.07863470911979675
POP8-D60,20260808,1,same_03,DET-MATCH,0.18919803202152252,0.9821512381150799,6.691658020019531,0.05430411547422409
POP8-D60,20260808,1,same_03,DIFF-WRONG8-2,0.3305225670337677,0.9463804890964528,1.845967173576355,-0.0048995241522789
POP8-D60,20260808,1,same_03,DIFF-WRONG8-3,0.25529780983924866,0.9673422571036634,4.089048385620117,-0.0015888288617134094
POP8-D60,20260808,1,same_03,DIFF-WRONG8-4,0.23465563356876373,0.9722174602196668,4.8213701248168945,0.028481051325798035
POP8-D60,20260808,1,same_03,DIFF-WRONG8-5,0.2262195348739624,0.9742516561396509,5.139388561248779,0.02099630981683731
POP8-D60,20260808,1,same_03,DIFF-WRONG8-6,0.3198351263999939,0.9499310611651793,2.1314666271209717,-0.004579775035381317
POP8-D60,20260808,1,same_03,DIFF-WRONG8-7,0.23138998448848724,0.9729501007481405,4.943098545074463,0.0270705446600914
POP8-D60,20260808,1,same_03,DIFF-WRONG8-8,0.292032390832901,0.95755904822613,2.9213690757751465,0.016665108501911163
POP8-D60,20260808,1,same_03,DIFF-WRONG8-9,0.16299861669540405,0.9865863680828483,7.986310958862305,0.04652190953493118
POP8-D120,20260808,1,same_01,RAW,0.4012896716594696,0.9290639011983446,0.0,0.0
POP8-D120,20260808,1,same_01,DIFF-POP8,0.08465135842561722,0.9965121447376994,13.51648235321045,0.2934930995106697
POP8-D120,20260808,1,same_01,DIFF-MATCH8,0.19008608162403107,0.9822240777257312,6.490152359008789,0.20705872774124146
POP8-D120,20260808,1,same_01,LINEAR-MATCH,0.324710488319397,0.9515238090247495,1.8392329216003418,0.0633925199508667
POP8-D120,20260808,1,same_01,DET-MATCH,0.3282444477081299,0.949627059048559,1.7452119588851929,0.07428708672523499
POP8-D120,20260808,1,same_01,DIFF-WRONG8-2,0.15331712365150452,0.9882577097331834,8.357345581054688,0.23437557369470596
POP8-D120,20260808,1,same_01,DIFF-WRONG8-3,0.12547846138477325,0.9921373625530141,10.09777545928955,0.2507547587156296
POP8-D120,20260808,1,same_01,DIFF-WRONG8-4,0.09677675366401672,0.9953836765399419,12.353738784790039,0.2787328213453293
POP8-D120,20260808,1,same_01,DIFF-WRONG8-5,0.09877141565084457,0.9951682876145668,12.176533699035645,0.27572867274284363
POP8-D120,20260808,1,same_01,DIFF-WRONG8-6,0.11442482471466064,0.9935523981875747,10.898754119873047,0.27443671971559525
POP8-D120,20260808,1,same_01,DIFF-WRONG8-7,0.14768745005130768,0.9891809311537213,8.682287216186523,0.23960454761981964
POP8-D120,20260808,1,same_01,DIFF-WRONG8-8,0.09704940766096115,0.9953767114298948,12.329301834106445,0.2821434624493122
POP8-D120,20260808,1,same_01,DIFF-WRONG8-9,0.10878612846136093,0.994130242198993,11.337689399719238,0.27144625037908554
POP8-D120,20260808,1,same_03,RAW,0.4087892770767212,0.92818362283806,0.0,0.0
POP8-D120,20260808,1,same_03,DIFF-POP8,0.28839045763015747,0.9586580443360521,3.030372142791748,-0.008683040738105774
POP8-D120,20260808,1,same_03,DIFF-MATCH8,0.2337050586938858,0.9723507103254406,4.856627464294434,0.035840168595314026
POP8-D120,20260808,1,same_03,LINEAR-MATCH,0.13372620940208435,0.9910918233392494,9.705658912658691,0.07371590286493301
POP8-D120,20260808,1,same_03,DET-MATCH,0.21733437478542328,0.9763212502579854,5.487421989440918,0.05190492421388626
POP8-D120,20260808,1,same_03,DIFF-WRONG8-2,0.36731281876564026,0.9344890456045604,0.9292677640914917,-0.0183677077293396
POP8-D120,20260808,1,same_03,DIFF-WRONG8-3,0.2737261950969696,0.9626124828880346,3.4836630821228027,-0.012202858924865723
POP8-D120,20260808,1,same_03,DIFF-WRONG8-4,0.31642642617225647,0.9503676939551479,2.2245349884033203,0.0030120238661766052
POP8-D120,20260808,1,same_03,DIFF-WRONG8-5,0.26918888092041016,0.9639287996925496,3.628847360610962,0.010272972285747528
POP8-D120,20260808,1,same_03,DIFF-WRONG8-6,0.3216096758842468,0.9492736081996324,2.0834078788757324,-0.004142627120018005
POP8-D120,20260808,1,same_03,DIFF-WRONG8-7,0.2665480673313141,0.9643314840579609,3.714479446411133,0.018153369426727295
POP8-D120,20260808,1,same_03,DIFF-WRONG8-8,0.31142544746398926,0.9522756799130822,2.362907886505127,-0.013755962252616882
POP8-D120,20260808,1,same_03,DIFF-WRONG8-9,0.18776139616966248,0.9821388501861383,6.757864475250244,0.03789333254098892
POP8-D30,20260808,2,same_01,RAW,0.4466257393360138,0.9170239727491255,0.0,0.0
POP8-D30,20260808,2,same_01,DIFF-POP8,0.11374540627002716,0.9935621936813887,11.880197525024414,0.1457669697701931
POP8-D30,20260808,2,same_01,DIFF-MATCH8,0.11025256663560867,0.9939160521226396,12.151102066040039,0.1450965292751789
POP8-D30,20260808,2,same_01,LINEAR-MATCH,0.13201649487018585,0.9913292351216453,10.586310386657715,0.14697477594017982
POP8-D30,20260808,2,same_01,DET-MATCH,0.10905471444129944,0.9941755045102507,12.245986938476562,0.14516961574554443
POP8-D30,20260808,2,same_01,DIFF-WRONG8-1,0.1385354995727539,0.9905186159127771,10.167654037475586,0.11244860291481018
POP8-D30,20260808,2,same_01,DIFF-WRONG8-3,0.1635778546333313,0.9866448787908569,8.724384307861328,0.12893175333738327
POP8-D30,20260808,2,same_01,DIFF-WRONG8-4,0.12724483013153076,0.991939669553411,10.906072616577148,0.1386042907834053
POP8-D30,20260808,2,same_01,DIFF-WRONG8-5,0.11328490823507309,0.9935829782332335,11.915434837341309,0.14615068584680557
POP8-D30,20260808,2,same_01,DIFF-WRONG8-6,0.23646792769432068,0.9725131904090895,5.523429870605469,0.11535308510065079
POP8-D30,20260808,2,same_01,DIFF-WRONG8-7,0.13214290142059326,0.9913437283047963,10.577998161315918,0.12938745319843292
POP8-D30,20260808,2,same_01,DIFF-WRONG8-8,0.15145252645015717,0.9886716150267225,9.39334487915039,0.12417875230312347
POP8-D30,20260808,2,same_01,DIFF-WRONG8-9,0.15197663009166718,0.9885684400824083,9.363338470458984,0.12630553543567657
POP8-D30,20260808,2,same_02,RAW,0.38611993193626404,0.9324141334234374,0.0,0.0
POP8-D30,20260808,2,same_02,DIFF-POP8,0.14001110196113586,0.9902199136225847,8.811195373535156,0.168504498898983
POP8-D30,20260808,2,same_02,DIFF-MATCH8,0.1791800856590271,0.9839892498914832,6.668651103973389,0.14846523106098175
POP8-D30,20260808,2,same_02,LINEAR-MATCH,0.25712916254997253,0.968789216250675,3.5314176082611084,0.12117665261030197
POP8-D30,20260808,2,same_02,DET-MATCH,0.20077212154865265,0.9798830825483698,5.680376052856445,0.1198900043964386
POP8-D30,20260808,2,same_02,DIFF-WRONG8-1,0.13070794939994812,0.9915071251295756,9.408405303955078,0.1646546944975853
POP8-D30,20260808,2,same_02,DIFF-WRONG8-3,0.1433277726173401,0.9897184324358155,8.607837677001953,0.1638462319970131
POP8-D30,20260808,2,same_02,DIFF-WRONG8-4,0.17177188396453857,0.9852969656033342,7.035403251647949,0.16022466868162155
POP8-D30,20260808,2,same_02,DIFF-WRONG8-5,0.13065508008003235,0.9914773666716628,9.411918640136719,0.1686568707227707
POP8-D30,20260808,2,same_02,DIFF-WRONG8-6,0.14345799386501312,0.98969238696446,8.599949836730957,0.14157385379076004
POP8-D30,20260808,2,same_02,DIFF-WRONG8-7,0.12764570116996765,0.9918987327849986,9.614320755004883,0.1588713303208351
POP8-D30,20260808,2,same_02,DIFF-WRONG8-8,0.1306239664554596,0.9914987159000176,9.41398811340332,0.1657717302441597
POP8-D30,20260808,2,same_02,DIFF-WRONG8-9,0.18032941222190857,0.9838184813993686,6.613113880157471,0.16263467073440552
POP8-D30,20260808,2,same_03,RAW,0.535010576248169,0.8821904333600054,0.0,0.0
POP8-D30,20260808,2,same_03,DIFF-POP8,0.19806832075119019,0.9803235776743394,8.63094711303711,0.1208498552441597
POP8-D30,20260808,2,same_03,DIFF-MATCH8,0.18079549074172974,0.9849684128113748,9.423495292663574,0.08765895664691925
POP8-D30,20260808,2,same_03,LINEAR-MATCH,0.2742574214935303,0.9678859810377737,5.804080009460449,-0.02894797921180725
POP8-D30,20260808,2,same_03,DET-MATCH,0.20966801047325134,0.9808322736235471,8.136604309082031,0.05604802072048187
POP8-D30,20260808,2,same_03,DIFF-WRONG8-1,0.218329057097435,0.9756014781492233,7.785016059875488,0.13946522772312164
POP8-D30,20260808,2,same_03,DIFF-WRONG8-3,0.2031410187482834,0.9797532616015796,8.411294937133789,0.10475334525108337
POP8-D30,20260808,2,same_03,DIFF-WRONG8-4,0.2205430120229721,0.9753441399129803,7.697381496429443,0.1323656290769577
POP8-D30,20260808,2,same_03,DIFF-WRONG8-5,0.21970443427562714,0.9768854427893642,7.730470657348633,0.08757755160331726
