dataset,estimand,metric,route_corrected,route_original,scientific_ranking_valid,unit_id,utility
klados,MATCH_minus_NO_SUPPORT,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim41,-0.01569883378519299
klados,MATCH_minus_STRONG_POP,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim41,-0.011450406459735829
klados,MATCH_minus_mean_WRONG,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim41,-0.011895519906548524
klados,MATCH_minus_POP_EXEMPLAR,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim42,0.07551505669951047
klados,MATCH_minus_NO_SUPPORT,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim42,0.011233089648391426
klados,MATCH_minus_STRONG_POP,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim42,0.023091527595340944
klados,MATCH_minus_mean_WRONG,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim42,0.027874881667888707
klados,MATCH_minus_POP_EXEMPLAR,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim43,0.07739676192182088
klados,MATCH_minus_NO_SUPPORT,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim43,0.0021566128985708866
klados,MATCH_minus_STRONG_POP,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim43,0.01508293386388343
klados,MATCH_minus_mean_WRONG,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim43,0.014706369122292007
klados,MATCH_minus_POP_EXEMPLAR,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim46,0.09288578391320651
klados,MATCH_minus_NO_SUPPORT,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim46,0.02914241968613962
klados,MATCH_minus_STRONG_POP,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim46,0.13685378973595497
klados,MATCH_minus_mean_WRONG,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim46,0.052501946247717424
klados,MATCH_minus_POP_EXEMPLAR,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim47,0.17028468631950955
klados,MATCH_minus_NO_SUPPORT,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim47,-0.013143880351329407
klados,MATCH_minus_STRONG_POP,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim47,0.497746083649969
klados,MATCH_minus_mean_WRONG,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim47,0.058793172061439636
klados,MATCH_minus_POP_EXEMPLAR,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim48,0.09622145491525536
klados,MATCH_minus_NO_SUPPORT,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim48,-0.012660895921306092
klados,MATCH_minus_STRONG_POP,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim48,-0.09143531429059626
klados,MATCH_minus_mean_WRONG,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim48,0.01743136903355913
klados,MATCH_minus_POP_EXEMPLAR,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim49,0.16220794534942073
klados,MATCH_minus_NO_SUPPORT,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim49,0.026154176225034242
klados,MATCH_minus_STRONG_POP,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim49,0.37702046556763036
klados,MATCH_minus_mean_WRONG,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim49,0.0584444024843121
klados,MATCH_minus_POP_EXEMPLAR,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim50,0.16925809981463408
klados,MATCH_minus_NO_SUPPORT,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim50,0.028700269561025338
klados,MATCH_minus_STRONG_POP,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim50,0.05402304018867904
klados,MATCH_minus_mean_WRONG,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim50,0.07553059583088056
klados,MATCH_minus_POP_EXEMPLAR,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim51,0.12604713109112597
klados,MATCH_minus_NO_SUPPORT,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim51,0.009677013979549676
klados,MATCH_minus_STRONG_POP,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim51,0.05447862361772304
klados,MATCH_minus_mean_WRONG,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim51,0.04549837003539087
klados,MATCH_minus_POP_EXEMPLAR,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim52,0.20748933752826204
klados,MATCH_minus_NO_SUPPORT,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim52,0.13776430888842206
klados,MATCH_minus_STRONG_POP,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim52,0.040463147343950734
klados,MATCH_minus_mean_WRONG,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim52,0.15258460309338084
klados,MATCH_minus_POP_EXEMPLAR,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim53,-0.03294460565198498
klados,MATCH_minus_NO_SUPPORT,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim53,-0.030007758670938633
klados,MATCH_minus_STRONG_POP,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim53,0.06099446781437223
klados,MATCH_minus_mean_WRONG,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim53,-0.026095922824930562
klados,MATCH_minus_POP_EXEMPLAR,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim54,0.13726305563933344
klados,MATCH_minus_NO_SUPPORT,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim54,-0.01801709681385144
klados,MATCH_minus_STRONG_POP,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim54,-0.00797204423552228
klados,MATCH_minus_mean_WRONG,clean_waveform_RRMSE,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,sim54,0.022325591824520208
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p01,-0.03217707291059985
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p01,-0.01991452628542173
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p01,-0.024436885552295784
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p01,-0.013984947616203502
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p02,0.00032801998735831894
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p02,0.007280284398051284
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p02,0.13228371814590592
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p02,0.006784525555951798
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p03,-0.0015199274023524612
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p03,-0.002761289514450871
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p03,-0.016817338787066316
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p03,-0.0013834462375470202
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p04,0.023536592708837567
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p04,0.014146651977913594
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p04,-0.16514764643718505
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p04,0.012646282573309658
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p05,0.0015483130170987347
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p05,-0.0068555170310845015
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p05,0.0045022986513718055
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study01/study01_p05,0.0002003289585450485
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p02,0.0027408423924707714
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p02,-0.0003842713446791657
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p02,-0.058527918692816316
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p02,-0.0017984232051831417
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p03,-0.0008925345878515734
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p03,0.000614362293451215
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p03,0.07439406409167965
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p03,-0.0007886495079373335
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p06,-0.006198369617035793
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p06,-0.022040500374628125
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p06,-0.1082431684411097
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p06,-0.009321747915463419
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p07,0.047893966936994825
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p07,0.02177002657766952
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p07,-0.0745465562434669
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p07,0.040090774208069724
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p08,-0.01043078419918908
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p08,0.008674463656098141
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p08,-0.3847468253155682
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p08,-0.00667067213220833
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p09,0.0019812092282054383
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p09,0.0005748222530140845
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p09,-0.06713488743806834
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p09,0.0004031751629259839
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p10,-0.0003804591232269283
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p10,0.0030182807233559428
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p10,-0.06300808494496957
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p10,0.006666295826231766
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p11,0.0016547329250312381
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p11,0.013399052105128012
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p11,-0.11661195451327891
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p11,0.01293627465004693
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p12,-0.0017308137517150213
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p12,0.005498175610232026
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p12,-0.061911452698648006
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p12,0.0018858578131253911
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p13,0.0009094434864214684
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p13,0.0021976056276490352
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p13,-0.17707713377141737
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p13,0.0018624390753329279
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p14,0.00644702845787154
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p14,0.011725314306945678
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p14,-0.06761562906653407
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p14,0.011031141424361485
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p15,-0.02347704939889894
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p15,-0.019670692184567518
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p15,-0.08608343948249403
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p15,-0.006379323862147318
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p16,-0.04018457826524119
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p16,-0.018454299920515838
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p16,-0.0370568417799807
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p16,-0.007339845097494829
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p17,-0.027390163643262244
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p17,-0.010987925214699656
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p17,-0.09938937201057407
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p17,-0.0008524716822099487
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p18,-0.010162312511554139
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p18,-0.0004138112030372121
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p18,-0.07283245189261
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study02/study02_p18,0.00646163526252011
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study03/study03_p03,0.00033990392887323084
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study03/study03_p03,0.0046872182974767584
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study03/study03_p03,0.12115040266703336
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study03/study03_p03,0.0054473083497658115
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study03/study03_p19,0.00030616045102821454
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study03/study03_p19,-0.024958381281315
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study03/study03_p19,-0.17023356920473964
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study03/study03_p19,-0.003134869167878168
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study03/study03_p20,-0.002272739129053347
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study03/study03_p20,0.002467026995018773
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study03/study03_p20,0.009168778671115263
sgeyesub,MATCH_minus_mean_WRONG,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study03/study03_p20,0.0167234702800102
sgeyesub,MATCH_minus_POP_EXEMPLAR,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study03/study03_p21,-0.013678477298868785
sgeyesub,MATCH_minus_NO_SUPPORT,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study03/study03_p21,-0.03600942791292794
sgeyesub,MATCH_minus_STRONG_POP,eog_coherence_reduction,support_moment_summary_FiLM,P_A_RAW_SUPPORT_TOKENS,True,study03/study03_p21,-0.17967880546239895
