gradient_norm,loss,mean_min_snr_weight,mean_timestep,model_kind,step,timestep_maximum,timestep_mean,timestep_minimum,v_mse,x0_mse
5.12129545211792,0.5210970044136047,,,deterministic,1,,,,,
5.3938117027282715,0.634900689125061,,,deterministic,2,,,,,
8.947807312011719,1.0291403532028198,,,deterministic,3,,,,,
7.832831859588623,1.0378994941711426,,,deterministic,4,,,,,
4.367778301239014,0.4073255658149719,,,deterministic,5,,,,,
4.620627403259277,0.471164733171463,,,deterministic,6,,,,,
2.9123191833496094,0.1948748379945755,,,deterministic,7,,,,,
3.258042097091675,0.2109370231628418,,,deterministic,8,,,,,
1.8133784532546997,0.20985063910484314,,,deterministic,9,,,,,
4.8873138427734375,0.38625672459602356,,,deterministic,10,,,,,
3.539764404296875,0.7172514200210571,,,deterministic,11,,,,,
1.7910919189453125,0.2764413058757782,,,deterministic,12,,,,,
1.422743320465088,0.10678457468748093,,,deterministic,13,,,,,
3.24617075920105,0.6179792284965515,,,deterministic,14,,,,,
1.876871109008789,0.12880323827266693,,,deterministic,15,,,,,
4.863264560699463,1.041728138923645,,,deterministic,16,,,,,
1.661344051361084,0.25285133719444275,,,deterministic,17,,,,,
3.52673602104187,0.7276378870010376,,,deterministic,18,,,,,
1.9561847448349,0.21753373742103577,,,deterministic,19,,,,,
2.3588099479675293,0.20604510605335236,,,deterministic,20,,,,,
2.6142122745513916,0.22538353502750397,,,deterministic,21,,,,,
3.9554872512817383,0.1782994121313095,,,deterministic,22,,,,,
2.3960354328155518,0.11684081703424454,,,deterministic,23,,,,,
1.7152212858200073,0.10378867387771606,,,deterministic,24,,,,,
2.915435552597046,0.5263445377349854,,,deterministic,25,,,,,
3.7651002407073975,0.5984610915184021,,,deterministic,26,,,,,
2.1836180686950684,0.1312521994113922,,,deterministic,27,,,,,
3.1346895694732666,0.6287774443626404,,,deterministic,28,,,,,
5.748629093170166,1.3211259841918945,,,deterministic,29,,,,,
2.770951747894287,0.2529122531414032,,,deterministic,30,,,,,
1.9567490816116333,0.15123742818832397,,,deterministic,31,,,,,
