fold,late_steps,w_max,outer_training_artifact_rrmse,validation_rows,heldout_outcomes_opened
1,0,0.0,0.15182897030547393,32,0
1,1,0.05,0.1508256837546299,32,0
1,1,0.1,0.1508256837546299,32,0
1,1,0.25,0.1508256837546299,32,0
1,3,0.05,0.14062895348664653,32,0
1,3,0.1,0.13112133317372707,32,0
1,3,0.25,0.12084771485791486,32,0
1,5,0.05,0.1364590032662107,32,0
1,5,0.1,0.12394854437614987,32,0
1,5,0.25,0.1072419549845352,32,0
