fold,late_steps,w_max,outer_training_artifact_rrmse,validation_rows,heldout_outcomes_opened
3,0,0.0,0.1937400837973805,32,0
3,1,0.05,0.1888341503926645,32,0
3,1,0.1,0.1888341503926645,32,0
3,1,0.25,0.1888341503926645,32,0
3,3,0.05,0.1770654249407714,32,0
3,3,0.1,0.16600815517545203,32,0
3,3,0.25,0.15359112515849924,32,0
3,5,0.05,0.17189888312273924,32,0
3,5,0.1,0.15707061246077017,32,0
3,5,0.25,0.1363996509580998,32,0
