fold,late_steps,w_max,outer_training_artifact_rrmse,validation_rows,heldout_outcomes_opened
4,0,0.0,0.2026228050383261,32,0
4,1,0.05,0.19973033823410083,32,0
4,1,0.1,0.19973033823410083,32,0
4,1,0.25,0.19973033823410083,32,0
4,3,0.05,0.18661718572361227,32,0
4,3,0.1,0.17432494154083036,32,0
4,3,0.25,0.16009190497064013,32,0
4,5,0.05,0.1800218977971496,32,0
4,5,0.1,0.1630035298932387,32,0
4,5,0.25,0.13871666732819737,32,0
