fold,late_steps,w_max,outer_training_artifact_rrmse,validation_rows,heldout_outcomes_opened
8,0,0.0,0.18397798777841934,32,0
8,1,0.05,0.18105574765166862,32,0
8,1,0.1,0.18105574765166862,32,0
8,1,0.25,0.18105574765166862,32,0
8,3,0.05,0.17167054710193588,32,0
8,3,0.1,0.16638079038906492,32,0
8,3,0.25,0.16520551254503452,32,0
8,5,0.05,0.1679839732998013,32,0
8,5,0.1,0.16468999320070185,32,0
8,5,0.25,0.18181647458186276,32,0
