fold,late_steps,w_max,outer_training_artifact_rrmse,validation_rows,heldout_outcomes_opened
6,0,0.0,0.19600611140565946,32,0
6,1,0.05,0.19184732467631563,32,0
6,1,0.1,0.19184732467631563,32,0
6,1,0.25,0.19184732467631563,32,0
6,3,0.05,0.17757767342709244,32,0
6,3,0.1,0.16424604228738524,32,0
6,3,0.25,0.1484746221329341,32,0
6,5,0.05,0.17055399334137972,32,0
6,5,0.1,0.15224128639139362,32,0
6,5,0.25,0.1262726486728366,32,0
