fold,late_steps,w_max,outer_training_artifact_rrmse,validation_rows,heldout_outcomes_opened
7,0,0.0,0.1755757439933886,32,0
7,1,0.05,0.1735791310006939,32,0
7,1,0.1,0.1735791310006939,32,0
7,1,0.25,0.1735791310006939,32,0
7,3,0.05,0.1625471563073774,32,0
7,3,0.1,0.15225460626307988,32,0
7,3,0.25,0.1413361465686153,32,0
7,5,0.05,0.1577445067704016,32,0
7,5,0.1,0.1441050561781885,32,0
7,5,0.25,0.12614438474284148,32,0
