fold,late_steps,w_max,outer_training_artifact_rrmse,validation_rows,heldout_outcomes_opened
5,0,0.0,0.19597281314689566,32,0
5,1,0.05,0.19042210574409635,32,0
5,1,0.1,0.19042210574409635,32,0
5,1,0.25,0.19042210574409635,32,0
5,3,0.05,0.17775697222074444,32,0
5,3,0.1,0.16586509754710904,32,0
5,3,0.25,0.15204589686358846,32,0
5,5,0.05,0.17164713803507362,32,0
5,5,0.1,0.15532936764683514,32,0
5,5,0.25,0.13213652387009503,32,0
