fold,late_steps,w_max,outer_training_artifact_rrmse,validation_rows,heldout_outcomes_opened
0,0,0.0,0.16443358202201908,32,0
0,1,0.05,0.1599521495346392,32,0
0,1,0.1,0.1599521495346392,32,0
0,1,0.25,0.1599521495346392,32,0
0,3,0.05,0.15040704860332713,32,0
0,3,0.1,0.14148050509607873,32,0
0,3,0.25,0.13211435449188882,32,0
0,5,0.05,0.1463843348057085,32,0
0,5,0.1,0.13456375395357675,32,0
0,5,0.25,0.11891676786662886,32,0
