ci95_high,ci95_low,estimand,mean_utility,median_utility,participant_effects_json,participants,positive_count,protocol
0.0022817150602349825,-0.009540913086190508,H_D_DIFF_MATCH_minus_DET_MATCH,-0.0035112104184615114,-0.0014249496161937714,"{""sub-02"": -0.002561427652835846, ""sub-03"": -0.0029803793877363205, ""sub-05"": 0.003223586827516556, ""sub-06"": -0.021072725765407085, ""sub-07"": 0.0036392267793416977, ""sub-09"": -0.02461209148168564, ""sub-11"": 0.015366500243544579, ""sub-12"": -0.021813253561655678, ""sub-14"": -0.0002884715795516968, ""sub-15"": -0.006996347568929195, ""sub-17"": 0.0030089933425188065, ""sub-18"": 0.008452988229691982, ""sub-19"": -0.005801417864859104, ""sub-21"": -0.02071085199713707, ""sub-23"": 0.00571849662810564, ""sub-24"": 0.011247808113694191}",16,7,S0_STATIC_XSESSION
-0.001325985674581416,-0.005131657983292825,H_S_NULL,-0.0032270238540756204,-0.002197521273046732,"{""sub-02"": -0.006158776581287384, ""sub-03"": -0.006317555904388428, ""sub-05"": -0.009659215807914734, ""sub-06"": -0.00041661784052848816, ""sub-07"": -0.004616763908416033, ""sub-09"": -0.006495681591331959, ""sub-11"": 0.0032671354711055756, ""sub-12"": -0.0013288656870524083, ""sub-14"": -0.009786076843738556, ""sub-15"": -0.0005205618217587471, ""sub-17"": -0.006502063013613224, ""sub-18"": -0.002392904832959175, ""sub-19"": -0.002002137713134289, ""sub-21"": 0.0034940429031848907, ""sub-23"": -0.0016208630986511707, ""sub-24"": -0.0005754753947257996}",16,2,S0_STATIC_XSESSION
-0.001267175320632912,-0.005160850021881439,H_S_POP,-0.0032270238540756204,-0.002197521273046732,"{""sub-02"": -0.006158776581287384, ""sub-03"": -0.006317555904388428, ""sub-05"": -0.009659215807914734, ""sub-06"": -0.00041661784052848816, ""sub-07"": -0.004616763908416033, ""sub-09"": -0.006495681591331959, ""sub-11"": 0.0032671354711055756, ""sub-12"": -0.0013288656870524083, ""sub-14"": -0.009786076843738556, ""sub-15"": -0.0005205618217587471, ""sub-17"": -0.006502063013613224, ""sub-18"": -0.002392904832959175, ""sub-19"": -0.002002137713134289, ""sub-21"": 0.0034940429031848907, ""sub-23"": -0.0016208630986511707, ""sub-24"": -0.0005754753947257996}",16,2,S0_STATIC_XSESSION
0.0014315946507849726,-0.00031488169188378375,H_S_SHUFFLED,0.0005266263227288922,0.0002104886807501316,"{""sub-02"": 0.0043447548523545265, ""sub-03"": -0.0004329867660999298, ""sub-05"": 0.0033165812492370605, ""sub-06"": 0.00032654497772455215, ""sub-07"": 0.0016749277710914612, ""sub-09"": -0.0009316718205809593, ""sub-11"": 0.0010503698140382767, ""sub-12"": -0.0014524857203165684, ""sub-14"": -0.0009573251008987427, ""sub-15"": 9.443238377571106e-05, ""sub-17"": 0.003348086029291153, ""sub-18"": -0.0005211085081100464, ""sub-19"": 0.0004752259701490402, ""sub-21"": -0.002482011914253235, ""sub-23"": 0.0005254587158560753, ""sub-24"": 4.7229230403900146e-05}",16,10,S0_STATIC_XSESSION
0.002744874762720425,-0.0023340889303653965,DET_MATCH_minus_NULL,0.00021174113499000669,0.00045015430077910423,"{""sub-02"": -0.0014840364456176758, ""sub-03"": 0.001763954758644104, ""sub-05"": 0.0129312165081501, ""sub-06"": 0.0055542150512337685, ""sub-07"": 0.0005665672942996025, ""sub-09"": 0.0019738255068659782, ""sub-11"": -0.0012407395988702774, ""sub-12"": 0.00046593695878982544, ""sub-14"": -0.012302402406930923, ""sub-15"": 0.000434371642768383, ""sub-17"": 0.0017016995698213577, ""sub-18"": -0.0056176502257585526, ""sub-19"": -0.0006646891124546528, ""sub-21"": 0.003243984654545784, ""sub-23"": -0.003975935745984316, ""sub-24"": 3.753975033760071e-05}",16,10,S0_STATIC_XSESSION
0.0027996937133138978,-0.0022418538726924455,DET_MATCH_minus_SHUFFLED,6.631607539020479e-05,-0.0019520614296197891,"{""sub-02"": 0.001302550546824932, ""sub-03"": -0.006737247109413147, ""sub-05"": -0.0032898802310228348, ""sub-06"": 0.010133592411875725, ""sub-07"": -0.0017546257004141808, ""sub-09"": -0.0033532935194671154, ""sub-11"": -0.0029334519058465958, ""sub-12"": -0.004545561969280243, ""sub-14"": 0.006033502519130707, ""sub-15"": 0.00038167182356119156, ""sub-17"": 0.001659695990383625, ""sub-18"": -0.00450309831649065, ""sub-19"": -0.0021494971588253975, ""sub-21"": 0.011997908353805542, ""sub-23"": -0.002576255239546299, ""sub-24"": 0.0013950467109680176}",16,7,S0_STATIC_XSESSION
0.0007101930239716442,-0.0016716939632412193,H_S_WRONG,-0.0004335418796270255,-0.0005450464474658166,"{""sub-02"": -0.0031984768187006303, ""sub-03"": -0.0006608621527751275, ""sub-05"": -0.0068157905091842, ""sub-06"": -0.0004563964903354645, ""sub-07"": -0.0007647389235595856, ""sub-09"": -0.0021853921934962273, ""sub-11"": 0.003406604751944542, ""sub-12"": 0.0025535209311379325, ""sub-14"": -0.0013685586551825217, ""sub-15"": -0.0006336964045961686, ""sub-17"": 0.001532979930440586, ""sub-18"": 0.002731877689560254, ""sub-19"": 0.000711834368606409, ""sub-21"": 8.108218510945696e-05, ""sub-23"": -0.0001963130198419094, ""sub-24"": -0.001674344763159752}",16,6,S0_STATIC_XSESSION
0.003222653447786188,-0.001731757160693329,DET_MATCH_minus_WRONG,0.0005799664553099626,-0.0004763475929697352,"{""sub-02"": -0.0006740521639585495, ""sub-03"": 0.005448029687007267, ""sub-05"": -0.002484864865740141, ""sub-06"": 0.00020333783080180717, ""sub-07"": -0.0025477170323332157, ""sub-09"": 0.00941962686677774, ""sub-11"": -0.00027864302198092085, ""sub-12"": -0.006698315342267353, ""sub-14"": -0.003850916400551796, ""sub-15"": -0.0031163678504526615, ""sub-17"": 0.0036600322152177504, ""sub-18"": -0.0031617830197016397, ""sub-19"": 0.003995538999636967, ""sub-21"": 0.012766478583216667, ""sub-23"": -0.0034952033311128616, ""sub-24"": 9.428213040033973e-05}",16,7,S0_STATIC_XSESSION
-0.000585020537982928,-0.006877177597198169,DIFFUSION_x_SUPPORT_INTERACTION,-0.003438764989065627,-0.0015661256232609349,"{""sub-02"": -0.004674740135669708, ""sub-03"": -0.008081510663032532, ""sub-05"": -0.022590432316064835, ""sub-06"": -0.005970832891762257, ""sub-07"": -0.005183331202715635, ""sub-09"": -0.008469507098197937, ""sub-11"": 0.004507875069975853, ""sub-12"": -0.0017948026458422337, ""sub-14"": 0.0025163255631923676, ""sub-15"": -0.0009549334645271301, ""sub-17"": -0.008203762583434582, ""sub-18"": 0.0032247453927993774, ""sub-19"": -0.001337448600679636, ""sub-21"": 0.00025005824863910675, ""sub-23"": 0.002355072647333145, ""sub-24"": -0.0006130151450634003}",16,5,S0_STATIC_XSESSION
0.0018684343383938537,-0.009503292699810118,H_D_DIFF_MATCH_minus_DET_MATCH,-0.00359814153246892,-0.002426275983452797,"{""sub-02"": -0.006791701540350914, ""sub-03"": -0.0017342474311590195, ""sub-05"": 0.00499512255191803, ""sub-06"": -0.017391632311046124, ""sub-07"": 0.00652251485735178, ""sub-09"": -0.0153146767988801, ""sub-11"": 0.009743327274918556, ""sub-12"": -0.03193820764621099, ""sub-14"": -0.0012107379734516144, ""sub-15"": -0.0031183045357465744, ""sub-17"": 0.010041828267276287, ""sub-18"": -0.007139106281101704, ""sub-19"": -0.012940019369125366, ""sub-21"": -0.007544230669736862, ""sub-23"": 0.005273220594972372, ""sub-24"": 0.010976586490869522}",16,6,S1_MOTION_WITHIN_SESSION
