erp_amplitude_relative_preservation,erp_latency_relative_preservation,method,motion_coherence_reduction,nonartifact_observation_preservation,observation_change_ratio,output_input_RMS_ratio,protocol,record_rows,reference_free_covariance_distortion,reference_free_psd_distortion,ssvep_phase_relative_preservation,ssvep_snr_relative_preservation
0.576622104547885,0.9176432291666666,DET-MATCH,0.01674967649159953,0.7906399031538361,0.21431395445930926,0.9219615372518698,S0_STATIC_XSESSION,16,0.20664375576387056,0.2538827477267963,0.9778091235557393,0.9528623815255005
0.5613912054195543,0.9143880208333334,DET-NULL,0.016537935356609523,0.7650929718753711,0.24073099552576122,0.9129346714665493,S0_STATIC_XSESSION,16,0.22814906788095318,0.28504395306663355,0.9785192063450042,0.9442700334839723
0.5669669919249979,0.9189453125,DET-SHUFFLED,0.016683360416209325,0.7913360103120795,0.21354276901790095,0.923760475901266,S0_STATIC_XSESSION,16,0.20168687053909773,0.2489937696227571,0.9771092001306729,0.9516814575892929
0.5757898079776472,0.9225260416666666,DET-WRONG-1,0.01911024821068471,0.7585496133348594,0.24602799316441332,0.9227312266205748,S0_STATIC_XSESSION,16,0.22641784327679165,0.278939882950605,0.971244818476589,0.9396241840437524
0.515186692068406,0.888671875,DET-WRONG-2,0.014087616398076836,0.7856147105970498,0.21938942734656544,0.9219263674070438,S0_STATIC_XSESSION,16,0.20753362701799755,0.2622211832810232,0.9769376677893576,0.9512137984711001
0.6137095081969596,0.9368489583333334,DET-WRONG-3,0.015311265500107158,0.7868525850450775,0.21772590486701424,0.925214133846263,S0_STATIC_XSESSION,16,0.20217984473871847,0.2506726846428743,0.981507930365716,0.9491464229437885
0.7047749093286348,0.9205729166666666,DIFF-MATCH,0.013238466073138017,0.7721497022139374,0.22564491616018736,0.9405548482512435,S0_STATIC_XSESSION,16,0.1861321305761578,0.22495140722215487,0.9840298689548085,0.945307365019704
0.6884377172793925,0.9156901041666666,DIFF-NULL,0.01646548992721364,0.7447567628114484,0.253952231820828,0.9286105263357362,S0_STATIC_XSESSION,16,0.22109502951701862,0.268141777497173,0.9838799808430411,0.9397586213087991
0.6884377172793925,0.9156901041666666,DIFF-POP,0.01646548992721364,0.7447567628114484,0.253952231820828,0.9286105263357362,S0_STATIC_XSESSION,16,0.22109502951701862,0.268141777497173,0.9838799808430411,0.9397586213087991
0.6998562108684853,0.9205729166666666,DIFF-SHUFFLED,0.012711839750409126,0.7807499418462006,0.2180616275970048,0.9394457746918002,S0_STATIC_XSESSION,16,0.18437354711214332,0.22375768657851344,0.984309771398973,0.9440730840823863
0.704525268589773,0.9205729166666666,DIFF-WRONG-1,0.013373473950196058,0.7550590971756416,0.24337027580865347,0.9382858897248904,S0_STATIC_XSESSION,16,0.20582164932087632,0.24298162844691737,0.983945980383919,0.9457985386717753
0.6389758003782865,0.9143880208333334,DIFF-WRONG-2,0.013741813425440341,0.7641097271698527,0.2348132325375142,0.937832137880226,S0_STATIC_XSESSION,16,0.19919934692468727,0.23980827615014277,0.9854671172296858,0.9376722528069121
0.7469272239182012,0.9479166666666666,DIFF-WRONG-3,0.013900736482658733,0.770000409897572,0.228856893828682,0.938595583041509,S0_STATIC_XSESSION,16,0.19553191479264592,0.23038957233075052,0.9842578791616133,0.9431567955764923
0.591022864372884,0.9410807291666666,POP,0.03209646322648041,0.7309550621624415,0.27208707163420814,0.9072711709886789,S0_STATIC_XSESSION,16,0.27071451344128195,0.3126952242358432,0.975995228238535,0.931186010502739
1.0,1.0,RAW,0.0,1.0,0.0,1.0,S0_STATIC_XSESSION,16,0.0,0.0,1.0,1.0
0.7140589714407459,0.915771484375,DET-MATCH,0.017793588049244136,0.7878062610737592,0.217603111275821,0.919959032908082,S1_MOTION_WITHIN_SESSION,16,0.20928483756603952,0.2620332484930259,0.9782882011626529,0.9599547529486085
0.6594665690035251,0.9188232421875,DET-NULL,0.017076899656482663,0.76706328401148,0.23944612395522807,0.9123772159218788,S1_MOTION_WITHIN_SESSION,16,0.22841799911778238,0.28080770666080446,0.9782578808305121,0.9427372727229764
0.6674937838302066,0.9188232421875,DET-SHUFFLED,0.017503080220194533,0.784527568515235,0.22134890718249758,0.9188578178485235,S1_MOTION_WITHIN_SESSION,16,0.21470193292875844,0.2655587405194334,0.9791333164074466,0.9452532771345526
0.6468133540860133,0.92645263671875,DET-WRONG-1,0.017645810585236177,0.7803201929006415,0.22639650037550987,0.9229525836805502,S1_MOTION_WITHIN_SESSION,16,0.21003685922386273,0.2585943207886885,0.9778919069746659,0.9445889207879189
0.7773865445148569,0.9493408203125,DET-WRONG-2,0.015433318612243358,0.7815167337442593,0.22342025200487114,0.9248390520612398,S1_MOTION_WITHIN_SESSION,16,0.2114076675220155,0.2589517054584576,0.9737200307179764,0.9519191735500941
0.6585903061932895,0.92919921875,DET-WRONG-3,0.013884655161139865,0.7800262252179285,0.2228444301969527,0.9252773964156707,S1_MOTION_WITHIN_SESSION,16,0.21496328578974325,0.2574863692813475,0.9754320313032223,0.9505449101340303
0.6052620784288193,0.92767333984375,DIFF-MATCH,0.014195446516775217,0.7736260410553465,0.22630728086611876,0.934374287414054,S1_MOTION_WITHIN_SESSION,16,0.19673217455505979,0.23381297729793005,0.9822788404451014,0.9434444117877224
0.5922090107503024,0.94354248046875,DIFF-NULL,0.016787446424132213,0.74603675721058,0.2536468811837646,0.9271515769263109,S1_MOTION_WITHIN_SESSION,16,0.22119606121160973,0.26610666613366146,0.9837870012504832,0.9500843485398095
0.5922090107503024,0.94354248046875,DIFF-POP,0.016787446424132213,0.74603675721058,0.2536468811837646,0.9271515769263109,S1_MOTION_WITHIN_SESSION,16,0.22119606121160973,0.26610666613366146,0.9837870012504832,0.9500843485398095
