erp_amplitude_relative_preservation,erp_latency_relative_preservation,fold,method,motion_coherence_reduction,nonartifact_observation_preservation,observation_change_ratio,oracle_nondeployable,output_input_RMS_ratio,outputs_frozen_before_query_imu_scoring,participant,protocol,query_event_used_for_inference,query_imu_used_for_inference,query_session,reference_free_covariance_distortion,reference_free_psd_distortion,ssvep_phase_relative_preservation,ssvep_snr_relative_preservation,status,task
1.0,1.0,3,RAW,0.0,1.0,0.0,False,1.0,True,sub-03,S0_STATIC_XSESSION,False,False,ses-03,0.0,0.0,nan,nan,success,ERP
0.9110608823670419,1.0,3,STRONG-POP,0.05471336841583252,0.6708743870258331,0.32234323024749756,False,0.8705199360847473,True,sub-03,S0_STATIC_XSESSION,False,False,ses-03,0.33370122828810156,0.26842741351676896,nan,nan,success,ERP
0.8214041118741069,1.0,3,DET-NULL,0.01882951706647873,0.7161286175251007,0.2667938470840454,False,0.9004868268966675,True,sub-03,S0_STATIC_XSESSION,False,False,ses-03,0.27209936313222144,0.23549513923252424,nan,nan,success,ERP
0.8507534119401554,1.0,3,DET-MATCH,0.012867450714111328,0.7323062717914581,0.25306689739227295,False,0.9000396132469177,True,sub-03,S0_STATIC_XSESSION,False,False,ses-03,0.27457657780148587,0.2295435175099963,nan,nan,success,ERP
0.8666011673885756,1.0,3,DET-WRONG-1,0.012466691434383392,0.7568467557430267,0.22918662428855896,False,0.9106217622756958,True,sub-03,S0_STATIC_XSESSION,False,False,ses-03,0.2563157324855516,0.20438969190230308,nan,nan,success,ERP
0.9129709164423727,1.0,3,DET-WRONG-2,-0.007387757301330566,0.6851257979869843,0.3002253770828247,False,0.8749759197235107,True,sub-03,S0_STATIC_XSESSION,False,False,ses-03,0.3697376139828517,0.27215367472905433,nan,nan,success,ERP
0.866900189413566,1.0,3,DET-WRONG-3,-0.002502456307411194,0.6842191219329834,0.29811397194862366,False,0.8963708281517029,True,sub-03,S0_STATIC_XSESSION,False,False,ses-03,0.2879142324412651,0.24832992951111052,nan,nan,success,ERP
0.7896976450738716,1.0,3,TEMPORAL-SHUFFLED,0.029484979808330536,0.7079131603240967,0.27598366141319275,False,0.9058762788772583,True,sub-03,S0_STATIC_XSESSION,False,False,ses-03,0.26054246243136153,0.24407801864634304,nan,nan,success,ERP
0.9967659491181486,1.0,3,ASR-LIKE,3.4123659133911133e-06,0.9524199105799198,0.036082103848457336,False,0.9965429902076721,True,sub-03,S0_STATIC_XSESSION,False,False,ses-03,0.016395109742643556,0.034612570457323806,nan,nan,success,ERP
-1.0491513128879153,0.921875,3,ORACLE-QUERY-IMU,0.09974684752523899,0.4408184289932251,0.5425053834915161,True,0.8400542736053467,True,sub-03,S0_STATIC_XSESSION,False,False,ses-03,0.45930189520092035,0.43935199091093297,nan,nan,success,ERP
1.0,1.0,3,RAW,0.0,1.0,0.0,False,1.0,True,sub-03,S0_STATIC_XSESSION,False,False,ses-04,0.0,0.0,nan,nan,success,ERP
0.7603081624649911,1.0,3,STRONG-POP,0.0022912919521331787,0.6790190041065216,0.32471683621406555,False,0.8493728041648865,True,sub-03,S0_STATIC_XSESSION,False,False,ses-04,0.3695310784903887,0.2846467772434074,nan,nan,success,ERP
-0.7896393387971004,0.1796875,3,DET-NULL,-0.004453837871551514,0.6996803879737854,0.3020817041397095,False,0.8731869459152222,True,sub-03,S0_STATIC_XSESSION,False,False,ses-04,0.3445696326160081,0.2651821893207157,nan,nan,success,ERP
-0.7929895531419908,0.1796875,3,DET-MATCH,-0.010473892092704773,0.7124713063240051,0.28863924741744995,False,0.8653905987739563,True,sub-03,S0_STATIC_XSESSION,False,False,ses-04,0.34364327333247474,0.2538156206773959,nan,nan,success,ERP
0.7923070137156569,1.0,3,DET-WRONG-1,0.002002626657485962,0.7595801502466202,0.2389533668756485,False,0.8891925811767578,True,sub-03,S0_STATIC_XSESSION,False,False,ses-04,0.3094576860004169,0.21209371155699866,nan,nan,success,ERP
0.7351263304493796,1.0,3,DET-WRONG-2,-0.021817877888679504,0.6787174344062805,0.3241608142852783,False,0.8448382616043091,True,sub-03,S0_STATIC_XSESSION,False,False,ses-04,0.39473113932214965,0.2754556004928558,nan,nan,success,ERP
