bootstrap_high,bootstrap_low,direction,mean,median,method,metric,panel,participants,positive,source_role
1.1814827501919785,0.4220233626435359,,0.7388669605251288,0.41691704054036116,DET_MATCH,rrmse_temporal,paired,15,15,V25_current
0.6075681665421806,0.4633636683841694,,0.527528538334406,0.4825393161637352,DET_MATCH,rrmse_spectral,paired,15,15,V25_current
0.9077457701985447,0.8236600908857143,,0.8724620938898332,0.9032337685373235,DET_MATCH,correlation,paired,15,15,V25_current
-0.9175617170278618,-1.9021143905769045,,-1.3659538977954981,-1.2627071469997693,DET_MATCH,snr_improvement,paired,15,1,V25_current
1.6162999210146753,1.3877161912308353,,1.492853965490461,1.4471235166896472,DET_MATCH,artifact_rrmse,paired,15,15,V25_current
0.39479759876594384,0.34634578961558055,,0.3702019114036527,0.36650671602079743,DET_MATCH,artifact_correlation,paired,15,15,V25_current
1.7103416079836806,1.0178090775446498,,1.3042087716440411,1.0107901736776879,DET_MATCH,clean_output_rms_ratio,paired,15,15,V25_current
1.2056765473255955,0.4374352220538304,,0.7555977347887706,0.42897051741478054,DET_WRONG,rrmse_temporal,paired,15,15,V25_current
0.6142313763907986,0.4696353431103407,,0.5339678697824713,0.4917314917522859,DET_WRONG,rrmse_spectral,paired,15,15,V25_current
0.9041895035236076,0.8192997507477107,,0.8684659400133732,0.9000624415880822,DET_WRONG,correlation,paired,15,15,V25_current
-1.1108097758896345,-2.0765962132066407,,-1.5516322657201622,-1.5530691644286407,DET_WRONG,snr_improvement,paired,15,1,V25_current
1.6739296863136772,1.449770473301796,,1.55269259439521,1.5245943647973679,DET_WRONG,artifact_rrmse,paired,15,15,V25_current
0.3831031177746682,0.3302142771237794,,0.3570498293087247,0.36585352108078567,DET_WRONG,artifact_correlation,paired,15,15,V25_current
1.7233686915814121,1.028614902434244,,1.3163548338435074,1.0119114058448913,DET_WRONG,clean_output_rms_ratio,paired,15,15,V25_current
1.2356677384382277,0.4831816270687916,,0.7959007229158815,0.47111623890034143,DIFF_MATCH,rrmse_temporal,paired,15,15,V25_current
0.6436167908761516,0.5010800983691098,,0.5640121499654105,0.5174769986757731,DIFF_MATCH,rrmse_spectral,paired,15,15,V25_current
0.8845163931167892,0.8033934977462281,,0.8503584043655786,0.8821267862068979,DIFF_MATCH,correlation,paired,15,15,V25_current
-2.1009951358767247,-3.3145993318478144,,-2.650296016769258,-2.6092917239812503,DIFF_MATCH,snr_improvement,paired,15,0,V25_current
1.9751308739251645,1.6604147335385115,,1.8024701678231554,1.7823573293959258,DIFF_MATCH,artifact_rrmse,paired,15,15,V25_current
0.337168672721006,0.2889870696722514,,0.3126976864592236,0.3090396931254011,DIFF_MATCH,artifact_correlation,paired,15,15,V25_current
1.7238484967452432,1.0360884757037303,,1.3248332968653902,1.0414727223546882,DIFF_MATCH,clean_output_rms_ratio,paired,15,15,V25_current
1.2612201963227754,0.5095874446100206,,0.8219519741192098,0.492332657727294,DIFF_WRONG,rrmse_temporal,paired,15,15,V25_current
0.6514171800631319,0.5117409561589735,,0.5737772773654679,0.5304892812954619,DIFF_WRONG,rrmse_spectral,paired,15,15,V25_current
0.8772652402639681,0.7956770618020069,,0.8431846437873032,0.8742811048125967,DIFF_WRONG,correlation,paired,15,15,V25_current
-2.3859257109217067,-3.6543328175740917,,-2.95001905817973,-2.8184857674372883,DIFF_WRONG,snr_improvement,paired,15,0,V25_current
2.113583866876597,1.7614184840622926,,1.9193280689616328,1.9403985170270666,DIFF_WRONG,artifact_rrmse,paired,15,15,V25_current
0.3208221009865846,0.2728300646595642,,0.29730438083563465,0.3023441218293439,DIFF_WRONG,artifact_correlation,paired,15,15,V25_current
1.7478287976055373,1.0558716741719525,,1.3435983268483662,1.0389878388414993,DIFF_WRONG,clean_output_rms_ratio,paired,15,15,V25_current
1.193654415599445,0.43220888069546026,,0.7460147597340859,0.44803910293297744,POP,rrmse_temporal,paired,15,15,V25_current
0.6119007585804045,0.4676941165906691,,0.5312189087629875,0.5045088272761976,POP,rrmse_spectral,paired,15,15,V25_current
0.906325923482894,0.8224181580692821,,0.8708619347884076,0.897812958924394,POP,correlation,paired,15,15,V25_current
-1.047768667772662,-1.9377692419197075,,-1.442782858369801,-1.2641318227551563,POP,snr_improvement,paired,15,0,V25_current
1.6104837338087739,1.3988702070573298,,1.4979795104327864,1.4353459053917934,POP,artifact_rrmse,paired,15,15,V25_current
0.3800691224086987,0.3323717993499115,,0.3565509643296517,0.35598704579812257,POP,artifact_correlation,paired,15,15,V25_current
1.7124500787901988,1.0247390017398321,,1.3118338351451047,1.029639332218373,POP,clean_output_rms_ratio,paired,15,15,V25_current
1.2334434535358498,0.4693642320218804,,0.7906603447967182,0.5370843970920256,RAW,rrmse_temporal,paired,15,15,V25_current
0.5668543715360274,0.406986365804651,,0.4791184821781764,0.45181223192212117,RAW,rrmse_spectral,paired,15,15,V25_current
0.8993182063719349,0.8209569216370607,,0.8662230068305506,0.8858627631868187,RAW,correlation,paired,15,15,V25_current
0.0,0.0,,0.0,0.0,RAW,snr_improvement,paired,15,0,V25_current
1.0,1.0,,1.0,1.0,RAW,artifact_rrmse,paired,15,15,V25_current
0.0,0.0,,0.0,0.0,RAW,artifact_correlation,paired,15,0,V25_current
1.9015315958388095,1.2099133021753106,,1.4966926140345187,1.245265101498746,RAW,clean_output_rms_ratio,paired,15,15,V25_current
1.1194502514138116,0.8782984759303626,,0.9975807945809803,0.9654519282759594,DET_MATCH,heldout_eog_remaining_ratio,natural,15,15,V25_current
2.115908920240536,0.6949671708480856,,1.4048893226848889,1.3745135154030081,DET_MATCH,artifact_attenuation_db,natural,15,12,V25_current
0.8445530431817349,0.7856122101564295,,0.8158474168678925,0.8238340846486966,DET_MATCH,preservation,natural,15,15,V25_current
0.4135608580555152,0.3355435831242273,,0.3757406775282494,0.3987420619928946,DET_MATCH,psd_distortion,natural,15,15,V25_current
0.26693708357696017,0.19114004133500334,,0.22843936734180476,0.20920715954729668,DET_MATCH,covariance_distortion,natural,15,15,V25_current
0.8447172095034724,0.7857258672312702,,0.8158474168678925,0.8238340846486966,DET_MATCH,erp_proxy,natural,15,15,V25_current
0.8444845929911416,0.7856051830254539,,0.8158474168678925,0.8238340846486966,DET_MATCH,ssvep_proxy,natural,15,15,V25_current
0.8884028305568836,0.8318457558033924,,0.8598778796954251,0.8643584003448487,DET_MATCH,output_input_rms,natural,15,15,V25_current
1.1048075764741017,0.8884838220841,,0.9970859404618807,0.9686505208351104,DET_WRONG,heldout_eog_remaining_ratio,natural,15,15,V25_current
1.9597833932470323,0.7059236597003026,,1.3263594625813517,1.3142674571356034,DET_WRONG,artifact_attenuation_db,natural,15,13,V25_current
0.8390804549843851,0.7828128588590132,,0.8108987300696853,0.8128991560502485,DET_WRONG,preservation,natural,15,15,V25_current
0.41125446108094116,0.33280113377624754,,0.3740658548491801,0.38853607569995535,DET_WRONG,psd_distortion,natural,15,15,V25_current
0.30821920660598456,0.20504177435983728,,0.2540493104921113,0.21485363981880726,DET_WRONG,covariance_distortion,natural,15,15,V25_current
0.8392091857201288,0.782509106601932,,0.8108987300696853,0.8128991560502485,DET_WRONG,erp_proxy,natural,15,15,V25_current
0.8391753837196133,0.7822676351434683,,0.8108987300696853,0.8128991560502485,DET_WRONG,ssvep_proxy,natural,15,15,V25_current
0.896314223936344,0.8421421912137975,,0.8692288309081733,0.8693074142138163,DET_WRONG,output_input_rms,natural,15,15,V25_current
1.1995257325070203,0.9372942632869139,,1.069762501961577,1.0277072600326183,DIFF_MATCH,heldout_eog_remaining_ratio,natural,15,15,V25_current
1.6915502060529024,0.14874446886461393,,0.8964622234205929,0.7022185871736379,DIFF_MATCH,artifact_attenuation_db,natural,15,11,V25_current
0.7350717702081984,0.6627297578556638,,0.6989918322600024,0.6994394224371996,DIFF_MATCH,preservation,natural,15,15,V25_current
0.5658180862952806,0.47859120649660963,,0.5250823794590507,0.5608919947046668,DIFF_MATCH,psd_distortion,natural,15,15,V25_current
0.3601860273190356,0.27590454150845767,,0.3184586662477155,0.32140189314414985,DIFF_MATCH,covariance_distortion,natural,15,15,V25_current
0.7347843952021322,0.6628451303984584,,0.6989918322600024,0.6994394224371996,DIFF_MATCH,erp_proxy,natural,15,15,V25_current
0.7354290808676388,0.6627063889257399,,0.6989918322600024,0.6994394224371996,DIFF_MATCH,ssvep_proxy,natural,15,15,V25_current
0.903688247708049,0.8472305518656918,,0.8754873602944777,0.8815091225306193,DIFF_MATCH,output_input_rms,natural,15,15,V25_current
1.2143155720027903,0.9799206761455418,,1.0968151935824213,1.0604862077390855,DIFF_WRONG,heldout_eog_remaining_ratio,natural,15,15,V25_current
1.3234991179256852,7.586946548394071e-05,,0.6529501322915449,0.5037954080369198,DIFF_WRONG,artifact_attenuation_db,natural,15,10,V25_current
