mean,method,metric,panel,seed
0.7785362592536936,DET_MATCH,rrmse_temporal,paired,20260825
1.418854778274568,DET_MATCH,artifact_rrmse,paired,20260825
0.8745777430109835,DET_MATCH,correlation,paired,20260825
0.7933021350800118,DET_WRONG,rrmse_temporal,paired,20260825
1.4910819771409172,DET_WRONG,artifact_rrmse,paired,20260825
0.8709540053387173,DET_WRONG,correlation,paired,20260825
0.835144699402493,DIFF_MATCH,rrmse_temporal,paired,20260825
1.7130495472730785,DIFF_MATCH,artifact_rrmse,paired,20260825
0.8517435618065065,DIFF_MATCH,correlation,paired,20260825
0.8646759922019556,DIFF_WRONG,rrmse_temporal,paired,20260825
1.8661859429198113,DIFF_WRONG,artifact_rrmse,paired,20260825
0.8441502106831952,DIFF_WRONG,correlation,paired,20260825
0.79553233551754,POP,rrmse_temporal,paired,20260825
1.4942942882091732,POP,artifact_rrmse,paired,20260825
0.8713992811312589,POP,correlation,paired,20260825
0.8522047045314441,RAW,rrmse_temporal,paired,20260825
1.0,RAW,artifact_rrmse,paired,20260825
0.8639906339456502,RAW,correlation,paired,20260825
0.7230650759733787,DET_MATCH,rrmse_temporal,paired,20260826
1.5883935944378724,DET_MATCH,artifact_rrmse,paired,20260826
0.8763486618527774,DET_MATCH,correlation,paired,20260826
0.7437218917785988,DET_WRONG,rrmse_temporal,paired,20260826
1.6513435645410193,DET_WRONG,artifact_rrmse,paired,20260826
0.871253728095121,DET_WRONG,correlation,paired,20260826
0.7826365051192018,DIFF_MATCH,rrmse_temporal,paired,20260826
1.917193312881983,DIFF_MATCH,artifact_rrmse,paired,20260826
0.8536508713322595,DIFF_MATCH,correlation,paired,20260826
0.8100237854174338,DIFF_WRONG,rrmse_temporal,paired,20260826
2.014303437345906,DIFF_WRONG,artifact_rrmse,paired,20260826
0.8457221424969854,DIFF_WRONG,correlation,paired,20260826
0.7256509995786473,POP,rrmse_temporal,paired,20260826
1.537823560433081,POP,artifact_rrmse,paired,20260826
0.8756193587294547,POP,correlation,paired,20260826
0.7597747932879428,RAW,rrmse_temporal,paired,20260826
1.0,RAW,artifact_rrmse,paired,20260826
0.8724372910840127,RAW,correlation,paired,20260826
0.7146815511628423,DET_MATCH,rrmse_temporal,paired,20260827
1.475770121366293,DET_MATCH,artifact_rrmse,paired,20260827
0.8674473723872022,DET_MATCH,correlation,paired,20260827
0.7295426690165187,DET_WRONG,rrmse_temporal,paired,20260827
1.5243400381656023,DET_WRONG,artifact_rrmse,paired,20260827
0.8640986500851189,DET_WRONG,correlation,paired,20260827
0.7701549161332272,DIFF_MATCH,rrmse_temporal,paired,20260827
1.7810744509591419,DIFF_MATCH,artifact_rrmse,paired,20260827
0.8466174156232834,DIFF_MATCH,correlation,paired,20260827
0.7908836730476954,DIFF_WRONG,rrmse_temporal,paired,20260827
1.8841892077284152,DIFF_WRONG,artifact_rrmse,paired,20260827
0.8406510496062765,DIFF_WRONG,correlation,paired,20260827
0.7162339192072977,POP,rrmse_temporal,paired,20260827
1.4635775296459403,POP,artifact_rrmse,paired,20260827
0.8666589087961862,POP,correlation,paired,20260827
0.760096185279023,RAW,rrmse_temporal,paired,20260827
1.0,RAW,artifact_rrmse,paired,20260827
0.8631409184541553,RAW,correlation,paired,20260827
1.0183781082707424,DET_MATCH,heldout_eog_remaining_ratio,natural,20260825
1.3077704507849872,DET_MATCH,artifact_attenuation_db,natural,20260825
0.8112261170887871,DET_MATCH,preservation,natural,20260825
0.38280459400050826,DET_MATCH,psd_distortion,natural,20260825
0.23362175361074186,DET_MATCH,covariance_distortion,natural,20260825
1.0222204115517712,DET_WRONG,heldout_eog_remaining_ratio,natural,20260825
1.245161219023181,DET_WRONG,artifact_attenuation_db,natural,20260825
0.8046432856812047,DET_WRONG,preservation,natural,20260825
0.3795462227202262,DET_WRONG,psd_distortion,natural,20260825
0.26987790548554386,DET_WRONG,covariance_distortion,natural,20260825
1.1096693335514929,DIFF_MATCH,heldout_eog_remaining_ratio,natural,20260825
0.738261471590754,DIFF_MATCH,artifact_attenuation_db,natural,20260825
0.685287561957483,DIFF_MATCH,preservation,natural,20260825
0.5426751207396457,DIFF_MATCH,psd_distortion,natural,20260825
0.327261413430345,DIFF_MATCH,covariance_distortion,natural,20260825
1.1432042225091545,DIFF_WRONG,heldout_eog_remaining_ratio,natural,20260825
0.5175335750670149,DIFF_WRONG,artifact_attenuation_db,natural,20260825
0.6590754346239717,DIFF_WRONG,preservation,natural,20260825
0.5507302486544682,DIFF_WRONG,psd_distortion,natural,20260825
0.4222561131235182,DIFF_WRONG,covariance_distortion,natural,20260825
0.9939174919078747,POP,heldout_eog_remaining_ratio,natural,20260825
1.220994918507006,POP,artifact_attenuation_db,natural,20260825
0.8265950525448985,POP,preservation,natural,20260825
0.3576904586348165,POP,psd_distortion,natural,20260825
0.2220371215807364,POP,covariance_distortion,natural,20260825
1.0,RAW,heldout_eog_remaining_ratio,natural,20260825
0.0,RAW,artifact_attenuation_db,natural,20260825
1.0,RAW,preservation,natural,20260825
0.0,RAW,psd_distortion,natural,20260825
0.0,RAW,covariance_distortion,natural,20260825
0.9677405156885033,DET_MATCH,heldout_eog_remaining_ratio,natural,20260826
1.4976445265589207,DET_MATCH,artifact_attenuation_db,natural,20260826
0.8176442127026988,DET_MATCH,preservation,natural,20260826
0.37338980620606216,DET_MATCH,psd_distortion,natural,20260826
0.2274075793538514,DET_MATCH,covariance_distortion,natural,20260826
0.9757672650118668,DET_WRONG,heldout_eog_remaining_ratio,natural,20260826
1.4013606276679786,DET_WRONG,artifact_attenuation_db,natural,20260826
0.8110529140779464,DET_WRONG,preservation,natural,20260826
0.37318299640383984,DET_WRONG,psd_distortion,natural,20260826
0.26382032767102254,DET_WRONG,covariance_distortion,natural,20260826
1.023581473570731,DIFF_MATCH,heldout_eog_remaining_ratio,natural,20260826
1.0610581188033652,DIFF_MATCH,artifact_attenuation_db,natural,20260826
0.7025884357095628,DIFF_MATCH,preservation,natural,20260826
0.5194833954709962,DIFF_MATCH,psd_distortion,natural,20260826
0.3147718060643843,DIFF_MATCH,covariance_distortion,natural,20260826
1.0691339761432674,DIFF_WRONG,heldout_eog_remaining_ratio,natural,20260826
0.7538205569541966,DIFF_WRONG,artifact_attenuation_db,natural,20260826
0.6783500149731817,DIFF_WRONG,preservation,natural,20260826
0.5319750431666358,DIFF_WRONG,psd_distortion,natural,20260826
0.3856875429890826,DIFF_WRONG,covariance_distortion,natural,20260826
0.9801168739933659,POP,heldout_eog_remaining_ratio,natural,20260826
1.277886144427757,POP,artifact_attenuation_db,natural,20260826
0.8252419616838947,POP,preservation,natural,20260826
0.36277987613187485,POP,psd_distortion,natural,20260826
0.22241698981320698,POP,covariance_distortion,natural,20260826
1.0,RAW,heldout_eog_remaining_ratio,natural,20260826
0.0,RAW,artifact_attenuation_db,natural,20260826
1.0,RAW,preservation,natural,20260826
0.0,RAW,psd_distortion,natural,20260826
0.0,RAW,covariance_distortion,natural,20260826
0.9933043464880299,DET_MATCH,heldout_eog_remaining_ratio,natural,20260827
1.4296246095501823,DET_MATCH,artifact_attenuation_db,natural,20260827
0.8169521301825254,DET_MATCH,preservation,natural,20260827
0.3671073854064431,DET_MATCH,psd_distortion,natural,20260827
0.22625047871528695,DET_MATCH,covariance_distortion,natural,20260827
0.9790988294062791,DET_WRONG,heldout_eog_remaining_ratio,natural,20260827
1.3655581653821236,DET_WRONG,artifact_attenuation_db,natural,20260827
0.8155628055308222,DET_WRONG,preservation,natural,20260827
0.3653672531630878,DET_WRONG,psd_distortion,natural,20260827
0.2316054073216299,DET_WRONG,covariance_distortion,natural,20260827
1.061291640182888,DIFF_MATCH,heldout_eog_remaining_ratio,natural,20260827
0.9282151699485627,DIFF_MATCH,artifact_attenuation_db,natural,20260827
0.7084804303144294,DIFF_MATCH,preservation,natural,20260827
0.5072880723996571,DIFF_MATCH,psd_distortion,natural,20260827
0.31387181736939906,DIFF_MATCH,covariance_distortion,natural,20260827
1.0606680330854874,DIFF_WRONG,heldout_eog_remaining_ratio,natural,20260827
0.7487376906289052,DIFF_WRONG,artifact_attenuation_db,natural,20260827
0.6943627464892214,DIFF_WRONG,preservation,natural,20260827
0.5130113808981454,DIFF_WRONG,psd_distortion,natural,20260827
0.355403472235301,DIFF_WRONG,covariance_distortion,natural,20260827
0.9832819935900193,POP,heldout_eog_remaining_ratio,natural,20260827
1.2523877080913295,POP,artifact_attenuation_db,natural,20260827
0.8311711143109952,POP,preservation,natural,20260827
0.353131202315584,POP,psd_distortion,natural,20260827
0.21335295457558578,POP,covariance_distortion,natural,20260827
1.0,RAW,heldout_eog_remaining_ratio,natural,20260827
0.0,RAW,artifact_attenuation_db,natural,20260827
1.0,RAW,preservation,natural,20260827
0.0,RAW,psd_distortion,natural,20260827
0.0,RAW,covariance_distortion,natural,20260827
