artifact_attenuation_db,condition,covariance_distortion,evaluator_query_eog_reads,fold,heldout_eog_remaining_ratio,low_eog_observation_retention,output_input_rms,participant,psd_distortion,query_eog_inference_reads,seed,session,task
0.00978174699439673,POP,0.004449855033880278,1,0,0.9988744686454619,0.9933667085133493,1.00009024143219,sub-02,0.008963939733803272,0,20261201,ses-02,ERP
0.010726906518885799,MATCH,0.00447852033267076,1,0,0.9987657815226822,0.9933875626884401,1.0001189708709717,sub-02,0.008735312148928642,0,20261201,ses-02,ERP
0.009535738514977467,WRONG,0.004414113129725996,1,0,0.9989027599408081,0.9931531129404902,1.0000702142715454,sub-02,0.008979030884802341,0,20261201,ses-02,ERP
0.022983895152082354,POP,0.1226954950499989,1,0,0.997357379168374,0.8538531810045242,1.0046941041946411,sub-02,0.0277722105383873,0,20261201,ses-02,ERP
0.022218470902270276,MATCH,0.11866530807096347,1,0,0.9974452728894613,0.8578902781009674,1.0052027702331543,sub-02,0.025459302589297295,0,20261201,ses-02,ERP
0.014035791585803236,WRONG,0.10289754067138365,1,0,0.9983853746885748,0.8797534704208374,1.0036581754684448,sub-02,0.01993546448647976,0,20261201,ses-02,ERP
0.04663104752503476,POP,0.014537521601259252,1,0,0.9946457874215451,0.9493675157427788,0.998754620552063,sub-02,0.045466866344213486,0,20261201,ses-02,ERP
0.054820283432495925,MATCH,0.014266910566049167,1,0,0.9937084567941825,0.9496302902698517,0.9989768862724304,sub-02,0.04637781158089638,0,20261201,ses-02,ERP
0.04512802535810458,WRONG,0.010508949253077262,1,0,0.99481791763308,0.966903068125248,0.9982956051826477,sub-02,0.03422432020306587,0,20261201,ses-02,ERP
-0.0014821045162116313,POP,0.00893002137840719,1,0,1.0001706481470032,0.9843326602131128,1.0004637241363525,sub-02,0.012051810510456562,0,20261201,ses-02,ERP
-0.0009386524879613095,MATCH,0.008989130740256004,1,0,1.0001080722006936,0.9853482116013765,1.0005003213882446,sub-02,0.011876331642270088,0,20261201,ses-02,ERP
-0.0014334720527488544,WRONG,0.009222648337722303,1,0,1.0001650481879478,0.9839549176394939,1.000475287437439,sub-02,0.011715737171471119,0,20261201,ses-02,ERP
0.7578835900770765,POP,0.010517122895351519,1,0,0.916443764245651,0.9868930289521813,0.9979312419891357,sub-02,0.055758897215127945,0,20261201,ses-02,SSVEP
0.7458672272171162,MATCH,0.011118284102552311,1,0,0.9177124819244995,0.985009447671473,0.9980668425559998,sub-02,0.054913170635700226,0,20261201,ses-02,SSVEP
0.7366427659415631,WRONG,0.010759982565844454,1,0,0.9186876151978923,0.9870765833184123,0.997994601726532,sub-02,0.058066509664058685,0,20261201,ses-02,SSVEP
0.007371527078969495,POP,0.057259211443516485,1,0,0.9991516816074411,0.9405944310128689,0.9915100336074829,sub-02,0.2506791949272156,0,20261201,ses-02,SSVEP
0.036370681583548795,MATCH,0.04669350400948265,1,0,0.9958214251784115,0.9516798406839371,0.9937896728515625,sub-02,0.21976341307163239,0,20261201,ses-02,SSVEP
-0.027434036250923936,WRONG,0.06839677613751007,1,0,1.003163453336395,0.9289656355977058,0.9896508455276489,sub-02,0.28782889246940613,0,20261201,ses-02,SSVEP
-0.0005205064363284069,POP,0.004132697978310844,1,0,1.0000599273136246,0.9946137820370495,0.9999488592147827,sub-02,0.027370687574148178,0,20261201,ses-02,SSVEP
-0.0005553205336137437,MATCH,0.00431824413042885,1,0,1.0000639356829253,0.9939371524378657,1.0000170469284058,sub-02,0.02773440256714821,0,20261201,ses-02,SSVEP
-0.00045198112480130005,WRONG,0.004203614658662536,1,0,1.0000520376039232,0.9940610346384346,0.999911367893219,sub-02,0.028055401518940926,0,20261201,ses-02,SSVEP
-0.00010239853847663202,POP,0.0016123620700735533,1,0,1.0000117891369034,0.9964457785245031,1.0002169609069824,sub-02,0.01524621807038784,0,20261201,ses-02,SSVEP
0.0002563863378932381,MATCH,0.0015788927480432679,1,0,0.9999704828676551,0.9960650629363954,1.0002031326293945,sub-02,0.015107139013707638,0,20261201,ses-02,SSVEP
-0.0004444687415286773,WRONG,0.0016703435039412612,1,0,1.0000511726642034,0.9951414242386818,1.000230073928833,sub-02,0.015511240810155869,0,20261201,ses-02,SSVEP
0.05818016554339132,POP,0.03628184316885796,1,0,0.993324144105185,0.9386791698634624,0.9970561861991882,sub-02,0.05139833688735962,0,20261201,ses-03,ERP
0.06446436561954468,MATCH,0.03829624080737733,1,0,0.9926057386973113,0.9346818327903748,0.996731162071228,sub-02,0.05819641053676605,0,20261201,ses-03,ERP
0.0558918097591314,WRONG,0.03469038249505186,1,0,0.9935858764781236,0.9409986957907677,0.9970557689666748,sub-02,0.04694341868162155,0,20261201,ses-03,ERP
-0.08345909944596343,POP,0.1758713190607318,1,0,1.0096548945631012,0.8386134207248688,0.9989991188049316,sub-02,0.16684943437576294,0,20261201,ses-03,ERP
-0.039479621762585564,MATCH,0.18589400545206888,1,0,1.0045556047871858,0.825196772813797,0.9990878701210022,sub-02,0.1696987748146057,0,20261201,ses-03,ERP
-0.08309156605944641,WRONG,0.1580712637052264,1,0,1.0096121730864034,0.8518164455890656,0.9988048672676086,sub-02,0.15854088962078094,0,20261201,ses-03,ERP
0.021581861341086268,POP,0.006260155481069709,1,0,0.9975183807107927,0.9931295309215784,0.9997691512107849,sub-02,0.015966027975082397,0,20261201,ses-03,ERP
0.022316863286116602,MATCH,0.006317770590586292,1,0,0.9974339740511863,0.992893657181412,0.99974524974823,sub-02,0.01618901826441288,0,20261201,ses-03,ERP
0.016346601091972494,WRONG,0.006073030039083164,1,0,0.9981197977991177,0.9934049416333437,0.9997241497039795,sub-02,0.0156498271971941,0,20261201,ses-03,ERP
0.012844128902137802,POP,0.005892913853093796,1,0,0.998522357802738,0.9890326894819736,1.0000475645065308,sub-02,0.012936338782310486,0,20261201,ses-03,ERP
0.012015918796847746,MATCH,0.005751479763561413,1,0,0.9986175726592327,0.9887128369882703,1.000084400177002,sub-02,0.013104019686579704,0,20261201,ses-03,ERP
0.011422354830715957,WRONG,0.005824973164628192,1,0,0.998685817097657,0.9890490528196096,1.0001118183135986,sub-02,0.012758994475007057,0,20261201,ses-03,ERP
-0.004171921241880689,POP,0.000683428255749315,1,0,1.000480425550441,0.9985018015140668,0.9999563694000244,sub-02,0.0053739994764328,0,20261201,ses-03,SSVEP
-0.013730878174872466,MATCH,0.003767073663605277,1,0,1.0015820759336933,0.9964519203640521,0.9998639822006226,sub-02,0.0151785584166646,0,20261201,ses-03,SSVEP
-0.004158993661870635,WRONG,0.0006699894712418372,1,0,1.0004789364938602,0.9985004629706964,0.9999558329582214,sub-02,0.0053990562446415424,0,20261201,ses-03,SSVEP
-0.013922781275407765,POP,0.000534038149867892,1,0,1.001604204792925,0.9988878055009991,0.9999666213989258,sub-02,0.010252096690237522,0,20261201,ses-03,SSVEP
-0.03461117954243006,MATCH,0.0031824459428930834,1,0,1.003992709012338,0.9963116853032261,0.999880850315094,sub-02,0.01703665405511856,0,20261201,ses-03,SSVEP
-0.013984326347203662,WRONG,0.0005304498291525774,1,0,1.0016113018231265,0.9988940801704302,0.9999666810035706,sub-02,0.010233447887003422,0,20261201,ses-03,SSVEP
-0.009416558224587692,POP,0.0006069838149148209,1,0,1.0010847092017134,0.9991804141318426,0.9999285936355591,sub-02,0.004492607899010181,0,20261201,ses-03,SSVEP
-0.007840235679350029,MATCH,0.003394489804783003,1,0,1.000903047992569,0.9961412199772894,0.9999035000801086,sub-02,0.01593792997300625,0,20261201,ses-03,SSVEP
-0.009453212480818074,WRONG,0.0006074317881886902,1,0,1.0010889337652749,0.9991810161154717,0.9999284148216248,sub-02,0.004495012573897839,0,20261201,ses-03,SSVEP
-0.00015715263091153255,POP,0.0009259471323444624,1,0,1.00001809302894,0.9990603639162146,0.9999241828918457,sub-02,0.011117388494312763,0,20261201,ses-03,SSVEP
0.0028299921092304085,MATCH,0.00396104621306095,1,0,0.9996742381897045,0.9963894514366984,0.9998822808265686,sub-02,0.01697300188243389,0,20261201,ses-03,SSVEP
-0.00015444226233660832,WRONG,0.0009277125861276344,1,0,1.000017780980629,0.9990556067205034,0.9999237060546875,sub-02,0.011016699485480785,0,20261201,ses-03,SSVEP
0.1746808479858887,POP,0.043737825749698235,1,0,0.9800899989898869,0.9648109041154385,0.9924091696739197,sub-02,0.0712943822145462,0,20261201,ses-04,ERP
0.019171820903556958,MATCH,0.04943589137244586,1,0,0.9977951967064278,0.9602697603404522,0.9937440156936646,sub-02,0.08067522943019867,0,20261201,ses-04,ERP
0.15183847659781596,WRONG,0.04217243560093274,1,0,0.9826708564745772,0.9655011743307114,0.9929670095443726,sub-02,0.06964928656816483,0,20261201,ses-04,ERP
-0.2141869956009995,POP,0.023036735212553693,1,0,1.024965741555572,0.9702065642923117,0.9978141784667969,sub-02,0.08185084164142609,0,20261201,ses-04,ERP
-0.26466068025850364,MATCH,0.024233479711020373,1,0,1.0309391540503192,0.9679573401808739,0.9983094334602356,sub-02,0.08590395003557205,0,20261201,ses-04,ERP
-0.1830654065966507,WRONG,0.020552363290216074,1,0,1.0212998551916204,0.9729703441262245,0.9980125427246094,sub-02,0.07377956807613373,0,20261201,ses-04,ERP
-0.011448041645986168,POP,0.005236266250197846,1,0,1.0013188734515526,0.9930424257181585,1.0000154972076416,sub-02,0.011388949118554592,0,20261201,ses-04,ERP
-0.017194790789336018,MATCH,0.0056422542105937,1,0,1.0019815841955648,0.99205990601331,1.0001299381256104,sub-02,0.01145978830754757,0,20261201,ses-04,ERP
-0.011249229358870478,WRONG,0.005154628261279493,1,0,1.0012959544155808,0.9929674929007888,0.999951183795929,sub-02,0.011294661089777946,0,20261201,ses-04,ERP
1.29808074841931,POP,0.21450778280327268,1,0,0.861184020109706,0.7848757952451706,0.9514535069465637,sub-02,0.4657209515571594,0,20261201,ses-04,ERP
1.2265656377840137,MATCH,0.21741232722438525,1,0,0.868303832909139,0.7782310843467712,0.9526757597923279,sub-02,0.5093464255332947,0,20261201,ses-04,ERP
1.4399462196587258,WRONG,0.22531978518409895,1,0,0.8472326599268576,0.7850417643785477,0.9515866041183472,sub-02,0.45193126797676086,0,20261201,ses-04,ERP
-0.06163752801908065,POP,0.07864979041729916,1,0,1.0071215209370745,0.8652913719415665,0.9816928505897522,sub-02,0.14598868787288666,0,20261201,ses-04,SSVEP
-2.3031678671279203,MATCH,0.11617574908537474,1,0,1.3036421485387932,0.7937200516462326,0.998121976852417,sub-02,0.2077018767595291,0,20261201,ses-04,SSVEP
-0.5304029074105815,WRONG,0.07793726605824212,1,0,1.062967889417572,0.864383801817894,0.9817679524421692,sub-02,0.15099823474884033,0,20261201,ses-04,SSVEP
0.008534930447909558,POP,0.00203294960951098,1,0,0.9990178624321671,0.9974916141945869,0.999669075012207,sub-02,0.002298279432579875,0,20261201,ses-04,SSVEP
0.0038371515377350067,MATCH,0.0019516494586762343,1,0,0.9995583291687731,0.9976674790959805,0.9996920228004456,sub-02,0.0023102317936718464,0,20261201,ses-04,SSVEP
0.008423775289468393,WRONG,0.0017778451645863262,1,0,0.9990306471558918,0.9980741811450571,0.9997449517250061,sub-02,0.002142468001693487,0,20261201,ses-04,SSVEP
-3.0110196466909307,POP,0.12385614753770131,1,0,1.4143307452571179,0.8784641176462173,0.9951581358909607,sub-02,0.23988164961338043,0,20261201,ses-04,SSVEP
-1.6151867105209274,MATCH,0.19367854487743408,1,0,1.2043683541757801,0.8552132844924927,1.00258207321167,sub-02,0.2591521143913269,0,20261201,ses-04,SSVEP
-1.1988836178284874,WRONG,0.1182943004435391,1,0,1.1480060608073301,0.8814878687262535,0.9896606802940369,sub-02,0.243912473320961,0,20261201,ses-04,SSVEP
-0.06269582120249478,POP,0.0018163446153588929,1,0,1.00724423660791,0.9976291095372289,1.0000602006912231,sub-02,0.0024216403253376484,0,20261201,ses-04,SSVEP
-0.06628373554918873,MATCH,0.001809940702934139,1,0,1.0076603888623934,0.9975701821967959,1.0001918077468872,sub-02,0.0024406476877629757,0,20261201,ses-04,SSVEP
-0.07654986100576576,WRONG,0.0016687855398321548,1,0,1.008852078397162,0.9976859306916595,1.0001379251480103,sub-02,0.0023741470649838448,0,20261201,ses-04,SSVEP
-0.010619166379032055,POP,0.004386536770549243,1,0,1.0012233243617814,0.9892409332096577,0.9999660849571228,sub-03,0.013807259500026703,0,20261201,ses-02,ERP
-0.011345263305065984,MATCH,0.004339911380534374,1,0,1.0013070251219103,0.9890766851603985,0.9999875426292419,sub-03,0.013862761668860912,0,20261201,ses-02,ERP
-0.010761049807682709,WRONG,0.004338822120697046,1,0,1.00123967941167,0.989454785361886,0.999988317489624,sub-03,0.013666621409356594,0,20261201,ses-02,ERP
0.35825101809626037,POP,0.030970538718697895,1,0,0.9595938349023251,0.8989434689283371,0.984668493270874,sub-03,0.17520205676555634,0,20261201,ses-02,ERP
0.3303744967594313,MATCH,0.029960702436806253,1,0,0.9626785056818515,0.9045079275965691,0.9856798648834229,sub-03,0.1628754436969757,0,20261201,ses-02,ERP
0.394581296287304,WRONG,0.029544034655373103,1,0,0.9555885452821006,0.9051826223731041,0.9845417737960815,sub-03,0.16879211366176605,0,20261201,ses-02,ERP
0.026670452346745258,POP,0.0037737236685935482,1,0,0.9969341600153556,0.9888744782656431,0.999114453792572,sub-03,0.012171904556453228,0,20261201,ses-02,ERP
0.02601633423164544,MATCH,0.00379841781601504,1,0,0.9970092400907552,0.9887114949524403,0.9991493821144104,sub-03,0.012189997360110283,0,20261201,ses-02,ERP
