fold,seed,context_dropout_fraction,gradient_norm,step,train_smooth_l1,transfer_gradient_norm,validation_pop_rrmse
0,20261201,0.5,0.1952521950006485,72000,0.011181085370481014,0.29780906438827515,1.1367507427930832
0,20261201,0.125,0.43025776743888855,74000,0.04144973307847977,0.41952818632125854,1.1293561557928722
0,20261201,0.125,0.22839945554733276,76000,0.00839897058904171,0.24572712182998657,1.0844173356890678
0,20261201,0.25,0.4121757447719574,78000,0.021547801792621613,0.2711324691772461,1.085200051466624
0,20261201,0.125,3.1545512676239014,80000,0.14746050536632538,0.17524996399879456,1.0874763230482738
0,20261202,0.125,0.7116551399230957,2000,0.15602220594882965,0.32777655124664307,0.6955821091930071
0,20261202,0.25,3.7022199630737305,4000,0.22164255380630493,0.22963376343250275,0.7126401861508688
0,20261202,0.0,0.4347683787345886,6000,0.057349786162376404,0.40763670206069946,0.7633945494890213
0,20261202,0.25,0.3829319477081299,8000,0.10215270519256592,0.2791330814361572,0.7644086231788
0,20261202,0.25,0.12902310490608215,10000,0.014893065206706524,0.14829668402671814,0.7555669744809469
0,20261202,0.25,0.5656736493110657,12000,0.041419222950935364,0.17529165744781494,0.7306711922089258
0,20261202,0.25,3.2794439792633057,14000,0.07659146934747696,0.21075603365898132,0.6264795477812489
0,20261202,0.375,0.19124329090118408,16000,0.021787026897072792,0.23383736610412598,0.6186121118565401
0,20261202,0.25,1.0173797607421875,18000,0.0264300350099802,0.2133299857378006,0.5621248284975687
0,20261202,0.25,0.2358773797750473,20000,0.015554538927972317,0.20049092173576355,0.5436772368848324
0,20261202,0.25,0.4990087151527405,22000,0.034324176609516144,0.6067013740539551,0.549791373933355
0,20261202,0.25,0.2657535970211029,24000,0.010278278030455112,0.42797940969467163,0.5355030835295717
0,20261202,0.375,1.1249337196350098,26000,0.0921764075756073,1.4616966247558594,0.5254076474035779
0,20261202,0.25,0.2353585958480835,28000,0.03881388157606125,0.3378148078918457,0.5367868969527384
0,20261202,0.125,0.9818276762962341,30000,0.04049030691385269,0.1250688135623932,0.5028234934434295
0,20261202,0.25,0.39298227429389954,32000,0.018248694017529488,0.43254852294921875,0.5029451786540449
0,20261202,0.125,4.088078498840332,34000,0.18113680183887482,0.22066235542297363,0.5164013542234898
0,20261202,0.375,0.4360317587852478,36000,0.022527635097503662,0.3468390107154846,0.5270004818836848
0,20261202,0.25,0.5888230204582214,38000,0.023553481325507164,0.1552230417728424,0.5100766407946745
0,20261202,0.25,1.076158881187439,40000,0.057695332914590836,0.8042898774147034,0.49856591938684386
0,20261202,0.25,0.6038651466369629,42000,0.018780570477247238,0.3769734799861908,0.49662554264068604
0,20261202,0.25,0.30822381377220154,44000,0.03364536538720131,0.45654189586639404,0.5069054899116358
0,20261202,0.25,0.32113394141197205,46000,0.027224553748965263,0.3321288526058197,0.5080607123672962
0,20261202,0.125,0.23127350211143494,48000,0.015068172477185726,0.2201729714870453,0.4817406979079048
0,20261202,0.25,0.34572717547416687,50000,0.021145589649677277,0.5625615119934082,0.4763414127131303
0,20261202,0.375,0.672623872756958,52000,0.028107110410928726,0.634505033493042,0.47716927404205006
0,20261202,0.125,0.9139793515205383,54000,0.08332180231809616,1.090404987335205,0.4636372672393918
0,20261202,0.25,0.2727130353450775,56000,0.014354012906551361,0.33311399817466736,0.4624336436390877
0,20261202,0.25,0.4451804459095001,58000,0.0748848244547844,0.6113982200622559,0.46299905081590015
0,20261202,0.25,0.4033224880695343,60000,0.033613696694374084,0.364951491355896,0.46730559691786766
0,20261202,0.125,0.19068153202533722,62000,0.01933438889682293,0.17735961079597473,0.46543920909365016
0,20261202,0.0,0.18496689200401306,64000,0.009948470629751682,0.2738572061061859,0.44276425056159496
0,20261202,0.25,0.28293851017951965,66000,0.02123463898897171,0.5325740575790405,0.45116363807270926
0,20261202,0.125,2.423698902130127,68000,0.0332619771361351,1.2351157665252686,0.4449591413140297
0,20261202,0.125,0.2964162528514862,70000,0.020367110148072243,0.2566889524459839,0.44951803780471283
0,20261202,0.125,0.398830384016037,72000,0.01404560636729002,0.3570461869239807,0.4484020285308361
0,20261202,0.0,3.1915252208709717,74000,0.07941592484712601,0.28711605072021484,0.43688752797121805
0,20261202,0.0,0.12290763854980469,76000,0.011820605024695396,0.11897165328264236,0.4207227385292451
0,20261202,0.0,0.34897303581237793,78000,0.051058996468782425,0.5253033638000488,0.462897602468729
0,20261202,0.375,0.5137339234352112,80000,0.03243206441402435,0.3772296607494354,0.4188783828479548
1,20261201,0.125,0.579390823841095,2000,0.03154601901769638,0.5722575783729553,0.30795490307112533
1,20261201,0.125,0.7452868223190308,4000,0.10629747062921524,0.9641464948654175,0.326303215076526
1,20261201,0.25,0.4333665668964386,6000,0.032596323639154434,0.2823197841644287,0.35500316446026164
1,20261201,0.0,1.255509853363037,8000,0.24479414522647858,0.7981061935424805,0.3738294548044602
1,20261201,0.0,0.8335241079330444,10000,0.10637356340885162,1.2358720302581787,0.3492477188507716
1,20261201,0.25,0.7545590996742249,12000,0.059894315898418427,0.8104191422462463,0.2742802022645871
1,20261201,0.0,0.2713634669780731,14000,0.024367468431591988,0.21185654401779175,0.26418579804400605
1,20261201,0.25,0.315342515707016,16000,0.0252496637403965,0.22251038253307343,0.2553609448174636
1,20261201,0.25,0.28619906306266785,18000,0.02851390652358532,0.22093717753887177,0.2582078827545047
1,20261201,0.125,0.13428962230682373,20000,0.01305738277733326,0.19175800681114197,0.23693504619101682
1,20261201,0.125,2.5049314498901367,22000,0.05524303764104843,1.119236946105957,0.2402193627009789
1,20261201,0.125,0.1832016557455063,24000,0.01975177600979805,0.24339991807937622,0.23718921653926373
1,20261201,0.25,1.0793273448944092,26000,0.06629430502653122,0.40540269017219543,0.24835079660018286
1,20261201,0.375,0.9602739810943604,28000,0.04442092776298523,0.19773340225219727,0.2633849357565244
1,20261201,0.0,1.1918588876724243,30000,0.2159794718027115,0.5716186761856079,0.22882816785325608
1,20261201,0.125,0.9115781188011169,32000,0.06012073904275894,0.43576544523239136,0.2174209083120028
1,20261201,0.125,0.41062459349632263,34000,0.009836548008024693,0.41371411085128784,0.2144142035394907
1,20261201,0.375,0.4087003469467163,36000,0.020792687311768532,0.26457011699676514,0.22280737974991402
1,20261201,0.5,0.11672265082597733,38000,0.05100297927856445,0.18302005529403687,0.21255701004217067
1,20261201,0.0,0.8372478485107422,40000,0.0489766001701355,0.41432124376296997,0.21025943476706743
1,20261201,0.125,0.18786294758319855,42000,0.01156220119446516,0.34832707047462463,0.20782780771454176
1,20261201,0.25,0.5013349056243896,44000,0.09674003720283508,0.4560770094394684,0.2107528173364699
1,20261201,0.125,0.19656942784786224,46000,0.012052654288709164,0.3325897455215454,0.2082161302678287
1,20261201,0.5,1.0975351333618164,48000,0.05749596655368805,1.3404651880264282,0.21287333747992912
1,20261201,0.125,0.7127439975738525,50000,0.019843261688947678,0.3486648499965668,0.2052155911612014
1,20261201,0.375,0.2482047975063324,52000,0.03034459613263607,0.309648334980011,0.20366715034469962
1,20261201,0.375,0.1845962107181549,54000,0.008691604249179363,0.32949137687683105,0.20633872225880623
1,20261201,0.125,0.7294005751609802,56000,0.06854056566953659,0.6756604909896851,0.19985310640186071
1,20261201,0.375,0.14038178324699402,58000,0.011678732000291348,0.2562938928604126,0.20617248102401695
1,20261201,0.0,1.889113187789917,60000,0.06140609458088875,1.5527137517929077,0.20119235757738352
1,20261201,0.25,0.878452479839325,62000,0.05893787741661072,1.0359034538269043,0.19756741262972355
1,20261201,0.25,0.8644055128097534,64000,0.020732376724481583,1.2394838333129883,0.20186453219503164
1,20261201,0.125,0.3288942277431488,66000,0.041002143174409866,0.48297759890556335,0.20763953682035208
1,20261201,0.0,0.42070114612579346,68000,0.014555808156728745,0.8122879266738892,0.25279588950797915
1,20261201,0.25,0.2889688313007355,70000,0.012779416516423225,0.5192481875419617,0.20747675684591135
1,20261201,0.125,0.2783563435077667,72000,0.014917809516191483,0.5613933801651001,0.2021218047787746
1,20261201,0.125,0.983765721321106,74000,0.04133526608347893,0.36311548948287964,0.20100544625893235
1,20261201,0.0,0.41039055585861206,76000,0.019073981791734695,0.7569833993911743,0.20852058365320167
1,20261201,0.125,0.12168650329113007,78000,0.009674422442913055,0.1435789167881012,0.2097108398253719
1,20261201,0.0,1.0763722658157349,80000,0.05261382460594177,1.1844587326049805,0.22609043292080364
1,20261202,0.25,0.5714861154556274,2000,0.09359851479530334,0.3492152690887451,0.6011949299524227
1,20261202,0.25,3.5754425525665283,4000,0.39581912755966187,0.4469805061817169,0.5705704105397066
1,20261202,0.25,2.2809677124023438,6000,0.11167049407958984,0.2354697585105896,0.5657317737738291
1,20261202,0.25,0.1439296156167984,8000,0.02047879248857498,0.14238397777080536,0.5434306897222996
1,20261202,0.375,1.0080763101577759,10000,0.11745245009660721,1.5305603742599487,0.5167757123708725
1,20261202,0.375,0.4039325714111328,12000,0.0592210553586483,0.3796135485172272,0.483043576280276
1,20261202,0.25,0.9267448782920837,14000,0.031075723469257355,0.161338210105896,0.41577360903223354
1,20261202,0.5,0.48987534642219543,16000,0.04174655303359032,0.7088215947151184,0.419372317691644
1,20261202,0.5,3.2109549045562744,18000,0.12023703008890152,0.3213070034980774,0.393712289010485
1,20261202,0.25,0.5070874094963074,20000,0.05877049267292023,0.39554446935653687,0.39266036078333855
1,20261202,0.375,0.49589860439300537,22000,0.012437227182090282,0.1471226066350937,0.3929276578128338
1,20261202,0.125,0.4236392676830292,24000,0.03293377161026001,0.3955167531967163,0.38765655892590684
1,20261202,0.25,0.6539698243141174,26000,0.028297550976276398,0.6725002527236938,0.4219757579267025
1,20261202,0.0,0.1636153608560562,28000,0.01120333094149828,0.19432424008846283,0.41674767931302387
1,20261202,0.125,0.37995675206184387,30000,0.013966301456093788,0.3294903635978699,0.40442035036782426
1,20261202,0.0,0.16901589930057526,32000,0.017296340316534042,0.24218881130218506,0.4148941691964865
1,20261202,0.25,0.5352613925933838,34000,0.03753259778022766,0.5584183931350708,0.41824481015404064
1,20261202,0.25,0.7660133838653564,36000,0.048305440694093704,0.25586605072021484,0.41107967620094615
1,20261202,0.0,1.1002460718154907,38000,0.050437700003385544,0.48161518573760986,0.4069960316022237
1,20261202,0.375,0.9107335209846497,40000,0.033333368599414825,0.49025529623031616,0.40674526430666447
1,20261202,0.0,1.5250672101974487,42000,0.04458244889974594,1.8315722942352295,0.42159230013688404
1,20261202,0.0,0.18470211327075958,44000,0.014670835807919502,0.249750554561615,0.40791572257876396
1,20261202,0.0,0.9491679072380066,46000,0.0903702825307846,0.3867570757865906,0.38776589184999466
1,20261202,0.25,0.9590333104133606,48000,0.02518467791378498,0.7574968934059143,0.3919435838858287
1,20261202,0.25,0.3026355504989624,50000,0.021144704893231392,0.5790719389915466,0.4021366300682227
1,20261202,0.375,0.7146660685539246,52000,0.030486732721328735,0.21575769782066345,0.3897979060808818
1,20261202,0.125,1.4635456800460815,54000,0.38385578989982605,0.44085514545440674,0.39936013395587605
1,20261202,0.0,0.5530510544776917,56000,0.016030030325055122,1.0862230062484741,0.32275968107084435
1,20261202,0.125,0.1352177858352661,58000,0.008440157398581505,0.1435111165046692,0.39363678234318894
1,20261202,0.375,0.7645047903060913,60000,0.05734601244330406,0.18627037107944489,0.39429321823020774
1,20261202,0.375,0.5304481387138367,62000,0.033297255635261536,0.3171614408493042,0.3978477610896031
1,20261202,0.375,0.2603035867214203,64000,0.01947140134871006,0.29080164432525635,0.37880560755729675
1,20261202,0.0,0.3585127592086792,66000,0.031324394047260284,0.6397879719734192,0.39765568512181443
1,20261202,0.125,0.4752940535545349,68000,0.025885846465826035,0.8463218212127686,0.4006201295802991
1,20261202,0.25,0.7647386193275452,70000,0.035113606601953506,0.3629664182662964,0.39130377024412155
1,20261202,0.125,0.21137744188308716,72000,0.00511275976896286,0.3134322166442871,0.39045916435619193
1,20261202,0.375,0.3958829641342163,74000,0.012993991374969482,0.0868016928434372,0.24905137034753957
1,20261202,0.25,0.28761085867881775,76000,0.018808653578162193,0.2254922091960907,0.2601287954797347
1,20261202,0.125,0.8742786049842834,78000,0.11710598319768906,0.9325414896011353,0.2501084127773841
1,20261202,0.375,0.18553902208805084,80000,0.004857413936406374,0.23364874720573425,0.2659123142560323
2,20261201,0.25,0.48749130964279175,2000,0.02255641669034958,0.3361702263355255,0.22203172277659178
2,20261201,0.375,0.7370364665985107,4000,0.10384652018547058,0.37296292185783386,0.22622950126727423
2,20261201,0.0,1.1760621070861816,6000,0.03885718435049057,0.4534305930137634,0.25589319691061974
2,20261201,0.0,0.4020807445049286,8000,0.10618813335895538,0.4101182222366333,0.2568539856001735
2,20261201,0.0,0.34021395444869995,10000,0.02310502901673317,0.2470894455909729,0.3210884217793743
2,20261201,0.0,1.1237906217575073,12000,0.05989617854356766,0.5119045376777649,0.31009986468901235
2,20261201,0.125,25.364849090576172,14000,0.2749892473220825,0.0484175980091095,0.3108042847986023
2,20261201,0.125,0.34016308188438416,16000,0.02166995219886303,0.31612253189086914,0.35762152820825577
2,20261201,0.625,3.455765962600708,18000,0.037903595715761185,0.180775448679924,0.31761103806396324
2,20261201,0.375,0.7851318717002869,20000,0.037394989281892776,1.033854603767395,0.3559807714385291
2,20261201,0.0,0.1700672209262848,22000,0.017976893112063408,0.21953406929969788,0.3515184636538227
2,20261201,0.125,0.9192018508911133,24000,0.13138312101364136,1.1939181089401245,0.31781230261549354
2,20261201,0.0,0.6829792857170105,26000,0.02437489479780197,0.3260425329208374,0.3533218895706038
2,20261201,0.125,9.316871643066406,28000,0.03502434864640236,0.1103348433971405,0.34612036077305675
2,20261201,0.25,0.5333454608917236,30000,0.02250068075954914,0.4379613399505615,0.3379146666266024
2,20261201,0.0,0.2059091329574585,32000,0.026828354224562645,0.18647469580173492,0.36581721249967813
2,20261201,0.0,0.6149955987930298,34000,0.0374244786798954,0.9526289105415344,0.3639917111334701
2,20261201,0.25,3.1454122066497803,36000,0.03948953002691269,1.0710140466690063,0.32116807453955215
2,20261201,0.125,0.29107430577278137,38000,0.014781242236495018,0.5368626117706299,0.3582297118070225
2,20261201,0.125,1.191781759262085,40000,0.019496232271194458,0.6246728897094727,0.3517131647095084
2,20261201,0.25,0.8318334221839905,42000,0.04314994812011719,0.24130818247795105,0.3519732776718835
2,20261201,0.375,0.3635541796684265,44000,0.010540245100855827,0.5283150672912598,0.35029601817950606
2,20261201,0.25,0.6196735501289368,46000,0.035442009568214417,0.2983136773109436,0.3824410045829912
2,20261201,0.0,15.670716285705566,48000,0.1899615377187729,0.17460785806179047,0.36308257887139916
2,20261201,0.125,0.2617274522781372,50000,0.04168899729847908,0.2253192812204361,0.37992015822480124
2,20261201,0.0,0.3681040108203888,52000,0.015613759867846966,0.4735179841518402,0.3696298950041334
2,20261201,0.375,1.6439605951309204,54000,0.037917885929346085,1.0827336311340332,0.3710151861111323
2,20261201,0.0,0.9077935814857483,56000,0.03832940384745598,0.9361882209777832,0.3669672990217805
2,20261201,0.125,0.42219001054763794,58000,0.03609626740217209,0.5713614821434021,0.3706074931348364
2,20261201,0.125,0.16325713694095612,60000,0.014612852595746517,0.20529696345329285,0.38922700316955644
2,20261201,0.125,0.2815687358379364,62000,0.01317419484257698,0.23689281940460205,0.38496905704960227
2,20261201,0.25,0.22481626272201538,64000,0.007357772905379534,0.30737727880477905,0.3866185205988586
2,20261201,0.125,1.2646185159683228,66000,0.027658388018608093,0.9518340229988098,0.37556631164625287
2,20261201,0.125,2.636707067489624,68000,0.03215387836098671,0.9487313032150269,0.36752293491736054
2,20261201,0.125,0.42600125074386597,70000,0.04003947228193283,0.5246644616127014,0.35799741713951033
2,20261201,0.25,0.7390634417533875,72000,0.02418304607272148,1.1135921478271484,0.3740308500515918
2,20261201,0.0,0.1352180689573288,74000,0.017310436815023422,0.2044714391231537,0.3761121762606005
2,20261201,0.125,0.5530267357826233,76000,0.009723025374114513,0.3608391284942627,0.3740626913495362
2,20261201,0.375,0.5079415440559387,78000,0.022550242021679878,0.4741939306259155,0.36537374059359234
2,20261201,0.25,0.7882944941520691,80000,0.2632574141025543,0.20785769820213318,0.3823921629227698
2,20261202,0.125,1.711360216140747,2000,0.21406199038028717,0.22103361785411835,0.3721644164373477
2,20261202,0.375,0.4386100172996521,4000,0.04623839259147644,0.16476139426231384,0.3763748190055291
2,20261202,0.0,0.35839518904685974,6000,0.09194301813840866,0.4259524345397949,0.3484954219311476
2,20261202,0.25,2.7846121788024902,8000,0.05632544681429863,0.22127312421798706,0.33725964836776257
2,20261202,0.125,2.6244564056396484,10000,0.049580905586481094,1.2851076126098633,0.3403286263346672
2,20261202,0.5,2.5847365856170654,12000,0.07946360111236572,0.3132725954055786,0.3434476690987746
2,20261202,0.375,23.74757957458496,14000,0.09775524586439133,0.05272708088159561,0.350090420494477
2,20261202,0.375,0.5779502391815186,16000,0.03720027953386307,1.0271141529083252,0.32804484758526087
2,20261202,0.375,3.0470130443573,18000,0.08143231272697449,1.1315670013427734,0.31610789879535633
2,20261202,0.375,2.5935516357421875,20000,0.09212245047092438,1.027567744255066,0.34026937031497556
2,20261202,0.0,0.6156955361366272,22000,0.016386957839131355,0.9788922667503357,0.2888281430738668
2,20261202,0.125,0.40209758281707764,24000,0.014124861918389797,0.4054787755012512,0.3123446721583605
2,20261202,0.375,0.48584747314453125,26000,0.016420189291238785,0.7412519454956055,0.3146802882353465
2,20261202,0.25,0.16306263208389282,28000,0.02030644193291664,0.15299418568611145,0.31642820065220195
2,20261202,0.125,0.256265789270401,30000,0.015225180424749851,0.17318066954612732,0.3025025622919202
2,20261202,0.125,2.9345626831054688,32000,0.1642928570508957,0.12946447730064392,0.3129293139403065
2,20261202,0.25,0.40226274728775024,34000,0.02773120626807213,0.3582305312156677,0.29643010285993415
2,20261202,0.0,0.6807031035423279,36000,0.022678064182400703,0.4192172884941101,0.28833133696268004
2,20261202,0.5,0.8538030982017517,38000,0.08089692890644073,0.49439385533332825,0.28331565701713163
2,20261202,0.25,2.0773544311523438,40000,0.03295289725065231,0.8920275568962097,0.30099192494526505
2,20261202,0.375,0.37016767263412476,42000,0.02512335032224655,0.6522400379180908,0.3029488380998373
2,20261202,0.25,0.45172733068466187,44000,0.031229602172970772,0.6040220260620117,0.2922909084397058
2,20261202,0.125,0.3312276005744934,46000,0.022781843319535255,0.5561855435371399,0.279978244099766
2,20261202,0.375,2.841733932495117,48000,0.059980135411024094,1.3471497297286987,0.27877800989275175
2,20261202,0.0,4.974794864654541,50000,0.04784007743000984,0.3099985122680664,0.27731948578730226
2,20261202,0.25,0.374174565076828,52000,0.03043825738132,0.49148452281951904,0.2832756924132506
2,20261202,0.125,1.2983031272888184,54000,0.032825544476509094,1.1425015926361084,0.2813512917297582
2,20261202,0.0,0.4211284816265106,56000,0.007609376683831215,0.6780409812927246,0.274412222361813
2,20261202,0.375,0.1980278640985489,58000,0.019748780876398087,0.2952525019645691,0.2701751443867882
2,20261202,0.125,0.27357226610183716,60000,0.025357013568282127,0.46291136741638184,0.26891113848735887
2,20261202,0.125,0.651746392250061,62000,0.04437253996729851,0.3672209680080414,0.27128029164547723
2,20261202,0.0,0.37193018198013306,64000,0.0167241171002388,0.6403037309646606,0.28010795700053376
2,20261202,0.5,0.5085651278495789,66000,0.013343862257897854,0.868522047996521,0.27799334392572445
2,20261202,0.25,0.508329451084137,68000,0.014371950179338455,0.8184824585914612,0.2882677934442957
2,20261202,0.375,1.3967398405075073,70000,0.01687053218483925,1.7331061363220215,0.28022966363156837
2,20261202,0.125,0.5561870336532593,72000,0.035895176231861115,0.9823552966117859,0.2751759694268306
2,20261202,0.375,1.0597877502441406,74000,0.013049253262579441,0.14310848712921143,0.27246063683802885
2,20261202,0.125,0.7230672836303711,76000,0.030708206817507744,0.7937421798706055,0.2743985258663694
2,20261202,0.0,0.6726099252700806,78000,0.025100775063037872,0.5747382640838623,0.279379146406427
2,20261202,0.0,0.09881315380334854,80000,0.0043334574438631535,0.16562150418758392,0.2797268571642538
3,20261201,0.25,0.7687603831291199,2000,0.03449659049510956,0.27044567465782166,0.35865086192886036
3,20261201,0.25,0.7838972806930542,4000,0.03933925926685333,0.28861933946609497,0.3438299025098483
3,20261201,0.0,0.12028536945581436,6000,0.01074395515024662,0.18585091829299927,0.32818518827358883
3,20261201,0.25,1.9567615985870361,8000,0.05299103260040283,1.08738112449646,0.3683032269279162
3,20261201,0.0,1.5038353204727173,10000,0.07048223167657852,0.31918835639953613,0.38400384535392124
3,20261201,0.125,0.6703882813453674,12000,0.054304089397192,0.4552413523197174,0.377635379632314
3,20261201,0.125,2.682602882385254,14000,0.06832408159971237,0.5994991660118103,0.28990230212608975
3,20261201,0.0,0.551395833492279,16000,0.040371425449848175,0.32986390590667725,0.287436621884505
3,20261201,0.0,0.26358577609062195,18000,0.021250318735837936,0.39436793327331543,0.2841194421052933
3,20261201,0.25,0.27492642402648926,20000,0.01548804435878992,0.4595918655395508,0.27780116473635036
3,20261201,0.375,0.27328139543533325,22000,0.008367905393242836,0.45130643248558044,0.27937410523494083
3,20261201,0.0,0.35377389192581177,24000,0.023794472217559814,0.32982853055000305,0.2779637152949969
3,20261201,0.375,0.3087945580482483,26000,0.015188958495855331,0.4695292115211487,0.26836830129226047
3,20261201,0.0,0.3737694323062897,28000,0.010290971025824547,0.5937906503677368,0.2665774089594682
3,20261201,0.375,0.4898616075515747,30000,0.05608344078063965,0.35553431510925293,0.2579941513637702
3,20261201,0.0,0.26958802342414856,32000,0.03159037604928017,0.3007705807685852,0.2587476832171281
3,20261201,0.375,0.267546683549881,34000,0.02401011623442173,0.28103455901145935,0.28721368312835693
3,20261201,0.125,0.4600411653518677,36000,0.022912077605724335,0.6813884973526001,0.2697550368805726
3,20261201,0.125,0.4329048991203308,38000,0.05574806034564972,0.56181800365448,0.2725878258546193
3,20261201,0.25,0.21981219947338104,40000,0.020876243710517883,0.3135948181152344,0.2665283965567748
3,20261201,0.25,1.5686991214752197,42000,0.06281767785549164,1.2276344299316406,0.2668967967232068
3,20261201,0.5,0.1456233263015747,44000,0.017111239954829216,0.1826222836971283,0.26791615784168243
3,20261201,0.125,0.46178746223449707,46000,0.04344221204519272,0.29009291529655457,0.2615545317530632
3,20261201,0.125,0.30586397647857666,48000,0.013456188142299652,0.4314221143722534,0.26755910863478977
3,20261201,0.125,0.2708039879798889,50000,0.01951163448393345,0.1338459849357605,0.2632925882935524
3,20261201,0.125,0.3851745128631592,52000,0.022959129884839058,0.406979501247406,0.26295194278160733
3,20261201,0.125,0.36054354906082153,54000,0.01982634700834751,0.2309354841709137,0.2654123653968175
3,20261201,0.25,0.3861924111843109,56000,0.028924014419317245,0.5099612474441528,0.26282063002387684
3,20261201,0.25,0.38610154390335083,58000,0.031119562685489655,0.5887632966041565,0.2641996157666047
3,20261201,0.25,0.2073180228471756,60000,0.025824278593063354,0.263960063457489,0.2625158255298932
3,20261201,0.375,1.8821319341659546,62000,0.0320274643599987,1.322891354560852,0.26109059403340024
3,20261201,0.0,0.6776621341705322,64000,0.009545979090034962,0.8980059027671814,0.2605855353176594
3,20261201,0.375,0.17009352147579193,66000,0.014951763674616814,0.25140321254730225,0.26605914533138275
3,20261201,0.125,0.2536363899707794,68000,0.03544475883245468,0.31052958965301514,0.2679394943018754
3,20261201,0.125,0.20374795794487,70000,0.028832627460360527,0.18884046375751495,0.26965932299693424
3,20261201,0.125,0.9363195896148682,72000,0.0459146723151207,0.2666671872138977,0.26842762778202695
3,20261201,0.375,0.6218396425247192,74000,0.02794618159532547,0.8059273958206177,0.26881450911362964
3,20261201,0.0,0.14510679244995117,76000,0.006930801086127758,0.23058542609214783,0.26425765206416446
3,20261201,0.125,0.1430892050266266,78000,0.02004687860608101,0.19638516008853912,0.26474809894959134
3,20261201,0.375,1.0371042490005493,80000,0.01641903445124626,0.21890047192573547,0.26516614854335785
3,20261202,0.25,0.5639730095863342,2000,0.11367901414632797,0.2394723743200302,0.5059080077335238
3,20261202,0.0,0.14503277838230133,4000,0.005329228937625885,0.13137930631637573,0.5156612402449051
3,20261202,0.125,1.220407247543335,6000,0.10560909658670425,0.42472243309020996,0.5099000756939253
3,20261202,0.0,2.1665287017822266,8000,0.035249825567007065,0.10737620294094086,0.5047456674898664
