artifact_correlation,artifact_rmse,artifact_rrmse,clean_output_rms_ratio,condition,context_owner,correlation,fold,gain,observation_change_ratio,oracle_non_deployable,output_input_rms,participant,query_eog_inference_reads,rrmse_spectral,rrmse_temporal,seed,snr_improvement,zero_artifact,severity
0.0,0.04571933299303055,1.0,0.9999350309371948,RAW,NONE,0.999499499797821,0,0.34429049788677407,0.0,0,1.0,sub-03,0,0.014694473706185818,0.03166301175951958,20261201,0.0,0,mild
0.0,1.0768152475357056,1.0,1.0769095420837402,RAW,NONE,0.9213547706604004,0,1.0772631753197246,0.0,0,1.0,sub-03,0,0.3832818567752838,0.41869211196899414,20261201,0.0,0,severe
0.0,0.8927870988845825,1.0,1.3007307052612305,RAW,NONE,0.7606585621833801,0,0.7373126115712059,0.0,0,1.0,sub-03,0,0.6622709631919861,0.8444736003875732,20261201,0.0,0,medium
0.0,0.39838069677352905,1.0,0.9773529171943665,RAW,NONE,0.9872943162918091,0,0.37275347507046874,0.0,0,1.0,sub-03,0,0.07475557178258896,0.15920867025852203,20261201,0.0,0,mild
0.0,0.17252449691295624,1.0,1.0236669778823853,RAW,NONE,0.9912205934524536,0,1.0986792860245551,0.0,0,1.0,sub-05,0,0.09673625230789185,0.13619714975357056,20261201,0.0,0,severe
0.0,1.0846670866012573,1.0,1.8964937925338745,RAW,NONE,0.5455842614173889,0,0.9889859931284768,0.0,0,1.0,sub-05,0,0.7383660078048706,1.5897561311721802,20261201,0.0,0,severe
0.0,0.7530065178871155,1.0,1.1565624475479126,RAW,NONE,0.8294836282730103,0,0.765314203269062,0.0,0,1.0,sub-05,0,0.5425613522529602,0.6475153565406799,20261201,0.0,0,medium
0.0,0.5018951892852783,1.0,1.0007423162460327,RAW,NONE,0.999923586845398,0,0.6675691566251696,0.0,0,1.0,sub-05,0,0.007307147141546011,0.012377621605992317,20261201,0.0,0,medium
0.0,0.6846672296524048,1.0,0.9770685434341431,RAW,NONE,0.9535925984382629,0,1.210713702678109,0.0,0,1.0,sub-05,0,0.23614639043807983,0.30204033851623535,20261201,0.0,0,severe
0.0,1.0105209350585938,1.0,0.9999222755432129,RAW,NONE,0.9999924302101135,0,1.2246204641784881,0.0,0,1.0,sub-05,0,0.018367163836956024,0.003904373850673437,20261201,0.0,0,severe
0.0,0.3664862811565399,1.0,1.3345082998275757,RAW,NONE,0.6948992013931274,0,0.7373556912000976,0.0,0,1.0,sub-05,0,0.40919581055641174,0.9624408483505249,20261201,0.0,0,medium
0.0,1.3809353113174438,1.0,1.6814719438552856,RAW,NONE,0.3986765146255493,0,0.9909009281026865,0.0,0,1.0,sub-05,0,0.7941706776618958,1.576887845993042,20261201,0.0,0,severe
,0.008173703216016293,,0.9992480278015137,POP,POP,0.9999389052391052,0,1.002220492534498,0.011097770184278488,0,0.9992480278015137,sub-02,0,0.007588690146803856,0.011097770184278488,20261201,,1,severe
0.028372054919600487,9.754233360290527,1.0075088739395142,15.664140701293945,POP,POP,0.07385946065187454,0,1.170836736350646,0.15384165942668915,0,1.0066684484481812,sub-02,0,1.2776023149490356,15.622142791748047,20261201,-0.06497703026980162,0,severe
0.8710506558418274,0.23668266832828522,0.5280731320381165,0.9835844039916992,POP,POP,0.9539803266525269,0,0.8030879842546755,0.5182824730873108,0,0.838915228843689,sub-02,0,0.10946545749902725,0.3013564944267273,20261201,5.5461186170578,0,medium
0.007614908739924431,13.138373374938965,0.999971330165863,2.4852845668792725,POP,POP,0.4004459083080292,0,1.1531302675157025,0.006449923850595951,0,1.0000450611114502,sub-02,0,1.1107473373413086,2.277316093444824,20261201,0.00024953715183073655,0,severe
-0.04540504142642021,0.2507837414741516,1.0023910999298096,1.0059503316879272,POP,POP,0.9980879426002502,0,0.6763097057761809,0.0023118702229112387,0,1.0001386404037476,sub-02,0,0.056370627135038376,0.06231163442134857,20261201,-0.020743361674249172,0,medium
0.11040283739566803,0.5642611980438232,2.4678337574005127,0.9242578148841858,POP,POP,0.9324548244476318,0,0.3951179762879412,0.34216058254241943,0,0.9115580320358276,sub-02,0,0.21117201447486877,0.36136487126350403,20261201,-7.846318483352661,0,mild
0.1737181395292282,0.07115992903709412,0.9874728918075562,1.004037857055664,POP,POP,0.9958584308624268,0,0.7267379707905055,0.009453547187149525,0,0.9995509386062622,sub-02,0,0.07214262336492538,0.09138511121273041,20261201,0.1094962377101183,0,medium
0.22085082530975342,0.6394373178482056,0.9779778718948364,1.199609398841858,POP,POP,0.8292446136474609,0,0.6355661367548522,0.165542334318161,0,0.9885259866714478,sub-02,0,0.5527246594429016,0.6704662442207336,20261201,0.19341954961419106,0,medium
0.45121878385543823,0.19903448224067688,0.915530800819397,1.0398175716400146,POP,POP,0.9684393405914307,0,0.346324833225443,0.0667075589299202,0,0.9934006929397583,sub-03,0,0.07269428670406342,0.25927814841270447,20261201,0.7665405422449112,0,mild
0.8914384841918945,0.18087969720363617,0.45705336332321167,1.0016015768051147,POP,POP,0.9993798136711121,0,0.7423388616988565,0.06500370800495148,0,1.0008468627929688,sub-03,0,0.05925610661506653,0.0353660024702549,20261201,6.800662279129028,0,medium
,0.16015513241291046,,0.9700109958648682,POP,POP,0.9815095663070679,0,0.6929315164451805,0.19176657497882843,0,0.9700109958648682,sub-03,0,0.27890387177467346,0.19176657497882843,20261201,,1,medium
0.057469747960567474,0.35818836092948914,1.0062958002090454,1.0010435581207275,POP,POP,0.9999361634254456,0,0.7835154320994817,0.0020700113382190466,0,1.0000649690628052,sub-03,0,0.01592748612165451,0.011354068294167519,20261201,-0.054513122886419296,0,medium
0.13997125625610352,0.045337896794080734,0.9916568994522095,1.0005501508712769,POP,POP,0.9995080232620239,0,0.34429049788677407,0.0063590663485229015,0,1.0006152391433716,sub-03,0,0.017155466601252556,0.031398847699165344,20261201,0.07277040276676416,0,mild
0.6821489334106445,0.7899143695831299,0.7335653305053711,1.0156430006027222,POP,POP,0.953687846660614,0,1.0772631753197246,0.2877488136291504,0,0.9431089162826538,sub-03,0,0.26102057099342346,0.30713799595832825,20261201,2.6912248134613037,0,severe
0.9609995484352112,0.24904069304466248,0.27894747257232666,1.008325219154358,POP,POP,0.972524881362915,0,0.7373126115712059,0.6002224683761597,0,0.7751991152763367,sub-03,0,0.17964346706867218,0.2355637550354004,20261201,11.089552640914917,0,medium
0.20815204083919525,0.42426228523254395,1.0649670362472534,0.9757398366928101,POP,POP,0.9855762720108032,0,0.37275347507046874,0.10250552743673325,0,0.9983494877815247,sub-03,0,0.10976992547512054,0.16955198347568512,20261201,-0.5467233434319496,0,mild
0.037994638085365295,0.17241798341274261,0.9993825554847717,1.026017665863037,POP,POP,0.9913085103034973,0,1.0986792860245551,0.007100512273609638,0,1.0022963285446167,sub-05,0,0.09525784850120544,0.13611304759979248,20261201,0.005365021643228829,0,severe
0.8871833682060242,0.5418633818626404,0.4995664954185486,0.9415072202682495,POP,POP,0.6668558120727539,0,0.9889859931284768,0.904204249382019,0,0.49644625186920166,sub-05,0,0.5228074789047241,0.794188916683197,20261201,6.0281336307525635,0,severe
0.6964573860168457,0.6719318628311157,0.892332136631012,0.9101319909095764,POP,POP,0.8209561705589294,0,0.765314203269062,0.6868304014205933,0,0.7869285941123962,sub-05,0,0.2618444859981537,0.5777987837791443,20261201,0.9894696623086929,0,medium
0.674392580986023,0.37189725041389465,0.7409858703613281,1.0007356405258179,POP,POP,0.9999582767486572,0,0.6675691566251696,0.009031986817717552,0,0.9999933242797852,sub-05,0,0.007237088400870562,0.009171642363071442,20261201,2.603801190853119,0,medium
0.3109659254550934,0.6512647867202759,0.9512135982513428,0.9713991284370422,POP,POP,0.9579402208328247,0,1.210713702678109,0.10822408646345139,0,0.9941975474357605,sub-05,0,0.22809503972530365,0.2873048782348633,20261201,0.43443910777568817,0,severe
0.07056868076324463,1.012857437133789,1.0023120641708374,0.9999814629554749,POP,POP,0.9999923706054688,0,1.2246204641784881,0.0006584475049749017,0,1.0000592470169067,sub-05,0,0.018330354243516922,0.003913401626050472,20261201,-0.020060439128428698,0,severe
0.9240670800209045,0.1440521478652954,0.3930628001689911,1.0610744953155518,POP,POP,0.9343230724334717,0,0.7373556912000976,0.6003939509391785,0,0.7951051592826843,sub-05,0,0.13995018601417542,0.37829968333244324,20261201,8.110761046409607,0,medium
0.8891407251358032,0.6458076238632202,0.467659592628479,0.9922544360160828,POP,POP,0.7260029911994934,0,0.9909009281026865,0.9240171313285828,0,0.5901105999946594,sub-05,0,0.3950731158256531,0.7374467253684998,20261201,6.6014039516448975,0,severe
,0.008054159581661224,,0.9992855787277222,MATCH,sub-02,0.9999410510063171,0,1.002220492534498,0.010935462079942226,0,0.9992855787277222,sub-02,0,0.007555390242487192,0.010935462079942226,20261201,,1,severe
0.04657723382115364,9.704943656921387,1.0024176836013794,15.585187911987305,MATCH,sub-02,0.07400792092084885,0,1.170836736350646,0.12984907627105713,0,1.0015944242477417,sub-02,0,1.2971220016479492,15.543201446533203,20261201,-0.020974301733076572,0,severe
0.8638707399368286,0.2635369300842285,0.5879888534545898,0.9778463840484619,MATCH,sub-02,0.942682147026062,0,0.8030879842546755,0.5681065320968628,0,0.8340212106704712,sub-02,0,0.11508446931838989,0.3355486989021301,20261201,4.612618684768677,0,medium
0.00988982617855072,13.13823127746582,0.9999604225158691,2.4846582412719727,MATCH,sub-02,0.3999576270580292,0,1.1531302675157025,0.01223887037485838,0,0.9997930526733398,sub-02,0,1.1086105108261108,2.2772912979125977,20261201,0.0003437588384258561,0,severe
-0.044878337532281876,0.2509121298789978,1.0029042959213257,1.00593900680542,MATCH,sub-02,0.9980860948562622,0,0.6763097057761809,0.002662260551005602,0,1.0001273155212402,sub-02,0,0.056386664509773254,0.0623435415327549,20261201,-0.025189886800944805,0,medium
0.20681966841220856,0.43396151065826416,1.8979594707489014,0.9685943126678467,MATCH,sub-02,0.9606336355209351,0,0.3951179762879412,0.2647438049316406,0,0.9552853107452393,sub-02,0,0.15361575782299042,0.2779181897640228,20261201,-5.565739274024963,0,mild
0.20885111391544342,0.07085878401994705,0.983293890953064,1.0040321350097656,MATCH,sub-02,0.9958884119987488,0,0.7267379707905055,0.009447257034480572,0,0.9995452165603638,sub-02,0,0.07215413451194763,0.09099837392568588,20261201,0.14633319340646267,0,medium
0.2211104929447174,0.6391030550003052,0.9774664640426636,1.198408842086792,MATCH,sub-02,0.829079270362854,0,0.6355661367548522,0.1619158536195755,0,0.9875366687774658,sub-02,0,0.5525866150856018,0.6701156497001648,20261201,0.19796308130025864,0,medium
0.4266311526298523,0.202119842171669,0.9297230839729309,1.0408329963684082,MATCH,sub-03,0.9675030708312988,0,0.346324833225443,0.05712025985121727,0,0.9943708181381226,sub-03,0,0.0711715891957283,0.2632973790168762,20261201,0.6329275667667389,0,mild
0.8918288350105286,0.17984525859355927,0.45443955063819885,1.0019251108169556,MATCH,sub-03,0.9993873238563538,0,0.7423388616988565,0.06649021059274673,0,1.0011701583862305,sub-03,0,0.061307720839977264,0.035163749009370804,20261201,6.850477457046509,0,medium
,0.15473400056362152,,0.9699277877807617,MATCH,sub-03,0.9827709794044495,0,0.6929315164451805,0.18527545034885406,0,0.9699277877807617,sub-03,0,0.27944719791412354,0.18527545034885406,20261201,,1,medium
0.026248212903738022,0.35953953862190247,1.010091781616211,1.0010396242141724,MATCH,sub-03,0.9999355673789978,0,0.7835154320994817,0.0019279770785942674,0,1.00006103515625,sub-03,0,0.015940988436341286,0.01139689702540636,20261201,-0.08721602149307728,0,medium
0.12148194760084152,0.04551219940185547,0.9954693913459778,1.0005329847335815,MATCH,sub-03,0.9995042681694031,0,0.34429049788677407,0.006318619009107351,0,1.0005979537963867,sub-03,0,0.017096802592277527,0.031519562005996704,20261201,0.039441296830773354,0,mild
0.6880347728729248,0.7892573475837708,0.7329552173614502,1.0134834051132202,MATCH,sub-03,0.9536377787590027,0,1.0772631753197246,0.30735543370246887,0,0.9411035180091858,sub-03,0,0.26881328225135803,0.3068825900554657,20261201,2.698451280593872,0,severe
0.9586888551712036,0.2911883592605591,0.32615652680397034,1.0213401317596436,MATCH,sub-03,0.9630958437919617,0,0.7373126115712059,0.518817126750946,0,0.7852049469947815,sub-03,0,0.21998098492622375,0.2754305899143219,20261201,9.731478691101074,0,medium
0.19212862849235535,0.4472470283508301,1.1226625442504883,0.9756646156311035,MATCH,sub-03,0.9839464426040649,0,0.37275347507046874,0.12007501721382141,0,0.9982725977897644,sub-03,0,0.11309352517127991,0.178737610578537,20261201,-1.0049846023321152,0,mild
0.06309174001216888,0.17212171852588654,0.9976654648780823,1.0259602069854736,MATCH,sub-05,0.9913318753242493,0,1.0986792860245551,0.008264756761491299,0,1.0022401809692383,sub-05,0,0.09504932165145874,0.13587918877601624,20261201,0.02030088333413005,0,severe
0.8814249038696289,0.5138956308364868,0.47378191351890564,0.9859791994094849,MATCH,sub-05,0.7124221920967102,0,0.9889859931284768,0.7078419327735901,0,0.5198958516120911,sub-05,0,0.4776429533958435,0.7531977295875549,20261201,6.488431096076965,0,severe
0.6578108668327332,0.7820761799812317,1.0386048555374146,0.9220927357673645,MATCH,sub-05,0.7579295635223389,0,0.765314203269062,0.7686425447463989,0,0.7972701787948608,sub-05,0,0.25534358620643616,0.6725126504898071,20261201,-0.32900765538215637,0,medium
0.6781659722328186,0.3694157600402832,0.7360416650772095,1.0007387399673462,MATCH,sub-05,0.9999588131904602,0,0.6675691566251696,0.008771841414272785,0,0.999996542930603,sub-05,0,0.007143251597881317,0.009110445156693459,20261201,2.6619520783424377,0,medium
0.33955129981040955,0.644965410232544,0.9420129656791687,0.9724797010421753,MATCH,sub-05,0.9587716460227966,0,1.210713702678109,0.12111029773950577,0,0.9953035116195679,sub-05,0,0.23035602271556854,0.28452593088150024,20261201,0.518861897289753,0,severe
0.14612428843975067,1.0033806562423706,0.992933988571167,0.9999542236328125,MATCH,sub-05,0.9999923706054688,0,1.2246204641784881,0.0009035377879627049,0,1.0000319480895996,sub-05,0,0.018129505217075348,0.00387678574770689,20261201,0.06159162614494562,0,severe
0.9220828413963318,0.16678942739963531,0.4551040828227997,1.068877935409546,MATCH,sub-05,0.9124851822853088,0,0.7373556912000976,0.49244925379753113,0,0.8009526133537292,sub-05,0,0.14450716972351074,0.4380108118057251,20261201,6.837784647941589,0,medium
0.8891114592552185,0.68121737241745,0.4933014512062073,1.0461093187332153,MATCH,sub-05,0.7117952108383179,0,0.9909009281026865,0.6612594723701477,0,0.622139036655426,sub-05,0,0.45575448870658875,0.7778810262680054,20261201,6.137752532958984,0,severe
,0.008361668325960636,,0.9993104934692383,WRONG,sub-03,0.9999364614486694,0,1.002220492534498,0.011352977715432644,0,0.9993104934692383,sub-02,0,0.007441957481205463,0.011352977715432644,20261201,,1,severe
0.007075727917253971,9.8349609375,1.0158469676971436,15.794617652893066,WRONG,sub-03,0.07478003948926926,0,1.170836736350646,0.1852949857711792,0,1.0150535106658936,sub-02,0,1.278743863105774,15.751431465148926,20261201,-0.13656550087034702,0,severe
0.867250382900238,0.23561173677444458,0.5256837010383606,0.985088586807251,WRONG,sub-03,0.9544478058815002,0,0.8030879842546755,0.504134476184845,0,0.8401982188224792,sub-02,0,0.10982097685337067,0.29999294877052307,20261201,5.585509538650513,0,medium
0.008026250638067722,13.13833999633789,0.9999687671661377,2.48527193069458,WRONG,sub-03,0.4004402756690979,0,1.1531302675157025,0.006171572487801313,0,1.0000399351119995,sub-02,0,1.110689640045166,2.277310371398926,20261201,0.00027128069632453844,0,severe
-0.04950398951768875,0.25083181262016296,1.0025832653045654,1.0059529542922974,WRONG,sub-03,0.9980872869491577,0,0.6763097057761809,0.0023313211277127266,0,1.0001412630081177,sub-02,0,0.05639934167265892,0.06232358515262604,20261201,-0.022409374359995127,0,medium
0.10854150354862213,0.6042987704277039,2.6429405212402344,0.9248727560043335,WRONG,sub-03,0.9220759272575378,0,0.3951179762879412,0.3693324625492096,0,0.9121645092964172,sub-02,0,0.2187519520521164,0.3870057463645935,20261201,-8.441748023033142,0,mild
0.1612333059310913,0.07125959545373917,0.9888559579849243,1.0040946006774902,WRONG,sub-03,0.9958488345146179,0,0.7267379707905055,0.0096390126273036,0,0.999607503414154,sub-02,0,0.07214953750371933,0.09151311218738556,20261201,0.09733877144753933,0,medium
0.22191256284713745,0.639458179473877,0.9780097007751465,1.2006285190582275,WRONG,sub-03,0.8295436501502991,0,0.6355661367548522,0.16820326447486877,0,0.9893657565116882,sub-02,0,0.5534573793411255,0.6704881191253662,20261201,0.1931370422244072,0,medium
0.452900230884552,0.19928914308547974,0.9167022109031677,1.0402703285217285,WRONG,sub-02,0.9683852195739746,0,0.346324833225443,0.06485001742839813,0,0.9938332438468933,sub-03,0,0.07288219034671783,0.2596098482608795,20261201,0.7554354518651962,0,mild
0.8910278677940369,0.18206022679805756,0.46003636717796326,1.001090168952942,WRONG,sub-02,0.9993717074394226,0,0.7423388616988565,0.06388597190380096,0,1.0003358125686646,sub-03,0,0.06003391742706299,0.0355968214571476,20261201,6.744157671928406,0,medium
,0.15845665335655212,,0.970115065574646,WRONG,sub-02,0.9819112420082092,0,0.6929315164451805,0.1897328794002533,0,0.970115065574646,sub-03,0,0.27723807096481323,0.1897328794002533,20261201,,1,medium
-0.010218658484518528,0.40847277641296387,1.1475648880004883,1.0001035928726196,WRONG,sub-02,0.9999169707298279,0,0.7835154320994817,0.006236279848963022,0,0.9991259574890137,sub-03,0,0.017458932474255562,0.01294801291078329,20261201,-1.195545494556427,0,medium
0.10800126940011978,0.0458504818379879,1.0028685331344604,1.000546932220459,WRONG,sub-02,0.9994982481002808,0,0.34429049788677407,0.007355201058089733,0,1.0006120204925537,sub-03,0,0.017059285193681717,0.03175383806228638,20261201,-0.024879397824406624,0,mild
0.6431367993354797,0.8250134587287903,0.7661606669425964,1.038701057434082,WRONG,sub-02,0.951189398765564,0,1.0772631753197246,0.2405732274055481,0,0.964520275592804,sub-03,0,0.21038289368152618,0.32078540325164795,20261201,2.3136039078235626,0,severe
0.954913854598999,0.2808012068271637,0.31452202796936035,1.0159556865692139,WRONG,sub-02,0.9654160141944885,0,0.7373126115712059,0.5525440573692322,0,0.7810652852058411,sub-03,0,0.2028987854719162,0.26560553908348083,20261201,10.046979188919067,0,medium
0.21475224196910858,0.40753474831581116,1.0229781866073608,0.9761853218078613,WRONG,sub-02,0.9867042899131775,0,0.37275347507046874,0.08454587310552597,0,0.9988053441047668,sub-03,0,0.10481555014848709,0.1628669947385788,20261201,-0.1973271183669567,0,mild
0.057198286056518555,0.17220960557460785,0.998174786567688,1.0259805917739868,WRONG,sub-02,0.991325855255127,0,1.0986792860245551,0.0072394381277263165,0,1.0022602081298828,sub-05,0,0.0952012687921524,0.1359485387802124,20261201,0.015869124326854944,0,severe
0.8669570088386536,0.5406488180160522,0.4984467625617981,1.0048747062683105,WRONG,sub-02,0.6875981688499451,0,0.9889859931284768,0.7212594151496887,0,0.5298592448234558,sub-05,0,0.5115116834640503,0.79240882396698,20261201,6.047624349594116,0,severe
0.6821895837783813,0.7129469513893127,0.9468005299568176,0.9111489057540894,WRONG,sub-02,0.7979894876480103,0,0.765314203269062,0.7186689376831055,0,0.787807822227478,sub-05,0,0.25731444358825684,0.6130678653717041,20261201,0.47483034431934357,0,medium
0.0038944522384554148,0.5370129346847534,1.0699702501296997,1.0002821683883667,WRONG,sub-02,0.9999125599861145,0,0.6675691566251696,0.004773075692355633,0,0.9995402097702026,sub-05,0,0.008981856517493725,0.01324368640780449,20261201,-0.5874335393309593,0,medium
0.2816298305988312,0.6600956916809082,0.9641117453575134,0.9734047651290894,WRONG,sub-02,0.9568132162094116,0,1.210713702678109,0.11611013114452362,0,0.9962502121925354,sub-05,0,0.232783704996109,0.2912006080150604,20261201,0.3174525871872902,0,severe
-0.2149544209241867,1.0303635597229004,1.0196359157562256,0.9999526143074036,WRONG,sub-02,0.9999921321868896,0,1.2246204641784881,0.00030501838773489,0,1.000030279159546,sub-05,0,0.01869576796889305,0.003981040325015783,20261201,-0.1689036563038826,0,severe
0.9226812124252319,0.15031644701957703,0.41015568375587463,1.0617347955703735,WRONG,sub-02,0.9284160137176514,0,0.7373556912000976,0.5646451115608215,0,0.7955999374389648,sub-05,0,0.1428099274635315,0.39475059509277344,20261201,7.74102509021759,0,medium
0.8714389204978943,0.7168112397193909,0.5190765857696533,1.0911177396774292,WRONG,sub-02,0.6967772245407104,0,0.9909009281026865,0.6579713821411133,0,0.6489062905311584,sub-05,0,0.482405424118042,0.8185255527496338,20261201,5.695371031761169,0,severe
,0.008373327553272247,,0.9992451071739197,SHUFFLED,sub-12,0.9999356865882874,0,1.002220492534498,0.011368809267878532,0,0.9992451071739197,sub-02,0,0.007746685296297073,0.011368809267878532,20261201,,1,severe
0.025499477982521057,9.782240867614746,1.0104016065597534,15.709099769592285,SHUFFLED,sub-12,0.07386970520019531,0,1.170836736350646,0.17173314094543457,0,1.0095577239990234,sub-02,0,1.2763117551803589,15.666998863220215,20261201,-0.08988082408905029,0,severe
0.8581781387329102,0.26436761021614075,0.5898421406745911,0.9773898124694824,SHUFFLED,sub-12,0.9422991275787354,0,0.8030879842546755,0.5591263771057129,0,0.8336318135261536,sub-02,0,0.11488930881023407,0.33660635352134705,20261201,4.585283994674683,0,medium
0.0067802551202476025,13.13845443725586,0.9999774098396301,2.4852991104125977,SHUFFLED,sub-12,0.4004448354244232,0,1.1531302675157025,0.0067215897142887115,0,1.0000509023666382,sub-02,0,1.110785961151123,2.277329921722412,20261201,0.00019569570213207044,0,severe
-0.004556552041321993,0.2504364848136902,1.0010030269622803,1.0059669017791748,SHUFFLED,sub-12,0.9980931878089905,0,0.6763097057761809,0.002650432288646698,0,1.0001550912857056,sub-02,0,0.05641309916973114,0.062225352972745895,20261201,-0.008708261884748936,0,medium
0.13069669902324677,0.5965650677680969,2.609116792678833,0.9193413257598877,SHUFFLED,sub-12,0.924148440361023,0,0.3951179762879412,0.3674124479293823,0,0.9067090749740601,sub-02,0,0.21685926616191864,0.38205286860466003,20261201,-8.329869508743286,0,mild
0.17275410890579224,0.07114165276288986,0.9872193336486816,1.0040245056152344,SHUFFLED,sub-12,0.9958595633506775,0,0.7267379707905055,0.00975562073290348,0,0.9995376467704773,sub-02,0,0.07216358184814453,0.0913616418838501,20261201,0.11172800324857235,0,medium
0.22146770358085632,0.641251266002655,0.9807521104812622,1.1980103254318237,SHUFFLED,sub-12,0.8276885151863098,0,0.6355661367548522,0.18411295115947723,0,0.9872083067893982,sub-02,0,0.553521990776062,0.6723681092262268,20261201,0.16881616786122322,0,medium
0.4186253845691681,0.2038975954055786,0.9379004836082458,1.0415977239608765,SHUFFLED,sub-18,0.9669660925865173,0,0.346324833225443,0.049818310886621475,0,0.9951013922691345,sub-03,0,0.0702253058552742,0.26561322808265686,20261201,0.5568649992346764,0,mild
0.888905942440033,0.18284575641155243,0.4620213508605957,1.0010569095611572,SHUFFLED,sub-18,0.9993661046028137,0,0.7423388616988565,0.06501466035842896,0,1.0003025531768799,sub-03,0,0.061491359025239944,0.03575041517615318,20261201,6.706759929656982,0,medium
,0.20801474153995514,,0.9661507606506348,SHUFFLED,sub-18,0.9684948325157166,0,0.6929315164451805,0.24907277524471283,0,0.9661507606506348,sub-03,0,0.2561085522174835,0.24907277524471283,20261201,,1,medium
0.06530708819627762,0.3584235608577728,1.0069564580917358,1.0010335445404053,SHUFFLED,sub-18,0.999936044216156,0,0.7835154320994817,0.0022552767768502235,0,1.000054955482483,sub-03,0,0.01595199853181839,0.011361521668732166,20261201,-0.060213454999029636,0,medium
0.15188071131706238,0.04523088410496712,0.9893163442611694,1.0006037950515747,SHUFFLED,sub-18,0.9995102882385254,0,0.34429049788677407,0.006520638708025217,0,1.0006687641143799,sub-03,0,0.017208818346261978,0.03132473677396774,20261201,0.09329650551080704,0,mild
0.6610720157623291,0.808051347732544,0.7504085302352905,1.0252665281295776,SHUFFLED,sub-18,0.9521751999855042,0,1.0772631753197246,0.253814697265625,0,0.9520451426506042,sub-03,0,0.23736624419689178,0.3141901195049286,20261201,2.4940451979637146,0,severe
0.9522189497947693,0.36622369289398193,0.41020268201828003,1.0433076620101929,SHUFFLED,sub-18,0.9434083104133606,0,0.7373126115712059,0.4404318630695343,0,0.8020934462547302,sub-03,0,0.2815417945384979,0.3464053273200989,20261201,7.740030288696289,0,medium
0.21434618532657623,0.41281524300575256,1.0362330675125122,0.9763031005859375,SHUFFLED,sub-18,0.9863491654396057,0,0.37275347507046874,0.09127330034971237,0,0.9989258646965027,sub-03,0,0.107643723487854,0.1649772971868515,20261201,-0.30914923176169395,0,mild
0.04416138306260109,0.1723383367061615,0.9989209175109863,1.0260201692581177,SHUFFLED,sub-11,0.9913144707679749,0,1.0986792860245551,0.007286316715180874,0,1.0022987127304077,sub-05,0,0.09511685371398926,0.13605017960071564,20261201,0.00937808130402118,0,severe
0.8705316185951233,0.8137062191963196,0.7501898407936096,1.2253296375274658,SHUFFLED,sub-11,0.44033145904541016,0,0.9889859931284768,1.204369068145752,0,0.6461026072502136,sub-05,0,0.5263950824737549,1.1926188468933105,20261201,2.4965770542621613,0,severe
