panel,stratum,condition,metric,participant_mean,participant_median,bootstrap_low,bootstrap_high,participants
paired,all,ORACLE,rrmse_spectral,0.2045280205522431,0.1637741287704557,0.1410652659421854,0.2983017035753921,15.0
paired,all,ORACLE,correlation,0.9186628654443968,0.9359683468937874,0.8721016851905734,0.9505091171346916,15.0
paired,all,ORACLE,snr_improvement,1.2108630588001288,1.2719670260048588,0.6285369357823322,1.7117353363540984,15.0
paired,all,ORACLE,artifact_rmse,0.7896211871217625,0.3771828208118677,0.3644053655521323,1.4595798154035582,15.0
paired,all,ORACLE,artifact_rrmse,0.9725280590643774,0.8939516544342041,0.8777274905693273,1.0950672898814968,15.0
paired,all,ORACLE,artifact_correlation,0.4244356737135678,0.4380075462162495,0.3681941361365392,0.4791853306196236,15.0
paired,all,ORACLE,clean_output_rms_ratio,1.39119666715463,1.0415254272520542,1.0410936998203395,1.936212175016602,15.0
paired,all,ORACLE,observation_change_ratio,0.17092588786824,0.1668514538614545,0.1372443853408428,0.2064929291128464,15.0
paired,all,ORACLE,output_input_rms,0.9568930191298326,0.9579679071903228,0.942232552524656,0.9686109138901036,15.0
paired,all,POP,rrmse_temporal,0.6323081437509245,0.2726681864041893,0.252959316762896,1.23937872919705,15.0
paired,all,POP,rrmse_spectral,0.2043560343096032,0.1469460125081241,0.1396902973469696,0.3004562561693212,15.0
paired,all,POP,correlation,0.9175669421752294,0.9329716190695764,0.8667439896186503,0.9515792366513052,15.0
paired,all,POP,snr_improvement,1.198670436960506,1.3568942605828245,0.5789928916063773,1.764733150173176,15.0
paired,all,POP,artifact_rmse,0.7929975106807736,0.3628160357475281,0.3614394837506309,1.4735538550177196,15.0
paired,all,POP,artifact_rrmse,0.9823204658926442,0.9258727212746938,0.8803472753825401,1.1109511844693147,15.0
paired,all,POP,artifact_correlation,0.4254807688249132,0.4376987352967262,0.3686231902820678,0.4813100624292684,15.0
paired,all,POP,clean_output_rms_ratio,1.3960182721416154,1.0344180837273598,1.0390704474163552,1.9543812778157488,15.0
paired,all,POP,observation_change_ratio,0.1778121215444116,0.1936498495488194,0.1462505889873258,0.2113963159655395,15.0
paired,all,POP,output_input_rms,0.9569304117312034,0.9614669624716043,0.9422377288807184,0.9686625215566408,15.0
paired,all,RAW,rrmse_temporal,0.7149332394762798,0.3801969548221677,0.3459429289786809,1.3132129632679972,15.0
paired,all,RAW,rrmse_spectral,0.2565909213105139,0.2215631522703915,0.1891568221660418,0.3509271501901336,15.0
paired,all,RAW,correlation,0.8956129426447054,0.9124693386256696,0.8502808835504887,0.9268250520767952,15.0
paired,all,RAW,snr_improvement,0.0,0.0,0.0,0.0,15.0
paired,all,RAW,artifact_rmse,0.8723274690797552,0.5271708737127483,0.4496067702473374,1.54484434094474,15.0
paired,all,RAW,artifact_rrmse,1.0,1.0,1.0,1.0,15.0
paired,all,RAW,artifact_correlation,0.0,0.0,0.0,0.0,15.0
paired,all,RAW,clean_output_rms_ratio,1.4682568843166033,1.1124444492161274,1.1207159153806665,2.0254828470759088,15.0
paired,all,RAW,observation_change_ratio,0.0,0.0,0.0,0.0,15.0
paired,all,RAW,output_input_rms,1.0,1.0,1.0,1.0,15.0
paired,all,SHUFFLED,rrmse_temporal,0.6351557794218631,0.2699513877305435,0.2566771859697837,1.2378434823830071,15.0
paired,all,SHUFFLED,rrmse_spectral,0.2042088696936844,0.13777183345519,0.1392041551287063,0.2992141770386176,15.0
paired,all,SHUFFLED,correlation,0.9168135989457368,0.9361212439835072,0.8670998074486852,0.9507524873316288,15.0
paired,all,SHUFFLED,snr_improvement,1.150712269447154,1.2931967346618574,0.5222006299316416,1.6997558878104433,15.0
paired,all,SHUFFLED,artifact_rmse,0.7963391665602103,0.3720152990426868,0.367001749521781,1.4747203479932296,15.0
paired,all,SHUFFLED,artifact_rrmse,0.9769342667052708,0.9152862747510274,0.8811464384181154,1.1088355335669933,15.0
paired,all,SHUFFLED,artifact_correlation,0.423212677612662,0.4396130632609129,0.3686679866235932,0.4766321397216206,15.0
paired,all,SHUFFLED,clean_output_rms_ratio,1.3997097646196683,1.0438955128192902,1.0434749649713435,1.9569127291006343,15.0
paired,all,SHUFFLED,observation_change_ratio,0.1729266123224078,0.1655298911973659,0.1372960045155196,0.2161994684603238,15.0
paired,all,SHUFFLED,output_input_rms,0.9594523639728626,0.9632405899465084,0.946992323755597,0.969796153648446,15.0
paired,all,WRONG,rrmse_temporal,0.6837892401730642,0.3267795470601413,0.2966517678890462,1.2893894273051765,15.0
paired,all,WRONG,rrmse_spectral,0.2175831281793459,0.1899108368670568,0.1523426786687438,0.3129130422195885,15.0
paired,all,WRONG,correlation,0.9085966971392432,0.9294194020330906,0.8586169534518073,0.9443481242160002,15.0
paired,all,WRONG,snr_improvement,0.4938647167612544,1.1301995697431266,-0.3295365719746858,1.157872722623544,15.0
paired,all,WRONG,artifact_rmse,0.8644540831912308,0.4140218991087749,0.4214734692452475,1.5522136813391496,15.0
paired,all,WRONG,artifact_rrmse,1.7999196131985922,0.978902810386249,1.0294173260339978,3.050684820467965,15.0
paired,all,WRONG,artifact_correlation,0.4088547188304256,0.413546435162425,0.3491497432150774,0.465090243187298,15.0
paired,all,WRONG,clean_output_rms_ratio,1.4342031563321749,1.0630301386117935,1.0740970569476485,1.9929238721542055,15.0
paired,all,WRONG,observation_change_ratio,0.213117878314127,0.1904470261652022,0.1551166653519612,0.2903954025561506,15.0
paired,all,WRONG,output_input_rms,0.9914123105506102,0.9723817929625512,0.9555680553242564,1.0509529853332789,15.0
paired_severity,mild,MATCH,rrmse_temporal,0.1617346836511777,0.096273951116018,0.0989332366230091,0.2435305692723356,15.0
paired_severity,mild,MATCH,rrmse_spectral,0.1162431666410956,0.0795763671398162,0.0735946734582872,0.1753389767269834,15.0
paired_severity,mild,MATCH,correlation,0.9739655538778456,0.9918503165245056,0.9498993290078545,0.9903786676857206,15.0
paired_severity,mild,MATCH,snr_improvement,-0.1793280390414616,0.2494271732866764,-1.288903479036574,0.7178054035829454,15.0
paired_severity,mild,MATCH,artifact_rmse,0.2377856084914316,0.1694237826658146,0.1698307223879909,0.3156127027184184,15.0
paired_severity,mild,MATCH,artifact_rrmse,1.1179268604516983,0.975981334845225,0.9525988524754844,1.3324152971920038,15.0
paired_severity,mild,MATCH,artifact_correlation,0.2828408286329876,0.2957165405154228,0.2143359671571331,0.3509851345339169,15.0
paired_severity,mild,MATCH,clean_output_rms_ratio,1.0275326188216134,1.0040092979158677,1.000649938689811,1.0708221132637017,15.0
paired_severity,mild,MATCH,observation_change_ratio,0.0864610512723355,0.0649777045473456,0.0569961695403899,0.1272846868902344,15.0
paired_severity,mild,MATCH,output_input_rms,0.9909693249539724,0.9981291719845364,0.9802514603485664,0.9979048442287104,15.0
paired_severity,medium,MATCH,rrmse_temporal,0.8474833334196714,0.2823554508388042,0.2286803825655548,1.95495716820106,15.0
paired_severity,medium,MATCH,rrmse_spectral,0.2292531418200661,0.1553197999795278,0.1322524220595073,0.3823854320089412,15.0
paired_severity,medium,MATCH,correlation,0.9141472691230514,0.9466591954231264,0.8434208605753938,0.9602380617271972,15.0
paired_severity,medium,MATCH,snr_improvement,1.547927517203891,1.4926129463128746,0.7779699281428258,2.277302883432386,15.0
paired_severity,medium,MATCH,artifact_rmse,0.8645714894933233,0.3451511928190787,0.3177321534301899,1.8469889327755595,15.0
paired_severity,medium,MATCH,artifact_rrmse,0.96645454655564,0.8770898083845774,0.815965669671931,1.161025561327144,15.0
paired_severity,medium,MATCH,artifact_correlation,0.4980866512660646,0.502799260430038,0.4229732079305427,0.5808108873895353,15.0
paired_severity,medium,MATCH,clean_output_rms_ratio,1.5863803920039423,1.0133681535720824,1.013237769579722,2.6405578217048724,15.0
paired_severity,medium,MATCH,observation_change_ratio,0.2118003154090739,0.2042517580091953,0.154892768244508,0.2811607640501757,15.0
paired_severity,medium,MATCH,output_input_rms,0.9572820971551396,0.9666088968515396,0.9337148644434552,0.9769014351961632,15.0
paired_severity,severe,MATCH,rrmse_temporal,0.8205037386884183,0.4023691217104594,0.3544600535271475,1.4645100186788822,15.0
paired_severity,severe,MATCH,rrmse_spectral,0.2605209462008089,0.2457849457859993,0.1860496581745822,0.3541161422767644,15.0
paired_severity,severe,MATCH,correlation,0.8659091478830608,0.8896311372518539,0.806966129381545,0.9153186228790928,15.0
paired_severity,severe,MATCH,snr_improvement,2.0727319666346,1.9211256527341904,1.1540755176640134,3.0297962482313245,15.0
paired_severity,severe,MATCH,artifact_rmse,1.1611429396276634,0.5754089972802571,0.5372993323810634,1.9772219789510972,15.0
paired_severity,severe,MATCH,artifact_rrmse,0.8510684385091539,0.8502101376652718,0.7654434054402842,0.939649140112575,15.0
paired_severity,severe,MATCH,artifact_correlation,0.4915066669577186,0.554932177066803,0.388226822609408,0.596888481437199,15.0
paired_severity,severe,MATCH,clean_output_rms_ratio,1.5022773794932338,1.1023302972316742,1.0771633280392676,2.096573966065962,15.0
paired_severity,severe,MATCH,observation_change_ratio,0.2401109878521901,0.2461884347721934,0.1740991191610162,0.3086688267178316,15.0
paired_severity,severe,MATCH,output_input_rms,0.9229725202019252,0.934385061264038,0.8885530014068836,0.9518812001066076,15.0
paired_severity,mild,NO_TRANSFER_BRANCH,rrmse_temporal,0.1778472202120807,0.126034778309986,0.1098013083728059,0.2636103630018533,15.0
paired_severity,mild,NO_TRANSFER_BRANCH,rrmse_spectral,0.1278091038847785,0.0907641546800732,0.0785952381176489,0.1894187021356089,15.0
paired_severity,mild,NO_TRANSFER_BRANCH,correlation,0.9700329583977896,0.988770753145218,0.9449102211793264,0.988368269335656,15.0
paired_severity,mild,NO_TRANSFER_BRANCH,snr_improvement,-0.9454536245149534,-0.2036154456436634,-1.9615917941412204,-0.2925434693783614,15.0
paired_severity,mild,NO_TRANSFER_BRANCH,artifact_rmse,0.253459247804232,0.1900012250989675,0.181393591216854,0.3345298137943155,15.0
paired_severity,mild,NO_TRANSFER_BRANCH,artifact_rrmse,1.1565875416331823,1.0239129463831584,1.0399927848643724,1.3455737298793262,15.0
paired_severity,mild,NO_TRANSFER_BRANCH,artifact_correlation,0.019704838716619,0.0152340857312083,-0.0003256049091271,0.0396545918783053,15.0
paired_severity,mild,NO_TRANSFER_BRANCH,clean_output_rms_ratio,1.0382934875242291,1.0087842047214508,1.0090244138224256,1.08215284035414,15.0
paired_severity,mild,NO_TRANSFER_BRANCH,observation_change_ratio,0.0229956301365469,0.0182232627645134,0.0177660483299506,0.0289431726397232,15.0
paired_severity,mild,NO_TRANSFER_BRANCH,output_input_rms,1.0008914039626953,1.000175678730011,1.0001468765437604,1.0017845546437634,15.0
paired_severity,medium,NO_TRANSFER_BRANCH,rrmse_temporal,0.9230334892459664,0.3058788273483515,0.291453874745493,2.032148433802484,15.0
paired_severity,medium,NO_TRANSFER_BRANCH,rrmse_spectral,0.2870172326875882,0.1883070783223956,0.1798433074648253,0.4478581044121454,15.0
paired_severity,medium,NO_TRANSFER_BRANCH,correlation,0.8904305988424038,0.9364100694656372,0.8162342307703156,0.9417526904771096,15.0
paired_severity,medium,NO_TRANSFER_BRANCH,snr_improvement,-0.2808877398565104,-0.1105987852497492,-0.5095549339138419,-0.0827160094141212,15.0
paired_severity,medium,NO_TRANSFER_BRANCH,artifact_rmse,0.9520906162071756,0.437222147360444,0.3897233423828345,1.943593636567978,15.0
paired_severity,medium,NO_TRANSFER_BRANCH,artifact_rrmse,1.0393417715994768,1.0131340473890305,1.011204231109884,1.07243765493234,15.0
paired_severity,medium,NO_TRANSFER_BRANCH,artifact_correlation,0.0181268205874471,-0.0048693879507482,-0.0171205589957199,0.0624796352613253,15.0
paired_severity,medium,NO_TRANSFER_BRANCH,clean_output_rms_ratio,1.6429437720554847,1.0803393840789794,1.066283052366089,2.691454604874528,15.0
paired_severity,medium,NO_TRANSFER_BRANCH,observation_change_ratio,0.0264414704847195,0.0252254607767099,0.0199008458066318,0.0334876636655214,15.0
paired_severity,medium,NO_TRANSFER_BRANCH,output_input_rms,1.0011827886199194,1.000425606966019,1.000161505819786,1.002392132658807,15.0
paired_severity,severe,NO_TRANSFER_BRANCH,rrmse_temporal,1.0065104003507084,0.577743336558342,0.5288865163795843,1.6358435175116552,15.0
paired_severity,severe,NO_TRANSFER_BRANCH,rrmse_spectral,0.3586835102252317,0.3591021100680033,0.2698443625083633,0.4546061441457261,15.0
paired_severity,severe,NO_TRANSFER_BRANCH,correlation,0.8256997817218619,0.8605182270208994,0.7726017753381341,0.8739673781574717,15.0
paired_severity,severe,NO_TRANSFER_BRANCH,snr_improvement,-0.0387211161956851,-0.0131733546766099,-0.0800714617592454,-0.0010090349429301,15.0
paired_severity,severe,NO_TRANSFER_BRANCH,artifact_rmse,1.3377898459594757,0.8498021562894186,0.7168524882153104,2.135581978024708,15.0
paired_severity,severe,NO_TRANSFER_BRANCH,artifact_rrmse,1.0045590401973044,1.0015269741415975,1.000170134923406,1.009385233519096,15.0
paired_severity,severe,NO_TRANSFER_BRANCH,artifact_correlation,-0.0033918375890546,0.0030241176718845,-0.0560164805922508,0.0465974283812327,15.0
paired_severity,severe,NO_TRANSFER_BRANCH,clean_output_rms_ratio,1.6604161047967023,1.1974629163742063,1.2207600265057788,2.251164959728166,15.0
paired_severity,severe,NO_TRANSFER_BRANCH,observation_change_ratio,0.023829439788238,0.0202356937030951,0.0176210910570662,0.0306929195343702,15.0
paired_severity,severe,NO_TRANSFER_BRANCH,output_input_rms,1.0010497592744374,1.0004273255666096,1.0001141879189583,1.002245060066382,15.0
paired_severity,mild,ORACLE,rrmse_temporal,0.1611645685949747,0.0954995773499831,0.0996789328508783,0.2422543022173385,15.0
paired_severity,mild,ORACLE,rrmse_spectral,0.1152910453162436,0.080045176270817,0.0727765957330767,0.174763769819087,15.0
paired_severity,mild,ORACLE,correlation,0.9741346327747616,0.9899586915969848,0.950200579981009,0.9903088513638764,15.0
paired_severity,mild,ORACLE,snr_improvement,-0.1534865636375292,0.2878762921318412,-1.3669823056958963,0.7811073542120467,15.0
paired_severity,mild,ORACLE,artifact_rmse,0.2368403978030833,0.16982394776174,0.171193424118254,0.3133939018058368,15.0
paired_severity,mild,ORACLE,artifact_rrmse,1.1193588161468504,0.9778244892756144,0.945022892948654,1.3478704899731608,15.0
paired_severity,mild,ORACLE,artifact_correlation,0.292429053362252,0.2992836865596473,0.2251543732451844,0.3571517335462073,15.0
paired_severity,mild,ORACLE,clean_output_rms_ratio,1.0269314500736813,1.0041213546480452,1.0003192064804691,1.0701863293799143,15.0
paired_severity,mild,ORACLE,observation_change_ratio,0.0865037227543588,0.0637578830122947,0.0582725232404385,0.1259163497310752,15.0
paired_severity,mild,ORACLE,output_input_rms,0.9903878048771904,0.9956681489944458,0.9795593534991855,0.9974105436920172,15.0
paired_severity,medium,ORACLE,rrmse_temporal,0.8424518197244519,0.2801883839070797,0.2292207456397036,1.9386926244929883,15.0
paired_severity,medium,ORACLE,rrmse_spectral,0.2313885272214948,0.1560447526474793,0.1325708409208002,0.3894156646872007,15.0
paired_severity,medium,ORACLE,correlation,0.9142484192739404,0.9476242661476136,0.8443100571115576,0.9600659410378763,15.0
paired_severity,medium,ORACLE,snr_improvement,1.5482977754717406,1.751966228087743,0.8070115743555565,2.2390775363337427,15.0
paired_severity,medium,ORACLE,artifact_rmse,0.8585225281009953,0.3456609187026818,0.3176480879677933,1.830378015257455,15.0
paired_severity,medium,ORACLE,artifact_rrmse,0.9661568865101172,0.8628957072893778,0.8144788100778584,1.1638840367989172,15.0
paired_severity,medium,ORACLE,artifact_correlation,0.4996684996744804,0.4846004746854305,0.4256430099476818,0.5811590264556502,15.0
paired_severity,medium,ORACLE,clean_output_rms_ratio,1.5812648932627902,1.0148151159286498,1.0138896173976717,2.625512555926013,15.0
paired_severity,medium,ORACLE,observation_change_ratio,0.2064219306316072,0.1872269707266241,0.1469177524607004,0.2788095917534066,15.0
paired_severity,medium,ORACLE,output_input_rms,0.9570658711891956,0.9594175517559052,0.9339544438945632,0.9764914966207098,15.0
paired_severity,severe,ORACLE,rrmse_temporal,0.8118133003034298,0.4032162328561147,0.3530095127783975,1.444062471312638,15.0
paired_severity,severe,ORACLE,rrmse_spectral,0.2592496024574296,0.238575705992324,0.1852784433738136,0.3520269561361879,15.0
paired_severity,severe,ORACLE,correlation,0.8677833651747338,0.895092248916626,0.8117051587782839,0.9157418704735972,15.0
paired_severity,severe,ORACLE,snr_improvement,2.128232596710419,2.031218856573105,1.2259459521545626,3.042238482556901,15.0
paired_severity,severe,ORACLE,artifact_rmse,1.1551590856030662,0.5720659004790443,0.5363371609922514,1.9589869315080295,15.0
paired_severity,severe,ORACLE,artifact_rrmse,0.847576444808926,0.8465145751833916,0.7642102272926815,0.9362816253059084,15.0
paired_severity,severe,ORACLE,artifact_correlation,0.4915692304567773,0.5146591663360596,0.389869554385456,0.5949722793830802,15.0
paired_severity,severe,ORACLE,clean_output_rms_ratio,1.495070647846454,1.1042924722035723,1.0761457022423784,2.084668678261142,15.0
paired_severity,severe,ORACLE,observation_change_ratio,0.240437853229229,0.2579216966405511,0.1761879101064796,0.3082585367100121,15.0
paired_severity,severe,ORACLE,output_input_rms,0.9210937382383322,0.9349622329076132,0.8872033864434355,0.9503512044807592,15.0
paired_severity,mild,POP,rrmse_temporal,0.1641452253259726,0.0999217197531834,0.0997696323193834,0.2482793835198501,15.0
paired_severity,mild,POP,rrmse_spectral,0.1196386267051899,0.0785533782094717,0.0756196588918599,0.1790028518874785,15.0
paired_severity,mild,POP,correlation,0.9727786946296691,0.989431381225586,0.9477348155873634,0.9902479191415366,15.0
paired_severity,mild,POP,snr_improvement,-0.333424693417813,0.3792018460808322,-1.6030243822965713,0.6147951390654873,15.0
paired_severity,mild,POP,artifact_rmse,0.2412763738117757,0.1811028072610497,0.1723015669687606,0.3213769121760029,15.0
paired_severity,mild,POP,artifact_rrmse,1.1480274431904156,0.977339506149292,0.9642532554194332,1.3964293844724696,15.0
paired_severity,mild,POP,artifact_correlation,0.2961217476529741,0.3081590175628662,0.2315524690913864,0.3591854397247597,15.0
paired_severity,mild,POP,clean_output_rms_ratio,1.0266645884040804,1.0042332649230956,0.999448034188104,1.0705285821933122,15.0
paired_severity,mild,POP,observation_change_ratio,0.0988506550046001,0.0785673030186444,0.0644482636552184,0.1497154298987468,15.0
paired_severity,mild,POP,output_input_rms,0.9901569349141348,0.9979658524195352,0.9783189617196718,0.9977937535407052,15.0
paired_severity,medium,POP,rrmse_temporal,0.8430542112668058,0.2657982063376241,0.2221037659752101,1.958003776863485,15.0
paired_severity,medium,POP,rrmse_spectral,0.2273484264005459,0.1452047735866573,0.1291957236274205,0.3837963390495293,15.0
paired_severity,medium,POP,correlation,0.9169721362109065,0.948835825920105,0.8461276247137122,0.962444027832458,15.0
paired_severity,medium,POP,snr_improvement,1.6783534185153142,1.7242464725010602,0.8801933889563202,2.453390435909933,15.0
paired_severity,medium,POP,artifact_rmse,0.8594763872607627,0.3432071954011917,0.3121204041233231,1.846816733309903,15.0
paired_severity,medium,POP,artifact_rrmse,0.9673765671631644,0.859548548857371,0.8011559311560695,1.1832248322749654,15.0
paired_severity,medium,POP,artifact_correlation,0.5018162229221078,0.473676411062479,0.4230688646652381,0.5852946743036488,15.0
paired_severity,medium,POP,clean_output_rms_ratio,1.5861648832789803,1.017079496383667,1.0122794764064766,2.644463858849946,15.0
paired_severity,medium,POP,observation_change_ratio,0.2108338878119903,0.1938530559418723,0.1579454471270127,0.2749119052015198,15.0
paired_severity,medium,POP,output_input_rms,0.9561251611952428,0.9616389200091362,0.9325055330654692,0.9760859817338604,15.0
paired_severity,severe,POP,rrmse_temporal,0.8218776787480429,0.4068401752571974,0.3515032986847625,1.4720229758695136,15.0
paired_severity,severe,POP,rrmse_spectral,0.2593246228111878,0.2444652251899242,0.1845640047007417,0.3535888914784698,15.0
paired_severity,severe,POP,correlation,0.8649289499049779,0.8926487863063812,0.8043439785044583,0.9160787790030358,15.0
paired_severity,severe,POP,snr_improvement,2.092625948482941,2.197895384670119,1.0987219621828055,3.095024932509309,15.0
paired_severity,severe,POP,artifact_rmse,1.1580469006460612,0.5895470359495708,0.5331977758281791,1.9754505360506784,15.0
paired_severity,severe,POP,artifact_rrmse,0.8570631204947593,0.8469423875212669,0.7625081824937037,0.9699932651924236,15.0
paired_severity,severe,POP,artifact_correlation,0.4882607728055131,0.5242878487333655,0.3868604518306027,0.5926367571643508,15.0
paired_severity,severe,POP,clean_output_rms_ratio,1.5009666432590083,1.10368812084198,1.072079822170829,2.1017919251707493,15.0
paired_severity,severe,POP,observation_change_ratio,0.2465025088793712,0.2718521232406298,0.1813916975791443,0.314292570589535,15.0
paired_severity,severe,POP,output_input_rms,0.9212183816865008,0.9345704317092896,0.8859521598105158,0.9508294624389796,15.0
paired_severity,mild,RAW,rrmse_temporal,0.1711780446877939,0.1169977112440392,0.1021522576402898,0.2583841507051681,15.0
paired_severity,mild,RAW,rrmse_spectral,0.1266420292570108,0.0875831739977002,0.0770421824037413,0.1886168044904488,15.0
paired_severity,mild,RAW,correlation,0.9703868936262432,0.9899954348802568,0.9451958751115532,0.9886935171813718,15.0
paired_severity,mild,RAW,snr_improvement,0.0,0.0,0.0,0.0,15.0
paired_severity,mild,RAW,artifact_rmse,0.2411797571646433,0.1707585100084543,0.1655898148827476,0.325310358876392,15.0
paired_severity,mild,RAW,artifact_rrmse,1.0,1.0,1.0,1.0,15.0
paired_severity,mild,RAW,artifact_correlation,0.0,0.0,0.0,0.0,15.0
paired_severity,mild,RAW,clean_output_rms_ratio,1.037388884690073,1.0071417838335035,1.0082982733649395,1.0812270757388027,15.0
paired_severity,mild,RAW,observation_change_ratio,0.0,0.0,0.0,0.0,15.0
paired_severity,mild,RAW,output_input_rms,1.0,1.0,1.0,1.0,15.0
paired_severity,medium,RAW,rrmse_temporal,0.9180727021556064,0.2904436871409416,0.2862909782535844,2.026735320554693,15.0
paired_severity,medium,RAW,rrmse_spectral,0.2866616124939912,0.1881816070526838,0.1793683884003336,0.4475502753469627,15.0
paired_severity,medium,RAW,correlation,0.8907763818119254,0.9371337771415712,0.8164217520075896,0.9422091807181402,15.0
paired_severity,medium,RAW,snr_improvement,0.0,0.0,0.0,0.0,15.0
paired_severity,medium,RAW,artifact_rmse,0.9450867324277126,0.4208077164366841,0.381697997679589,1.9393074636475955,15.0
paired_severity,medium,RAW,artifact_rrmse,1.0,1.0,1.0,1.0,15.0
paired_severity,medium,RAW,artifact_correlation,0.0,0.0,0.0,0.0,15.0
paired_severity,medium,RAW,clean_output_rms_ratio,1.6416360850939673,1.0799371480941773,1.0654723490552298,2.6902162859846674,15.0
paired_severity,medium,RAW,observation_change_ratio,0.0,0.0,0.0,0.0,15.0
paired_severity,medium,RAW,output_input_rms,1.0,1.0,1.0,1.0,15.0
paired_severity,severe,RAW,rrmse_temporal,0.9992065800282924,0.5741965174674988,0.5243193526536832,1.6289267276804371,15.0
paired_severity,severe,RAW,rrmse_spectral,0.3578424747287734,0.3594704071680705,0.2689010303652742,0.4536968909732863,15.0
paired_severity,severe,RAW,correlation,0.8261329435143205,0.8604576289653778,0.7728709861569935,0.8743724632834395,15.0
paired_severity,severe,RAW,snr_improvement,0.0,0.0,0.0,0.0,15.0
paired_severity,severe,RAW,artifact_rmse,1.3289004152619015,0.8449573119481405,0.7071814040298028,2.1287544291096703,15.0
paired_severity,severe,RAW,artifact_rrmse,1.0,1.0,1.0,1.0,15.0
paired_severity,severe,RAW,artifact_correlation,0.0,0.0,0.0,0.0,15.0
paired_severity,severe,RAW,clean_output_rms_ratio,1.6589260345571255,1.1976715723673503,1.2190060015292394,2.250050555507894,15.0
paired_severity,severe,RAW,observation_change_ratio,0.0,0.0,0.0,0.0,15.0
paired_severity,severe,RAW,output_input_rms,1.0,1.0,1.0,1.0,15.0
paired_severity,mild,SHUFFLED,rrmse_temporal,0.1627635701144454,0.1033117443323135,0.1006125776635922,0.2460345699008062,15.0
paired_severity,mild,SHUFFLED,rrmse_spectral,0.1180860518568771,0.0783876813948154,0.0740918392754651,0.1787244265993429,15.0
paired_severity,mild,SHUFFLED,correlation,0.9734333184881816,0.9893038749694824,0.9490404682268224,0.9900979307946703,15.0
paired_severity,mild,SHUFFLED,snr_improvement,-0.2718603891365799,0.4242009557783603,-1.625802163422486,0.7229525610598242,15.0
paired_severity,mild,SHUFFLED,artifact_rmse,0.2387859286350154,0.1910413345322013,0.1728748812909193,0.3143965771194281,15.0
paired_severity,mild,SHUFFLED,artifact_rrmse,1.1362642623318566,0.9586997628211976,0.9518967491371764,1.390440104463034,15.0
paired_severity,mild,SHUFFLED,artifact_correlation,0.2963706713495775,0.3079836517572403,0.2334839529891679,0.3572498554417654,15.0
paired_severity,mild,SHUFFLED,clean_output_rms_ratio,1.0265435724504408,1.0045077800750732,0.999759417710796,1.0698772930964116,15.0
paired_severity,mild,SHUFFLED,observation_change_ratio,0.0931689095386259,0.0829086806625127,0.0628985133546225,0.1364882691398831,15.0
