recipient,date_stratum,fold,state,run,family,match_candidates,pop_bank_candidates,pop_bank_owners,support_patch_count,support_time_coverage_seconds,query_patch_count,query_time_coverage_seconds,annotation_groups,annotation_rows,mapped_channel_names,failed_channel_names,mean_mask_channels,mean_mask_time_fraction,empty_masks,wrong_donor,wrong_candidates
2,multi-date,4,open_base,4,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,18,16
2,multi-date,4,open_base,4,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,21,16
2,multi-date,4,open_base,4,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,22,16
2,multi-date,4,open_base,4,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,26,16
2,multi-date,4,open_base,4,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,29,16
2,multi-date,4,open_base,4,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,30,16
2,multi-date,4,open_base,4,tongue,16,192,12,16,32.0,4,8.0,35,505,505,,14.428571428571429,0.36022857142857145,0,1,16
2,multi-date,4,open_base,4,tongue,16,192,12,16,32.0,4,8.0,35,505,505,,14.428571428571429,0.36022857142857145,0,5,16
2,multi-date,4,open_base,4,tongue,16,192,12,16,32.0,4,8.0,35,505,505,,14.428571428571429,0.36022857142857145,0,8,16
2,multi-date,4,open_base,4,tongue,16,192,12,16,32.0,4,8.0,35,505,505,,14.428571428571429,0.36022857142857145,0,13,16
2,multi-date,4,open_base,4,tongue,16,192,12,16,32.0,4,8.0,35,505,505,,14.428571428571429,0.36022857142857145,0,14,16
2,multi-date,4,open_base,4,tongue,16,192,12,16,32.0,4,8.0,35,505,505,,14.428571428571429,0.36022857142857145,0,16,16
2,multi-date,4,open_base,4,tongue,16,192,12,16,32.0,4,8.0,35,505,505,,14.428571428571429,0.36022857142857145,0,18,16
2,multi-date,4,open_base,4,tongue,16,192,12,16,32.0,4,8.0,35,505,505,,14.428571428571429,0.36022857142857145,0,21,16
2,multi-date,4,open_base,4,tongue,16,192,12,16,32.0,4,8.0,35,505,505,,14.428571428571429,0.36022857142857145,0,22,16
2,multi-date,4,open_base,4,tongue,16,192,12,16,32.0,4,8.0,35,505,505,,14.428571428571429,0.36022857142857145,0,26,16
2,multi-date,4,open_base,4,tongue,16,192,12,16,32.0,4,8.0,35,505,505,,14.428571428571429,0.36022857142857145,0,29,16
2,multi-date,4,open_base,4,tongue,16,192,12,16,32.0,4,8.0,35,505,505,,14.428571428571429,0.36022857142857145,0,30,16
2,multi-date,4,open_base,4,swallowing,16,192,12,16,32.0,4,8.0,6,131,131,,21.833333333333332,0.5,0,1,16
2,multi-date,4,open_base,4,swallowing,16,192,12,16,32.0,4,8.0,6,131,131,,21.833333333333332,0.5,0,5,16
2,multi-date,4,open_base,4,swallowing,16,192,12,16,32.0,4,8.0,6,131,131,,21.833333333333332,0.5,0,8,16
2,multi-date,4,open_base,4,swallowing,16,192,12,16,32.0,4,8.0,6,131,131,,21.833333333333332,0.5,0,13,16
2,multi-date,4,open_base,4,swallowing,16,192,12,16,32.0,4,8.0,6,131,131,,21.833333333333332,0.5,0,14,16
2,multi-date,4,open_base,4,swallowing,16,192,12,16,32.0,4,8.0,6,131,131,,21.833333333333332,0.5,0,16,16
2,multi-date,4,open_base,4,swallowing,16,192,12,16,32.0,4,8.0,6,131,131,,21.833333333333332,0.5,0,18,16
2,multi-date,4,open_base,4,swallowing,16,192,12,16,32.0,4,8.0,6,131,131,,21.833333333333332,0.5,0,21,16
2,multi-date,4,open_base,4,swallowing,16,192,12,16,32.0,4,8.0,6,131,131,,21.833333333333332,0.5,0,22,16
2,multi-date,4,open_base,4,swallowing,16,192,12,16,32.0,4,8.0,6,131,131,,21.833333333333332,0.5,0,26,16
2,multi-date,4,open_base,4,swallowing,16,192,12,16,32.0,4,8.0,6,131,131,,21.833333333333332,0.5,0,29,16
2,multi-date,4,open_base,4,swallowing,16,192,12,16,32.0,4,8.0,6,131,131,,21.833333333333332,0.5,0,30,16
2,multi-date,4,open_base,4,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,1,16
2,multi-date,4,open_base,4,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,5,16
2,multi-date,4,open_base,4,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,8,16
2,multi-date,4,open_base,4,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,13,16
2,multi-date,4,open_base,4,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,14,16
2,multi-date,4,open_base,4,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,16,16
2,multi-date,4,open_base,4,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,18,16
2,multi-date,4,open_base,4,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,21,16
2,multi-date,4,open_base,4,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,22,16
2,multi-date,4,open_base,4,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,26,16
2,multi-date,4,open_base,4,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,29,16
2,multi-date,4,open_base,4,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,30,16
2,multi-date,4,open_base,5,head_motion,16,192,12,16,32.0,4,8.0,18,286,286,,15.88888888888889,0.44488888888888883,0,1,16
2,multi-date,4,open_base,5,head_motion,16,192,12,16,32.0,4,8.0,18,286,286,,15.88888888888889,0.44488888888888883,0,5,16
2,multi-date,4,open_base,5,head_motion,16,192,12,16,32.0,4,8.0,18,286,286,,15.88888888888889,0.44488888888888883,0,8,16
2,multi-date,4,open_base,5,head_motion,16,192,12,16,32.0,4,8.0,18,286,286,,15.88888888888889,0.44488888888888883,0,13,16
2,multi-date,4,open_base,5,head_motion,16,192,12,16,32.0,4,8.0,18,286,286,,15.88888888888889,0.44488888888888883,0,14,16
2,multi-date,4,open_base,5,head_motion,16,192,12,16,32.0,4,8.0,18,286,286,,15.88888888888889,0.44488888888888883,0,16,16
2,multi-date,4,open_base,5,head_motion,16,192,12,16,32.0,4,8.0,18,286,286,,15.88888888888889,0.44488888888888883,0,18,16
2,multi-date,4,open_base,5,head_motion,16,192,12,16,32.0,4,8.0,18,286,286,,15.88888888888889,0.44488888888888883,0,21,16
2,multi-date,4,open_base,5,head_motion,16,192,12,16,32.0,4,8.0,18,286,286,,15.88888888888889,0.44488888888888883,0,22,16
2,multi-date,4,open_base,5,head_motion,16,192,12,16,32.0,4,8.0,18,286,286,,15.88888888888889,0.44488888888888883,0,26,16
2,multi-date,4,open_base,5,head_motion,16,192,12,16,32.0,4,8.0,18,286,286,,15.88888888888889,0.44488888888888883,0,29,16
2,multi-date,4,open_base,5,head_motion,16,192,12,16,32.0,4,8.0,18,286,286,,15.88888888888889,0.44488888888888883,0,30,16
2,multi-date,4,open_base,5,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,1,16
2,multi-date,4,open_base,5,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,5,16
2,multi-date,4,open_base,5,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,8,16
2,multi-date,4,open_base,5,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,13,16
2,multi-date,4,open_base,5,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,14,16
2,multi-date,4,open_base,5,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,16,16
2,multi-date,4,open_base,5,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,18,16
2,multi-date,4,open_base,5,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,21,16
2,multi-date,4,open_base,5,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,22,16
2,multi-date,4,open_base,5,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,26,16
2,multi-date,4,open_base,5,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,29,16
2,multi-date,4,open_base,5,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,30,16
2,multi-date,4,open_base,5,tongue,16,192,12,16,32.0,4,8.0,2,8,8,,4.0,0.31,0,1,16
2,multi-date,4,open_base,5,tongue,16,192,12,16,32.0,4,8.0,2,8,8,,4.0,0.31,0,5,16
2,multi-date,4,open_base,5,tongue,16,192,12,16,32.0,4,8.0,2,8,8,,4.0,0.31,0,8,16
2,multi-date,4,open_base,5,tongue,16,192,12,16,32.0,4,8.0,2,8,8,,4.0,0.31,0,13,16
2,multi-date,4,open_base,5,tongue,16,192,12,16,32.0,4,8.0,2,8,8,,4.0,0.31,0,14,16
2,multi-date,4,open_base,5,tongue,16,192,12,16,32.0,4,8.0,2,8,8,,4.0,0.31,0,16,16
2,multi-date,4,open_base,5,tongue,16,192,12,16,32.0,4,8.0,2,8,8,,4.0,0.31,0,18,16
2,multi-date,4,open_base,5,tongue,16,192,12,16,32.0,4,8.0,2,8,8,,4.0,0.31,0,21,16
2,multi-date,4,open_base,5,tongue,16,192,12,16,32.0,4,8.0,2,8,8,,4.0,0.31,0,22,16
2,multi-date,4,open_base,5,tongue,16,192,12,16,32.0,4,8.0,2,8,8,,4.0,0.31,0,26,16
2,multi-date,4,open_base,5,tongue,16,192,12,16,32.0,4,8.0,2,8,8,,4.0,0.31,0,29,16
2,multi-date,4,open_base,5,tongue,16,192,12,16,32.0,4,8.0,2,8,8,,4.0,0.31,0,30,16
2,multi-date,4,open_base,5,swallowing,16,192,12,16,32.0,4,8.0,1,16,16,,16.0,0.5,0,1,16
2,multi-date,4,open_base,5,swallowing,16,192,12,16,32.0,4,8.0,1,16,16,,16.0,0.5,0,5,16
2,multi-date,4,open_base,5,swallowing,16,192,12,16,32.0,4,8.0,1,16,16,,16.0,0.5,0,8,16
2,multi-date,4,open_base,5,swallowing,16,192,12,16,32.0,4,8.0,1,16,16,,16.0,0.5,0,13,16
2,multi-date,4,open_base,5,swallowing,16,192,12,16,32.0,4,8.0,1,16,16,,16.0,0.5,0,14,16
2,multi-date,4,open_base,5,swallowing,16,192,12,16,32.0,4,8.0,1,16,16,,16.0,0.5,0,16,16
2,multi-date,4,open_base,5,swallowing,16,192,12,16,32.0,4,8.0,1,16,16,,16.0,0.5,0,18,16
2,multi-date,4,open_base,5,swallowing,16,192,12,16,32.0,4,8.0,1,16,16,,16.0,0.5,0,21,16
2,multi-date,4,open_base,5,swallowing,16,192,12,16,32.0,4,8.0,1,16,16,,16.0,0.5,0,22,16
2,multi-date,4,open_base,5,swallowing,16,192,12,16,32.0,4,8.0,1,16,16,,16.0,0.5,0,26,16
2,multi-date,4,open_base,5,swallowing,16,192,12,16,32.0,4,8.0,1,16,16,,16.0,0.5,0,29,16
2,multi-date,4,open_base,5,swallowing,16,192,12,16,32.0,4,8.0,1,16,16,,16.0,0.5,0,30,16
2,multi-date,4,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,1,16
2,multi-date,4,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,5,16
2,multi-date,4,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,8,16
2,multi-date,4,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,13,16
2,multi-date,4,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,14,16
2,multi-date,4,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,16,16
2,multi-date,4,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,18,16
2,multi-date,4,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,21,16
2,multi-date,4,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,22,16
2,multi-date,4,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,26,16
2,multi-date,4,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,29,16
2,multi-date,4,open_base,5,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,30,16
2,multi-date,4,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,16,298,298,,18.625,0.47,0,1,16
2,multi-date,4,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,16,298,298,,18.625,0.47,0,5,16
2,multi-date,4,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,16,298,298,,18.625,0.47,0,8,16
2,multi-date,4,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,16,298,298,,18.625,0.47,0,13,16
2,multi-date,4,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,16,298,298,,18.625,0.47,0,14,16
2,multi-date,4,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,16,298,298,,18.625,0.47,0,16,16
2,multi-date,4,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,16,298,298,,18.625,0.47,0,18,16
2,multi-date,4,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,16,298,298,,18.625,0.47,0,21,16
2,multi-date,4,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,16,298,298,,18.625,0.47,0,22,16
2,multi-date,4,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,16,298,298,,18.625,0.47,0,26,16
2,multi-date,4,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,16,298,298,,18.625,0.47,0,29,16
2,multi-date,4,open_base,6,head_motion,16,192,12,16,32.0,4,8.0,16,298,298,,18.625,0.47,0,30,16
2,multi-date,4,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,1,16
2,multi-date,4,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,5,16
2,multi-date,4,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,8,16
2,multi-date,4,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,13,16
2,multi-date,4,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,14,16
2,multi-date,4,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,16,16
2,multi-date,4,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,18,16
2,multi-date,4,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,21,16
2,multi-date,4,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,22,16
2,multi-date,4,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,26,16
2,multi-date,4,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,29,16
2,multi-date,4,open_base,6,chewing,16,192,12,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,30,16
2,multi-date,4,open_base,6,tongue,16,192,12,16,32.0,4,8.0,22,192,192,,8.727272727272727,0.4358181818181819,0,1,16
2,multi-date,4,open_base,6,tongue,16,192,12,16,32.0,4,8.0,22,192,192,,8.727272727272727,0.4358181818181819,0,5,16
2,multi-date,4,open_base,6,tongue,16,192,12,16,32.0,4,8.0,22,192,192,,8.727272727272727,0.4358181818181819,0,8,16
2,multi-date,4,open_base,6,tongue,16,192,12,16,32.0,4,8.0,22,192,192,,8.727272727272727,0.4358181818181819,0,13,16
2,multi-date,4,open_base,6,tongue,16,192,12,16,32.0,4,8.0,22,192,192,,8.727272727272727,0.4358181818181819,0,14,16
2,multi-date,4,open_base,6,tongue,16,192,12,16,32.0,4,8.0,22,192,192,,8.727272727272727,0.4358181818181819,0,16,16
2,multi-date,4,open_base,6,tongue,16,192,12,16,32.0,4,8.0,22,192,192,,8.727272727272727,0.4358181818181819,0,18,16
2,multi-date,4,open_base,6,tongue,16,192,12,16,32.0,4,8.0,22,192,192,,8.727272727272727,0.4358181818181819,0,21,16
2,multi-date,4,open_base,6,tongue,16,192,12,16,32.0,4,8.0,22,192,192,,8.727272727272727,0.4358181818181819,0,22,16
2,multi-date,4,open_base,6,tongue,16,192,12,16,32.0,4,8.0,22,192,192,,8.727272727272727,0.4358181818181819,0,26,16
2,multi-date,4,open_base,6,tongue,16,192,12,16,32.0,4,8.0,22,192,192,,8.727272727272727,0.4358181818181819,0,29,16
2,multi-date,4,open_base,6,tongue,16,192,12,16,32.0,4,8.0,22,192,192,,8.727272727272727,0.4358181818181819,0,30,16
2,multi-date,4,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,2,34,34,,17.0,0.5,0,1,16
2,multi-date,4,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,2,34,34,,17.0,0.5,0,5,16
2,multi-date,4,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,2,34,34,,17.0,0.5,0,8,16
2,multi-date,4,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,2,34,34,,17.0,0.5,0,13,16
2,multi-date,4,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,2,34,34,,17.0,0.5,0,14,16
2,multi-date,4,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,2,34,34,,17.0,0.5,0,16,16
2,multi-date,4,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,2,34,34,,17.0,0.5,0,18,16
2,multi-date,4,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,2,34,34,,17.0,0.5,0,21,16
2,multi-date,4,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,2,34,34,,17.0,0.5,0,22,16
2,multi-date,4,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,2,34,34,,17.0,0.5,0,26,16
2,multi-date,4,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,2,34,34,,17.0,0.5,0,29,16
2,multi-date,4,open_base,6,swallowing,16,192,12,16,32.0,4,8.0,2,34,34,,17.0,0.5,0,30,16
2,multi-date,4,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,1,16
2,multi-date,4,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,5,16
2,multi-date,4,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,8,16
2,multi-date,4,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,13,16
2,multi-date,4,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,14,16
2,multi-date,4,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,16,16
2,multi-date,4,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,18,16
2,multi-date,4,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,21,16
2,multi-date,4,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,22,16
2,multi-date,4,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,26,16
2,multi-date,4,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,29,16
2,multi-date,4,open_base,6,facial_emg,16,192,12,16,32.0,4,8.0,2,28,28,,14.0,0.5,0,30,16
2,multi-date,4,close_base,2,head_motion,16,144,9,16,32.0,4,8.0,19,279,279,,14.68421052631579,0.42778947368421055,0,1,16
2,multi-date,4,close_base,2,head_motion,16,144,9,16,32.0,4,8.0,19,279,279,,14.68421052631579,0.42778947368421055,0,8,16
2,multi-date,4,close_base,2,head_motion,16,144,9,16,32.0,4,8.0,19,279,279,,14.68421052631579,0.42778947368421055,0,13,16
2,multi-date,4,close_base,2,head_motion,16,144,9,16,32.0,4,8.0,19,279,279,,14.68421052631579,0.42778947368421055,0,16,16
2,multi-date,4,close_base,2,head_motion,16,144,9,16,32.0,4,8.0,19,279,279,,14.68421052631579,0.42778947368421055,0,18,16
2,multi-date,4,close_base,2,head_motion,16,144,9,16,32.0,4,8.0,19,279,279,,14.68421052631579,0.42778947368421055,0,20,16
2,multi-date,4,close_base,2,head_motion,16,144,9,16,32.0,4,8.0,19,279,279,,14.68421052631579,0.42778947368421055,0,21,16
2,multi-date,4,close_base,2,head_motion,16,144,9,16,32.0,4,8.0,19,279,279,,14.68421052631579,0.42778947368421055,0,22,16
2,multi-date,4,close_base,2,head_motion,16,144,9,16,32.0,4,8.0,19,279,279,,14.68421052631579,0.42778947368421055,0,26,16
2,multi-date,4,close_base,2,chewing,16,144,9,16,32.0,4,8.0,3,3,3,,34.0,0.5,0,1,16
2,multi-date,4,close_base,2,chewing,16,144,9,16,32.0,4,8.0,3,3,3,,34.0,0.5,0,8,16
2,multi-date,4,close_base,2,chewing,16,144,9,16,32.0,4,8.0,3,3,3,,34.0,0.5,0,13,16
2,multi-date,4,close_base,2,chewing,16,144,9,16,32.0,4,8.0,3,3,3,,34.0,0.5,0,16,16
2,multi-date,4,close_base,2,chewing,16,144,9,16,32.0,4,8.0,3,3,3,,34.0,0.5,0,18,16
2,multi-date,4,close_base,2,chewing,16,144,9,16,32.0,4,8.0,3,3,3,,34.0,0.5,0,20,16
2,multi-date,4,close_base,2,chewing,16,144,9,16,32.0,4,8.0,3,3,3,,34.0,0.5,0,21,16
2,multi-date,4,close_base,2,chewing,16,144,9,16,32.0,4,8.0,3,3,3,,34.0,0.5,0,22,16
2,multi-date,4,close_base,2,chewing,16,144,9,16,32.0,4,8.0,3,3,3,,34.0,0.5,0,26,16
2,multi-date,4,close_base,2,tongue,16,144,9,16,32.0,4,8.0,33,391,391,,11.848484848484848,0.37624242424242427,0,1,16
2,multi-date,4,close_base,2,tongue,16,144,9,16,32.0,4,8.0,33,391,391,,11.848484848484848,0.37624242424242427,0,8,16
2,multi-date,4,close_base,2,tongue,16,144,9,16,32.0,4,8.0,33,391,391,,11.848484848484848,0.37624242424242427,0,13,16
2,multi-date,4,close_base,2,tongue,16,144,9,16,32.0,4,8.0,33,391,391,,11.848484848484848,0.37624242424242427,0,16,16
2,multi-date,4,close_base,2,tongue,16,144,9,16,32.0,4,8.0,33,391,391,,11.848484848484848,0.37624242424242427,0,18,16
2,multi-date,4,close_base,2,tongue,16,144,9,16,32.0,4,8.0,33,391,391,,11.848484848484848,0.37624242424242427,0,20,16
2,multi-date,4,close_base,2,tongue,16,144,9,16,32.0,4,8.0,33,391,391,,11.848484848484848,0.37624242424242427,0,21,16
2,multi-date,4,close_base,2,tongue,16,144,9,16,32.0,4,8.0,33,391,391,,11.848484848484848,0.37624242424242427,0,22,16
2,multi-date,4,close_base,2,tongue,16,144,9,16,32.0,4,8.0,33,391,391,,11.848484848484848,0.37624242424242427,0,26,16
2,multi-date,4,close_base,2,swallowing,16,144,9,16,32.0,4,8.0,6,120,120,,20.0,0.5,0,1,16
2,multi-date,4,close_base,2,swallowing,16,144,9,16,32.0,4,8.0,6,120,120,,20.0,0.5,0,8,16
2,multi-date,4,close_base,2,swallowing,16,144,9,16,32.0,4,8.0,6,120,120,,20.0,0.5,0,13,16
2,multi-date,4,close_base,2,swallowing,16,144,9,16,32.0,4,8.0,6,120,120,,20.0,0.5,0,16,16
2,multi-date,4,close_base,2,swallowing,16,144,9,16,32.0,4,8.0,6,120,120,,20.0,0.5,0,18,16
2,multi-date,4,close_base,2,swallowing,16,144,9,16,32.0,4,8.0,6,120,120,,20.0,0.5,0,20,16
2,multi-date,4,close_base,2,swallowing,16,144,9,16,32.0,4,8.0,6,120,120,,20.0,0.5,0,21,16
2,multi-date,4,close_base,2,swallowing,16,144,9,16,32.0,4,8.0,6,120,120,,20.0,0.5,0,22,16
2,multi-date,4,close_base,2,swallowing,16,144,9,16,32.0,4,8.0,6,120,120,,20.0,0.5,0,26,16
2,multi-date,4,close_base,2,facial_emg,16,144,9,16,32.0,4,8.0,2,32,32,,16.0,0.5,0,1,16
2,multi-date,4,close_base,2,facial_emg,16,144,9,16,32.0,4,8.0,2,32,32,,16.0,0.5,0,8,16
2,multi-date,4,close_base,2,facial_emg,16,144,9,16,32.0,4,8.0,2,32,32,,16.0,0.5,0,13,16
2,multi-date,4,close_base,2,facial_emg,16,144,9,16,32.0,4,8.0,2,32,32,,16.0,0.5,0,16,16
2,multi-date,4,close_base,2,facial_emg,16,144,9,16,32.0,4,8.0,2,32,32,,16.0,0.5,0,18,16
2,multi-date,4,close_base,2,facial_emg,16,144,9,16,32.0,4,8.0,2,32,32,,16.0,0.5,0,20,16
2,multi-date,4,close_base,2,facial_emg,16,144,9,16,32.0,4,8.0,2,32,32,,16.0,0.5,0,21,16
2,multi-date,4,close_base,2,facial_emg,16,144,9,16,32.0,4,8.0,2,32,32,,16.0,0.5,0,22,16
2,multi-date,4,close_base,2,facial_emg,16,144,9,16,32.0,4,8.0,2,32,32,,16.0,0.5,0,26,16
2,multi-date,4,close_base,3,head_motion,16,144,9,16,32.0,4,8.0,19,296,296,,15.578947368421053,0.42484210526315785,0,1,16
2,multi-date,4,close_base,3,head_motion,16,144,9,16,32.0,4,8.0,19,296,296,,15.578947368421053,0.42484210526315785,0,8,16
2,multi-date,4,close_base,3,head_motion,16,144,9,16,32.0,4,8.0,19,296,296,,15.578947368421053,0.42484210526315785,0,13,16
2,multi-date,4,close_base,3,head_motion,16,144,9,16,32.0,4,8.0,19,296,296,,15.578947368421053,0.42484210526315785,0,16,16
2,multi-date,4,close_base,3,head_motion,16,144,9,16,32.0,4,8.0,19,296,296,,15.578947368421053,0.42484210526315785,0,18,16
2,multi-date,4,close_base,3,head_motion,16,144,9,16,32.0,4,8.0,19,296,296,,15.578947368421053,0.42484210526315785,0,20,16
2,multi-date,4,close_base,3,head_motion,16,144,9,16,32.0,4,8.0,19,296,296,,15.578947368421053,0.42484210526315785,0,21,16
2,multi-date,4,close_base,3,head_motion,16,144,9,16,32.0,4,8.0,19,296,296,,15.578947368421053,0.42484210526315785,0,22,16
2,multi-date,4,close_base,3,head_motion,16,144,9,16,32.0,4,8.0,19,296,296,,15.578947368421053,0.42484210526315785,0,26,16
2,multi-date,4,close_base,3,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,1,16
2,multi-date,4,close_base,3,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,8,16
2,multi-date,4,close_base,3,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,13,16
2,multi-date,4,close_base,3,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,16,16
2,multi-date,4,close_base,3,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,18,16
2,multi-date,4,close_base,3,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,20,16
2,multi-date,4,close_base,3,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,21,16
2,multi-date,4,close_base,3,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,22,16
2,multi-date,4,close_base,3,chewing,16,144,9,16,32.0,4,8.0,2,2,2,,34.0,0.5,0,26,16
