fold,lambda_a,lambda_y,method,mode,natural_covariance_distortion,natural_preservation,natural_psd_distortion,natural_remaining_ratio,paired_clean_rrmse,spatial_only,stage
0,1,0,CALIB_ENERGY_DET_MATCH,final_only,0.16450555264441427,0.8612637966737869,0.3251577177240203,0.804081444007655,2.2415711881476454,0,A
0,1,0,CALIB_ENERGY_SDEDIT_MATCH,final_only,0.15590781013946567,0.8672112265194301,0.3158626369743918,0.8388495442147056,2.241570980482114,0,A
0,1,0.5,CALIB_ENERGY_DET_MATCH,final_only,0.1360726839419384,0.8878143297915813,0.26835019545978867,0.8172349150603017,2.235941390817364,0,A
0,1,0.5,CALIB_ENERGY_SDEDIT_MATCH,final_only,0.1287111247596914,0.8926306223850892,0.2607116073098344,0.8479913100600243,2.236840683229578,0,A
0,1,2,CALIB_ENERGY_DET_MATCH,final_only,0.0903267351025796,0.9279736978157113,0.17856549721909687,0.8523981248339018,2.2382079747427874,0,A
0,1,2,CALIB_ENERGY_SDEDIT_MATCH,final_only,0.08522180631586605,0.9310626855343193,0.17371981391139948,0.8755019754171371,2.239950710150879,0,A
0,1,8,CALIB_ENERGY_DET_MATCH,final_only,0.04000078995653914,0.9689475395674284,0.08443608414381742,0.9129417824248472,2.2527682629491514,0,A
0,1,8,CALIB_ENERGY_SDEDIT_MATCH,final_only,0.03771266435107277,0.9702496003847045,0.08269282130640931,0.9266678101072708,2.2547488877510964,0,A
0,0,8,CALIB_ENERGY_DET_MATCH,final_only,0.023789328085306604,0.9815320463088332,0.05402782769912543,0.9405787612001101,2.2601612699897182,0,B
0,0,8,CALIB_ENERGY_SDEDIT_MATCH,final_only,0.021633082643728537,0.9823000946671527,0.05399767307487006,0.9634250526626905,2.2644092127933013,0,B
0,1,8,CALIB_ENERGY_DET_MATCH,final_only,0.04000078995653914,0.9689475395674284,0.08443608414381742,0.9129417824248472,2.2527682629491514,0,B
0,1,8,CALIB_ENERGY_SDEDIT_MATCH,final_only,0.03771266435107277,0.9702496003847045,0.08269282130640931,0.9266678101072708,2.2547488877510964,0,B
0,4,8,CALIB_ENERGY_DET_MATCH,final_only,0.07160126090831251,0.9435849390890022,0.14321844275885573,0.8717908300459385,2.2423021382225365,0,B
0,4,8,CALIB_ENERGY_SDEDIT_MATCH,final_only,0.06979459524798798,0.944835295418064,0.14106730204851678,0.878956905255715,2.242923368602836,0,B
0,1,8,CALIB_ENERGY_DET_MATCH,final_only,0.04000078995653914,0.9689475395674284,0.08443608414381742,0.9129417824248472,2.2527682629491514,0,C
0,1,8,CALIB_ENERGY_SDEDIT_MATCH,final_only,0.03771266435107277,0.9702496003847045,0.08269282130640931,0.9266678101072708,2.2547488877510964,0,C
0,1,8,CALIB_ENERGY_DET_MATCH,stepwise,0.04000078995653914,0.9689475395674284,0.08443608414381742,0.9129417824248472,2.2527682629491514,0,C
0,1,8,CALIB_ENERGY_SDEDIT_MATCH,stepwise,0.03245392137144973,0.974582238328973,0.0760570148510548,0.951017215847969,2.258060507592745,0,C
0,1,8,CALIB_ENERGY_DET_MATCH,final_only,0.10874236165752833,0.9041182471555658,0.2080707928398624,0.8640462215989828,2.264448825037107,1,D
0,1,8,CALIB_ENERGY_SDEDIT_MATCH,final_only,0.10180393879066492,0.9094591509310703,0.2015245947210739,0.8816139437258244,2.264088583450454,1,D
