auprc,auroc,coverage,dataset,exact_cell,infeasible_action,label_prevalence,route,score_finite_rate,score_q01,score_q50,score_q99,selected_safe_benefit_rate,status,threshold_calibration,unit_id,wrong_support_coverage,wrong_support_selected_safe_benefit_rate
0.9379251700680272,0.8928571428571429,0.6363636363636364,klados,19ch_native_linked_mastoid_256hz,abstain_to_POP,0.6363636363636364,M0,1.0,0.03282804821906382,0.6772888719312592,0.7408567253515811,0.8571428571428571,success_LOO_unit_weighted,training_unit_mean_achieved_coverage,sim37,0.6363636363636364,0.8571428571428571
0.859750566893424,0.7857142857142857,0.6363636363636364,klados,19ch_native_linked_mastoid_256hz,abstain_to_POP,0.6363636363636364,M1,1.0,0.045389017106957856,0.6836323116019424,0.7836879336108825,0.8571428571428571,success_LOO_unit_weighted,training_unit_mean_achieved_coverage,sim37,0.6363636363636364,0.8571428571428571
0.65,0.6,0.5555555555555556,klados,19ch_native_linked_mastoid_256hz,abstain_to_POP,0.4444444444444444,M0,1.0,0.2249387593186837,0.6376912111509374,0.8950031379463349,0.6,success_LOO_unit_weighted,training_unit_mean_achieved_coverage,sim38,0.5555555555555556,0.6
0.65,0.6,0.5555555555555556,klados,19ch_native_linked_mastoid_256hz,abstain_to_POP,0.4444444444444444,M1,1.0,0.292793519658931,0.5718307414990821,0.8457771389575945,0.6,success_LOO_unit_weighted,training_unit_mean_achieved_coverage,sim38,0.5555555555555556,0.6
0.6595238095238095,0.65,0.7777777777777778,klados,19ch_native_linked_mastoid_256hz,abstain_to_POP,0.5555555555555556,M0,1.0,0.17017067663280294,0.6265018358848745,0.9760889260166925,0.7142857142857143,success_LOO_unit_weighted,training_unit_mean_achieved_coverage,sim39,0.8888888888888888,0.625
0.7595238095238095,0.7,0.7777777777777778,klados,19ch_native_linked_mastoid_256hz,abstain_to_POP,0.5555555555555556,M1,1.0,0.14948734482216347,0.595597704442972,0.9816231188492126,0.7142857142857143,success_LOO_unit_weighted,training_unit_mean_achieved_coverage,sim39,0.7777777777777778,0.7142857142857143
0.7180555555555554,0.5416666666666666,0.9,klados,19ch_native_linked_mastoid_256hz,abstain_to_POP,0.6,M0,1.0,0.22767218070152925,0.5706726179547449,0.850306556166146,0.5555555555555556,success_LOO_unit_weighted,training_unit_mean_achieved_coverage,sim40,0.5,0.6
0.7180555555555554,0.5416666666666666,0.9,klados,19ch_native_linked_mastoid_256hz,abstain_to_POP,0.6,M1,1.0,0.19364602818891255,0.5264843312024581,0.8614972966657639,0.5555555555555556,success_LOO_unit_weighted,training_unit_mean_achieved_coverage,sim40,0.5,0.6
0.8666666666666667,0.9047619047619048,0.5,klados,19ch_native_linked_mastoid_256hz,abstain_to_POP,0.3,M0,1.0,-0.01960845064602498,0.5004034048955015,0.6863786863975707,0.6,success_LOO_unit_weighted,training_unit_mean_achieved_coverage,sim41,0.6,0.5
0.8095238095238094,0.8095238095238095,0.6,klados,19ch_native_linked_mastoid_256hz,abstain_to_POP,0.3,M1,1.0,0.09754912885641598,0.5246484955812794,0.67655350522506,0.3333333333333333,success_LOO_unit_weighted,training_unit_mean_achieved_coverage,sim41,0.8,0.375
0.7688492063492064,0.5833333333333334,0.4,klados,19ch_native_linked_mastoid_256hz,abstain_to_POP,0.6,M0,1.0,0.031258218851078774,0.4248990849440266,0.6269022882766594,0.75,success_LOO_unit_weighted,training_unit_mean_achieved_coverage,sim42,0.3,0.6666666666666666
0.7132936507936508,0.5416666666666666,0.5,klados,19ch_native_linked_mastoid_256hz,abstain_to_POP,0.6,M1,1.0,-0.04296461528326744,0.47363240370760007,0.68421453139522,0.6,success_LOO_unit_weighted,training_unit_mean_achieved_coverage,sim42,0.5,0.6
0.9666666666666666,0.95,0.6666666666666666,klados,19ch_native_linked_mastoid_256hz,abstain_to_POP,0.5555555555555556,M0,1.0,0.2461796182540368,0.6728351855565737,0.7735662930842931,0.8333333333333334,success_LOO_unit_weighted,training_unit_mean_achieved_coverage,sim43,0.6666666666666666,0.8333333333333334
