exact_cell,mean_effect,metric,participant_stem_count
study01|layout_01|200.0,0.16668206701937066,eog_remaining_utility,4
study02|layout_02|200.0,0.10640418416155223,eog_remaining_utility,15
study03|layout_03|200.0,-0.027422037905202635,eog_remaining_utility,10
study04|layout_04|100.0,0.03331249098950031,eog_remaining_utility,15
study05|layout_05|256.0,0.02631760569999482,eog_remaining_utility,12
study01|layout_01|200.0,-0.03472932274162045,eog_coherence_utility,4
study02|layout_02|200.0,-0.010240359126833251,eog_coherence_utility,15
study03|layout_03|200.0,0.003843483054834407,eog_coherence_utility,10
study04|layout_04|100.0,-0.015367135312602247,eog_coherence_utility,15
study05|layout_05|256.0,0.0029342727507744005,eog_coherence_utility,12
study01|layout_01|200.0,0.004693838417781204,nonartifact_preservation_utility,4
study02|layout_02|200.0,-0.004967929162365103,nonartifact_preservation_utility,15
study03|layout_03|200.0,-0.013816963389677339,nonartifact_preservation_utility,10
study04|layout_04|100.0,0.0007236384820683413,nonartifact_preservation_utility,15
study05|layout_05|256.0,0.004004829526848747,nonartifact_preservation_utility,12
study01|layout_01|200.0,0.03483384717558673,erp_utility,4
study02|layout_02|200.0,0.0017903803497960446,erp_utility,15
study03|layout_03|200.0,-0.04332519895758634,erp_utility,10
study04|layout_04|100.0,-0.006551039533512868,erp_utility,15
study05|layout_05|256.0,0.002063538172473739,erp_utility,10
study01|layout_01|200.0,0.012282050204166678,psd_utility,4
study02|layout_02|200.0,-0.0042997325556698275,psd_utility,15
study03|layout_03|200.0,-0.04829759355527789,psd_utility,10
study04|layout_04|100.0,0.002701467100405576,psd_utility,15
study05|layout_05|256.0,0.014887896512657019,psd_utility,12
study01|layout_01|200.0,0.004924837713745482,covariance_utility,4
study02|layout_02|200.0,-0.0030894829668839403,covariance_utility,15
study03|layout_03|200.0,-0.006824934256227734,covariance_utility,10
study04|layout_04|100.0,-0.0017173152209188844,covariance_utility,15
study05|layout_05|256.0,0.0034596491692953876,covariance_utility,12
