exact_cell,matching_minus_population,matching_minus_wrong_shuffled_mean,metric,recording_key
study01|layout_01|200.0,0.13233085885293078,0.13173062361061977,eog_remaining_utility,study01/study01_p01
study01|layout_01|200.0,-0.05700654912351183,-0.06884738668370796,eog_coherence_utility,study01/study01_p01
study01|layout_01|200.0,0.019308435787236844,-0.0022885491453500384,nonartifact_preservation_utility,study01/study01_p01
study01|layout_01|200.0,0.010586796032352089,-0.03489398694649956,erp_utility,study01/study01_p01
study01|layout_01|200.0,0.036130725986674044,-0.006242874487915974,psd_utility,study01/study01_p01
study01|layout_01|200.0,0.010285663583766896,-0.00017559045049197856,covariance_utility,study01/study01_p01
study01|layout_01|200.0,0.14171409918716382,0.405148496508688,eog_remaining_utility,study01/study01_p03
study01|layout_01|200.0,-0.14164317153395312,0.02827773726371471,eog_coherence_utility,study01/study01_p03
study01|layout_01|200.0,-0.0157647338768222,0.03707225920960444,nonartifact_preservation_utility,study01/study01_p03
study01|layout_01|200.0,-0.12329459956002727,-0.10893298342696608,erp_utility,study01/study01_p03
study01|layout_01|200.0,-0.021428963040429565,0.06368549682858618,psd_utility,study01/study01_p03
study01|layout_01|200.0,-0.00674021728743806,0.04805354714134928,covariance_utility,study01/study01_p03
study01|layout_01|200.0,0.05642114532808662,0.06831196463781009,eog_remaining_utility,study01/study01_p04
study01|layout_01|200.0,-0.10371785282186902,0.010404078700293806,eog_coherence_utility,study01/study01_p04
study01|layout_01|200.0,-0.000351329606471662,0.018487029925550957,nonartifact_preservation_utility,study01/study01_p04
study01|layout_01|200.0,0.0005066280225461406,-0.05882233069997886,erp_utility,study01/study01_p04
study01|layout_01|200.0,0.0057393344822685224,0.041137113074024345,psd_utility,study01/study01_p04
study01|layout_01|200.0,0.0025970615247885905,0.04549159958541079,covariance_utility,study01/study01_p04
study01|layout_01|200.0,0.3362621647093015,0.21323000528330394,eog_remaining_utility,study01/study01_p05
study01|layout_01|200.0,0.16345028251285215,0.09050133675655547,eog_coherence_utility,study01/study01_p05
study01|layout_01|200.0,0.015582981367181836,0.0014729152319887806,nonartifact_preservation_utility,study01/study01_p05
study01|layout_01|200.0,0.25153656420747594,0.11965335245813792,erp_utility,study01/study01_p05
study01|layout_01|200.0,0.02868710338815371,0.0009373222032985767,psd_utility,study01/study01_p05
study01|layout_01|200.0,0.0135568430338645,0.0006237616427072572,covariance_utility,study01/study01_p05
study02|layout_02|200.0,0.03772626862831868,0.07876847556283889,eog_remaining_utility,study02/study02_p02
study02|layout_02|200.0,0.03922771055454821,0.05450072936526146,eog_coherence_utility,study02/study02_p02
study02|layout_02|200.0,0.002326405410371435,0.0010762950498852675,nonartifact_preservation_utility,study02/study02_p02
study02|layout_02|200.0,0.02491590867313173,-0.028887670241308006,erp_utility,study02/study02_p02
study02|layout_02|200.0,0.0030394079609804593,0.002145312341871238,psd_utility,study02/study02_p02
study02|layout_02|200.0,-5.995774627555418e-05,0.002465835152141555,covariance_utility,study02/study02_p02
study02|layout_02|200.0,0.3507446161224056,0.14028696500091234,eog_remaining_utility,study02/study02_p03
study02|layout_02|200.0,0.15269377861321964,0.05557916586803874,eog_coherence_utility,study02/study02_p03
study02|layout_02|200.0,0.005336324631308842,0.001989871577103175,nonartifact_preservation_utility,study02/study02_p03
study02|layout_02|200.0,0.21218425628772838,0.0429939339269226,erp_utility,study02/study02_p03
study02|layout_02|200.0,0.00955224822923973,0.004661720540227086,psd_utility,study02/study02_p03
study02|layout_02|200.0,0.0005079680525381138,-0.00016100511551866937,covariance_utility,study02/study02_p03
study02|layout_02|200.0,0.12689672384267406,0.04219369909102191,eog_remaining_utility,study02/study02_p06
study02|layout_02|200.0,0.027560665801246664,0.02891848670895547,eog_coherence_utility,study02/study02_p06
study02|layout_02|200.0,0.004935980265533657,0.006416707326611704,nonartifact_preservation_utility,study02/study02_p06
study02|layout_02|200.0,0.11765461126524177,0.01939757933361836,erp_utility,study02/study02_p06
study02|layout_02|200.0,0.007758483324438549,0.011680706615635493,psd_utility,study02/study02_p06
study02|layout_02|200.0,-0.0025358026703330774,0.0070149494054561135,covariance_utility,study02/study02_p06
study02|layout_02|200.0,0.05911482848324501,0.05664189722297769,eog_remaining_utility,study02/study02_p07
study02|layout_02|200.0,0.011811091597601964,0.04788013917165407,eog_coherence_utility,study02/study02_p07
study02|layout_02|200.0,0.005620220632203132,0.0007314471597122951,nonartifact_preservation_utility,study02/study02_p07
study02|layout_02|200.0,0.010541962522863768,0.015435302389317618,erp_utility,study02/study02_p07
study02|layout_02|200.0,0.008444656244875143,-0.00023166078460393896,psd_utility,study02/study02_p07
study02|layout_02|200.0,0.0007177895937576116,0.0007425265013552979,covariance_utility,study02/study02_p07
study02|layout_02|200.0,-0.004258892717058593,0.47916477267630814,eog_remaining_utility,study02/study02_p08
study02|layout_02|200.0,-0.0572830633897749,0.22451204234158062,eog_coherence_utility,study02/study02_p08
study02|layout_02|200.0,-0.007202047788223753,0.0009505024585850785,nonartifact_preservation_utility,study02/study02_p08
study02|layout_02|200.0,-0.06977471297107041,-0.10688651802791035,erp_utility,study02/study02_p08
study02|layout_02|200.0,-0.006099836741446308,-0.00043945828905872855,psd_utility,study02/study02_p08
study02|layout_02|200.0,-0.0007782841930634565,0.0015629197911329554,covariance_utility,study02/study02_p08
study02|layout_02|200.0,0.1721639971344193,0.11802521276319025,eog_remaining_utility,study02/study02_p09
study02|layout_02|200.0,-0.1413706323707483,-0.050307368332520946,eog_coherence_utility,study02/study02_p09
study02|layout_02|200.0,-0.011934567989914768,-0.004760981511680362,nonartifact_preservation_utility,study02/study02_p09
study02|layout_02|200.0,-0.10471650698149768,-0.05547604569890169,erp_utility,study02/study02_p09
study02|layout_02|200.0,-0.015995024707528893,-0.006503536054375494,psd_utility,study02/study02_p09
