successful_update,pair_indices,pair_keys
5416,416;368;390;449;482;592;113;105,study05/study05_p46:target_t29_1536:source_t8_0;study05/study05_p45:target_t36_512:source_t2_1024;study05/study05_p46:target_t22_1536:source_t1_1024;study05/study05_p46:target_t38_0:source_t17_0;study05/study05_p47:target_t24_512:source_t8_1024;study05/study05_p48:target_t34_0:source_t1_512;study05/study05_p10:target_t23_1024:source_t7_0;study05/study05_p10:target_t21_1024:source_t5_0
5417,412;322;581;464;562;438;181;267,study05/study05_p46:target_t28_1536:source_t7_0;study05/study05_p45:target_t23_0:source_t6_1024;study05/study05_p48:target_t30_1024:source_t11_1024;study05/study05_p47:target_t19_1536:source_t3_512;study05/study05_p48:target_t24_1536:source_t6_1536;study05/study05_p46:target_t35_512:source_t14_512;study05/study05_p24:target_t22_1536:source_t7_1536;study05/study05_p44:target_t26_1536:source_t7_0
5418,158;432;418;56;401;191;329;296,study05/study05_p10:target_t34_1536:source_t2_512;study05/study05_p46:target_t33_1536:source_t12_1024;study05/study05_p46:target_t30_512:source_t8_1024;study05/study05_p06:target_t31_512:source_t14_1536;study05/study05_p46:target_t25_1024:source_t4_512;study05/study05_p24:target_t25_1536:source_t10_512;study05/study05_p45:target_t25_512:source_t8_1024;study05/study05_p44:target_t34_0:source_t1_1024
5419,623;99;326;176;527;215;245;111,study05/study05_p49:target_t18_1024:source_t2_1536;study05/study05_p10:target_t20_0:source_t3_1024;study05/study05_p45:target_t24_1024:source_t7_1024;study05/study05_p24:target_t17_512:source_t6_1024;study05/study05_p48:target_t15_1024:source_t11_0;study05/study05_p24:target_t31_1536:source_t1_1024;study05/study05_p44:target_t21_512:source_t1_1024;study05/study05_p10:target_t23_0:source_t6_1024
5420,393;293;256;344;678;608;605;225,study05/study05_p46:target_t23_1024:source_t2_512;study05/study05_p44:target_t33_512:source_t0_1536;study05/study05_p44:target_t24_0:source_t4_512;study05/study05_p45:target_t29_1536:source_t12_1536;study05/study05_p50:target_t28_1024:source_t9_0;study05/study05_p49:target_t13_0:source_t10_0;study05/study05_p49:target_t12_512:source_t9_512;study05/study05_p44:target_t16_512:source_t9_512
5421,573;406;69;164;197;148;34;410,study05/study05_p48:target_t27_1536:source_t9_1024;study05/study05_p46:target_t26_1536:source_t5_1024;study05/study05_p06:target_t34_1024:source_t1_0;study05/study05_p10:target_t36_512:source_t3_1536;study05/study05_p24:target_t27_512:source_t13_512;study05/study05_p10:target_t32_512:source_t16_1536;study05/study05_p06:target_t25_1024:source_t9_0;study05/study05_p46:target_t27_1536:source_t6_1024
5422,541;582;479;332;108;175;210;25,study05/study05_p48:target_t19_512:source_t1_1024;study05/study05_p48:target_t30_1536:source_t11_1536;study05/study05_p47:target_t23_1024:source_t7_512;study05/study05_p45:target_t26_0:source_t9_512;study05/study05_p10:target_t22_512:source_t5_1536;study05/study05_p24:target_t17_0:source_t6_512;study05/study05_p24:target_t30_1024:source_t0_512;study05/study05_p06:target_t23_512:source_t6_1536
5423,216;167;598;698;194;243;358;671,study05/study05_p24:target_t32_0:source_t1_1536;study05/study05_p10:target_t37_0:source_t4_1024;study05/study05_p48:target_t36_0:source_t2_1536;study05/study05_p50:target_t35_512:source_t14_0;study05/study05_p24:target_t26_1024:source_t11_1536;study05/study05_p44:target_t20_1536:source_t1_0;study05/study05_p45:target_t33_1024:source_t0_0;study05/study05_p50:target_t26_1536:source_t7_512
5424,546;73;645;21;459;470;233;112,study05/study05_p48:target_t20_1024:source_t2_1536;study05/study05_p06:target_t35_1024:source_t2_0;study05/study05_p50:target_t16_1536:source_t0_1536;study05/study05_p06:target_t22_512:source_t5_1536;study05/study05_p47:target_t18_1024:source_t2_0;study05/study05_p47:target_t21_512:source_t4_1536;study05/study05_p44:target_t18_512:source_t12_1024;study05/study05_p10:target_t23_512:source_t6_1536
5425,595;258;686;588;118;510;521;544,study05/study05_p48:target_t34_1536:source_t2_0;study05/study05_p44:target_t24_1024:source_t4_1536;study05/study05_p50:target_t31_0:source_t11_0;study05/study05_p48:target_t32_1024:source_t0_512;study05/study05_p10:target_t24_1536:source_t8_512;study05/study05_p47:target_t31_512:source_t16_1536;study05/study05_p47:target_t34_0:source_t2_1024;study05/study05_p48:target_t20_0:source_t2_512
5426,622;372;314;334;440;601;551;408,study05/study05_p49:target_t18_512:source_t2_1024;study05/study05_p46:target_t18_512:source_t15_0;study05/study05_p45:target_t20_0:source_t4_1024;study05/study05_p45:target_t26_1024:source_t9_1536;study05/study05_p46:target_t35_1536:source_t14_1536;study05/study05_p48:target_t36_1536:source_t3_1024;study05/study05_p48:target_t21_1536:source_t4_0;study05/study05_p46:target_t27_512:source_t6_0
5427,214;35;290;279;655;250;627;226,study05/study05_p24:target_t31_1024:source_t1_512;study05/study05_p06:target_t25_1536:source_t9_512;study05/study05_p44:target_t32_1024:source_t0_0;study05/study05_p44:target_t29_1536:source_t10_1024;study05/study05_p50:target_t20_1536:source_t3_512;study05/study05_p44:target_t22_1024:source_t2_1536;study05/study05_p49:target_t19_1536:source_t3_1536;study05/study05_p44:target_t16_1024:source_t9_1024
5428,614;193;121;238;566;292;434;106,study05/study05_p49:target_t14_1536:source_t0_1024;study05/study05_p24:target_t26_512:source_t10_1536;study05/study05_p10:target_t25_1024:source_t9_512;study05/study05_p44:target_t19_1024:source_t14_1536;study05/study05_p48:target_t25_1536:source_t7_1536;study05/study05_p44:target_t33_0:source_t0_1024;study05/study05_p46:target_t34_512:source_t13_0;study05/study05_p10:target_t21_1536:source_t5_512
5429,523;417;201;306;567;291;27;166,study05/study05_p47:target_t34_1024:source_t3_0;study05/study05_p46:target_t30_0:source_t8_512;study05/study05_p24:target_t28_512:source_t14_1536;study05/study05_p45:target_t18_0:source_t2_1024;study05/study05_p48:target_t26_0:source_t8_0;study05/study05_p44:target_t32_1536:source_t0_512;study05/study05_p06:target_t23_1536:source_t7_512;study05/study05_p10:target_t36_1536:source_t4_512
5430,274;165;97;356;637;542;672;492,study05/study05_p44:target_t28_1024:source_t8_1536;study05/study05_p10:target_t36_1024:source_t4_0;study05/study05_p10:target_t19_1024:source_t3_0;study05/study05_p45:target_t32_1536:source_t16_512;study05/study05_p49:target_t23_1024:source_t6_1536;study05/study05_p48:target_t19_1024:source_t1_1536;study05/study05_p50:target_t27_0:source_t7_1024;study05/study05_p47:target_t26_1536:source_t11_512
5431,458;240;133;45;685;545;487;602,study05/study05_p47:target_t18_512:source_t1_1536;study05/study05_p44:target_t20_0:source_t0_512;study05/study05_p10:target_t28_1024:source_t12_1536;study05/study05_p06:target_t28_1024:source_t11_1536;study05/study05_p50:target_t30_512:source_t10_1536;study05/study05_p48:target_t20_512:source_t2_1024;study05/study05_p47:target_t25_1024:source_t9_1536;study05/study05_p49:target_t11_512:source_t8_512
5432,621;697;367;603;388;98;380;537,study05/study05_p49:target_t18_0:source_t2_512;study05/study05_p50:target_t35_0:source_t13_1536;study05/study05_p45:target_t35_1536:source_t2_512;study05/study05_p49:target_t11_1024:source_t8_1536;study05/study05_p46:target_t22_512:source_t1_0;study05/study05_p10:target_t19_1536:source_t3_512;study05/study05_p46:target_t20_512:source_t17_0;study05/study05_p48:target_t18_512:source_t0_1024
5433,304;102;265;579;333;499;3;683,study05/study05_p45:target_t17_0:source_t2_0;study05/study05_p10:target_t20_1536:source_t4_512;study05/study05_p44:target_t26_512:source_t6_1024;study05/study05_p48:target_t30_0:source_t11_0;study05/study05_p45:target_t26_512:source_t9_1024;study05/study05_p47:target_t28_1024:source_t13_512;study05/study05_p06:target_t17_1536:source_t1_512;study05/study05_p50:target_t29_1536:source_t10_512
5434,593;414;667;587;477;150;324;236,study05/study05_p48:target_t34_512:source_t1_1024;study05/study05_p46:target_t29_512:source_t7_1024;study05/study05_p50:target_t25_512:source_t6_512;study05/study05_p48:target_t32_512:source_t0_0;study05/study05_p47:target_t23_0:source_t6_1536;study05/study05_p10:target_t32_1536:source_t0_512;study05/study05_p45:target_t23_1024:source_t7_0;study05/study05_p44:target_t19_0:source_t13_1536
5435,177;524;100;208;91;681;543;345,study05/study05_p24:target_t20_0:source_t6_1536;study05/study05_p47:target_t34_1536:source_t3_512;study05/study05_p10:target_t20_512:source_t3_1536;study05/study05_p24:target_t30_0:source_t16_1536;study05/study05_p10:target_t18_0:source_t1_1024;study05/study05_p50:target_t29_512:source_t9_1536;study05/study05_p48:target_t19_1536:source_t2_0;study05/study05_p45:target_t30_0:source_t13_0
5436,10;16;125;641;519;599;174;19,study05/study05_p06:target_t19_1024:source_t3_0;study05/study05_p06:target_t21_0:source_t4_1024;study05/study05_p10:target_t26_1024:source_t10_512;study05/study05_p49:target_t25_1536:source_t8_512;study05/study05_p47:target_t33_1024:source_t2_0;study05/study05_p48:target_t36_512:source_t3_0;study05/study05_p10:target_t38_1536:source_t6_512;study05/study05_p06:target_t21_1536:source_t5_512
5437,2;315;272;41;350;83;81;29,study05/study05_p06:target_t17_1024:source_t1_0;study05/study05_p45:target_t20_512:source_t4_1536;study05/study05_p44:target_t28_0:source_t8_512;study05/study05_p06:target_t27_512:source_t10_1536;study05/study05_p45:target_t31_512:source_t14_1024;study05/study05_p06:target_t38_0:source_t4_1024;study05/study05_p06:target_t37_1024:source_t4_0;study05/study05_p06:target_t24_512:source_t7_1536
5438,249;421;253;670;170;505;474;298,study05/study05_p44:target_t22_512:source_t2_1024;study05/study05_p46:target_t31_0:source_t9_512;study05/study05_p44:target_t23_512:source_t3_1024;study05/study05_p50:target_t26_1024:source_t7_0;study05/study05_p10:target_t37_1536:source_t5_512;study05/study05_p47:target_t30_0:source_t15_512;study05/study05_p47:target_t22_512:source_t5_1536;study05/study05_p44:target_t34_1024:source_t2_0
5439,483;626;448;500;580;336;518;321,study05/study05_p47:target_t24_1024:source_t8_1536;study05/study05_p49:target_t19_1024:source_t3_1024;study05/study05_p46:target_t37_1536:source_t16_1536;study05/study05_p47:target_t28_1536:source_t13_1024;study05/study05_p48:target_t30_512:source_t11_512;study05/study05_p45:target_t27_0:source_t10_512;study05/study05_p47:target_t33_512:source_t1_1536;study05/study05_p45:target_t22_1536:source_t6_512
5440,460;224;232;649;261;60;313;90,study05/study05_p47:target_t18_1536:source_t2_512;study05/study05_p44:target_t16_0:source_t9_0;study05/study05_p44:target_t18_0:source_t11_1536;study05/study05_p50:target_t18_512:source_t1_1536;study05/study05_p44:target_t25_512:source_t5_1024;study05/study05_p06:target_t32_512:source_t15_1536;study05/study05_p45:target_t19_1536:source_t4_512;study05/study05_p10:target_t17_1536:source_t1_512
5441,82;136;640;636;506;228;110;693,study05/study05_p06:target_t37_1536:source_t4_512;study05/study05_p10:target_t29_512:source_t13_1024;study05/study05_p49:target_t24_1024:source_t7_1536;study05/study05_p49:target_t23_512:source_t6_1024;study05/study05_p47:target_t30_512:source_t15_1024;study05/study05_p44:target_t17_0:source_t10_1024;study05/study05_p10:target_t22_1536:source_t6_512;study05/study05_p50:target_t33_1536:source_t12_1536
5442,184;680;389;123;11;675;453;244,study05/study05_p24:target_t23_1024:source_t8_1024;study05/study05_p50:target_t29_0:source_t9_1024;study05/study05_p46:target_t22_1024:source_t1_512;study05/study05_p10:target_t26_0:source_t9_1536;study05/study05_p06:target_t19_1536:source_t3_512;study05/study05_p50:target_t27_1536:source_t8_512;study05/study05_p47:target_t17_0:source_t0_1024;study05/study05_p44:target_t21_0:source_t1_512
5443,429;131;508;616;55;220;620;17,study05/study05_p46:target_t33_0:source_t11_512;study05/study05_p10:target_t28_0:source_t12_512;study05/study05_p47:target_t30_1536:source_t16_512;study05/study05_p49:target_t15_512:source_t1_0;study05/study05_p06:target_t31_0:source_t14_1024;study05/study05_p44:target_t15_0:source_t8_0;study05/study05_p49:target_t16_512:source_t2_0;study05/study05_p06:target_t21_512:source_t4_1536
5444,68;44;411;669;689;574;143;465,study05/study05_p06:target_t34_512:source_t0_1536;study05/study05_p06:target_t28_512:source_t11_1024;study05/study05_p46:target_t28_1024:source_t6_1536;study05/study05_p50:target_t25_1536:source_t6_1536;study05/study05_p50:target_t32_0:source_t11_1536;study05/study05_p48:target_t28_0:source_t9_1536;study05/study05_p10:target_t31_0:source_t15_1024;study05/study05_p47:target_t20_0:source_t3_1024
5445,431;283;171;504;347;512;213;203,study05/study05_p46:target_t33_1024:source_t11_1536;study05/study05_p44:target_t30_1536:source_t11_1536;study05/study05_p10:target_t38_0:source_t5_1024;study05/study05_p47:target_t29_1536:source_t14_1024;study05/study05_p45:target_t30_1024:source_t13_1024;study05/study05_p47:target_t31_1536:source_t0_512;study05/study05_p24:target_t31_512:source_t1_0;study05/study05_p24:target_t28_1536:source_t15_512
5446,441;160;590;218;534;156;114;89,study05/study05_p46:target_t36_0:source_t15_0;study05/study05_p10:target_t35_512:source_t2_1536;study05/study05_p48:target_t33_0:source_t0_1536;study05/study05_p24:target_t32_1024:source_t2_512;study05/study05_p48:target_t17_512:source_t14_512;study05/study05_p10:target_t34_512:source_t1_1536;study05/study05_p10:target_t23_1536:source_t7_512;study05/study05_p10:target_t17_1024:source_t1_0
5447,255;104;535;578;66;262;268;539,study05/study05_p44:target_t23_1536:source_t4_0;study05/study05_p10:target_t21_512:source_t4_1536;study05/study05_p48:target_t17_1024:source_t0_0;study05/study05_p48:target_t29_1024:source_t10_1536;study05/study05_p06:target_t33_1536:source_t0_512;study05/study05_p44:target_t25_1024:source_t5_1536;study05/study05_p44:target_t27_0:source_t7_512;study05/study05_p48:target_t18_1536:source_t1_0
5448,498;59;454;190;169;625;129;374,study05/study05_p47:target_t28_512:source_t13_0;study05/study05_p06:target_t32_0:source_t15_1024;study05/study05_p47:target_t17_512:source_t0_1536;study05/study05_p24:target_t25_1024:source_t10_0;study05/study05_p10:target_t37_1024:source_t5_0;study05/study05_p49:target_t19_512:source_t3_512;study05/study05_p10:target_t27_1024:source_t11_1024;study05/study05_p46:target_t18_1536:source_t15_1024
5449,327;419;609;275;77;699;135;383,study05/study05_p45:target_t24_1536:source_t8_0;study05/study05_p46:target_t30_1024:source_t8_1536;study05/study05_p49:target_t13_512:source_t10_512;study05/study05_p44:target_t28_1536:source_t9_0;study05/study05_p06:target_t36_1024:source_t3_0;study05/study05_p50:target_t35_1024:source_t14_512;study05/study05_p10:target_t29_0:source_t13_512;study05/study05_p46:target_t21_0:source_t17_1536
5450,257;289;515;370;342;0;426;168,study05/study05_p44:target_t24_512:source_t4_1024;study05/study05_p44:target_t32_512:source_t14_1536;study05/study05_p47:target_t32_1024:source_t1_0;study05/study05_p45:target_t36_1536:source_t3_0;study05/study05_p45:target_t29_512:source_t12_0;study05/study05_p06:target_t17_0:source_t0_1024;study05/study05_p46:target_t32_512:source_t10_1024;study05/study05_p10:target_t37_512:source_t4_1536
5451,446;80;127;651;343;700;320;179,study05/study05_p46:target_t37_512:source_t16_512;study05/study05_p06:target_t37_512:source_t3_1536;study05/study05_p10:target_t27_0:source_t10_1536;study05/study05_p50:target_t19_512:source_t2_512;study05/study05_p45:target_t29_1024:source_t12_512;study05/study05_p50:target_t35_1536:source_t14_1024;study05/study05_p45:target_t22_0:source_t6_0;study05/study05_p24:target_t21_512:source_t7_512
5452,317;229;54;318;9;282;604;409,study05/study05_p45:target_t21_0:source_t5_512;study05/study05_p44:target_t17_512:source_t11_0;study05/study05_p06:target_t30_1536:source_t14_512;study05/study05_p45:target_t21_512:source_t5_1024;study05/study05_p06:target_t19_512:source_t2_1536;study05/study05_p44:target_t30_1024:source_t11_1024;study05/study05_p49:target_t12_0:source_t9_0;study05/study05_p46:target_t27_1024:source_t6_512
5453,657;205;422;488;692;496;485;694,study05/study05_p50:target_t21_512:source_t3_1536;study05/study05_p24:target_t29_512:source_t16_0;study05/study05_p46:target_t31_512:source_t9_1024;study05/study05_p47:target_t25_1536:source_t10_0;study05/study05_p50:target_t33_1024:source_t12_1024;study05/study05_p47:target_t27_1536:source_t12_512;study05/study05_p47:target_t25_0:source_t9_512;study05/study05_p50:target_t34_0:source_t13_0
5454,378;24;242;690;472;513;204;673,study05/study05_p46:target_t19_1536:source_t16_1024;study05/study05_p06:target_t23_0:source_t6_1024;study05/study05_p44:target_t20_1024:source_t0_1536;study05/study05_p50:target_t32_512:source_t12_0;study05/study05_p47:target_t21_1536:source_t5_512;study05/study05_p47:target_t32_0:source_t0_1024;study05/study05_p24:target_t29_0:source_t15_1024;study05/study05_p50:target_t27_512:source_t7_1536
5455,186;558;278;610;206;480;312;481,study05/study05_p24:target_t24_512:source_t9_0;study05/study05_p48:target_t23_1024:source_t5_1536;study05/study05_p44:target_t29_1024:source_t9_1536;study05/study05_p49:target_t13_1024:source_t10_1024;study05/study05_p24:target_t29_1024:source_t16_512;study05/study05_p47:target_t23_1536:source_t7_1024;study05/study05_p45:target_t19_1024:source_t4_0;study05/study05_p47:target_t24_0:source_t8_0
5456,437;509;5;120;107,study05/study05_p46:target_t35_0:source_t13_1536;study05/study05_p47:target_t31_0:source_t16_1024;study05/study05_p06:target_t18_512:source_t1_1536;study05/study05_p10:target_t25_512:source_t9_0;study05/study05_p10:target_t22_0:source_t5_1024
5457,25;115;550;235;661;431;256;642,study05/study05_p06:target_t23_512:source_t6_1536;study05/study05_p10:target_t24_0:source_t7_1024;study05/study05_p48:target_t21_1024:source_t3_1536;study05/study05_p44:target_t18_1536:source_t13_512;study05/study05_p50:target_t23_0:source_t4_1536;study05/study05_p46:target_t33_1024:source_t11_1536;study05/study05_p44:target_t24_0:source_t4_512;study05/study05_p49:target_t26_0:source_t8_1536
5458,262;403;81;543;20;436;192;380,study05/study05_p44:target_t25_1024:source_t5_1536;study05/study05_p46:target_t26_0:source_t4_1536;study05/study05_p06:target_t37_1024:source_t4_0;study05/study05_p48:target_t19_1536:source_t2_0;study05/study05_p06:target_t22_0:source_t5_1024;study05/study05_p46:target_t34_1536:source_t13_1024;study05/study05_p24:target_t26_0:source_t10_1024;study05/study05_p46:target_t20_512:source_t17_0
5459,453;517;93;251;647;334;59;352,study05/study05_p47:target_t17_0:source_t0_1024;study05/study05_p47:target_t33_0:source_t1_1024;study05/study05_p10:target_t18_1024:source_t2_0;study05/study05_p44:target_t22_1536:source_t3_0;study05/study05_p50:target_t17_1536:source_t1_512;study05/study05_p45:target_t26_1024:source_t9_1536;study05/study05_p06:target_t32_0:source_t15_1024;study05/study05_p45:target_t31_1536:source_t15_512
5460,40;532;58;411;385;64;402;243,study05/study05_p06:target_t27_0:source_t10_1024;study05/study05_p48:target_t16_1536:source_t12_1536;study05/study05_p06:target_t31_1536:source_t15_512;study05/study05_p46:target_t28_1024:source_t6_1536;study05/study05_p46:target_t21_1024:source_t0_512;study05/study05_p06:target_t33_512:source_t16_1536;study05/study05_p46:target_t25_1536:source_t4_1024;study05/study05_p44:target_t20_1536:source_t1_0
5461,289;164;398;683;109;579;503;226,study05/study05_p44:target_t32_512:source_t14_1536;study05/study05_p10:target_t36_512:source_t3_1536;study05/study05_p46:target_t24_1536:source_t3_1024;study05/study05_p50:target_t29_1536:source_t10_512;study05/study05_p10:target_t22_1024:source_t6_0;study05/study05_p48:target_t30_0:source_t11_0;study05/study05_p47:target_t29_1024:source_t14_512;study05/study05_p44:target_t16_1024:source_t9_1024
5462,78;272;149;577;648;117;232;273,study05/study05_p06:target_t36_1536:source_t3_512;study05/study05_p44:target_t28_0:source_t8_512;study05/study05_p10:target_t32_1024:source_t0_0;study05/study05_p48:target_t29_512:source_t10_1024;study05/study05_p50:target_t18_0:source_t1_1024;study05/study05_p10:target_t24_1024:source_t8_0;study05/study05_p44:target_t18_0:source_t11_1536;study05/study05_p44:target_t28_512:source_t8_1024
5463,496;7;609;92;578;538;526;28,study05/study05_p47:target_t27_1536:source_t12_512;study05/study05_p06:target_t18_1536:source_t2_512;study05/study05_p49:target_t13_512:source_t10_512;study05/study05_p10:target_t18_512:source_t1_1536;study05/study05_p48:target_t29_1024:source_t10_1536;study05/study05_p48:target_t18_1024:source_t0_1536;study05/study05_p48:target_t15_512:source_t10_1536;study05/study05_p06:target_t24_0:source_t7_1024
5464,629;580;356;527;269;417;593;292,study05/study05_p49:target_t20_1536:source_t4_512;study05/study05_p48:target_t30_512:source_t11_512;study05/study05_p45:target_t32_1536:source_t16_512;study05/study05_p48:target_t15_1024:source_t11_0;study05/study05_p44:target_t27_512:source_t7_1024;study05/study05_p46:target_t30_0:source_t8_512;study05/study05_p48:target_t34_512:source_t1_1024;study05/study05_p44:target_t33_0:source_t0_1024
5465,186;535;45;454;316;267;682;596,study05/study05_p24:target_t24_512:source_t9_0;study05/study05_p48:target_t17_1024:source_t0_0;study05/study05_p06:target_t28_1024:source_t11_1536;study05/study05_p47:target_t17_512:source_t0_1536;study05/study05_p45:target_t20_1536:source_t5_0;study05/study05_p44:target_t26_1536:source_t7_0;study05/study05_p50:target_t29_1024:source_t10_0;study05/study05_p48:target_t35_0:source_t2_512
5466,297;442;61;254;561;670;456;570,study05/study05_p44:target_t34_512:source_t1_1536;study05/study05_p46:target_t36_512:source_t15_512;study05/study05_p06:target_t32_1024:source_t16_0;study05/study05_p44:target_t23_1024:source_t3_1536;study05/study05_p48:target_t24_1024:source_t6_1024;study05/study05_p50:target_t26_1024:source_t7_0;study05/study05_p47:target_t17_1536:source_t1_512;study05/study05_p48:target_t26_1536:source_t8_1536
5467,413;676;91;286;44;328;217;278,study05/study05_p46:target_t29_0:source_t7_512;study05/study05_p50:target_t28_0:source_t8_1024;study05/study05_p10:target_t18_0:source_t1_1024;study05/study05_p44:target_t31_1024:source_t13_512;study05/study05_p06:target_t28_512:source_t11_1024;study05/study05_p45:target_t25_0:source_t8_512;study05/study05_p24:target_t32_512:source_t2_0;study05/study05_p44:target_t29_1024:source_t9_1536
5468,250;54;432;378;329;515;255;364,study05/study05_p44:target_t22_1024:source_t2_1536;study05/study05_p06:target_t30_1536:source_t14_512;study05/study05_p46:target_t33_1536:source_t12_1024;study05/study05_p46:target_t19_1536:source_t16_1024;study05/study05_p45:target_t25_512:source_t8_1024;study05/study05_p47:target_t32_1024:source_t1_0;study05/study05_p44:target_t23_1536:source_t4_0;study05/study05_p45:target_t35_0:source_t1_1024
5469,488;257;83;684;372;349;363;566,study05/study05_p47:target_t25_1536:source_t10_0;study05/study05_p44:target_t24_512:source_t4_1024;study05/study05_p06:target_t38_0:source_t4_1024;study05/study05_p50:target_t30_0:source_t10_1024;study05/study05_p46:target_t18_512:source_t15_0;study05/study05_p45:target_t31_0:source_t14_0;study05/study05_p45:target_t34_1536:source_t1_512;study05/study05_p48:target_t25_1536:source_t7_1536
5470,296;483;617;465;425;227;248;259,study05/study05_p44:target_t34_0:source_t1_1024;study05/study05_p47:target_t24_1024:source_t8_1536;study05/study05_p49:target_t15_1024:source_t1_512;study05/study05_p47:target_t20_0:source_t3_1024;study05/study05_p46:target_t32_0:source_t10_512;study05/study05_p44:target_t16_1536:source_t9_1536;study05/study05_p44:target_t22_0:source_t2_512;study05/study05_p44:target_t24_1536:source_t5_0
5471,73;415;458;311;623;699;84;618,study05/study05_p06:target_t35_1024:source_t2_0;study05/study05_p46:target_t29_1024:source_t7_1536;study05/study05_p47:target_t18_512:source_t1_1536;study05/study05_p45:target_t19_512:source_t3_1536;study05/study05_p49:target_t18_1024:source_t2_1536;study05/study05_p50:target_t35_1024:source_t14_512;study05/study05_p06:target_t38_512:source_t4_1536;study05/study05_p49:target_t15_1536:source_t1_1024
5472,161;600;381;638;636;438;563;440,study05/study05_p10:target_t35_1024:source_t3_0;study05/study05_p48:target_t36_1024:source_t3_512;study05/study05_p46:target_t20_1024:source_t17_512;study05/study05_p49:target_t23_1536:source_t7_0;study05/study05_p49:target_t23_512:source_t6_1024;study05/study05_p46:target_t35_512:source_t14_512;study05/study05_p48:target_t25_0:source_t7_0;study05/study05_p46:target_t35_1536:source_t14_1536
5473,547;42;486;184;43;31;135;166,study05/study05_p48:target_t20_1536:source_t3_0;study05/study05_p06:target_t27_1024:source_t11_0;study05/study05_p47:target_t25_512:source_t9_1024;study05/study05_p24:target_t23_1024:source_t8_1024;study05/study05_p06:target_t27_1536:source_t11_512;study05/study05_p06:target_t24_1536:source_t8_512;study05/study05_p10:target_t29_0:source_t13_512;study05/study05_p10:target_t36_1536:source_t4_512
5474,501;263;481;406;698;568;321;396,study05/study05_p47:target_t29_0:source_t13_1536;study05/study05_p44:target_t25_1536:source_t6_0;study05/study05_p47:target_t24_0:source_t8_0;study05/study05_p46:target_t26_1536:source_t5_1024;study05/study05_p50:target_t35_512:source_t14_0;study05/study05_p48:target_t26_512:source_t8_512;study05/study05_p45:target_t22_1536:source_t6_512;study05/study05_p46:target_t24_512:source_t3_0
5475,360;284;650;605;140;218;627;606,study05/study05_p45:target_t34_0:source_t0_1024;study05/study05_p44:target_t31_0:source_t12_1024;study05/study05_p50:target_t19_0:source_t2_0;study05/study05_p49:target_t12_512:source_t9_512;study05/study05_p10:target_t30_512:source_t14_1024;study05/study05_p24:target_t32_1024:source_t2_512;study05/study05_p49:target_t19_1536:source_t3_1536;study05/study05_p49:target_t12_1024:source_t9_1024
5476,203;677;193;124;154;34;700;98,study05/study05_p24:target_t28_1536:source_t15_512;study05/study05_p50:target_t28_512:source_t8_1536;study05/study05_p24:target_t26_512:source_t10_1536;study05/study05_p10:target_t26_512:source_t10_0;study05/study05_p10:target_t33_1536:source_t1_512;study05/study05_p06:target_t25_1024:source_t9_0;study05/study05_p50:target_t35_1536:source_t14_1024;study05/study05_p10:target_t19_1536:source_t3_512
5477,244;392;499;390;304;332;598;490,study05/study05_p44:target_t21_0:source_t1_512;study05/study05_p46:target_t23_512:source_t2_0;study05/study05_p47:target_t28_1024:source_t13_512;study05/study05_p46:target_t22_1536:source_t1_1024;study05/study05_p45:target_t17_0:source_t2_0;study05/study05_p45:target_t26_0:source_t9_512;study05/study05_p48:target_t36_0:source_t2_1536;study05/study05_p47:target_t26_512:source_t10_1024
5478,427;475;461;307;665;249;616;300,study05/study05_p46:target_t32_1024:source_t10_1536;study05/study05_p47:target_t22_1024:source_t6_0;study05/study05_p47:target_t19_0:source_t2_1024;study05/study05_p45:target_t18_512:source_t2_1536;study05/study05_p50:target_t24_1024:source_t5_1536;study05/study05_p44:target_t22_512:source_t2_1024;study05/study05_p49:target_t15_512:source_t1_0;study05/study05_p44:target_t35_0:source_t2_1024
5479,447;283;264;400;450;82;212;546,study05/study05_p46:target_t37_1024:source_t16_1024;study05/study05_p44:target_t30_1536:source_t11_1536;study05/study05_p44:target_t26_0:source_t6_512;study05/study05_p46:target_t25_512:source_t4_0;study05/study05_p46:target_t38_512:source_t17_512;study05/study05_p06:target_t37_1536:source_t4_512;study05/study05_p24:target_t31_0:source_t0_1536;study05/study05_p48:target_t20_1024:source_t2_1536
5480,180;24;79;187;346;103;242;285,study05/study05_p24:target_t21_1024:source_t7_1024;study05/study05_p06:target_t23_0:source_t6_1024;study05/study05_p06:target_t37_0:source_t3_1024;study05/study05_p24:target_t24_1024:source_t9_512;study05/study05_p45:target_t30_512:source_t13_512;study05/study05_p10:target_t21_0:source_t4_1024;study05/study05_p44:target_t20_1024:source_t0_1536;study05/study05_p44:target_t31_512:source_t12_1536
5481,366;5;342;678;195;163;323;205,study05/study05_p45:target_t35_1024:source_t2_0;study05/study05_p06:target_t18_512:source_t1_1536;study05/study05_p45:target_t29_512:source_t12_0;study05/study05_p50:target_t28_1024:source_t9_0;study05/study05_p24:target_t26_1536:source_t12_512;study05/study05_p10:target_t36_0:source_t3_1024;study05/study05_p45:target_t23_512:source_t6_1536;study05/study05_p24:target_t29_512:source_t16_0
